LONs;LATs;ELEV;sand;silt;clay;BULK;COARSE;OrganicCarbon;N;PH;No.DB1;Region;SLLL;SDUL;SSAT;SSKS
-13.90972222;13.82972222;0.022151235;51.45488396;18.95173779;29.59699685;1.593879219;0.109500423;0.513621261;3.703069497;6.012972366;10;5;0.182142873;0.285026883;0.410565817;0.43
-13.90972222;13.82972222;0.022151235;51.45488396;18.95173779;29.59699685;1.593879219;0.109500423;0.513621261;3.703069497;6.012972366;11;5;0.182142873;0.285026883;0.410565817;0.43
-13.90972222;13.82972222;0.022151235;51.45488396;18.95173779;29.59699685;1.593879219;0.109500423;0.513621261;3.703069497;6.012972366;12;5;0.182142873;0.285026883;0.410565817;0.43
-13.90972222;13.82972222;0.022151235;51.45488396;18.95173779;29.59699685;1.593879219;0.109500423;0.513621261;3.703069497;6.012972366;13;5;0.182142873;0.285026883;0.410565817;0.43
-13.90972222;13.82972222;0.022151235;51.45488396;18.95173779;29.59699685;1.593879219;0.109500423;0.513621261;3.703069497;6.012972366;14;5;0.182142873;0.285026883;0.410565817;0.43
-13.90972222;13.82972222;0.022151235;51.45488396;18.95173779;29.59699685;1.593879219;0.109500423;0.513621261;3.703069497;6.012972366;15;5;0.182142873;0.285026883;0.410565817;0.43
-14.23972222;13.85972222;0.04517284;55.37218504;20.44965595;24.19338654;1.579278631;0.106875412;0.438388401;4.738718547;5.804663572;16;5;0.149725797;0.247552829;0.401537503;0.43
-13.96972222;14.12972222;0.031694444;56.06882192;19.16485624;24.7647848;1.561205914;0.103491674;0.462179061;4.380152654;5.896756682;17;5;0.15331307;0.249762705;0.401891139;0.43
-14.39972222;13.84972222;0.051848765;61.46588685;14.1634596;24.38400172;1.572209594;0.106106491;0.354377768;4.210967339;5.964193732;18;5;0.149618652;0.235665471;0.393909473;0.43
-14.23972222;13.85972222;0.04517284;55.37218504;20.44965595;24.19338654;1.579278631;0.106875412;0.438388401;4.738718547;5.804663572;19;5;0.149725797;0.247552829;0.401537503;0.43
-13.95972222;13.76972222;0.018503086;53.25673838;19.84511341;26.89949715;1.577943661;0.136774247;0.577591456;3.707272422;5.905562215;20;5;0.167065539;0.268370508;0.408997648;0.43
-14.24972222;14.06972222;0.03633642;59.44971891;14.87707763;25.69641018;1.556650006;0.079231836;0.426462875;4.42006917;6.045138113;21;5;0.158287672;0.248091699;0.397987476;0.43
-14.55945717;13.97958227;0.026221374;51.16467245;13.45768059;24.16449214;1.3952075;0.103873694;0.32037887;3.606346285;5.392627093;22;5;0.148484959;0.253379714;0.401023544;0.43
-14.57972222;13.99973684;0.018789474;58.69851813;14.68244869;26.6375019;1.570298163;0.119713571;0.404294417;5.089131271;6.022956698;23;5;0.163624971;0.254388788;0.398279341;0.43
-14.56972222;14.01972222;0.02441358;61.89336233;13.62507877;24.50354306;1.579842841;0.100871231;0.404789488;5.013462681;6.006097006;24;5;0.150891686;0.236463571;0.395093822;0.43
-14.57962496;14.07963021;0.046744479;64.51068925;13.21252358;22.2819483;1.57639134;0.087103358;0.36608117;4.32757033;6.084785421;25;5;0.137080652;0.218140761;0.392136002;0.43
-14.37972222;14.52972222;0.050052469;56.01163609;18.87253655;25.12823857;1.568017406;0.093701826;0.473774718;4.228918057;6.25594782;26;5;0.155573786;0.252052412;0.402421944;0.43
-14.41972222;14.41972222;0.033811728;59.47842638;17.69710332;22.81488984;1.573590324;0.065544366;0.392505459;4.80191458;5.990451005;27;5;0.140873718;0.231326658;0.396463585;0.43
-14.60972222;14.39972222;0.035216049;57.13849793;16.42167616;26.4411035;1.57820525;0.079624455;0.431554553;4.520670851;6.10908458;28;5;0.162800393;0.256527657;0.400500322;0.43
-14.31972222;14.48972222;0.049018519;60.24156818;14.70555837;25.04314949;1.575409986;0.077676621;0.558955999;5.144054967;6.220710873;29;5;0.155896526;0.245305452;0.401166151;0.43
-12.23972222;14.46972222;0.039388889;36.75780624;31.76781475;31.45118789;1.56395102;0.055964471;0.39002469;3.890868296;6.767544469;30;5;0.191722943;0.317224813;0.426958964;0.23
-15.83972222;13.95972222;0.02325;80.60531997;5.345120341;14.06047809;1.580923654;0.067210094;0.473681445;3.32079064;5.720153089;1;6;0.087751419;0.141512394;0.397995452;2.59
-15.83972222;13.95972222;0.02325;80.60531997;5.345120341;14.06047809;1.580923654;0.067210094;0.473681445;3.32079064;5.720153089;2;6;0.087751419;0.141512394;0.397995452;2.59
-15.78972222;13.75972222;0.01457716;72.72421069;9.424868696;17.83611772;1.517404187;0.06230071;0.677653033;4.056905463;5.842099835;37;6;0.11424356;0.183229157;0.400848118;2.59
-15.87972222;13.77972222;0.040842593;80.13427467;5.134087701;14.72471861;1.631755002;0.123392486;0.459205538;3.581591578;5.532916004;43;6;0.091597534;0.145899745;0.396341375;2.59
-15.44972222;13.92972222;0.009055556;48.84765559;24.14493672;26.99460705;1.563097265;0.11103319;0.939815546;5.732043074;6.326261935;38;7;0.171156548;0.282444878;0.425517608;0.43
-14.85972222;14.19972222;0.050691358;62.34717942;16.48661425;21.16868481;1.573995189;0.090816526;0.427057463;4.245023408;6.170896678;40;7;0.131367513;0.217278003;0.395729453;0.43
-15.17972222;14.24972222;0.022271605;62.7831353;15.54538027;21.67835324;1.57852525;0.093030658;0.440690153;4.290742751;6.039016342;41;7;0.134529143;0.219520891;0.395803006;0.43
-16.29972222;13.89972222;0.019984568;74.8154666;6.946942074;18.24042251;1.560118558;0.045572446;0.453278243;3.002245908;5.359604898;39;8;0.113266494;0.176565667;0.392234355;2.59
-16.45984886;13.8395915;0.0040625;52.49435892;15.49571603;20.69668441;0.78348292;0.133433432;4.465973898;11.40656078;5.158876554;42;8;0.176268268;0.316030317;0.562678894;0.43
-16.57987628;14.07867647;0.001882353;52.95920582;52.95920582;20.88949147;1.131303697;0.155528538;5.219494638;18.05195084;4.951235424;44;8;0.18611432;0.331989631;0.591284229;0.43
