LONs;LATs;ELEV;sand;silt;clay;BULK;COARSE;OrganicCarbon;N;PH;No.DB1;Region;SLLL;SDUL;SSAT;SSKS
-15.58972308;12.82973684;0.044495356;54.00112438;21.01193186;24.2072638;1.412552713;0.14421257;0.500334949;7.117965124;5.428919629;7;2;0.150540663;0.251317291;0.404802559;0.43
-15.58972308;12.82973684;0.044495356;54.00112438;21.01193186;24.2072638;1.412552713;0.14421257;0.500334949;7.117965124;5.428919629;8;2;0.150540663;0.251317291;0.404802559;0.43
-15.58972308;12.82973684;0.044495356;54.00112438;21.01193186;24.2072638;1.412552713;0.14421257;0.500334949;7.117965124;5.428919629;9;2;0.150540663;0.251317291;0.404802559;0.43
-15.96972222;12.79972222;0.01579321;50.7194468;26.7604573;22.52003468;1.35127389;0.153246997;0.953159218;7.314481086;5.187931323;31;2;0.145826036;0.257121177;0.423816871;0.43
-15.84972222;12.69972222;0.011398148;53.2291896;24.64295802;22.12427642;1.202494232;0.150938318;1.109068272;5.86808121;5.244883607;32;2;0.145316325;0.25320324;0.427174083;0.43
-15.92911606;12.63067476;0.008991903;46.97922699;25.46316155;21.03599624;1.180005413;0.119020557;1.589744935;8.403356744;4.825779716;33;2;0.14443576;0.269467574;0.453630856;1.32
-15.81972222;12.69972222;0.017188272;57.03337401;22.0408405;20.91156676;1.308012438;0.170650591;1.121012146;7.319595519;5.329414633;34;2;0.138559175;0.239987539;0.424551843;0.43
-15.79972222;12.72972222;0.015910494;56.71114426;24.56586925;18.70656648;1.361939844;0.179444329;1.085726708;5.992493032;5.239959742;35;2;0.125535616;0.22893347;0.425101109;2.59
-15.80972222;12.72972222;0.014685185;54.22517855;25.55880564;20.19957483;1.362923557;0.190520239;1.441022276;6.87127209;5.218508373;36;2;0.138333353;0.248402789;0.440133599;0.43
-14.94972222;12.85972222;0.017132716;49.23248769;21.6873978;29.07832316;1.500112238;0.153190868;0.633515518;5.54200886;5.498375047;3;3;0.18022005;0.287742581;0.416329503;0.43
-14.94972222;12.85972222;0.017132716;49.23248769;21.6873978;29.07832316;1.500112238;0.153190868;0.633515518;5.54200886;5.498375047;4;3;0.18022005;0.287742581;0.416329503;0.43
-14.94972222;12.85972222;0.017132716;49.23248769;21.6873978;29.07832316;1.500112238;0.153190868;0.633515518;5.54200886;5.498375047;5;3;0.18022005;0.287742581;0.416329503;0.43
-14.94972222;12.85972222;0.017132716;49.23248769;21.6873978;29.07832316;1.500112238;0.153190868;0.633515518;5.54200886;5.498375047;6;3;0.18022005;0.287742581;0.416329503;0.43
