LON,LAT,ELEV,sand,silt,clay,BULK,COARSE,OrganicCarbon,N,PH,SLLL,SDUL,SSAT,SSKS
-14.3797222222222,14.5297222222222,0.0500524691358025,0.61294182886569,0.193512153110997,0.193585862123854,1.58949352563219,0.0639354303345802,0.588932474446961,4.66626283010212,6.41226512735521,0.122804790119367,0.212757132072361,0.402593776419712,2.59
-14.4197222222222,14.4197222222222,0.0338117283950617,0.633523376473631,0.192302379648471,0.17429250031589,1.60049506415477,0.0371057701653637,0.592623368257031,5.34547771506727,6.16720949834324,0.11135016109251,0.198300603485526,0.402610087818553,2.59
-14.6097222222222,14.3997222222222,0.035216049382716,0.629345271803447,0.18098311205095,0.189809381203359,1.59502860681641,0.0389155563913919,0.654565185453592,4.36466430350233,6.2034508961869,0.121332254500431,0.208745598064612,0.404182406749372,2.59
-14.3197222222222,14.4897222222222,0.0490185185185185,0.647796105853478,0.162348191418231,0.189856495811973,1.57905896308149,0.0549600711362083,0.554407653670994,5.30934786633034,6.40694605242706,0.11991534927347,0.202967109141068,0.39954977987164,2.59
-12.2397222222222,14.4697222222222,0.0393888888888889,0.302798347333666,0.285571096254017,0.411561552545999,1.59664325715617,0.0390474907215957,0.522214826365714,4.91015429825866,6.6592260673557,0.247422265677718,0.373151391206503,0.456920872188933,0.06
-15.8397222222222,13.9597222222222,0.02325,0.878884028230673,0.0526876398950578,0.0684376453751921,1.68686129619933,0.0560741482268999,0.627728022547087,6.62683576873283,5.83111067684171,0.0456505656682293,0.0908405646140259,0.422911935489189,6.11
-15.8397222222222,13.9597222222222,0.02325,0.878884028230673,0.0526876398950578,0.0684376453751921,1.68686129619933,0.0560741482268999,0.627728022547087,6.62683576873283,5.83111067684171,0.0456505656682293,0.0908405646140259,0.422911935489189,6.11
-15.7897222222222,13.7597222222222,0.0145771604938272,0.792199814562581,0.0939235620078006,0.113841757507373,1.61240104188025,0.0497135108126684,0.657200751186276,5.57981504764026,5.86754002979377,0.0747882754903395,0.133861742828462,0.409722326013426,2.59
-15.8797222222222,13.7797222222222,0.0408425925925926,0.869988500088836,0.0515635201172742,0.0784429313760124,1.71246599228209,0.0766921661289676,0.554915569318207,5.52480277214043,5.51812967318706,0.0505293434605571,0.0962066785839168,0.416857439183796,6.11
-15.4497222222222,13.9297222222222,0.00905555555555556,0.544963792180288,0.260635239579604,0.194389537182972,1.63598476502125,0.0804482126238769,0.707426725365563,6.81227019580678,6.26834580708601,0.125160119485896,0.229491850510643,0.411511194902955,2.59
-14.8597222222222,14.1997222222222,0.0506913580246913,0.664106319349912,0.177547348313362,0.158327285277599,1.61408482813866,0.0694486474079051,0.59260298172475,5.29523948404354,6.24880193851635,0.101659713859667,0.183374397980377,0.402576367310966,2.59
-15.1797222222222,14.2497222222222,0.0222716049382716,0.697550803619167,0.168060997859188,0.13430430299777,1.61026221535499,0.0416525125837966,0.567009578689715,4.24651105514588,6.244795445097,0.0866877345319444,0.162880771780781,0.403323083638324,2.59
-16.2997222222222,13.8997222222222,0.0199845679012346,0.810537791472873,0.0733733678767041,0.115974411729118,1.64638134841807,0.0416588794238854,0.730803339966252,5.67615454441645,5.39027565772116,0.0770820345660665,0.132901664133968,0.411965556802771,2.59
-16.4597222222222,13.8397222222222,0.00415123456790124,0.44698250781269,0.132430642016443,0.156037353515872,0.651272154630832,0.0917354931393084,2.62040611223588,10.2861953478163,4.29557926994215,0.127035278436944,0.27382935636656,0.511242348445444,1.32
-16.5797222222222,14.0797222222222,0.00178703703703704,0.383357513915688,0.383357513915688,0.151559589372915,0.837961204304786,0.0899139702745938,2.41639761661857,11.1960460656917,3.79985429590995,0.121673229062216,0.281731163390822,0.510272066455185,1.32
