LON,LAT,ELEV,sand,silt,clay,BULK,COARSE,OrganicCarbon,N,PH,No.DB1,Region,SLLL,SDUL,SSAT,SSKS
-16.727735042735,12.3630769230769,0.0176461538461538,44.2285430935983,25.9616740980898,24.3611527334531,1.12046165866575,0.207838958899837,3.34051121547273,11.3786578141588,5.05273398737485,1,1,0.17988147662208,0.319511682078481,0.52211683088656,1.32
-16.7296082621083,12.4387630579297,0.00441025641025641,39.8827690932043,20.8654393147296,21.2507802753037,0.751675921786715,0.163160793853417,3.59384473372916,18.9187145092911,4.21296236662166,2,1,0.16584393742391,0.322033258688761,0.55104796784379,1.32
-16.7291179839633,12.5227777777778,0.00351546391752577,35.6590038359561,18.0233508954051,20.1128420270658,0.660391129742392,0.125136224861076,3.21195929309713,11.6657498553507,3.84533080805454,3,1,0.155355820216713,0.319288460279736,0.544897349936534,1.32
-16.7287067395264,12.6100341530055,0.00481147540983607,43.1657785896779,18.8256946374451,23.1099281561393,0.746573399215722,0.145345811017789,4.53472136064353,14.3565258228516,4.73081889931167,4,1,0.185392323859858,0.339355275420259,0.576920718474895,1.32
-16.7297222222222,12.6897222222222,0.00446296296296297,50.930138117541,22.5460911342211,26.4108755604079,0.883284438074325,0.169219978582584,5.8078926085949,22.0155996917396,5.76640606480399,5,1,0.21668919856551,0.359760271518032,0.584957741073575,0.43
-16.7297222222222,12.7797222222222,0.00237962962962963,49.6197549818533,21.9263270289312,25.7856765791527,0.841553393881164,0.176701836228516,6.99835920311745,24.4391255158266,5.65087175057004,6,1,0.225219514931753,0.382163620713735,0.635664118032781,0.43
-16.7297222222222,12.8597222222222,0.00375925925925926,52.2561642325127,19.9385861671243,23.9345436249086,0.819848418412485,0.177610837551727,6.80067419100835,24.3378266587504,5.72456316965954,7,1,0.216976911729904,0.372644048518177,0.634381627253991,0.43
-16.7297222222222,12.9497222222222,0.0114537037037037,57.0688117176484,19.7538269982331,23.1701495821668,1.28338260233415,0.171895467250172,4.83543598868046,15.2065421965257,5.62774032304625,8,1,0.193995875970528,0.324070444022438,0.552878834189395,0.43
-16.7297222222222,13.0297222222222,0.00895061728395062,61.1216849893721,18.3357133140326,20.7114154354262,1.23453017738913,0.152998991340554,3.66580005581754,12.2819718443249,5.61248667404342,9,1,0.169157055716328,0.284086013005774,0.51272858747876,0.43
-16.6397222222222,12.4397222222222,0.00934876543209877,43.752915309758,30.3490338784387,25.9851179992115,1.00182011314727,0.185579146274322,4.64131103248579,16.8642862587845,5.29377551916393,10,1,0.200217285740049,0.347552479373099,0.566380260642814,1.32
-16.6397222222222,12.5197222222222,0.00830864197530864,48.7564135126697,27.2844610822462,23.9647147277862,1.04189459281453,0.181934015744117,3.97149124842536,18.017335326429,5.35899299462033,11,1,0.185552431468174,0.322413866299477,0.537643438701885,0.43
-16.6437373737374,12.6881144781145,0.00303030303030303,14.1962214260821,9.69779854484067,9.18223516745303,0.297759211877813,0.0642250917534133,2.32134582844175,10.6423645037611,1.72026938076193,13,1,0.0885520413624328,0.322850538835592,0.540726914014238,0.68
-16.63978125,12.7797708333333,0.00226875,46.550809026997,21.7306828895675,25.2286710208495,0.865797308281664,0.166094617081884,6.62280747649275,34.2157308508536,5.1860797041726,14,1,0.217323206865571,0.377864529396166,0.636756788833068,1.32
-16.6384470284238,12.860669250646,0.00252093023255814,44.7587240723772,19.4651515506019,21.5770258794257,0.755802158852339,0.162717127284867,5.13439248291908,15.9668684146615,4.49045554943169,15,1,0.185067959887488,0.344936028393388,0.605706973794357,1.32
-16.6397222222222,13.0297222222222,0.0160833333333333,62.4612172255767,16.0406438375128,21.4910620792985,1.3618195688916,0.182011211192691,1.09295152890941,11.1842276034242,5.33878599637848,17,1,0.141534547966368,0.231904183077978,0.417942639444798,0.43
-16.6397222222222,13.1197222222222,0.023462962962963,55.7014883939458,21.9237147832577,22.3931250244098,1.36977379625262,0.186587924076865,1.06570343096049,12.7748387973968,5.47571532596783,18,1,0.146365957159641,0.248968526493684,0.42293959732565,0.43
-16.5597222222222,12.4397222222222,0.0178024691358025,44.251353461898,29.2815526700735,26.4673745441355,1.165860367469,0.189731868456685,2.10288037730601,12.7645892513529,5.06752368718788,19,1,0.178929407846348,0.306431554953942,0.471957716172645,1.32
-16.5597222222222,12.5197222222222,0.0202530864197531,44.4698897806215,29.5707362383438,25.9551050396888,1.1387185527052,0.211244684302422,1.72838416976501,13.0746773834297,4.91174305558518,20,1,0.172652567108336,0.297887661253288,0.458756891116047,1.32
-16.5597222222222,12.6097222222222,0.00443827160493827,51.7087883353649,23.3139596114645,24.9693475825423,1.01860136627733,0.151672973622745,3.30949929406178,18.6159315229377,5.26629336058693,21,1,0.184475120958787,0.309029065916461,0.503602917908924,0.43
-16.5617025089606,12.6871326164875,0.00301612903225806,21.6068441373619,12.7784634926868,12.6637364891549,0.415629382861248,0.088311924194906,3.81051864027958,16.2438835854294,2.58427578267136,22,1,0.122457477342517,0.345064763600207,0.62441538718714,0.68
-16.5589950980392,12.7794281045752,0.00268382352941177,41.6532458046221,27.1043998780026,25.2531852027366,0.84128584320434,0.173192432939117,7.15949755350079,26.0578845892481,5.07431912234924,23,1,0.219678967866824,0.393317048245164,0.674316594116202,1.32
-16.5586666666667,12.8613063973064,0.0027030303030303,39.6700563415424,18.5785877643921,20.0111895400188,0.722142188176722,0.148201859489302,3.9891933082532,11.123257346708,4.14571846715348,24,1,0.163836717186597,0.326779292268015,0.573765392995808,1.32
