1.0667;0.1333;1.2444;0.0778;0;0;0.4;0.1556;0.1556;0;0;0;0;0;0
0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0
0;1.0667;0;1.6444;1.2;1.2;0;0.7556;0.7556;0.6;0.6;0.6;1.8;1.8;1.8
0;0.2;0;0.2222;0;0;0;0;0;0.3;0.3;0.3;0;0;0
1.1667;1.8333;0.6222;0.1111;0;0;0.5889;3.2444;3.2444;2;2;2;0;0;0
0;0;0;0;0.1111;0.1111;0;0;0;0.6;0.6;0.6;1.8;1.8;1.8
0;0;0;0;0.9111;0.9111;0;0;0;0;0;0;0;0;0
0;0;0;0.2667;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1.7778;0;0;0;1.5667;1.5667;2.1;2.1;2.1;0;0;0
2;0;1.8;0.4;0;0;1.9556;0.2333;0.2333;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1.8667;0;1.9;0;0;0;1.1333;1.1333;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0.2;0;0;0;0.3778;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.7333;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;1.5111;1.5111;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.2667;0;0;0;0;0;0.1889;0;0;0;0;0;0;0;0
0.2667;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6;0;0.6111;0;0;0;1.5111;0;0;0;0;0;0;0;0
1.2;0;0;0;0;0;0.5778;0;0;0;0;0;0;0;0
0.2;0;0.3889;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0.1778;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.1;0;3;0;0;0;4.2333;0;0;0;0;0;0;0;0
1.7667;0;3.0333;0;0;0;2.9222;0;0;0;0;0;0;0;0
0.2;0.6334;0.5222;0;0;0;0.4556;0;0;0;0;0;0;0;0
1.6;0;3;0;0;0;2.3667;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2.0333;0;0;0;0;0;2.2222;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0.6;0;0.4;0;0;0;1.9;1.9;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1.2;0;0;0;0;0;1.5111;1.5111;0;0;0;0;0;0
0;0.8667;0;0.3556;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0.9111;0.9111;0;0;0;0;0;0;0;0;0
0;0;0;0;0.8889;0.8889;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1.9;2.1667;2.1667;0;0;0;1.7;1.7;1.7;2;2;2
0;0;1.6222;0.0889;0;0;1.1333;0;0;0;0;0;0;0;0
1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1.3222;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;19.8116;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.8333;0;23.2334;0;2.9778;2.9778;16.5445;0;0;0;0;0;2.3;2.3;2.3
0.3333;0;7.0445;0;12.7889;12.7889;5.7778;0;0;0;0;0;8.4;8.4;8.4
0;0;0;0.5667;0;0;0;0;0;0;0;0;0;0;0
0;0;9.0889;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3.4444;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5.1334;0;0;0;0.9111;0.9111;6.7;6.7;6.7;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;11.7;11.7;11.7
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;13.2333;0;24.1222;0;0;0;26.0556;26.0556;18.3;18.3;18.3;11.4;11.4;11.4
0;0;0;1.4666;0;0;0;0;0;0;0;0;0;0;0
0;6.7;0;19.1;16.2667;16.2667;0;20.4556;20.4556;8.3;8.3;8.3;10.8;10.8;10.8
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10.6667;0;0;0;0;0;14;0;0;0;0;0;0;0;0
0;0;0;0;10.7556;10.7556;0;0;0;0;0;0;0.8;0.8;0.8
0;0;0;0;13.2778;13.2778;0;0;0;0;0;0;9.3;9.3;9.3
0;0;0;3.5111;0.1778;0.1778;0;1;1;5.9;5.9;5.9;0;0;0
0;0;0;10.5778;0;0;0;11.5778;11.5778;9.8;9.8;9.8;0;0;0
0;0;0;1.6111;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;4.8;0;16.6889;0;0;0;12.6667;12.6667;10.8;10.8;10.8;4.4;4.4;4.4
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;15.4556;0;8.2445;8.2445;0.6222;0;0;0;0;0;0;0;0
0;0;0;0;10.4112;10.4112;0;0;0;0;0;0;0;0;0
6.9;0;17.5778;0;0.3333;0.3333;17.5889;0;0;0;0;0;0;0;0
0;0;0;9.7333;0;0;0;0;0;6;6;6;0;0;0
0;0;9.5667;0;0;0;2.8556;0;0;0;0;0;0;0;0
0;0;0;3.9111;9;9;0;0;0;0;0;0;8.6;8.6;8.6
0;0;0;0;8.3111;8.3111;0;0;0;0.6;0.6;0.6;3.2;3.2;3.2
8;0;18.5556;0;5.8111;5.8111;17.0111;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;17.7778;17.7778;0;0;0;0;0;0;10;10;10
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;11.6667;3.2001;0;0;10.3222;0;0;0;0;0;0;0;0
8.5667;1.2;6.5111;12.4445;0;0;5.5667;2.4555;2.4555;10.1;10.1;10.1;0;0;0
5.2333;0;17.9334;0;0;0;13.6111;0;0;0;0;0;0;0;0
3.3667;2.9;16.9334;6.7222;0;0;12.8556;1.1333;1.1333;4.3;4.3;4.3;0;0;0
0;0;2.5444;0;14.6111;14.6111;1.6222;3.1;3.1;0;0;0;7.4;7.4;7.4
9.0333;8;18.4667;13.7;0.6;0.6;16.0333;13.6333;13.6333;7.8;7.8;7.8;7;7;7
0;0;0;17.4222;9.5;9.5;0;16.6556;16.6556;1.5;1.5;1.5;9.6;9.6;9.6
0;0;0;0;7.8667;7.8667;0;2.9667;2.9667;0;0;0;8.8;8.8;8.8
16.5667;22.4666;21.5111;16.9778;6.1667;6.1667;25.2334;18.2111;18.2111;18.1;18.1;18.1;6.8;6.8;6.8
0;0.1;0;0;15.4111;15.4111;4.2667;0;0;0;0;0;7.9;7.9;7.9
14.3333;0;16.2778;0;2.8;2.8;15.6333;0;0;0;0;0;0;0;0
0;0;0;2.2222;0;0;0;0;0;5.8;5.8;5.8;0;0;0
14.4333;13.0667;11.0556;26.3;0;0;16.3889;21.2333;21.2333;13.6;13.6;13.6;0;0;0
12.1667;5.3667;19.1333;8.0889;0;0;22.1222;13.0667;13.0667;7.4;7.4;7.4;0;0;0
0.4667;0;0;0;7.9;7.9;0;0;0;0;0;0;0;0;0
0.8;8.6;15.4112;13.1889;1;1;11.2889;10.6333;10.6333;12;12;12;0;0;0
0;0;0;0;17.3667;17.3667;0;0;0;0;0;0;0;0;0
5.7667;5.7;14.0778;22.0445;0;0;12.6445;17.0333;17.0333;8.7;8.7;8.7;0;0;0
8.3333;4.2;5.8778;10.8556;0;0;14.6778;0.7778;0.7778;0;0;0;0;0;0
0;0;0;0;0;0;0;2.4556;2.4556;0;0;0;0;0;0
16.5;0;26.2778;0;0.4889;0.4889;24.8444;0;0;0;0;0;6.9;6.9;6.9
0;13.6667;2.5222;14.7111;20.6333;20.6333;1.7778;20.9;20.9;0;0;0;15.5;15.5;15.5
0;0;8.7889;1.4;5.6667;5.6667;11.9444;2.4556;2.4556;6.6;6.6;6.6;1.3;1.3;1.3
9.1;0;8.4778;0;0.5333;0.5333;5.4333;0.4222;0.4222;0;0;0;0;0;0
0;0;0;8.4223;25.3556;25.3556;0;9.7111;9.7111;0;0;0;11.1;11.1;11.1
15.7667;13.3333;25;25.8334;0;0;28.6555;19.1889;19.1889;18.6;18.6;18.6;1.1;1.1;1.1
0;2.9333;0;0.8889;15.4667;15.4667;3.0556;1.8111;1.8111;10.1;10.1;10.1;5.9;5.9;5.9
8.2;0;4.6445;3.4223;7.5667;7.5667;7.4111;13.5444;13.5444;3.5;3.5;3.5;0;0;0
0;0;4.6;0.6667;6.6333;6.6333;2.5;0;0;0;0;0;0;0;0
11.6667;0;48.8667;0;0;0;42.2222;0;0;0;0;0;0;0;0
0;5.2667;0;15.8666;0.5333;0.5333;1.7111;7.7445;7.7445;10.3;10.3;10.3;0;0;0
0;7.4667;0.1444;14.9889;19.8778;19.8778;0;20.2;20.2;0;0;0;0;0;0
0;0;10.2889;0;18;18;20.8222;0;0;0;0;0;0;0;0
16.1333;0;28.9222;0.3333;0;0;18.3778;0;0;8.1;8.1;8.1;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;2;2;2
0;1.2;11.0111;0.1111;4.7;4.7;4.4667;0;0;0;0;0;14.6;14.6;14.6
0;20.4333;0;27.3111;12.6333;12.6333;0;22.2334;22.2334;19.9;19.9;19.9;0;0;0
14.8333;10.1999;7.6556;0.5111;0;0;12.8111;0;0;0;0;0;0;0;0
0.9333;10.4;1.0666;11.8333;0;0;4.2445;14.0333;14.0333;6.2;6.2;6.2;0;0;0
0;0;0;0;0;0;0;2.2667;2.2667;5.3;5.3;5.3;0;0;0
0;0;0;0;4.4;4.4;1.5667;0;0;0;0;0;3.9;3.9;3.9
22.8;1.2667;36.1112;15.7445;31.5778;31.5778;28.4;14.4333;14.4333;2.6;2.6;2.6;20.2;20.2;20.2
2.6667;15.3;23.9222;22.5111;0;0;22.2222;15.0555;15.0555;13.7;13.7;13.7;10.4;10.4;10.4
0;15.0667;3.2444;3.7556;0;0;13.0334;12.8889;12.8889;0;0;0;0;0;0
0;0;0;0;0;0;0;1.1222;1.1222;0;0;0;0;0;0
0;3.5;22.8889;25.2444;18.3112;18.3112;0;9.7445;9.7445;15.5;15.5;15.5;7.6;7.6;7.6
8.4999;0;0;16.0445;22.911;22.911;0;1.4889;1.4889;0;0;0;10.1;10.1;10.1
1.9334;7.2;0;0.3889;4.1111;4.1111;0.6666;0.6889;0.6889;3.2;3.2;3.2;6.4;6.4;6.4
16.7667;23.1334;9.5889;24.8666;0.1778;0.1778;13.7444;22.1556;22.1556;0;0;0;1;1;1
12.0667;9.4;16.8;9.3111;29.0333;29.0333;10.8;7.3667;7.3667;0;0;0;9.9;9.9;9.9
22.5;0;5.7666;0;9.9333;9.9333;14;0;0;4.2;4.2;4.2;8.4;8.4;8.4
5.0667;0;2.3223;0.6;0;0;1.8222;0;0;1.1;1.1;1.1;0;0;0
12.6;1.7333;1.9222;13.2556;4.5222;4.5222;13.1222;8.2889;8.2889;15.9;15.9;15.9;0;0;0
1.1;1.3;6.2;0;29.2556;29.2556;10.3111;5.9667;5.9667;3.1;3.1;3.1;22.2;22.2;22.2
8.5;4.2;5.3334;21.5889;3.7556;3.7556;7.7222;28.6889;28.6889;1.8;1.8;1.8;2.9;2.9;2.9
28.0333;13.0667;34.7556;6.5;4.8555;4.8555;10.6444;10.5889;10.5889;8.6;8.6;8.6;0;0;0
0;0.9667;0;6.8778;0.1111;0.1111;1.8111;1.4556;1.4556;0.6;0.6;0.6;0.6;0.6;0.6
0;1.3333;0;12.7667;0;0;1.6333;0.5667;0.5667;3.2;3.2;3.2;0;0;0
13.2667;14.8333;7.8333;1.8333;4.3777;4.3777;16.9;15.5;15.5;5.9;5.9;5.9;0.5;0.5;0.5
3.4333;2.2333;21.8111;0;2.0667;2.0667;13.2111;0;0;0;0;0;9.5;9.5;9.5
13.1333;10.5333;10.5556;21.9222;0.4;0.4;12.1;17.3778;17.3778;11.8;11.8;11.8;0;0;0
0;18.8334;0;28.6444;26.1556;26.1556;0;19;19;8.2;8.2;8.2;8.8;8.8;8.8
17.5667;1.6;11.0444;15.4334;18.5111;18.5111;15.8889;21.7666;21.7666;0.5;0.5;0.5;0;0;0
1.6;17.6667;6.1556;24.5222;29.1445;29.1445;5.0778;22.0333;22.0333;10.9;10.9;10.9;13.1;13.1;13.1
14.6334;3.4;23.0556;15.3222;0;0;20.1667;4.0889;4.0889;9.1;9.1;9.1;0;0;0
11.6333;29.1667;23.2222;31.0444;0;0;17;23.7223;23.7223;21;21;21;0;0;0
2.4;1.0333;0;0;5.1889;5.1889;0;0.3;0.3;0;0;0;10;10;10
0;0;0;0;0;0;0;0;0;0;0;0;10.8;10.8;10.8
9.9333;0;7.9111;0;0;0;7.0445;0;0;0;0;0;0;0;0
1.00E-04;0;24.4667;6.8222;19.4;19.4;12.2889;3.8;3.8;0;0;0;0;0;0
4.8333;0;4.3111;5.2333;2.5444;2.5444;0.3333;1.0667;1.0667;0;0;0;12.9;12.9;12.9
1.9333;17.6;0;26.7556;0.4;0.4;0;25.5;25.5;21.5;21.5;21.5;0;0;0
11.8667;7.1;3.8778;0.5;0;0;10.8444;3.9667;3.9667;2;2;2;0;0;0
16.0666;29.1667;20.7222;18.3111;4.4334;4.4334;16.7445;16.8111;16.8111;19.9;19.9;19.9;3.6;3.6;3.6
22;5.9;24.2444;3.8556;20.7222;20.7222;28.8111;0.1333;0.1333;7;7;7;7.4;7.4;7.4
1.9;0;2.5222;5.2778;2.7889;2.7889;1.5667;8.6222;8.6222;1;1;1;3.9;3.9;3.9
0;0;0.4667;0;3.4556;3.4556;0.2222;0.7556;0.7556;0;0;0;14.9;14.9;14.9
12.0667;0;4.8778;1.7333;0.1111;0.1111;11.7333;0;0;4.5;4.5;4.5;0;0;0
0;0;0;0;16.7333;16.7333;0;0;0;0;0;0;18.2;18.2;18.2
17.3;0;25.3;11.9667;0;0;18.0778;7.1111;7.1111;7.7;7.7;7.7;0.6;0.6;0.6
0.1;23.3;3.0889;22.0778;15.5889;15.5889;5.3333;23.6111;23.6111;22;22;22;1.1;1.1;1.1
0.4667;23.1333;9.7111;4.7667;11.3332;11.3332;5.8667;11.3111;11.3111;0;0;0;9.7;9.7;9.7
0;9.1;0.3111;11.1334;18.5556;18.5556;1.1778;8.4667;8.4667;9.7;9.7;9.7;10.3;10.3;10.3
3.6;0;0;13.0111;1.2;1.2;0;0;0;14.4;14.4;14.4;0.7;0.7;0.7
0;16.6666;0;0.7667;8.7778;8.7778;0.3111;1;1;0;0;0;19.9;19.9;19.9
7.0667;0;15.5889;8.9667;11.7111;11.7111;12.9222;12.5445;12.5445;6.9;6.9;6.9;4;4;4
0;7.8;13.1778;20.1889;12.2222;12.2222;4.1445;15.3111;15.3111;13.8;13.8;13.8;2.7;2.7;2.7
0;0;4.6;0;4.1111;4.1111;0.8555;0;0;0;0;0;0;0;0
12.6666;0;0;4.2555;11.4;11.4;1.3222;1.1445;1.1445;0;0;0;0;0;0
10.3667;13.6333;5;22.2334;1.2;1.2;17.9778;21.8889;21.8889;11.7;11.7;11.7;14.8;14.8;14.8
4.1667;0;0.2667;0;9.0667;9.0667;0;0;0;0;0;0;0;0;0
13.1333;0;12.3667;0;4.6889;4.6889;12.0889;0;0;0;0;0;0;0;0
4.5666;0;18.0111;0;6.3555;6.3555;10.8444;0.1333;0.1333;0;0;0;0;0;0
3.4667;12.5333;9.4;19.9111;14.7333;14.7333;4.8111;16.2556;16.2556;11.9;11.9;11.9;2.7;2.7;2.7
0;5.6;0;4.8778;0;0;3.2;6.7889;6.7889;1;1;1;0;0;0
13.1;0;18.3556;2.0667;0.1556;0.1556;20.1889;0;0;1.7;1.7;1.7;0;0;0
2.4333;0;15.4222;0;0;0;6.6333;0;0;0;0;0;0;0;0
0;0;1.5889;0;2.6111;2.6111;5.4778;0;0;0;0;0;7.6;7.6;7.6
