*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 17, 2025 20:30:48

*RUN   1        : F1 NE 4                   RICER048 CRDA1201    1
 MODEL          : RICER048 - Rice
 EXPERIMENT     : CRDA1201 WH ESSAI VARIETE DAROU PAKA 2012
 DATA PATH      :
 TREATMENT  1   : F1 NE 4                   RICER048
  
!YR        Days  Days              Leaf  <--------- Dry Weight -----------> Grain Kernl              <------ Stress (0-1) ------>   Leaf  Shell  Spec  <-Canopy->  Root  <-- Root Length Density ---><Senesced Mat>   Phot  
!  and    after after  Leaf  Grow  Area  <------------ kg/Ha ------------->   per  wght  Harv Tillr  <--- Water ---->                Nit   -ing  Leaf  Hght Brdth Depth  <---- cm3/cm3 of soil -----> <--(kg/ha)-->  Therm  
!     DOY start plant   Num Stage Index  Leaf  Stem Grain  Root Panic  Crop    m2    mg  Indx   No.  Phot  Grow  Excs  Nitr Potas     %      %   Area    m     m     m    0-5  5-15 15-30 30-4545-100   Surf   Soil   Days  
@YEAR DOY   DAS   DAP  L#SD  GSTD  LAID  LWAD  SWAD  GWAD  RWAD  EWAD  CWAD  G#AD  GWGD  HIAD  T#AD  WSPD  WSGD  EWSD  NSTD  KSTD   LN%D   SH%D  SLAD  CHTD  CWID  RDPD  RL1D  RL2D  RL3D  RL4D  RL5D  SNW0C  SNW1C   DTTC  
 2012 206    54     0   0.0     0  0.00     1     1     0     1     0     1     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00   0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00      0      0     19
 2012 207    55     1   0.0     0  0.00     1     1     0     1     0     1     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00   0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00      0      0     38
 2012 208    56     2   0.0     0  0.00     1     1     0     1     0     1     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00   0.0  0.00  0.00  0.02  0.00  0.00  0.00  0.00  0.00      0      0     57
 2012 209    57     3   0.0     0  0.00     1     1     0     1     0     1     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00   0.0  0.00  0.00  0.05  0.00  0.00  0.00  0.00  0.00      0      0     76
 2012 210    58     4   1.0     1  0.00     2     1     0     1     0     2     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 305.7  0.00  0.00  0.07  0.75  0.50  0.00  0.00  0.00      0      0     94
 2012 211    59     5   1.0     1  0.01     2     1     0     1     0     3     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 259.7  0.00  0.00  0.07  0.75  0.50  0.00  0.00  0.00      0      0    112
 2012 212    60     6   1.0     1  0.01     3     1     0     1     0     4     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 238.3  0.00  0.00  0.11  0.75  0.50  0.00  0.00  0.00      0      0    130
 2012 213    61     7   1.0     1  0.01     4     1     0     1     0     5     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 225.6  0.00  0.00  0.14  0.74  0.50  0.00  0.00  0.00      0      0    148
 2012 214    62     8   2.0     1  0.01     5     1     0     2     0     6     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 217.3  0.00  0.00  0.17  0.74  0.50  0.00  0.00  0.00      0      0    166
 2012 215    63     9   2.0     1  0.01     6     1     0     3     0     7     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 211.3  0.00  0.00  0.21  0.74  0.50  0.00  0.00  0.00      0      0    184
 2012 216    64    10   2.0     1  0.02     8     1     0     4     0     8     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 206.8  0.00  0.00  0.24  0.74  0.50  0.00  0.00  0.00      0      0    202
 2012 217    65    11   3.0     1  0.02     9     1     0     5     0    10     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 203.1  0.00  0.00  0.27  0.74  0.50  0.01  0.00  0.00      0      0    220
 2012 218    66    12   3.0     1  0.02    10     1     0     6     0    11     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 200.3  0.00  0.00  0.31  0.74  0.50  0.01  0.00  0.00      0      0    238
 2012 219    67    13   3.0     1  0.02    12     1     0     8     0    12     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 198.0  0.00  0.00  0.34  0.74  0.50  0.01  0.00  0.00      0      0    256
 2012 220    68    14   4.0     1  0.03    13     1     0     8     0    14     0   0.0 0.000    60 0.000 0.000 0.000 0.000 0.000   0.00   0.00 218.5  0.00  0.00  0.37  0.74  0.51  0.02  0.00  0.00      0      0    274
 2012 221    69    15   4.0     1  0.03    15     1     0    10     0    16     0   0.0 0.000   170 0.000 0.000 0.000 0.000 0.000   0.00   0.00 213.5  0.00  0.00  0.40  0.74  0.51  0.02  0.00  0.00      0      0    292
 2012 222    70    16   4.0     1  0.04    18     1     0    11     0    18     0   0.0 0.000   188 0.000 0.000 0.000 0.000 0.000   0.00   0.00 209.4  0.00  0.00  0.44  0.74  0.51  0.02  0.01  0.00      0      0    311
 2012 223    71    17   4.0     1  0.04    21     1     0    12     0    21     0   0.0 0.000   203 0.000 0.000 0.000 0.000 0.000   0.00   0.00 205.7  0.00  0.00  0.47  0.74  0.51  0.03  0.01  0.00      0      0    329
 2012 224    72    18   5.0     1  0.05    24     1     0    14     0    24     0   0.0 0.000   218 0.000 0.000 0.000 0.000 0.000   0.00   0.00 200.6  0.00  0.00  0.50  0.74  0.51  0.03  0.01  0.00      0      0    347
 2012 225    73    19   5.0     1  0.05    27     1     0    16     0    27     0   0.0 0.000   228 0.000 0.000 0.000 0.000 0.000   0.00   0.00 196.8  0.00  0.00  0.54  0.74  0.51  0.03  0.02  0.00      0      0    365
 2012 226    74    20   5.0     1  0.06    30     1     0    18     0    31     0   0.0 0.000   239 0.000 0.000 0.000 0.000 0.000   0.00   0.00 193.3  0.00  0.00  0.57  0.74  0.51  0.04  0.02  0.01      0      0    383
 2012 227    75    21   5.0     1  0.06    33     1     0    19     0    34     0   0.0 0.000   247 0.000 0.000 0.000 0.000 0.000   0.00   0.00 190.8  0.00  0.00  0.60  0.74  0.51  0.04  0.02  0.01      0      0    401
 2012 228    76    22   5.0     1  0.07    36     1     0    21     0    37     0   0.0 0.000   253 0.000 0.000 0.000 0.000 0.000   0.00   0.00 190.0  0.00  0.00  0.63  0.74  0.51  0.04  0.03  0.01      0      0    419
 2012 229    77    23   6.0     1  0.08    40     1     0    23     0    41     0   0.0 0.000   262 0.000 0.000 0.000 0.000 0.000   0.00   0.00 187.8  0.00  0.00  0.67  0.74  0.51  0.05  0.03  0.02      0      0    437
 2012 230    78    24   6.0     1  0.08    44     1     0    25     0    45     0   0.0 0.000   271 0.000 0.000 0.000 0.000 0.000   0.00   0.00 185.8  0.00  0.00  0.70  0.74  0.51  0.05  0.03  0.02      0      0    455
 2012 231    79    25   6.0     1  0.09    49     1     0    28     0    49     0   0.0 0.000   281 0.000 0.000 0.000 0.000 0.000   0.00   0.00 184.0  0.00  0.00  0.73  0.74  0.51  0.05  0.04  0.02      0      0    472
 2012 232    80    26   6.0     1  0.10    55     1     0    31     0    55     0   0.0 0.000   292 0.000 0.000 0.000 0.000 0.000   0.00   0.00 182.2  0.00  0.00  0.76  0.74  0.52  0.06  0.04  0.03      0      0    490
 2012 233    81    27   6.0     1  0.11    61     1     0    34     0    61     0   0.0 0.000   305 0.000 0.000 0.000 0.000 0.000   0.00   0.00 180.5  0.00  0.00  0.79  0.74  0.52  0.06  0.05  0.03      0      0    508
 2012 234    82    28   7.0     1  0.12    67     1     0    38     0    68     0   0.0 0.000   317 0.000 0.000 0.000 0.000 0.000   0.00   0.00 179.2  0.00  0.00  0.83  0.74  0.52  0.07  0.05  0.04      0      0    526
 2012 235    83    29   7.0     1  0.13    75     1     0    42     0    75     0   0.0 0.000   331 0.000 0.000 0.000 0.000 0.000   0.00   0.00 178.0  0.00  0.00  0.86  0.74  0.53  0.07  0.06  0.04      0      0    544
 2012 236    84    30   7.0     1  0.15    84     1     0    47     0    84     0   0.0 0.000   346 0.000 0.000 0.000 0.000 0.000   0.00   0.00 176.7  0.00  0.00  0.89  0.75  0.53  0.08  0.07  0.05      0      0    562
 2012 237    85    31   7.0     1  0.16    92     1     0    51     0    92     0   0.0 0.000   359 0.000 0.000 0.000 0.000 0.000   0.00   0.00 175.9  0.00  0.00  0.93  0.75  0.54  0.09  0.07  0.06      0      0    580
 2012 238    86    32   7.0     1  0.18   101     1     0    56     0   102     0   0.0 0.000   377 0.000 0.000 0.000 0.000 0.000   0.00   0.00 175.0  0.00  0.00  0.96  0.76  0.54  0.09  0.08  0.07      0      0    598
 2012 239    87    33   8.0     1  0.19   112     1     0    62     0   112     0   0.0 0.000   396 0.000 0.000 0.000 0.000 0.000   0.00   0.00 174.2  0.00  0.00  0.99  0.76  0.55  0.10  0.09  0.07      0      0    616
 2012 240    88    34   8.0     1  0.21   123     1     0    68     0   124     0   0.0 0.000   417 0.000 0.000 0.000 0.000 0.000   0.00   0.00 173.5  0.00  0.00  1.00  0.77  0.55  0.11  0.10  0.08      0      0    634
 2012 241    89    35   8.0     1  0.23   136     1     0    75     0   137     0   0.0 0.000   440 0.000 0.000 0.000 0.000 0.000   0.00   0.00 172.9  0.00  0.00  1.00  0.77  0.56  0.12  0.11  0.09      0      0    652
 2012 242    90    36   8.0     1  0.26   151     1     0    84     0   152     0   0.0 0.000   465 0.000 0.000 0.000 0.000 0.000   0.00   0.00 172.3  0.00  0.00  1.00  0.78  0.57  0.13  0.12  0.10      0      0    670
 2012 243    91    37   8.0     1  0.29   167     1     0    92     0   167     0   0.0 0.000   492 0.000 0.000 0.000 0.000 0.000   0.00   0.00 171.7  0.00  0.00  1.00  0.79  0.58  0.14  0.13  0.12      0      0    688
 2012 244    92    38   9.0     1  0.31   183     1     0   101     0   183     0   0.0 0.000   522 0.000 0.000 0.000 0.000 0.000   0.00   0.00 171.3  0.00  0.00  1.00  0.80  0.59  0.16  0.14  0.13      0      0    706
 2012 245    93    39   9.0     1  0.35   202     1     0   111     0   203     0   0.0 0.000   553 0.000 0.000 0.000 0.000 0.000   0.00   0.00 170.8  0.00  0.00  1.00  0.81  0.60  0.17  0.16  0.14      0      0    724
 2012 246    94    40   9.0     1  0.38   222     1     0   122     0   223     0   0.0 0.000   587 0.000 0.000 0.000 0.000 0.000   0.00   0.00 170.5  0.00  0.00  1.00  0.82  0.61  0.19  0.17  0.16      0      0    742
