Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
1,CRDA1201,RICER048,1,1,2012-06-01,1,22.9,35.9,25.8,NA,7.288,0,7.288,7.288,0,7.288,0,0,7.29,7.29,0,7.29,0,0,NA,NA,NA,1.886,1.291,1.23,0.856,0.675,0.736,0.614,0,0
2,CRDA1201,RICER048,1,1,2012-06-02,2,24.1,34.8,24.4,NA,7.271,0,7.271,7.271,0,7.271,0,0,14.56,14.56,0,14.56,0,0,NA,NA,NA,1.91,1.288,1.22,0.849,0.669,0.729,0.607,0,0
3,CRDA1201,RICER048,1,1,2012-06-03,3,9.8,36.3,24.4,NA,3.162,0,3.162,3.162,0,3.162,0,0,17.72,17.72,0,17.72,0,0,NA,NA,NA,0.791,0.565,0.542,0.375,0.296,0.322,0.269,0,0
4,CRDA1201,RICER048,1,1,2012-06-04,4,24.6,36.5,25.3,NA,8.077,0,8.077,7.051,0,7.051,0,0,25.8,24.77,0,24.77,0,0,NA,NA,NA,1.746,1.266,1.224,0.835,0.661,0.719,0.601,0,0
5,CRDA1201,RICER048,1,1,2012-06-05,5,24.2,36.6,25.1,NA,7.92,0,7.92,1.303,0,1.303,0,0,33.72,26.08,0,26.08,0,0,NA,NA,NA,1.075,0.138,0.051,0.018,0.009,0.007,0.004,0,0
6,CRDA1201,RICER048,1,1,2012-06-06,6,20.2,32.5,25.6,NA,5.935,0,5.935,1.314,0,1.314,0,0,39.65,27.39,0,27.39,0,0,NA,NA,NA,1.086,0.138,0.051,0.018,0.009,0.007,0.004,0,0
7,CRDA1201,RICER048,1,1,2012-06-07,7,24.2,36.9,24.8,NA,8.036,0,8.036,1.306,0,1.306,0,0,47.69,28.7,0,28.7,0,0,NA,NA,NA,1.077,0.138,0.051,0.018,0.009,0.007,0.004,0,0
8,CRDA1201,RICER048,1,1,2012-06-08,8,15.5,35.2,25.1,NA,4.703,0,4.703,1.256,0,1.256,0,0,52.39,29.95,0,29.95,0,0,NA,NA,NA,1.029,0.138,0.051,0.018,0.009,0.007,0.004,0,0
9,CRDA1201,RICER048,1,1,2012-06-09,9,24.5,39.7,24.8,NA,9.298,0,9.298,1.197,0,1.197,0,0,61.69,31.15,0,31.15,0,0,NA,NA,NA,0.97,0.137,0.051,0.018,0.009,0.007,0.004,0,0
10,CRDA1201,RICER048,1,1,2012-06-10,10,23.9,40.1,25.4,NA,9.254,0,9.254,1.27,0,1.27,0,0,70.94,32.42,0,32.42,0,0,NA,NA,NA,1.042,0.138,0.051,0.018,0.009,0.007,0.004,0,0
11,CRDA1201,RICER048,1,1,2012-06-11,11,19.2,32,25.8,NA,5.636,0,5.636,5.636,0,5.636,0,0,76.58,38.05,0,38.05,0,0,NA,NA,NA,1.447,1.011,0.966,0.652,0.519,0.567,0.475,0,0
12,CRDA1201,RICER048,1,1,2012-06-12,12,22.5,35.9,24.4,NA,7.13,0,7.13,7.13,0,7.13,0,0,83.71,45.19,0,45.19,0,0,NA,NA,NA,1.933,1.279,1.207,0.802,0.634,0.694,0.582,0,0
13,CRDA1201,RICER048,1,1,2012-06-13,13,20.2,33.3,24.9,NA,6.014,0,6.014,6.014,0,6.014,0,0,89.73,51.2,0,51.2,0,0,NA,NA,NA,1.593,1.09,1.032,0.686,0.534,0.586,0.493,0,0
14,CRDA1201,RICER048,1,1,2012-06-14,14,20.8,35.4,24.1,NA,6.383,0,6.383,6.383,0,6.383,0,0,96.11,57.58,0,57.58,0,0,NA,NA,NA,1.615,1.168,1.119,0.741,0.574,0.633,0.533,0,0
15,CRDA1201,RICER048,1,1,2012-06-15,15,24.2,35.9,25.5,NA,7.664,0,7.664,7.054,0,7.054,0,0,103.77,64.64,0,64.64,0,0,NA,NA,NA,1.861,1.307,1.222,0.805,0.612,0.676,0.571,0,0
16,CRDA1201,RICER048,1,1,2012-06-16,16,23,33.8,24.5,NA,6.88,0,6.88,6.88,0,6.88,0,0,110.65,71.52,0,71.52,0,0,NA,NA,NA,1.906,1.296,1.174,0.781,0.568,0.626,0.529,0,0
17,CRDA1201,RICER048,1,1,2012-06-17,17,21.7,31,24.8,NA,6.319,0,6.319,6.319,0,6.319,0,0,116.97,77.84,0,77.84,0,0,NA,NA,NA,1.722,1.215,1.087,0.735,0.527,0.559,0.474,0,0
18,CRDA1201,RICER048,1,1,2012-06-18,18,15.1,30.6,24.2,NA,4.364,0,4.364,4.364,0,4.364,0,0,121.34,82.2,0,82.2,0,0,NA,NA,NA,1.18,0.84,0.752,0.514,0.38,0.379,0.32,0,0
19,CRDA1201,RICER048,1,1,2012-06-19,19,20.8,31.3,23.8,NA,6.052,0,6.052,6.052,0,6.052,0,0,127.39,88.25,0,88.25,0,0,NA,NA,NA,1.637,1.157,1.038,0.713,0.544,0.53,0.433,0,0
20,CRDA1201,RICER048,1,1,2012-06-20,20,22.1,32.1,24.3,NA,6.494,0,6.494,6.494,0,6.494,0,0,133.88,94.75,0,94.75,0,0,NA,NA,NA,1.733,1.222,1.112,0.77,0.597,0.599,0.461,0,0
21,CRDA1201,RICER048,1,1,2012-06-21,21,22.6,33.5,23.8,NA,6.712,0,6.712,6.712,0,6.712,0,0,140.59,101.46,0,101.46,0,0,NA,NA,NA,1.797,1.228,1.139,0.795,0.622,0.648,0.482,0,0
