Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
1,CRDA1201,RICER048,1,1,2012-06-01,1,24.2,34.8,25.1,NA,7.285,0,7.285,7.143,0,7.143,0,0,7.29,7.14,0,7.14,0,0,NA,NA,NA,1.852,1.267,1.21,0.842,0.663,0.713,0.595,0,0
2,CRDA1201,RICER048,1,1,2012-06-02,2,25.3,35.9,24.7,NA,8.049,0,8.049,7.114,0,7.114,0,0,15.33,14.26,0,14.26,0,0,NA,NA,NA,1.86,1.263,1.201,0.836,0.659,0.707,0.588,0,0
3,CRDA1201,RICER048,1,1,2012-06-03,3,23.4,34.2,24.7,NA,6.987,0,6.987,6.933,0,6.933,0,0,22.32,21.19,0,21.19,0,0,NA,NA,NA,1.747,1.24,1.189,0.827,0.651,0.698,0.582,0,0
4,CRDA1201,RICER048,1,1,2012-06-04,4,22.3,33,24.1,NA,6.549,0,6.549,6.549,0,6.549,0,0,28.87,27.74,0,27.74,0,0,NA,NA,NA,1.613,1.176,1.131,0.787,0.619,0.666,0.556,0,0
5,CRDA1201,RICER048,1,1,2012-06-05,5,23.9,37.9,24.4,NA,8.326,0,8.326,1.24,0,1.24,0,0,37.2,28.98,0,28.98,0,0,NA,NA,NA,1.019,0.134,0.049,0.018,0.009,0.007,0.004,0,0
6,CRDA1201,RICER048,1,1,2012-06-06,6,23.6,35.1,26.1,NA,7.152,0,7.152,1.292,0,1.292,0,0,44.35,30.27,0,30.27,0,0,NA,NA,NA,1.069,0.137,0.049,0.018,0.009,0.007,0.004,0,0
7,CRDA1201,RICER048,1,1,2012-06-07,7,20.1,34,25.3,NA,6.014,0,6.014,6.014,0,6.014,0,0,50.36,36.28,0,36.28,0,0,NA,NA,NA,1.592,1.111,1.009,0.693,0.539,0.582,0.487,0,0
8,CRDA1201,RICER048,1,1,2012-06-08,8,17.2,32.7,24.8,NA,5.099,0,5.099,5.099,0,5.099,0,0,55.46,41.38,0,41.38,0,0,NA,NA,NA,1.4,0.941,0.859,0.584,0.442,0.475,0.399,0,0
9,CRDA1201,RICER048,1,1,2012-06-09,9,22.3,38.9,24.4,NA,8.263,0,8.263,6.959,0,6.959,0,0,63.72,48.34,0,48.34,0,0,NA,NA,NA,1.77,1.283,1.217,0.838,0.627,0.665,0.559,0,0
10,CRDA1201,RICER048,1,1,2012-06-10,10,23.4,35.8,25.8,NA,7.387,0,7.387,6.659,0,6.659,0,0,71.11,55,0,55,0,0,NA,NA,NA,1.589,1.224,1.186,0.828,0.622,0.657,0.553,0,0
11,CRDA1201,RICER048,1,1,2012-06-11,11,23.7,34,25.2,NA,7.042,0,7.042,1.292,0,1.292,0,0,78.15,56.29,0,56.29,0,0,NA,NA,NA,1.069,0.137,0.049,0.018,0.009,0.006,0.004,0,0
12,CRDA1201,RICER048,1,1,2012-06-12,12,23.5,36.4,24.9,NA,7.627,0,7.627,6.705,0,6.705,0,0,85.78,63,0,63,0,0,NA,NA,NA,1.694,1.232,1.162,0.81,0.612,0.648,0.547,0,0
13,CRDA1201,RICER048,1,1,2012-06-13,13,18.4,34.3,24.6,NA,5.486,0,5.486,5.486,0,5.486,0,0,91.26,68.48,0,68.48,0,0,NA,NA,NA,1.414,1.005,0.948,0.653,0.495,0.526,0.445,0,0
14,CRDA1201,RICER048,1,1,2012-06-14,14,21.3,34.6,24.9,NA,6.401,0,6.401,6.401,0,6.401,0,0,97.67,74.88,0,74.88,0,0,NA,NA,NA,1.655,1.181,1.107,0.755,0.574,0.612,0.518,0,0
15,CRDA1201,RICER048,1,1,2012-06-15,15,24.6,35.6,24.7,NA,7.627,0,7.627,6.45,0,6.45,0,0,105.29,81.34,0,81.34,0,0,NA,NA,NA,1.626,1.203,1.118,0.765,0.584,0.624,0.53,0,0
16,CRDA1201,RICER048,1,1,2012-06-16,16,20.9,33.6,24.9,NA,6.186,0,6.186,6.186,0,6.186,0,0,111.48,87.52,0,87.52,0,0,NA,NA,NA,1.616,1.156,1.05,0.719,0.552,0.591,0.503,0,0
17,CRDA1201,RICER048,1,1,2012-06-17,17,23.3,34.8,23.1,NA,6.927,0,6.927,6.704,0,6.704,0,0,118.41,94.23,0,94.23,0,0,NA,NA,NA,1.866,1.277,1.134,0.734,0.566,0.608,0.518,0,0
18,CRDA1201,RICER048,1,1,2012-06-18,18,19.1,33.5,25,NA,5.71,0,5.71,5.71,0,5.71,0,0,124.12,99.94,0,99.94,0,0,NA,NA,NA,1.586,1.102,1.001,0.614,0.469,0.506,0.432,0,0
19,CRDA1201,RICER048,1,1,2012-06-19,19,25.7,37.4,24.8,NA,8.814,0,8.814,6.554,0,6.554,0,0,132.93,106.49,0,106.49,0,0,NA,NA,NA,1.727,1.257,1.192,0.727,0.549,0.593,0.508,0,0
20,CRDA1201,RICER048,1,1,2012-06-20,20,23.2,36.9,24.6,NA,7.695,0,7.695,1.28,0,1.28,0,0,140.62,107.77,0,107.77,0,0,NA,NA,NA,1.06,0.137,0.05,0.016,0.008,0.006,0.004,0,0
21,CRDA1201,RICER048,1,1,2012-06-21,21,23.4,33.1,25.1,NA,6.895,0,6.895,1.251,0,1.251,0,0,147.52,109.02,0,109.02,0,0,NA,NA,NA,1.031,0.136,0.05,0.016,0.008,0.006,0.004,0,0
22,CRDA1201,RICER048,1,1,2012-06-22,22,25,35.1,24.5,NA,7.507,0,7.507,1.237,0,1.237,0,0,155.03,110.26,0,110.26,0,0,NA,NA,NA,1.019,0.136,0.05,0.016,0.008,0.006,0.004,0,0
23,CRDA1201,RICER048,1,1,2012-06-23,23,25.2,37.2,24.9,NA,8.489,0,8.489,1.244,0,1.244,0,0,163.52,111.5,0,111.5,0,0,NA,NA,NA,1.027,0.135,0.05,0.016,0.008,0.006,0.004,0,0
24,CRDA1201,RICER048,1,1,2012-06-24,24,21,32.9,24.8,NA,6.156,0,6.156,6.156,0,6.156,0,0,169.67,117.66,0,117.66,0,0,NA,NA,NA,1.664,1.16,1.116,0.679,0.51,0.553,0.474,0,0
25,CRDA1201,RICER048,1,1,2012-06-25,25,21.9,32.1,24.3,NA,6.427,0,6.427,6.427,0,6.427,0,0,176.1,124.08,0,124.08,0,0,NA,NA,NA,1.873,1.206,1.135,0.683,0.506,0.55,0.473,0,0
26,CRDA1201,RICER048,1,1,2012-06-26,26,22.3,33,24.1,NA,6.591,0,6.591,6.535,0,6.535,0,0,182.69,130.62,0,130.62,0,0,NA,NA,NA,1.788,1.254,1.191,0.717,0.523,0.57,0.491,0,0
27,CRDA1201,RICER048,1,1,2012-06-27,27,8.3,29.1,24,NA,2.332,0,2.332,2.332,0,2.332,0,0,185.02,132.95,0,132.95,0,0,NA,NA,NA,0.646,0.45,0.425,0.256,0.183,0.2,0.173,0,0
