Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
22,CRDA1201,RICER048,1,1,2012-06-22,22,7.1,12,12.9,20.4,40.8,0.23,31.7,24.6,28,29.2,20.9,28,29.2,377,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,10.4,12,12.9,18.6,37.2,0.3,30,24,26.9,27.8,21.1,26.9,27.8,305,393.8,0,0,NA,2012-06-23
24,CRDA1201,RICER048,1,1,2012-06-24,24,9,12,12.9,14.2,28.4,0.47,29.9,23.1,26.4,27.5,20,26.4,27.5,202,393.8,0,0,NA,2012-06-24
25,CRDA1201,RICER048,1,1,2012-06-25,25,11.2,12,12.9,19.8,39.6,0.26,30.6,22.2,26.2,27.6,18.7,26.2,27.6,188,393.8,0,0,NA,2012-06-25
26,CRDA1201,RICER048,1,1,2012-06-26,26,3,12,12.9,22.4,44.8,0.16,33,22.8,27.7,29.3,18.4,27.7,29.3,137,393.8,0,0,NA,2012-06-26
27,CRDA1201,RICER048,1,1,2012-06-27,27,5.6,12,12.9,22.3,44.6,0.16,31.4,24.2,27.6,28.8,20.7,27.6,28.8,234,393.8,0,0,NA,2012-06-27
28,CRDA1201,RICER048,1,1,2012-06-28,28,7.4,12,12.9,19,38,0.29,30.5,23.2,26.7,27.9,20.2,26.7,27.9,195,393.8,0,0,NA,2012-06-28
29,CRDA1201,RICER048,1,1,2012-06-29,29,11.3,12,12.9,22.2,44.4,0.17,29.7,23.8,26.6,27.6,21.2,26.6,27.6,176,393.8,0,0,NA,2012-06-29
30,CRDA1201,RICER048,1,1,2012-06-30,30,4.5,12,12.9,19.6,39.2,0.26,30.4,23.8,27,28,21.1,27,28,123,393.8,0,0,NA,2012-06-30
31,CRDA1201,RICER048,1,1,2012-07-01,31,4.1,12,12.9,19,38,0.29,29.1,23.6,26.2,27.1,21,26.2,27.1,227,393.8,0,0,NA,2012-07-01
32,CRDA1201,RICER048,1,1,2012-07-02,32,10.6,12,12.9,13.3,26.6,0.5,28.8,23,25.8,26.7,20.6,25.8,26.7,187,393.8,0,0,NA,2012-07-02
33,CRDA1201,RICER048,1,1,2012-07-03,33,3.9,12,12.9,22.4,44.8,0.16,30.4,23.2,26.6,27.8,20.2,26.6,27.8,180,393.8,0,0,NA,2012-07-03
34,CRDA1201,RICER048,1,1,2012-07-04,34,9.6,12,12.9,16.3,32.6,0.39,30.7,22.5,26.4,27.8,19.7,26.4,27.8,256,393.8,0,0,NA,2012-07-04
35,CRDA1201,RICER048,1,1,2012-07-05,35,6.6,12,12.9,20.1,40.2,0.25,29.9,22.8,26.2,27.4,19.9,26.2,27.4,201,393.8,0,0,NA,2012-07-05
36,CRDA1201,RICER048,1,1,2012-07-06,36,13.7,12,12.9,15.7,31.4,0.41,31.8,22.8,27.1,28.6,19.6,27.1,28.6,114,393.8,0,0,NA,2012-07-06
37,CRDA1201,RICER048,1,1,2012-07-07,37,15.5,12,12.9,18,36,0.33,29.6,22.2,25.7,26.9,19.4,25.7,26.9,280,393.8,0,0,NA,2012-07-07
38,CRDA1201,RICER048,1,1,2012-07-08,38,7.4,12,12.9,20.2,40.4,0.25,28.9,23.5,26.1,27,21.5,26.1,27,262,393.8,0,0,NA,2012-07-08
39,CRDA1201,RICER048,1,1,2012-07-09,39,10,12,12.9,10.6,21.2,0.6,28.4,23.7,25.9,26.7,21.5,25.9,26.7,123,393.8,0,0,NA,2012-07-09
40,CRDA1201,RICER048,1,1,2012-07-10,40,3.2,12,12.9,23.4,46.8,0.13,30.9,22.8,26.7,28,20,26.7,28,166,393.8,0,0,NA,2012-07-10
41,CRDA1201,RICER048,1,1,2012-07-11,41,9.1,12,12.9,15.2,30.4,0.43,30.5,23.6,26.9,28,21.2,26.9,28,238,393.8,0,0,NA,2012-07-11
42,CRDA1201,RICER048,1,1,2012-07-12,42,19.2,12,12.9,8.6,17.2,0.68,28.7,23.8,26.1,26.9,21.9,26.1,26.9,195,393.8,0,0,NA,2012-07-12
43,CRDA1201,RICER048,1,1,2012-07-13,43,11.3,12,12.9,19.9,39.8,0.26,30.1,23,26.4,27.6,20.5,26.4,27.6,115,393.8,0,0,NA,2012-07-13
44,CRDA1201,RICER048,1,1,2012-07-14,44,22.6,12,12.9,17.6,35.2,0.35,29.2,23.1,26,27,21,26,27,175,393.8,0,0,NA,2012-07-14
45,CRDA1201,RICER048,1,1,2012-07-15,45,6.5,12,12.9,21.1,42.2,0.22,29.4,22.3,25.7,26.9,20.1,25.7,26.9,288,394.1,0,0,NA,2012-07-15
46,CRDA1201,RICER048,1,1,2012-07-16,46,10.6,12,12.9,16,32,0.41,27.1,22.7,24.8,25.5,21.2,24.8,25.5,202,394.1,0,0,NA,2012-07-16
47,CRDA1201,RICER048,1,1,2012-07-17,47,7.2,12,12.9,23.1,46.2,0.15,29.7,22.3,25.8,27,20,25.8,27,243,394.1,0,0,NA,2012-07-17
48,CRDA1201,RICER048,1,1,2012-07-18,48,3.5,12,12.9,22,44,0.19,30.3,22,26,27.3,19.4,26,27.3,188,394.1,0,0,NA,2012-07-18
49,CRDA1201,RICER048,1,1,2012-07-19,49,7.3,12,12.9,11.1,22.2,0.59,28.5,23.7,26,26.8,22,26,26.8,185,394.1,0,0,NA,2012-07-19
50,CRDA1201,RICER048,1,1,2012-07-20,50,10.4,12,12.9,11,22,0.59,28.1,23.9,25.9,26.6,22.2,25.9,26.6,132,394.1,0,0,NA,2012-07-20
51,CRDA1201,RICER048,1,1,2012-07-21,51,5.4,12,12.9,17.1,34.2,0.37,27.7,23.1,25.3,26,21.5,25.3,26,277,394.1,0,0,NA,2012-07-21
52,CRDA1201,RICER048,1,1,2012-07-22,52,2.7,12,12.9,23.9,47.8,0.12,30.4,21.9,26,27.3,18.9,26,27.3,133,394.1,0,0,NA,2012-07-22
53,CRDA1201,RICER048,1,1,2012-07-23,53,28.1,12,12.9,8.8,17.6,0.68,28.3,23.7,25.9,26.6,22.1,25.9,26.6,169,394.1,0,0,NA,2012-07-23
54,CRDA1201,RICER048,1,1,2012-07-24,54,7.9,12,12.9,23.6,47.2,0.13,29.7,22.9,26.2,27.3,21.1,26.2,27.3,205,394.1,0,0,NA,2012-07-24
55,CRDA1201,RICER048,1,1,2012-07-25,55,25.5,12,12.9,17.2,34.4,0.37,30,22.3,26,27.2,20.3,26,27.2,227,394.1,0,0,NA,2012-07-25
56,CRDA1201,RICER048,1,1,2012-07-26,56,38.4,12,12.8,18.3,36.6,0.33,28.9,23.7,26.2,27,22,26.2,27,210,394.1,0,0,NA,2012-07-26
57,CRDA1201,RICER048,1,1,2012-07-27,57,26.2,12,12.8,21.2,42.4,0.23,31.6,23.5,27.4,28.7,20.2,27.4,28.7,70,394.1,0,0,NA,2012-07-27
58,CRDA1201,RICER048,1,1,2012-07-28,58,35,12,12.8,14.1,28.2,0.49,28.9,23.1,25.9,26.8,21.7,25.9,26.8,248,394.1,0,0,NA,2012-07-28
59,CRDA1201,RICER048,1,1,2012-07-29,59,20.1,12,12.8,20.3,40.6,0.26,28.2,23.6,25.8,26.5,22.1,25.8,26.5,167,394.1,0,0,NA,2012-07-29
60,CRDA1201,RICER048,1,1,2012-07-30,60,9.7,12,12.8,22.1,44.2,0.2,29.6,22.4,25.8,27,20.1,25.8,27,130,394.1,0,0,NA,2012-07-30
61,CRDA1201,RICER048,1,1,2012-07-31,61,14,12,12.8,21.6,43.2,0.22,29.6,23.3,26.3,27.3,21.5,26.3,27.3,209,394.1,0,0,NA,2012-07-31
62,CRDA1201,RICER048,1,1,2012-08-01,62,18.8,12,12.8,11.8,23.6,0.57,27.2,23.5,25.3,25.9,22.4,25.3,25.9,247,394.1,0,0,NA,2012-08-01
63,CRDA1201,RICER048,1,1,2012-08-02,63,14.8,12,12.8,19.8,39.6,0.28,28.6,23.1,25.7,26.6,21.5,25.7,26.6,247,394.1,0,0,NA,2012-08-02
64,CRDA1201,RICER048,1,1,2012-08-03,64,11.7,12,12.8,18.8,37.6,0.32,29.8,22.3,25.9,27.1,20.1,25.9,27.1,166,394.1,0,0,NA,2012-08-03
65,CRDA1201,RICER048,1,1,2012-08-04,65,44,12,12.8,14.3,28.6,0.48,30,23.4,26.6,27.6,21.6,26.6,27.6,161,394.1,0,0,NA,2012-08-04
66,CRDA1201,RICER048,1,1,2012-08-05,66,7.4,12,12.8,19.1,38.2,0.31,30.2,21.7,25.8,27.1,19.3,25.8,27.1,112,394.1,0,0,NA,2012-08-05
67,CRDA1201,RICER048,1,1,2012-08-06,67,3.9,12,12.8,23.1,46.2,0.17,28.9,22.7,25.7,26.7,20.7,25.7,26.7,286,394.1,0,0,NA,2012-08-06
68,CRDA1201,RICER048,1,1,2012-08-07,68,10.8,12,12.8,23.2,46.4,0.17,29.2,22.3,25.6,26.7,20.5,25.6,26.7,199,394.1,0,0,NA,2012-08-07
69,CRDA1201,RICER048,1,1,2012-08-08,69,24,12,12.8,13.4,26.8,0.52,28.5,23.6,25.9,26.7,22.2,25.9,26.7,257,394.1,0,0,NA,2012-08-08
70,CRDA1201,RICER048,1,1,2012-08-09,70,15.2,12,12.8,19.1,38.2,0.32,27.3,22.9,25,25.7,21.6,25,25.7,243,394.1,0,0,NA,2012-08-09
71,CRDA1201,RICER048,1,1,2012-08-10,71,4.2,12,12.8,23.1,46.2,0.17,30,21.4,25.5,26.9,18.9,25.5,26.9,227,394.1,0,0,NA,2012-08-10
72,CRDA1201,RICER048,1,1,2012-08-11,72,15,12,12.8,16,32,0.43,28.1,23,25.4,26.3,21.3,25.4,26.3,158,394.1,0,0,NA,2012-08-11
73,CRDA1201,RICER048,1,1,2012-08-12,73,11,12,12.8,21.4,42.8,0.24,29.7,22.9,26.2,27.3,20.9,26.2,27.3,101,394.1,0,0,NA,2012-08-12
74,CRDA1201,RICER048,1,1,2012-08-13,74,15.7,12,12.8,19.5,39,0.31,28.6,22.5,25.4,26.4,20.9,25.4,26.4,255,394.1,0,0,NA,2012-08-13
75,CRDA1201,RICER048,1,1,2012-08-14,75,14.5,12,12.8,20.5,41,0.27,28.3,22.6,25.3,26.3,21.3,25.3,26.3,281,394.1,0,0,NA,2012-08-14
76,CRDA1201,RICER048,1,1,2012-08-15,76,13,12,12.8,13.6,27.2,0.52,29.7,22.7,26,27.2,20.8,26,27.2,162,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,13.9,12,12.8,17.1,34.2,0.39,28.1,23.9,25.9,26.6,22.4,25.9,26.6,126,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,6.7,12,12.8,22.5,45,0.2,27.5,23.1,25.2,25.9,21.8,25.2,25.9,271,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,8.2,12,12.8,12.9,25.8,0.54,26.3,22.6,24.4,25,21.5,24.4,25,292,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,8.1,12,12.8,18.3,36.6,0.35,29,22.9,25.8,26.8,21.4,25.8,26.8,186,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,10.2,12,12.8,24.9,49.8,0.12,30.2,23.2,26.5,27.7,21.3,26.5,27.7,252,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,9.3,12,12.8,19.6,39.2,0.31,29.7,23.2,26.3,27.4,21.4,26.3,27.4,199,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,19.9,12,12.8,16.3,32.6,0.43,27.6,23.6,25.5,26.2,22.3,25.5,26.2,211,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,7.1,12,12.8,17.5,35,0.39,28.3,22.1,25.1,26.1,20.1,25.1,26.1,159,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,11.9,12,12.8,18.3,36.6,0.36,29.4,22.8,26,27,21,26,27,238,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,26.6,12,12.8,10,20,0.65,27.8,23,25.3,26.1,21.7,25.3,26.1,219,394.3,0,0,NA,2012-08-25
87,CRDA1201,RICER048,1,1,2012-08-26,87,24.6,12,12.8,15.6,31.2,0.45,26.1,23.4,24.7,25.1,22.7,24.7,25.1,239,394.3,0,0,NA,2012-08-26
88,CRDA1201,RICER048,1,1,2012-08-27,88,14.3,12,12.8,18.1,36.2,0.37,29.6,22.3,25.8,27,20.5,25.8,27,134,394.3,0,0,NA,2012-08-27
89,CRDA1201,RICER048,1,1,2012-08-28,89,8.8,12,12.8,23.4,46.8,0.18,29.3,23.4,26.2,27.2,21.7,26.2,27.2,205,394.3,0,0,NA,2012-08-28
90,CRDA1201,RICER048,1,1,2012-08-29,90,4.3,12,12.8,23.7,47.4,0.17,29.1,23.2,26,27,21.6,26,27,152,394.3,0,0,NA,2012-08-29
91,CRDA1201,RICER048,1,1,2012-08-30,91,5.2,12,12.8,19.7,39.4,0.31,28.9,23.7,26.2,27,22,26.2,27,144,394.3,0,0,NA,2012-08-30
92,CRDA1201,RICER048,1,1,2012-08-31,92,7.2,12,12.8,17.6,35.2,0.39,27.2,23.4,25.2,25.8,22.1,25.2,25.8,205,394.3,0,0,NA,2012-08-31
93,CRDA1201,RICER048,1,1,2012-09-01,93,9.4,12,12.8,18.3,36.6,0.36,28.3,22.1,25.1,26.1,20.6,25.1,26.1,229,394.3,0,0,NA,2012-09-01
94,CRDA1201,RICER048,1,1,2012-09-02,94,8.5,12,12.8,14.7,29.4,0.49,26.8,22.7,24.7,25.3,21.4,24.7,25.3,238,394.3,0,0,NA,2012-09-02
95,CRDA1201,RICER048,1,1,2012-09-03,95,10.2,12,12.8,17.3,34.6,0.4,29.4,21.4,25.2,26.5,19.4,25.2,26.5,206,394.3,0,0,NA,2012-09-03
96,CRDA1201,RICER048,1,1,2012-09-04,96,20.1,12,12.8,21.2,42.4,0.26,28.6,22.9,25.6,26.6,21.4,25.6,26.6,181,394.3,0,0,NA,2012-09-04
97,CRDA1201,RICER048,1,1,2012-09-05,97,20.6,12,12.8,16.6,33.2,0.42,29.2,23.2,26.1,27,21.2,26.1,27,110,394.3,0,0,NA,2012-09-05
98,CRDA1201,RICER048,1,1,2012-09-06,98,16.1,12,12.8,16.5,33,0.43,25.1,22.9,24,24.3,22.1,24,24.3,255,394.3,0,0,NA,2012-09-06
99,CRDA1201,RICER048,1,1,2012-09-07,99,16.3,12,12.8,21.8,43.6,0.24,27.8,21.9,24.7,25.7,20.6,24.7,25.7,302,394.3,0,0,NA,2012-09-07
100,CRDA1201,RICER048,1,1,2012-09-08,100,5,12,12.8,24.9,49.8,0.14,30.3,22,26,27.3,19.8,26,27.3,166,394.3,0,0,NA,2012-09-08
101,CRDA1201,RICER048,1,1,2012-09-09,101,4.9,12,12.8,14.8,29.6,0.49,29.1,22.4,25.6,26.7,20.6,25.6,26.7,132,394.3,0,0,NA,2012-09-09
102,CRDA1201,RICER048,1,1,2012-09-10,102,4.7,12,12.8,22.6,45.2,0.22,29.5,22.9,26.1,27.1,21.2,26.1,27.1,162,394.3,0,0,NA,2012-09-10
103,CRDA1201,RICER048,1,1,2012-09-11,103,6.1,12,12.8,24.8,49.6,0.14,31.3,23,27,28.3,20.4,27,28.3,109,394.3,0,0,NA,2012-09-11
104,CRDA1201,RICER048,1,1,2012-09-12,104,6.8,12,12.8,21.8,43.6,0.25,31.3,23.9,27.4,28.6,21.2,27.4,28.6,91,394.3,0,0,NA,2012-09-12
105,CRDA1201,RICER048,1,1,2012-09-13,105,7.7,12,12.8,20.6,41.2,0.29,29.8,23.7,26.6,27.6,21.9,26.6,27.6,168,394.3,0,0,NA,2012-09-13
106,CRDA1201,RICER048,1,1,2012-09-14,106,5,12,12.8,20.5,41,0.29,28.7,23.4,25.9,26.8,21.8,25.9,26.8,141,394.3,0,0,NA,2012-09-14
107,CRDA1201,RICER048,1,1,2012-09-15,107,2,12,12.8,20.3,40.6,0.3,28.6,23,25.7,26.6,20.9,25.7,26.6,138,394.5,0,0,NA,2012-09-15
108,CRDA1201,RICER048,1,1,2012-09-16,108,4.9,12,12.8,19.5,39,0.33,30.3,21.1,25.5,27,19,25.5,27,134,394.5,0,0,NA,2012-09-16
109,CRDA1201,RICER048,1,1,2012-09-17,109,7.2,12,12.8,20.5,41,0.29,29.9,23.1,26.4,27.5,20.8,26.4,27.5,134,394.5,0,0,NA,2012-09-17
110,CRDA1201,RICER048,1,1,2012-09-18,110,23.9,12,12.8,14.7,29.4,0.49,28.2,23.7,25.9,26.6,22.2,25.9,26.6,95,394.5,0,0,NA,2012-09-18
111,CRDA1201,RICER048,1,1,2012-09-19,111,17.2,12,12.8,17.1,34.2,0.41,28,22.9,25.3,26.2,21.5,25.3,26.2,154,394.5,0,0,NA,2012-09-19
112,CRDA1201,RICER048,1,1,2012-09-20,112,13.3,12,12.8,11.4,22.8,0.61,28.1,22.7,25.3,26.2,21.2,25.3,26.2,145,394.5,0,0,NA,2012-09-20
113,CRDA1201,RICER048,1,1,2012-09-21,113,10.2,12,12.8,17.8,35.6,0.39,28.6,22.7,25.5,26.5,21.2,25.5,26.5,187,394.5,0,0,NA,2012-09-21
114,CRDA1201,RICER048,1,1,2012-09-22,114,10.1,12,12.8,20.9,41.8,0.28,28.9,22.3,25.5,26.5,20.8,25.5,26.5,255,394.5,0,0,NA,2012-09-22
115,CRDA1201,RICER048,1,1,2012-09-23,115,19.9,12,12.8,15.1,30.2,0.48,28.4,22.6,25.4,26.3,21,25.4,26.3,167,394.5,0,0,NA,2012-09-23
116,CRDA1201,RICER048,1,1,2012-09-24,116,8.8,12,12.8,20.6,41.2,0.29,29.7,23.1,26.3,27.3,20.7,26.3,27.3,74,394.5,0,0,NA,2012-09-24
117,CRDA1201,RICER048,1,1,2012-09-25,117,8,12,12.8,23,46,0.21,29.8,23.5,26.5,27.5,21.8,26.5,27.5,164,394.5,0,0,NA,2012-09-25
118,CRDA1201,RICER048,1,1,2012-09-26,118,9.2,12,12.8,23.7,47.4,0.18,31.6,22.8,27,28.4,20,27,28.4,117,394.5,0,0,NA,2012-09-26
119,CRDA1201,RICER048,1,1,2012-09-27,119,12.6,12,12.8,21.7,43.4,0.25,28.4,23.8,26,26.7,22,26,26.7,82,394.5,0,0,NA,2012-09-27
120,CRDA1201,RICER048,1,1,2012-09-28,120,18.4,12,12.8,14.7,29.4,0.49,28.1,23.6,25.8,26.5,22.2,25.8,26.5,189,394.5,0,0,NA,2012-09-28
121,CRDA1201,RICER048,1,1,2012-09-29,121,20.4,12,12.8,15.6,31.2,0.46,27.1,22.7,24.8,25.5,21,24.8,25.5,214,394.5,0,0,NA,2012-09-29
122,CRDA1201,RICER048,1,1,2012-09-30,122,12.4,12,12.8,22.4,44.8,0.22,30.6,22.1,26.2,27.5,19.4,26.2,27.5,77,394.5,0,0,NA,2012-09-30
123,CRDA1201,RICER048,1,1,2012-10-01,123,3.2,12,12.8,23.7,47.4,0.18,30.7,22.5,26.4,27.8,19.6,26.4,27.8,100,394.5,0,0,NA,2012-10-01
124,CRDA1201,RICER048,1,1,2012-10-02,124,9.5,12,12.8,21.5,43,0.26,31.4,23.6,27.3,28.6,20.8,27.3,28.6,109,394.5,0,0,NA,2012-10-02
125,CRDA1201,RICER048,1,1,2012-10-03,125,8.6,12,12.8,15.4,30.8,0.47,28.9,23.6,26.1,27,21.7,26.1,27,155,394.5,0,0,NA,2012-10-03
126,CRDA1201,RICER048,1,1,2012-10-04,126,5.6,12,12.8,18.9,37.8,0.34,27.8,22.7,25.1,26,20.9,25.1,26,173,394.5,0,0,NA,2012-10-04
127,CRDA1201,RICER048,1,1,2012-10-05,127,3,12,12.8,17.3,34.6,0.4,30.2,22.6,26.2,27.5,19.5,26.2,27.5,81,394.5,0,0,NA,2012-10-05
128,CRDA1201,RICER048,1,1,2012-10-06,128,5.4,12,12.8,21.7,43.4,0.25,30.2,23.4,26.7,27.8,20,26.7,27.8,59,394.5,0,0,NA,2012-10-06
