Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
12,CRDA1201,RICER048,1,1,2012-06-12,12,24.4,34,24.2,NA,7.233,0,7.233,6.663,0,6.663,0,0,77.02,68.42,0,68.42,0,0,NA,NA,NA,1.737,1.253,1.14,0.786,0.597,0.621,0.529,0,0
13,CRDA1201,RICER048,1,1,2012-06-13,13,14.5,32.2,23.9,NA,4.217,0,4.217,4.217,0,4.217,0,0,81.24,72.64,0,72.64,0,0,NA,NA,NA,1.112,0.791,0.724,0.491,0.375,0.391,0.334,0,0
14,CRDA1201,RICER048,1,1,2012-06-14,14,23.9,32.8,24,NA,7.009,0,7.009,6.647,0,6.647,0,0,88.25,79.29,0,79.29,0,0,NA,NA,NA,1.788,1.252,1.14,0.76,0.581,0.608,0.519,0,0
15,CRDA1201,RICER048,1,1,2012-06-15,15,23.4,32.2,23.9,NA,6.806,0,6.806,6.671,0,6.671,0,0,95.05,85.96,0,85.96,0,0,NA,NA,NA,1.839,1.257,1.141,0.75,0.571,0.6,0.513,0,0
16,CRDA1201,RICER048,1,1,2012-06-16,16,19.7,32.8,23.8,NA,5.787,0,5.787,5.787,0,5.787,0,0,100.84,91.74,0,91.74,0,0,NA,NA,NA,1.66,1.092,0.977,0.64,0.479,0.505,0.433,0,0
17,CRDA1201,RICER048,1,1,2012-06-17,17,23.4,33.2,22.7,NA,6.871,0,6.871,6.871,0,6.871,0,0,107.71,98.62,0,98.62,0,0,NA,NA,NA,1.958,1.361,1.164,0.768,0.553,0.574,0.494,0,0
18,CRDA1201,RICER048,1,1,2012-06-18,18,10.3,31.1,23.8,NA,2.978,0,2.978,2.978,0,2.978,0,0,110.69,101.59,0,101.59,0,0,NA,NA,NA,0.819,0.59,0.515,0.348,0.247,0.246,0.212,0,0
19,CRDA1201,RICER048,1,1,2012-06-19,19,25.3,34.8,24.3,NA,7.636,0,7.636,6.97,0,6.97,0,0,118.32,108.56,0,108.56,0,0,NA,NA,NA,1.918,1.34,1.202,0.829,0.612,0.574,0.495,0,0
20,CRDA1201,RICER048,1,1,2012-06-20,20,20.5,33.4,23.8,NA,6.04,0,6.04,6.04,0,6.04,0,0,124.36,114.6,0,114.6,0,0,NA,NA,NA,1.569,1.153,1.056,0.739,0.57,0.512,0.443,0,0
21,CRDA1201,RICER048,1,1,2012-06-21,21,16.2,30.6,24,NA,4.626,0,4.626,1.328,0,1.328,0,0,128.99,115.93,0,115.93,0,0,NA,NA,NA,1.104,0.141,0.047,0.017,0.009,0.005,0.003,0,0
22,CRDA1201,RICER048,1,1,2012-06-22,22,25,33.1,23.2,NA,7.281,0,7.281,6.505,0,6.505,0,0,136.27,122.44,0,122.44,0,0,NA,NA,NA,1.64,1.247,1.143,0.801,0.629,0.56,0.485,0,0
23,CRDA1201,RICER048,1,1,2012-06-23,23,23.6,34,23.9,NA,6.964,0,6.964,6.415,0,6.415,0,0,143.24,128.85,0,128.85,0,0,NA,NA,NA,1.641,1.222,1.117,0.785,0.619,0.552,0.479,0,0
24,CRDA1201,RICER048,1,1,2012-06-24,24,20.9,30.3,24.1,NA,5.949,0,5.949,5.949,0,5.949,0,0,149.18,134.8,0,134.8,0,0,NA,NA,NA,1.645,1.135,1.007,0.695,0.549,0.491,0.427,0,0
25,CRDA1201,RICER048,1,1,2012-06-25,25,20.3,30.4,23.9,NA,5.838,0,5.838,5.838,0,5.838,0,0,155.02,140.64,0,140.64,0,0,NA,NA,NA,1.699,1.117,0.982,0.662,0.514,0.461,0.402,0,0
26,CRDA1201,RICER048,1,1,2012-06-26,26,20.4,31.8,22.6,NA,5.894,0,5.894,5.894,0,5.894,0,0,160.92,146.53,0,146.53,0,0,NA,NA,NA,1.641,1.137,1.02,0.69,0.524,0.471,0.411,0,0
27,CRDA1201,RICER048,1,1,2012-06-27,27,5,27.4,23.1,NA,1.373,0,1.373,1.373,0,1.373,0,0,162.29,147.91,0,147.91,0,0,NA,NA,NA,0.384,0.266,0.238,0.162,0.12,0.108,0.095,0,0
28,CRDA1201,RICER048,1,1,2012-06-28,28,12.8,31.7,22.5,NA,3.715,0,3.715,3.715,0,3.715,0,0,166,151.62,0,151.62,0,0,NA,NA,NA,1.088,0.737,0.63,0.43,0.316,0.274,0.24,0,0
29,CRDA1201,RICER048,1,1,2012-06-29,29,21.8,32.6,22.8,NA,6.382,0,6.382,6.382,0,6.382,0,0,172.39,158,0,158,0,0,NA,NA,NA,1.797,1.255,1.105,0.758,0.575,0.48,0.412,0,0
30,CRDA1201,RICER048,1,1,2012-06-30,30,19.3,31.6,22.2,NA,5.536,0,5.536,5.536,0,5.536,0,0,177.92,163.54,0,163.54,0,0,NA,NA,NA,1.524,1.068,0.958,0.668,0.518,0.439,0.361,0,0
31,CRDA1201,RICER048,1,1,2012-07-01,31,22.4,28.9,22.9,NA,6.283,0,6.283,6.283,0,6.283,0,0,184.21,169.82,0,169.82,0,0,NA,NA,NA,1.77,1.2,1.07,0.746,0.584,0.51,0.403,0,0
32,CRDA1201,RICER048,1,1,2012-07-02,32,17.3,31.8,22.4,NA,4.994,0,4.994,4.994,0,4.994,0,0,189.2,174.82,0,174.82,0,0,NA,NA,NA,1.401,0.974,0.846,0.586,0.459,0.414,0.312,0,0
33,CRDA1201,RICER048,1,1,2012-07-03,33,24.2,31.4,23.3,NA,6.967,0,6.967,6.753,0,6.753,0,0,196.17,181.57,0,181.57,0,0,NA,NA,NA,1.772,1.309,1.165,0.82,0.646,0.605,0.437,0,0
34,CRDA1201,RICER048,1,1,2012-07-04,34,20.6,29.2,23.1,NA,5.753,0,5.753,5.753,0,5.753,0,0,201.92,187.32,0,187.32,0,0,NA,NA,NA,1.492,1.1,0.99,0.701,0.556,0.537,0.377,0,0
35,CRDA1201,RICER048,1,1,2012-07-05,35,22.5,28.9,22.7,NA,6.267,0,6.267,6.267,0,6.267,0,0,208.19,193.59,0,193.59,0,0,NA,NA,NA,1.703,1.185,1.057,0.746,0.594,0.579,0.403,0,0
36,CRDA1201,RICER048,1,1,2012-07-06,36,14.9,31.9,22.1,NA,4.276,0,4.276,4.276,0,4.276,0,0,212.46,197.87,0,197.87,0,0,NA,NA,NA,1.202,0.808,0.714,0.501,0.396,0.386,0.269,0,0
37,CRDA1201,RICER048,1,1,2012-07-07,37,14.8,31.5,22.7,NA,4.271,0,4.271,4.271,0,4.271,0,0,216.73,202.14,0,202.14,0,0,NA,NA,NA,1.241,0.809,0.707,0.493,0.387,0.373,0.261,0,0
38,CRDA1201,RICER048,1,1,2012-07-08,38,20.8,32.3,22.8,NA,6.065,0,6.065,6.065,0,6.065,0,0,222.8,208.2,0,208.2,0,0,NA,NA,NA,1.77,1.161,1.006,0.698,0.547,0.522,0.362,0,0
39,CRDA1201,RICER048,1,1,2012-07-09,39,19,30,21.8,NA,5.366,0,5.366,5.366,0,5.366,0,0,228.16,213.57,0,213.57,0,0,NA,NA,NA,1.548,1.033,0.896,0.621,0.486,0.466,0.316,0,0
40,CRDA1201,RICER048,1,1,2012-07-10,40,22.1,28.4,22.7,NA,6.177,0,6.177,6.177,0,6.177,0,0,234.34,219.74,0,219.74,0,0,NA,NA,NA,1.741,1.185,1.042,0.725,0.568,0.551,0.365,0,0
41,CRDA1201,RICER048,1,1,2012-07-11,41,16.6,29.8,22.6,NA,4.681,0,4.681,4.681,0,4.681,0,0,239.02,224.43,0,224.43,0,0,NA,NA,NA,1.309,0.899,0.791,0.55,0.432,0.425,0.275,0,0
42,CRDA1201,RICER048,1,1,2012-07-12,42,23.6,30.4,23,NA,6.759,0,6.759,6.759,0,6.759,0,0,245.78,231.18,0,231.18,0,0,NA,NA,NA,1.941,1.293,1.128,0.783,0.613,0.615,0.385,0,0
43,CRDA1201,RICER048,1,1,2012-07-13,43,19.4,28.4,22.1,NA,5.386,0,5.386,5.386,0,5.386,0,0,251.17,236.57,0,236.57,0,0,NA,NA,NA,1.506,1.053,0.907,0.627,0.49,0.501,0.303,0,0
44,CRDA1201,RICER048,1,1,2012-07-14,44,15.3,29.8,22.3,NA,4.328,0,4.328,4.328,0,4.328,0,0,255.5,240.9,0,240.9,0,0,NA,NA,NA,1.194,0.838,0.735,0.508,0.396,0.414,0.243,0,0
45,CRDA1201,RICER048,1,1,2012-07-15,45,23.2,32.2,22.7,NA,6.737,0,6.737,6.737,0,6.737,0,0,262.23,247.64,0,247.64,0,0,NA,NA,NA,1.853,1.278,1.141,0.794,0.623,0.661,0.388,0,0
46,CRDA1201,RICER048,1,1,2012-07-16,46,18.9,30.5,23.3,NA,5.404,0,5.404,5.404,0,5.404,0,0,267.64,253.04,0,253.04,0,0,NA,NA,NA,1.494,1.014,0.907,0.634,0.499,0.534,0.322,0,0
47,CRDA1201,RICER048,1,1,2012-07-17,47,17.3,29.8,22.5,NA,4.898,0,4.898,4.898,0,4.898,0,0,272.53,257.94,0,257.94,0,0,NA,NA,NA,1.365,0.917,0.817,0.569,0.448,0.483,0.298,0,0
48,CRDA1201,RICER048,1,1,2012-07-18,48,22.4,31.6,22.9,NA,6.474,0,6.474,6.474,0,6.474,0,0,279.01,264.41,0,264.41,0,0,NA,NA,NA,1.763,1.21,1.089,0.76,0.599,0.646,0.408,0,0
49,CRDA1201,RICER048,1,1,2012-07-19,49,20.9,30.3,23,NA,5.928,0.013,5.916,5.928,0.013,5.916,0,0,284.94,270.34,0.01,270.33,0,0,NA,NA,NA,1.579,1.163,0.999,0.687,0.538,0.578,0.372,0.001,0.26
50,CRDA1201,RICER048,1,1,2012-07-20,50,18.5,28.6,23.1,NA,5.186,0.016,5.17,5.186,0.016,5.17,0,0,290.12,275.53,0.03,275.5,0,0,NA,NA,NA,1.381,1.05,0.876,0.594,0.459,0.487,0.323,0.002,0.26
51,CRDA1201,RICER048,1,1,2012-07-21,51,19.4,29.6,22.2,NA,5.464,0.022,5.442,5.464,0.022,5.442,0,0,295.59,280.99,0.05,280.94,0,0,NA,NA,NA,1.43,1.083,0.931,0.638,0.489,0.512,0.359,0.002,0.26
52,CRDA1201,RICER048,1,1,2012-07-22,52,16.6,29.7,23,NA,4.705,0.024,4.681,4.705,0.024,4.681,0,0,300.29,285.69,0.07,285.62,0,0,NA,NA,NA,1.221,0.906,0.789,0.553,0.428,0.446,0.338,0.002,0.26
53,CRDA1201,RICER048,1,1,2012-07-23,53,24.1,28.7,22.3,NA,6.727,0.042,6.685,6.727,0.042,6.685,0,0,307.02,292.42,0.12,292.3,0,0,NA,NA,NA,1.75,1.232,1.11,0.785,0.623,0.658,0.528,0.004,0.26
54,CRDA1201,RICER048,1,1,2012-07-24,54,7,27.7,22.9,NA,1.929,0.014,1.915,1.929,0.014,1.915,0,0,308.95,294.35,0.13,294.22,0,0,NA,NA,NA,0.493,0.363,0.317,0.223,0.177,0.188,0.155,0.001,0.261
55,CRDA1201,RICER048,1,1,2012-07-25,55,23.3,30.1,22.2,NA,6.613,0.059,6.554,6.612,0.059,6.554,0,0,315.56,300.96,0.19,300.77,0,0,NA,NA,NA,1.726,1.27,1.082,0.754,0.589,0.619,0.513,0.006,0.263
56,CRDA1201,RICER048,1,1,2012-07-26,56,24.3,29.8,22.6,NA,6.855,0.071,6.782,6.854,0.071,6.782,0,0,322.42,307.82,0.26,307.56,0,0,NA,NA,NA,1.717,1.311,1.143,0.8,0.624,0.65,0.538,0.007,0.264
57,CRDA1201,RICER048,1,1,2012-07-27,57,20,28.5,21.7,NA,5.524,0.067,5.456,5.523,0.067,5.456,0,0,327.94,313.34,0.33,313.01,0,0,NA,NA,NA,1.393,1.045,0.91,0.638,0.503,0.528,0.439,0.007,0.268
58,CRDA1201,RICER048,1,1,2012-07-28,58,19.6,28.4,22.9,NA,5.46,0.075,5.382,5.458,0.075,5.382,0,0,333.4,318.8,0.4,318.39,0,0,NA,NA,NA,1.386,1.033,0.895,0.624,0.492,0.519,0.432,0.008,0.272
59,CRDA1201,RICER048,1,1,2012-07-29,59,20.2,29.4,22.6,NA,5.672,0.09,5.58,5.67,0.09,5.58,0,0,339.07,324.47,0.49,323.97,0,0,NA,NA,NA,1.423,1.078,0.934,0.651,0.513,0.536,0.446,0.009,0.276
60,CRDA1201,RICER048,1,1,2012-07-30,60,20.4,27.6,23.1,NA,5.634,0.099,5.532,5.631,0.099,5.532,0,0,344.71,330.1,0.59,329.51,0,0,NA,NA,NA,1.402,1.062,0.926,0.65,0.514,0.534,0.444,0.01,0.282
61,CRDA1201,RICER048,1,1,2012-07-31,61,20.2,26.2,22.2,NA,5.454,0.105,5.345,5.451,0.105,5.345,0,0,350.16,335.55,0.7,334.85,0,0,NA,NA,NA,1.351,1.023,0.892,0.626,0.495,0.524,0.434,0.011,0.291
62,CRDA1201,RICER048,1,1,2012-08-01,62,22,28.1,21.2,NA,6.02,0.129,5.888,6.017,0.129,5.888,0,0,356.18,341.57,0.83,340.74,0,0,NA,NA,NA,1.505,1.117,0.972,0.685,0.544,0.58,0.486,0.013,0.302
63,CRDA1201,RICER048,1,1,2012-08-02,63,15.2,29.1,21.2,NA,4.197,0.107,4.088,4.195,0.107,4.088,0,0,360.38,345.76,0.93,344.83,0,0,NA,NA,NA,1.056,0.771,0.673,0.474,0.376,0.401,0.338,0.011,0.316
64,CRDA1201,RICER048,1,1,2012-08-03,64,20.1,28.2,22.4,NA,5.55,0.157,5.391,5.548,0.157,5.391,0,0,365.93,351.31,1.09,350.22,0,0,NA,NA,NA,1.403,1.034,0.887,0.619,0.49,0.521,0.438,0.016,0.32
65,CRDA1201,RICER048,1,1,2012-08-04,65,16.4,30.7,21.7,NA,4.618,0.145,4.471,4.616,0.145,4.471,0,0,370.54,355.92,1.24,354.69,0,0,NA,NA,NA,1.154,0.862,0.741,0.515,0.406,0.431,0.362,0.015,0.324
66,CRDA1201,RICER048,1,1,2012-08-05,66,15.7,29.1,23.1,NA,4.389,0.155,4.231,4.386,0.155,4.231,0,0,374.93,360.31,1.39,358.92,0,0,NA,NA,NA,1.086,0.807,0.7,0.49,0.387,0.416,0.345,0.016,0.329
67,CRDA1201,RICER048,1,1,2012-08-06,67,19.1,28.8,22.1,NA,5.278,0.207,5.066,5.273,0.207,5.066,0,0,380.21,365.58,1.6,363.99,0,0,NA,NA,NA,1.28,0.964,0.839,0.588,0.465,0.508,0.421,0.021,0.333
68,CRDA1201,RICER048,1,1,2012-08-07,68,21.5,28.8,21.9,NA,5.92,0.259,5.654,5.913,0.259,5.654,0,0,386.13,371.5,1.86,369.64,0,0,NA,NA,NA,1.408,1.032,0.94,0.67,0.536,0.578,0.491,0.026,0.337
69,CRDA1201,RICER048,1,1,2012-08-08,69,3.7,27.6,23.2,NA,1.007,0.05,0.956,1.006,0.05,0.956,0,0,387.14,372.5,1.91,370.6,0,0,NA,NA,NA,0.237,0.179,0.161,0.114,0.09,0.096,0.081,0.005,0.343
70,CRDA1201,RICER048,1,1,2012-08-09,70,16.9,27,22.1,NA,4.576,0.242,4.328,4.571,0.242,4.328,0,0,391.71,377.07,2.15,374.92,0,0,NA,NA,NA,1.12,0.828,0.717,0.501,0.393,0.419,0.35,0.024,0.35
71,CRDA1201,RICER048,1,1,2012-08-10,71,13.9,26.1,22.2,NA,3.71,0.215,3.49,3.704,0.215,3.49,0,0,395.42,380.78,2.36,378.41,0,0,NA,NA,NA,0.883,0.665,0.58,0.406,0.322,0.346,0.287,0.021,0.351
72,CRDA1201,RICER048,1,1,2012-08-11,72,20.3,27,22.1,NA,5.466,0.344,5.113,5.457,0.344,5.113,0,0,400.89,386.23,2.71,383.53,0,0,NA,NA,NA,1.3,0.974,0.848,0.594,0.47,0.506,0.422,0.034,0.358
73,CRDA1201,RICER048,1,1,2012-08-12,73,13.8,27.7,22.6,NA,3.748,0.252,3.49,3.742,0.252,3.49,0,0,404.64,389.98,2.96,387.02,0,0,NA,NA,NA,0.878,0.664,0.579,0.406,0.322,0.349,0.292,0.025,0.365
74,CRDA1201,RICER048,1,1,2012-08-13,74,15.9,27.3,21.9,NA,4.277,0.312,3.958,4.27,0.312,3.958,0,0,408.92,394.25,3.27,390.98,0,0,NA,NA,NA,1.003,0.752,0.654,0.458,0.363,0.396,0.332,0.031,0.375
75,CRDA1201,RICER048,1,1,2012-08-14,75,21.1,28.8,21.2,NA,5.732,0.443,5.281,5.725,0.443,5.281,0,0,414.65,399.97,3.71,396.26,0,0,NA,NA,NA,1.373,0.966,0.865,0.614,0.49,0.527,0.447,0.044,0.383
76,CRDA1201,RICER048,1,1,2012-08-15,76,9.6,27.9,22.6,NA,2.601,0.215,2.382,2.597,0.215,2.382,0,0,417.25,402.57,3.93,398.64,0,0,NA,NA,NA,0.611,0.445,0.395,0.278,0.22,0.235,0.198,0.022,0.393
77,CRDA1201,RICER048,1,1,2012-08-16,77,9.8,27.4,22.9,NA,2.65,0.236,2.412,2.648,0.236,2.412,0,0,419.9,405.22,4.17,401.05,0,0,NA,NA,NA,0.623,0.463,0.4,0.279,0.219,0.232,0.195,0.024,0.405
78,CRDA1201,RICER048,1,1,2012-08-17,78,12.8,27.5,22,NA,3.437,0.323,3.107,3.431,0.323,3.107,0,0,423.34,408.65,4.49,404.16,0,0,NA,NA,NA,0.801,0.595,0.515,0.361,0.285,0.3,0.251,0.032,0.412
79,CRDA1201,RICER048,1,1,2012-08-18,79,20.5,28,20.6,NA,5.468,0.541,4.919,5.46,0.541,4.919,0,0,428.8,414.11,5.03,409.08,0,0,NA,NA,NA,1.254,0.939,0.817,0.572,0.452,0.484,0.401,0.054,0.42
80,CRDA1201,RICER048,1,1,2012-08-19,80,17.8,27.1,22.3,NA,4.742,0.5,4.232,4.733,0.5,4.232,0,0,433.55,418.84,5.53,413.31,0,0,NA,NA,NA,1.065,0.805,0.703,0.493,0.39,0.424,0.353,0.05,0.431
81,CRDA1201,RICER048,1,1,2012-08-20,81,14.2,28.1,22.1,NA,3.816,0.428,3.38,3.808,0.428,3.38,0,0,437.36,422.65,5.96,416.69,0,0,NA,NA,NA,0.866,0.637,0.556,0.392,0.311,0.334,0.283,0.043,0.447
82,CRDA1201,RICER048,1,1,2012-08-21,82,21.7,29.1,22.4,NA,5.904,0.696,5.195,5.891,0.696,5.195,0,0,443.26,428.54,6.66,421.88,0,0,NA,NA,NA,1.355,0.974,0.852,0.599,0.476,0.508,0.431,0.07,0.462
83,CRDA1201,RICER048,1,1,2012-08-22,83,21.4,31.1,20.8,NA,5.857,0.742,5.106,5.848,0.742,5.106,0,0,449.12,434.39,7.4,426.99,0,0,NA,NA,NA,1.336,0.951,0.837,0.588,0.468,0.501,0.424,0.074,0.475
84,CRDA1201,RICER048,1,1,2012-08-23,84,14,28.5,23.1,NA,3.783,0.5,3.276,3.776,0.5,3.276,0,0,452.91,438.16,7.9,430.27,0,0,NA,NA,NA,0.855,0.623,0.539,0.376,0.297,0.318,0.268,0.05,0.494
85,CRDA1201,RICER048,1,1,2012-08-24,85,20.1,29.5,22.7,NA,5.478,0.754,4.718,5.471,0.754,4.717,0,0,458.38,443.63,8.65,434.98,0,0,NA,NA,NA,1.224,0.918,0.786,0.543,0.423,0.447,0.375,0.075,0.514
86,CRDA1201,RICER048,1,1,2012-08-25,86,17.9,28.8,23.1,NA,4.842,0.693,4.142,4.835,0.693,4.141,0,0,463.23,448.47,9.34,439.12,0,0,NA,NA,NA,1.056,0.798,0.697,0.486,0.379,0.396,0.33,0.069,0.529
87,CRDA1201,RICER048,1,1,2012-08-26,87,16,28.6,22.6,NA,4.3,0.639,3.654,4.292,0.639,3.653,0,0,467.52,452.76,9.98,442.78,0,0,NA,NA,NA,0.931,0.7,0.611,0.428,0.337,0.353,0.293,0.064,0.55
88,CRDA1201,RICER048,1,1,2012-08-27,88,17.1,26.6,22.8,NA,4.498,0.689,3.799,4.487,0.689,3.798,0,0,472.02,457.25,10.67,446.57,0,0,NA,NA,NA,0.972,0.728,0.63,0.442,0.35,0.369,0.307,0.069,0.569
89,CRDA1201,RICER048,1,1,2012-08-28,89,8.9,25.4,22.4,NA,2.3,0.363,1.929,2.291,0.363,1.928,0,0,474.32,459.54,11.03,448.5,0,0,NA,NA,NA,0.491,0.368,0.319,0.224,0.177,0.19,0.159,0.036,0.588
90,CRDA1201,RICER048,1,1,2012-08-29,90,19.8,26.3,21.2,NA,5.132,0.804,4.308,5.111,0.804,4.306,0,0,479.45,464.65,11.84,452.81,0,0,NA,NA,NA,1.105,0.821,0.712,0.498,0.394,0.42,0.356,0.08,0.608
91,CRDA1201,RICER048,1,1,2012-08-30,91,24.1,27.5,20.4,NA,6.28,0.984,5.277,6.258,0.984,5.274,0,0,485.73,470.91,12.82,458.08,0,0,NA,NA,NA,1.265,0.97,0.891,0.635,0.508,0.544,0.462,0.098,0.621
92,CRDA1201,RICER048,1,1,2012-08-31,92,22.6,28.6,20.5,NA,5.917,0.93,4.976,5.904,0.93,4.974,0,0,491.65,476.81,13.75,463.06,0,0,NA,NA,NA,1.234,0.903,0.829,0.589,0.473,0.511,0.434,0.093,0.643
93,CRDA1201,RICER048,1,1,2012-09-01,93,12.5,27.6,21.7,NA,3.284,0.516,2.765,3.279,0.516,2.763,0,0,494.93,480.09,14.27,465.82,0,0,NA,NA,NA,0.728,0.494,0.452,0.319,0.256,0.278,0.236,0.052,0.669
94,CRDA1201,RICER048,1,1,2012-09-02,94,18.1,29.3,21.6,NA,4.848,0.752,4.086,4.835,0.752,4.083,0,0,499.78,484.92,15.02,469.9,0,0,NA,NA,NA,1.085,0.772,0.67,0.463,0.366,0.395,0.333,0.075,0.694
95,CRDA1201,RICER048,1,1,2012-09-03,95,19.5,28.9,21.7,NA,5.213,0.811,4.398,5.205,0.811,4.394,0,0,505,490.13,15.83,474.3,0,0,NA,NA,NA,1.149,0.865,0.735,0.499,0.388,0.412,0.346,0.081,0.709
96,CRDA1201,RICER048,1,1,2012-09-04,96,17.8,27,21.7,NA,4.66,0.719,3.935,4.65,0.719,3.931,0,0,509.66,494.78,16.55,478.23,0,0,NA,NA,NA,1.01,0.761,0.66,0.456,0.357,0.376,0.31,0.072,0.729
97,CRDA1201,RICER048,1,1,2012-09-05,97,13.7,26.5,21.9,NA,3.574,0.551,3.021,3.569,0.551,3.017,0,0,513.23,498.35,17.1,481.24,0,0,NA,NA,NA,0.769,0.578,0.504,0.353,0.279,0.293,0.241,0.055,0.749
98,CRDA1201,RICER048,1,1,2012-09-06,98,19.2,26.3,22,NA,5.007,0.767,4.236,4.998,0.767,4.23,0,0,518.24,503.34,17.87,485.47,0,0,NA,NA,NA,1.086,0.812,0.702,0.492,0.389,0.409,0.34,0.077,0.768
99,CRDA1201,RICER048,1,1,2012-09-07,99,22.8,28.5,20.9,NA,6.037,0.917,5.112,6.022,0.917,5.105,0,0,524.27,509.37,18.79,490.58,0,0,NA,NA,NA,1.298,0.977,0.847,0.594,0.47,0.503,0.417,0.092,0.778
100,CRDA1201,RICER048,1,1,2012-09-08,100,22.8,27.4,21.2,NA,5.973,0.902,5.063,5.957,0.902,5.055,0,0,530.25,515.32,19.69,495.63,0,0,NA,NA,NA,1.286,0.962,0.837,0.587,0.466,0.499,0.419,0.09,0.79
101,CRDA1201,RICER048,1,1,2012-09-09,101,16.3,29.9,20.9,NA,4.38,0.665,3.717,4.375,0.665,3.71,0,0,534.63,519.7,20.35,499.34,0,0,NA,NA,NA,0.95,0.711,0.613,0.429,0.34,0.362,0.305,0.066,0.803
102,CRDA1201,RICER048,1,1,2012-09-10,102,23.3,28.6,22,NA,6.231,0.941,5.293,6.224,0.941,5.283,0,0,540.86,525.92,21.3,504.63,0,0,NA,NA,NA,1.385,0.987,0.869,0.61,0.483,0.515,0.433,0.094,0.817
103,CRDA1201,RICER048,1,1,2012-09-11,103,12.8,29.9,23,NA,3.492,0.524,2.969,3.487,0.524,2.962,0,0,544.35,529.41,21.82,507.59,0,0,NA,NA,NA,0.779,0.549,0.487,0.342,0.271,0.29,0.244,0.052,0.826
104,CRDA1201,RICER048,1,1,2012-09-12,104,21.6,30.8,23,NA,5.963,0.892,5.076,5.955,0.892,5.064,0,0,550.31,535.36,22.71,512.65,0,0,NA,NA,NA,1.333,0.96,0.839,0.583,0.457,0.485,0.407,0.089,0.839
