Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
24,CRDA1201,RICER048,1,1,2012-06-24,24,22.3,30.8,24.1,NA,6.31,0,6.31,6.31,0,6.31,0,0,176.25,46.19,0,46.19,0,0,NA,NA,NA,1.54,1.215,1.104,0.778,0.583,0.599,0.491,0,0
25,CRDA1201,RICER048,1,1,2012-06-25,25,20.5,32.1,23.5,NA,6.004,0,6.004,6.004,0,6.004,0,0,182.26,52.2,0,52.2,0,0,NA,NA,NA,1.572,1.184,1.028,0.723,0.539,0.53,0.428,0,0
26,CRDA1201,RICER048,1,1,2012-06-26,26,22.3,31.4,23.4,NA,6.478,0,6.478,6.478,0,6.478,0,0,188.73,58.67,0,58.67,0,0,NA,NA,NA,1.673,1.262,1.1,0.774,0.598,0.592,0.479,0,0
27,CRDA1201,RICER048,1,1,2012-06-27,27,23.2,32.3,23.1,NA,6.786,0,6.786,6.786,0,6.786,0,0,195.52,65.46,0,65.46,0,0,NA,NA,NA,1.665,1.268,1.128,0.824,0.665,0.68,0.557,0,0
28,CRDA1201,RICER048,1,1,2012-06-28,28,22.7,33.2,22.8,NA,6.617,0,6.617,6.617,0,6.617,0,0,202.14,72.08,0,72.08,0,0,NA,NA,NA,1.57,1.226,1.09,0.799,0.655,0.694,0.584,0,0
29,CRDA1201,RICER048,1,1,2012-06-29,29,20.1,33.7,22.6,NA,5.85,0,5.85,5.85,0,5.85,0,0,207.99,77.93,0,77.93,0,0,NA,NA,NA,1.378,1.091,0.967,0.698,0.571,0.618,0.526,0,0
30,CRDA1201,RICER048,1,1,2012-06-30,30,15.2,29.7,24.2,NA,4.29,0,4.29,4.29,0,4.29,0,0,212.28,82.22,0,82.22,0,0,NA,NA,NA,1.046,0.789,0.71,0.507,0.41,0.447,0.382,0,0
31,CRDA1201,RICER048,1,1,2012-07-01,31,18.8,30.4,24.6,NA,5.373,0,5.373,5.373,0,5.373,0,0,217.65,87.59,0,87.59,0,0,NA,NA,NA,1.46,0.985,0.858,0.607,0.485,0.528,0.45,0,0
32,CRDA1201,RICER048,1,1,2012-07-02,32,18.4,30.3,23.9,NA,5.286,0,5.286,5.286,0,5.286,0,0,222.94,92.88,0,92.88,0,0,NA,NA,NA,1.507,0.988,0.83,0.579,0.46,0.502,0.421,0,0
33,CRDA1201,RICER048,1,1,2012-07-03,33,18.2,29.1,24.4,NA,5.12,0,5.12,5.12,0,5.12,0,0,228.05,98,0,98,0,0,NA,NA,NA,1.399,0.982,0.811,0.571,0.449,0.493,0.415,0,0
34,CRDA1201,RICER048,1,1,2012-07-04,34,23.4,31,24.3,NA,6.786,0,6.786,6.786,0,6.786,0,0,234.84,104.78,0,104.78,0,0,NA,NA,NA,1.87,1.309,1.074,0.758,0.587,0.645,0.543,0,0
35,CRDA1201,RICER048,1,1,2012-07-05,35,23.1,34,24.6,NA,6.86,0,6.86,1.4,0,1.4,0,0,241.7,106.18,0,106.18,0,0,NA,NA,NA,1.167,0.151,0.046,0.017,0.009,0.007,0.004,0,0
36,CRDA1201,RICER048,1,1,2012-07-06,36,17.6,32.1,24.1,NA,5.104,0,5.104,1.356,0,1.356,0,0,246.8,107.54,0,107.54,0,0,NA,NA,NA,1.122,0.151,0.046,0.017,0.009,0.007,0.004,0,0
37,CRDA1201,RICER048,1,1,2012-07-07,37,18.1,32.3,24.7,NA,5.264,0,5.264,1.285,0,1.285,0,0,252.07,108.82,0,108.82,0,0,NA,NA,NA,1.052,0.15,0.046,0.017,0.009,0.007,0.004,0,0
38,CRDA1201,RICER048,1,1,2012-07-08,38,18.9,32.3,23.7,NA,5.444,0,5.444,1.24,0,1.24,0,0,257.51,110.06,0,110.06,0,0,NA,NA,NA,1.008,0.15,0.046,0.017,0.009,0.007,0.004,0,0
39,CRDA1201,RICER048,1,1,2012-07-09,39,19.5,32.3,23.8,NA,5.615,0,5.615,1.246,0,1.246,0,0,263.13,111.31,0,111.31,0,0,NA,NA,NA,1.014,0.149,0.046,0.017,0.009,0.007,0.004,0,0
40,CRDA1201,RICER048,1,1,2012-07-10,40,23.4,32.1,24.5,NA,6.767,0,6.767,1.309,0,1.309,0,0,269.89,112.62,0,112.62,0,0,NA,NA,NA,1.077,0.149,0.046,0.017,0.009,0.007,0.004,0,0
41,CRDA1201,RICER048,1,1,2012-07-11,41,21.9,34.1,24.7,NA,6.496,0,6.496,1.37,0,1.37,0,0,276.39,113.99,0,113.99,0,0,NA,NA,NA,1.138,0.149,0.046,0.017,0.009,0.007,0.004,0,0
42,CRDA1201,RICER048,1,1,2012-07-12,42,19.8,34.3,24.7,NA,5.892,0,5.892,1.36,0,1.36,0,0,282.28,115.35,0,115.35,0,0,NA,NA,NA,1.129,0.149,0.046,0.017,0.009,0.007,0.004,0,0
43,CRDA1201,RICER048,1,1,2012-07-13,43,18.3,30.8,25.1,NA,5.256,0,5.256,1.334,0,1.334,0,0,287.54,116.68,0,116.68,0,0,NA,NA,NA,1.103,0.148,0.046,0.017,0.009,0.007,0.004,0,0
44,CRDA1201,RICER048,1,1,2012-07-14,44,16.1,29.8,24.8,NA,4.566,0,4.566,4.566,0,4.566,0,0,292.1,121.25,0,121.25,0,0,NA,NA,NA,1.227,0.877,0.734,0.517,0.4,0.44,0.372,0,0
45,CRDA1201,RICER048,1,1,2012-07-15,45,16.1,30.8,24.1,NA,4.647,0,4.647,4.647,0,4.647,0,0,296.75,125.9,0,125.9,0,0,NA,NA,NA,1.419,0.898,0.711,0.49,0.377,0.408,0.345,0,0
46,CRDA1201,RICER048,1,1,2012-07-16,46,15.2,28.3,24.2,NA,4.336,0,4.336,4.336,0,4.336,0,0,301.09,130.23,0,130.23,0,0,NA,NA,NA,1.289,0.855,0.679,0.465,0.357,0.376,0.315,0,0
47,CRDA1201,RICER048,1,1,2012-07-17,47,21.3,32,23.4,NA,6.221,0,6.221,6.221,0,6.221,0,0,307.31,136.45,0,136.45,0,0,NA,NA,NA,1.835,1.207,0.977,0.676,0.525,0.549,0.451,0,0
48,CRDA1201,RICER048,1,1,2012-07-18,48,20.3,28.6,24,NA,5.752,0.012,5.74,5.752,0.012,5.74,0,0,313.06,142.21,0.01,142.19,0,0,NA,NA,NA,1.675,1.102,0.902,0.629,0.491,0.518,0.424,0.001,0.263
49,CRDA1201,RICER048,1,1,2012-07-19,49,19.5,33.1,23.4,NA,5.746,0.016,5.729,5.746,0.016,5.729,0,0,318.81,147.95,0.03,147.92,0,0,NA,NA,NA,1.529,1.108,0.929,0.652,0.514,0.546,0.451,0.002,0.263
50,CRDA1201,RICER048,1,1,2012-07-20,50,22.7,32.3,23.9,NA,6.594,0.025,6.569,6.594,0.025,6.569,0,0,325.4,154.55,0.05,154.49,0,0,NA,NA,NA,1.7,1.266,1.074,0.756,0.599,0.641,0.534,0.002,0.262
51,CRDA1201,RICER048,1,1,2012-07-21,51,17.4,31.8,24.1,NA,5.027,0.024,5.003,5.027,0.024,5.003,0,0,330.43,159.57,0.08,159.5,0,0,NA,NA,NA,1.299,0.958,0.814,0.574,0.457,0.491,0.411,0.002,0.262
52,CRDA1201,RICER048,1,1,2012-07-22,52,16.5,32,24.5,NA,4.796,0.028,4.768,4.796,0.028,4.768,0,0,335.22,164.37,0.1,164.26,0,0,NA,NA,NA,1.279,0.913,0.767,0.536,0.428,0.461,0.386,0.003,0.262
53,CRDA1201,RICER048,1,1,2012-07-23,53,22.4,29.9,24.3,NA,6.376,0.045,6.331,6.376,0.045,6.331,0,0,341.6,170.75,0.15,170.6,0,0,NA,NA,NA,1.741,1.215,1.017,0.696,0.557,0.601,0.504,0.004,0.262
54,CRDA1201,RICER048,1,1,2012-07-24,54,21.6,33,23.4,NA,6.309,0.052,6.256,6.309,0.052,6.256,0,0,347.91,177.05,0.2,176.85,0,0,NA,NA,NA,1.678,1.214,1.026,0.688,0.552,0.597,0.502,0.005,0.26
55,CRDA1201,RICER048,1,1,2012-07-25,55,15.9,32.3,24,NA,4.607,0.114,4.562,1.606,0.114,1.492,0,0,352.52,178.66,0.32,178.34,0,0,NA,NA,NA,1.246,0.16,0.049,0.017,0.009,0.007,0.004,0.011,0.262
56,CRDA1201,RICER048,1,1,2012-07-26,56,23.1,32.9,24.5,NA,6.743,0.193,6.667,1.66,0.193,1.467,0,0,359.26,180.32,0.51,179.81,0,0,NA,NA,NA,1.222,0.159,0.049,0.017,0.009,0.007,0.004,0.019,0.265
57,CRDA1201,RICER048,1,1,2012-07-27,57,22.3,35.3,23.6,NA,6.714,0.221,6.627,1.644,0.221,1.423,0,0,365.97,181.96,0.73,181.23,0,0,NA,NA,NA,1.179,0.158,0.049,0.017,0.009,0.007,0.004,0.022,0.268
58,CRDA1201,RICER048,1,1,2012-07-28,58,21,31.2,24.7,NA,6.004,0.242,5.908,1.618,0.242,1.377,0,0,371.98,183.58,0.97,182.61,0,0,NA,NA,NA,1.135,0.156,0.049,0.017,0.009,0.007,0.004,0.024,0.274
59,CRDA1201,RICER048,1,1,2012-07-29,59,11.4,30.4,24.6,NA,3.227,0.058,3.168,3.226,0.058,3.168,0,0,375.2,186.81,1.03,185.78,0,0,NA,NA,NA,0.871,0.609,0.519,0.345,0.275,0.299,0.251,0.006,0.277
60,CRDA1201,RICER048,1,1,2012-07-30,60,22.7,29.9,24.3,NA,6.509,0.128,6.38,6.508,0.128,6.38,0,0,381.71,193.32,1.16,192.16,0,0,NA,NA,NA,1.926,1.25,1.005,0.667,0.515,0.551,0.465,0.013,0.28
61,CRDA1201,RICER048,1,1,2012-07-31,61,22,31.8,23.7,NA,6.378,0.142,6.235,6.377,0.142,6.235,0,0,388.09,199.69,1.3,198.39,0,0,NA,NA,NA,1.813,1.249,1.001,0.676,0.515,0.534,0.447,0.014,0.283
62,CRDA1201,RICER048,1,1,2012-08-01,62,21.8,30.4,24.1,NA,6.242,0.156,6.085,6.241,0.156,6.085,0,0,394.33,205.93,1.46,204.48,0,0,NA,NA,NA,1.754,1.215,0.979,0.669,0.514,0.527,0.428,0.016,0.288
63,CRDA1201,RICER048,1,1,2012-08-02,63,17.4,28.9,23.9,NA,4.893,0.136,4.756,4.892,0.136,4.756,0,0,399.23,210.83,1.59,209.23,0,0,NA,NA,NA,1.347,0.965,0.766,0.524,0.405,0.418,0.332,0.014,0.294
64,CRDA1201,RICER048,1,1,2012-08-03,64,17.5,29.4,23.7,NA,4.944,0.152,4.79,4.943,0.152,4.79,0,0,404.17,215.77,1.74,214.02,0,0,NA,NA,NA,1.344,0.935,0.774,0.537,0.417,0.434,0.349,0.015,0.301
65,CRDA1201,RICER048,1,1,2012-08-04,65,18.6,29.7,23.9,NA,5.256,0.18,5.074,5.255,0.18,5.074,0,0,409.43,221.02,1.92,219.1,0,0,NA,NA,NA,1.427,0.978,0.811,0.567,0.444,0.466,0.382,0.018,0.307
66,CRDA1201,RICER048,1,1,2012-08-05,66,15.4,29.2,23.8,NA,4.334,0.164,4.169,4.333,0.164,4.169,0,0,413.76,225.36,2.09,223.27,0,0,NA,NA,NA,1.193,0.801,0.658,0.459,0.362,0.381,0.315,0.016,0.315
67,CRDA1201,RICER048,1,1,2012-08-06,67,19.1,30.7,23.6,NA,5.453,0.227,5.225,5.452,0.227,5.225,0,0,419.21,230.81,2.31,228.49,0,0,NA,NA,NA,1.454,0.998,0.834,0.584,0.461,0.487,0.406,0.023,0.323
68,CRDA1201,RICER048,1,1,2012-08-07,68,21,31.8,23.7,NA,6.022,0.275,5.745,6.02,0.275,5.745,0,0,425.24,236.83,2.59,234.24,0,0,NA,NA,NA,1.6,1.088,0.915,0.642,0.508,0.54,0.451,0.028,0.332
69,CRDA1201,RICER048,1,1,2012-08-08,69,14.5,30.1,23.9,NA,4.099,0.208,3.89,4.098,0.208,3.89,0,0,429.33,240.93,2.8,238.13,0,0,NA,NA,NA,1.086,0.734,0.619,0.434,0.343,0.367,0.308,0.021,0.342
70,CRDA1201,RICER048,1,1,2012-08-09,70,17.8,30.4,24.2,NA,5.039,0.277,4.76,5.037,0.277,4.76,0,0,434.37,245.96,3.07,242.89,0,0,NA,NA,NA,1.334,0.936,0.756,0.522,0.41,0.437,0.366,0.028,0.355
71,CRDA1201,RICER048,1,1,2012-08-10,71,14.7,29.6,24,NA,4.135,0.248,3.885,4.133,0.248,3.885,0,0,438.51,250.1,3.32,246.77,0,0,NA,NA,NA,1.079,0.792,0.632,0.426,0.328,0.343,0.285,0.025,0.366
72,CRDA1201,RICER048,1,1,2012-08-11,72,14.5,28.8,24.2,NA,4.048,0.264,3.782,4.046,0.264,3.782,0,0,442.56,254.14,3.59,250.56,0,0,NA,NA,NA,1.024,0.767,0.634,0.425,0.325,0.333,0.274,0.026,0.379
73,CRDA1201,RICER048,1,1,2012-08-12,73,18.1,29.8,23.8,NA,5.086,0.36,4.724,5.083,0.36,4.724,0,0,447.64,259.22,3.95,255.28,0,0,NA,NA,NA,1.275,0.946,0.774,0.539,0.416,0.424,0.349,0.036,0.392
74,CRDA1201,RICER048,1,1,2012-08-13,74,15.8,27.2,23.7,NA,4.301,0.333,3.966,4.298,0.333,3.966,0,0,451.94,263.52,4.28,259.24,0,0,NA,NA,NA,1.062,0.791,0.648,0.452,0.353,0.361,0.299,0.033,0.406
75,CRDA1201,RICER048,1,1,2012-08-14,75,14.1,27.4,23.5,NA,3.837,0.322,3.511,3.833,0.322,3.511,0,0,455.78,267.36,4.6,262.76,0,0,NA,NA,NA,0.943,0.702,0.568,0.398,0.312,0.321,0.267,0.032,0.424
76,CRDA1201,RICER048,1,1,2012-08-15,76,17.4,29.2,23.3,NA,4.814,0.438,4.373,4.81,0.438,4.373,0,0,460.59,272.17,5.04,267.13,0,0,NA,NA,NA,1.198,0.849,0.697,0.492,0.391,0.407,0.339,0.044,0.442
77,CRDA1201,RICER048,1,1,2012-08-16,77,16.2,27.9,23.9,NA,4.425,0.44,3.982,4.421,0.44,3.982,0,0,465.02,276.59,5.48,271.11,0,0,NA,NA,NA,1.072,0.779,0.652,0.451,0.354,0.367,0.306,0.044,0.46
78,CRDA1201,RICER048,1,1,2012-08-17,78,12.9,28.8,23.8,NA,3.549,0.384,3.162,3.546,0.384,3.162,0,0,468.57,280.13,5.86,274.27,0,0,NA,NA,NA,0.845,0.629,0.516,0.36,0.281,0.29,0.242,0.038,0.482
79,CRDA1201,RICER048,1,1,2012-08-18,79,13.1,26.9,23.6,NA,3.52,0.408,3.109,3.516,0.408,3.109,0,0,472.09,283.65,6.27,277.38,0,0,NA,NA,NA,0.835,0.619,0.503,0.352,0.277,0.285,0.238,0.041,0.505
80,CRDA1201,RICER048,1,1,2012-08-19,80,23.1,30.6,23.2,NA,6.428,0.804,5.62,6.424,0.804,5.62,0,0,478.52,290.07,7.07,283,0,0,NA,NA,NA,1.538,1.086,0.896,0.634,0.503,0.524,0.439,0.08,0.526
81,CRDA1201,RICER048,1,1,2012-08-20,81,21.2,29.6,23.8,NA,5.828,0.805,5.018,5.823,0.805,5.018,0,0,484.34,295.9,7.88,288.02,0,0,NA,NA,NA,1.35,0.987,0.809,0.566,0.448,0.467,0.391,0.08,0.549
82,CRDA1201,RICER048,1,1,2012-08-21,82,10.8,28.4,23.9,NA,2.924,0.445,2.476,2.922,0.445,2.476,0,0,487.27,298.82,8.32,290.5,0,0,NA,NA,NA,0.661,0.497,0.404,0.279,0.219,0.227,0.19,0.045,0.584
83,CRDA1201,RICER048,1,1,2012-08-22,83,15.2,28.2,23.1,NA,4.083,0.662,3.415,4.078,0.662,3.415,0,0,491.35,302.9,8.99,293.91,0,0,NA,NA,NA,0.932,0.672,0.549,0.385,0.303,0.313,0.262,0.066,0.613
84,CRDA1201,RICER048,1,1,2012-08-23,84,17.8,29.3,23.1,NA,4.819,0.847,3.966,4.813,0.847,3.966,0,0,496.17,307.71,9.83,297.88,0,0,NA,NA,NA,1.1,0.752,0.629,0.446,0.355,0.372,0.312,0.085,0.633
85,CRDA1201,RICER048,1,1,2012-08-24,85,21.7,28.7,23.6,NA,5.831,1.117,4.707,5.825,1.117,4.707,0,0,502,313.53,10.95,302.58,0,0,NA,NA,NA,1.318,0.89,0.743,0.524,0.418,0.442,0.372,0.112,0.659
86,CRDA1201,RICER048,1,1,2012-08-25,86,12.1,28.4,24.3,NA,3.242,0.684,2.555,3.239,0.684,2.555,0,0,505.24,316.77,11.63,305.14,0,0,NA,NA,NA,0.717,0.49,0.402,0.283,0.225,0.238,0.2,0.068,0.691
87,CRDA1201,RICER048,1,1,2012-08-26,87,20.5,31.4,24.2,NA,5.659,1.276,4.379,5.655,1.276,4.379,0,0,510.9,322.43,12.91,309.52,0,0,NA,NA,NA,1.237,0.859,0.689,0.479,0.378,0.4,0.336,0.128,0.73
88,CRDA1201,RICER048,1,1,2012-08-27,88,19.9,28.9,24.7,NA,5.337,1.312,4.021,5.333,1.312,4.021,0,0,516.24,327.76,14.22,313.54,0,0,NA,NA,NA,1.124,0.773,0.639,0.447,0.352,0.372,0.313,0.131,0.758
89,CRDA1201,RICER048,1,1,2012-08-28,89,20.5,30.3,24,NA,5.524,1.479,4.04,5.518,1.479,4.04,0,0,521.76,333.28,15.7,317.58,0,0,NA,NA,NA,1.137,0.765,0.64,0.449,0.355,0.377,0.317,0.148,0.799
90,CRDA1201,RICER048,1,1,2012-08-29,90,24.4,30.6,23.9,NA,6.56,1.91,4.642,6.553,1.91,4.642,0,0,528.32,339.83,17.61,322.22,0,0,NA,NA,NA,1.273,0.878,0.742,0.521,0.414,0.442,0.372,0.191,0.844
91,CRDA1201,RICER048,1,1,2012-08-30,91,12.7,28.4,24.2,NA,3.312,1.056,2.251,3.306,1.056,2.251,0,0,531.63,343.14,18.67,324.47,0,0,NA,NA,NA,0.603,0.425,0.363,0.255,0.203,0.218,0.183,0.106,0.892
92,CRDA1201,RICER048,1,1,2012-08-31,92,17.3,30.9,23.3,NA,4.595,1.559,3.031,4.59,1.559,3.031,0,0,536.23,347.73,20.22,327.5,0,0,NA,NA,NA,0.83,0.573,0.486,0.34,0.269,0.29,0.244,0.156,0.95
93,CRDA1201,RICER048,1,1,2012-09-01,93,19.7,30.6,23.7,NA,5.206,1.892,3.305,5.197,1.892,3.305,0,0,541.43,352.93,22.12,330.81,0,0,NA,NA,NA,0.911,0.625,0.529,0.369,0.292,0.314,0.264,0.189,0.989
94,CRDA1201,RICER048,1,1,2012-09-02,94,16.3,30,24.1,NA,4.277,1.666,2.602,4.269,1.666,2.602,0,0,545.71,357.19,23.78,333.41,0,0,NA,NA,NA,0.742,0.491,0.412,0.286,0.225,0.243,0.204,0.167,1.039
95,CRDA1201,RICER048,1,1,2012-09-03,95,19.4,28.6,24.4,NA,5.021,2.033,2.98,5.013,2.033,2.98,0,0,550.73,362.21,25.82,336.39,0,0,NA,NA,NA,0.843,0.566,0.474,0.328,0.258,0.278,0.232,0.203,1.081
96,CRDA1201,RICER048,1,1,2012-09-04,96,23.6,31.1,23.2,NA,6.176,2.605,3.559,6.164,2.605,3.559,0,0,556.91,368.37,28.42,339.95,0,0,NA,NA,NA,0.961,0.68,0.577,0.401,0.316,0.34,0.283,0.261,1.119
97,CRDA1201,RICER048,1,1,2012-09-05,97,19.9,30.2,23.5,NA,5.134,2.264,2.857,5.121,2.264,2.857,0,0,562.04,373.49,30.69,342.81,0,0,NA,NA,NA,0.779,0.543,0.462,0.322,0.252,0.272,0.227,0.226,1.164
98,CRDA1201,RICER048,1,1,2012-09-06,98,17.9,28.6,24.6,NA,4.57,2.1,2.463,4.562,2.1,2.463,0,0,566.61,378.05,32.78,345.27,0,0,NA,NA,NA,0.719,0.467,0.388,0.268,0.208,0.224,0.187,0.21,1.218
99,CRDA1201,RICER048,1,1,2012-09-07,99,18.1,28.1,24.5,NA,4.588,2.177,2.397,4.575,2.177,2.397,0,0,571.2,382.63,34.96,347.67,0,0,NA,NA,NA,0.716,0.461,0.375,0.257,0.2,0.212,0.176,0.218,1.268
100,CRDA1201,RICER048,1,1,2012-09-08,100,19.2,30.5,23.7,NA,4.946,2.434,2.503,4.937,2.434,2.503,0,0,576.15,387.57,37.4,350.17,0,0,NA,NA,NA,0.73,0.5,0.396,0.27,0.208,0.22,0.18,0.243,1.316
101,CRDA1201,RICER048,1,1,2012-09-09,101,22.2,29.7,23.8,NA,5.654,2.874,2.768,5.643,2.874,2.768,0,0,581.8,393.21,40.27,352.94,0,0,NA,NA,NA,0.782,0.572,0.444,0.3,0.231,0.241,0.198,0.287,1.366
102,CRDA1201,RICER048,1,1,2012-09-10,102,22.8,29.8,23.5,NA,5.777,3.036,2.725,5.761,3.036,2.725,0,0,587.58,398.97,43.31,355.66,0,0,NA,NA,NA,0.768,0.542,0.44,0.301,0.232,0.242,0.199,0.304,1.419
103,CRDA1201,RICER048,1,1,2012-09-11,103,16.2,28.4,23.6,NA,4.031,2.193,1.83,4.023,2.193,1.83,0,0,591.61,402.99,45.5,357.49,0,0,NA,NA,NA,0.516,0.35,0.292,0.205,0.16,0.168,0.139,0.219,1.48
104,CRDA1201,RICER048,1,1,2012-09-12,104,19.9,31.1,23.2,NA,5.066,2.825,2.23,5.056,2.825,2.23,0,0,596.67,408.05,48.32,359.72,0,0,NA,NA,NA,0.636,0.425,0.353,0.247,0.194,0.205,0.171,0.283,1.543
