Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
1,CRDA1201,RICER048,1,1,2012-06-01,1,10.7,12,12.9,19.5,39,0.27,32.2,27.2,29.6,30.4,21.1,29.6,30.4,228,393.6,0,0,NA,2012-06-01
2,CRDA1201,RICER048,1,1,2012-06-02,2,0,12,12.9,25.6,51.2,0.05,40.5,26.6,33.2,35.5,14.9,33.2,35.5,247,393.6,0,0,NA,2012-06-02
3,CRDA1201,RICER048,1,1,2012-06-03,3,0.2,12,12.9,25.1,50.2,0.06,41,26.2,33.3,35.7,14.7,33.3,35.7,353,393.6,0,0,NA,2012-06-03
4,CRDA1201,RICER048,1,1,2012-06-04,4,1.4,12,12.9,20,40,0.25,37,27.8,32.2,33.7,18.5,32.2,33.7,353,393.6,0,0,NA,2012-06-04
5,CRDA1201,RICER048,1,1,2012-06-05,5,3.5,12,12.9,25,50,0.07,35.3,27.2,31.1,32.4,18.9,31.1,32.4,245,393.6,0,0,NA,2012-06-05
6,CRDA1201,RICER048,1,1,2012-06-06,6,3,12,12.9,25.3,50.6,0.05,39,27.2,32.8,34.8,16.6,32.8,34.8,229,393.6,0,0,NA,2012-06-06
7,CRDA1201,RICER048,1,1,2012-06-07,7,3.6,12,12.9,25.8,51.6,0.03,38.3,26.7,32.2,34.1,17.6,32.2,34.1,297,393.6,0,0,NA,2012-06-07
8,CRDA1201,RICER048,1,1,2012-06-08,8,0.1,12,12.9,23.1,46.2,0.13,40.6,27.4,33.7,35.9,15,33.7,35.9,377,393.6,0,0,NA,2012-06-08
9,CRDA1201,RICER048,1,1,2012-06-09,9,1.8,12,12.9,23.4,46.8,0.12,38.6,26.5,32.3,34.3,17.9,32.3,34.3,445,393.6,0,0,NA,2012-06-09
10,CRDA1201,RICER048,1,1,2012-06-10,10,4.7,12,12.9,23.5,47,0.12,37.7,26.6,31.9,33.7,17.5,31.9,33.7,393,393.6,0,0,NA,2012-06-10
11,CRDA1201,RICER048,1,1,2012-06-11,11,0.5,12,12.9,22.6,45.2,0.15,38.6,26.8,32.4,34.4,17,32.4,34.4,281,393.6,0,0,NA,2012-06-11
12,CRDA1201,RICER048,1,1,2012-06-12,12,1.4,12,12.9,19.8,39.6,0.26,40.4,26.6,33.2,35.4,14.8,33.2,35.4,283,393.6,0,0,NA,2012-06-12
13,CRDA1201,RICER048,1,1,2012-06-13,13,8.6,12,12.9,23.4,46.8,0.12,37.3,27.2,32,33.7,17.5,32,33.7,220,393.6,0,0,NA,2012-06-13
14,CRDA1201,RICER048,1,1,2012-06-14,14,0.6,12,12.9,24.8,49.6,0.07,37.5,25.9,31.4,33.3,16.4,31.4,33.3,361,393.6,0,0,NA,2012-06-14
15,CRDA1201,RICER048,1,1,2012-06-15,15,0,12,12.9,24.6,49.2,0.08,41.8,26.7,33.9,36.4,13.5,33.9,36.4,311,393.8,0,0,NA,2012-06-15
16,CRDA1201,RICER048,1,1,2012-06-16,16,0.1,12,12.9,25.8,51.6,0.03,41.4,26.3,33.5,36,15.4,33.5,36,327,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,0.7,12,12.9,23.5,47,0.12,39.1,28.5,33.6,35.3,17.7,33.6,35.3,280,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,0.4,12,12.9,23.2,46.4,0.13,37.9,28.8,33.2,34.6,17.4,33.2,34.6,248,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,0.6,12,12.9,25.5,51,0.04,40.7,27.6,33.9,36,15.5,33.9,36,294,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,1.2,12,12.9,25.4,50.8,0.04,40.5,27.2,33.6,35.7,16.4,33.6,35.7,373,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,0.1,12,12.9,19.6,39.2,0.26,38.6,28.1,33.1,34.8,18.6,33.1,34.8,412,393.8,0,0,NA,2012-06-21
