Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
1,CRDA1201,RICER048,1,1,2012-06-01,1,8,12,12.9,21.1,42.2,0.21,33.6,24.7,29,30.4,20.1,29,30.4,184,393.6,0,0,NA,2012-06-01
2,CRDA1201,RICER048,1,1,2012-06-02,2,3.1,12,12.9,22.4,44.8,0.16,36.7,25,30.6,32.5,18.4,30.6,32.5,230,393.6,0,0,NA,2012-06-02
3,CRDA1201,RICER048,1,1,2012-06-03,3,1.4,12,12.9,24,48,0.1,36.7,22.7,29.4,31.7,15.4,29.4,31.7,244,393.6,0,0,NA,2012-06-03
4,CRDA1201,RICER048,1,1,2012-06-04,4,1.2,12,12.9,22.1,44.2,0.17,34.6,23.7,28.9,30.7,18.3,28.9,30.7,263,393.6,0,0,NA,2012-06-04
5,CRDA1201,RICER048,1,1,2012-06-05,5,1.4,12,12.9,21.7,43.4,0.19,36.4,24,29.9,31.9,17.6,29.9,31.9,185,393.6,0,0,NA,2012-06-05
6,CRDA1201,RICER048,1,1,2012-06-06,6,2.3,12,12.9,20.6,41.2,0.23,34.8,25,29.7,31.3,19.6,29.7,31.3,241,393.6,0,0,NA,2012-06-06
7,CRDA1201,RICER048,1,1,2012-06-07,7,1.5,12,12.9,24.7,49.4,0.07,35,25,29.8,31.4,19.7,29.8,31.4,171,393.6,0,0,NA,2012-06-07
8,CRDA1201,RICER048,1,1,2012-06-08,8,1.4,12,12.9,21.8,43.6,0.18,36.9,25.2,30.8,32.7,18.5,30.8,32.7,302,393.6,0,0,NA,2012-06-08
9,CRDA1201,RICER048,1,1,2012-06-09,9,1,12,12.9,21.5,43,0.19,36.1,24.5,30,31.9,18.5,30,31.9,311,393.6,0,0,NA,2012-06-09
10,CRDA1201,RICER048,1,1,2012-06-10,10,2.2,12,12.9,23,46,0.14,35.5,24.4,29.7,31.5,18.6,29.7,31.5,252,393.6,0,0,NA,2012-06-10
11,CRDA1201,RICER048,1,1,2012-06-11,11,1.2,12,12.9,24.3,48.6,0.09,36.4,24.4,30.1,32.1,17.9,30.1,32.1,202,393.6,0,0,NA,2012-06-11
12,CRDA1201,RICER048,1,1,2012-06-12,12,1.8,12,12.9,25.7,51.4,0.03,37.8,24.3,30.8,33,15.8,30.8,33,203,393.6,0,0,NA,2012-06-12
13,CRDA1201,RICER048,1,1,2012-06-13,13,4.5,12,12.9,24.1,48.2,0.09,36.9,25.4,30.9,32.8,17.9,30.9,32.8,252,393.6,0,0,NA,2012-06-13
14,CRDA1201,RICER048,1,1,2012-06-14,14,1.4,12,12.9,23.9,47.8,0.1,35,25.6,30.1,31.6,19.6,30.1,31.6,191,393.6,0,0,NA,2012-06-14
15,CRDA1201,RICER048,1,1,2012-06-15,15,0,12,12.9,25.3,50.6,0.05,38.8,24.7,31.4,33.7,14.8,31.4,33.7,204,393.8,0,0,NA,2012-06-15
16,CRDA1201,RICER048,1,1,2012-06-16,16,0,12,12.9,24.6,49.2,0.07,38.4,23.7,30.7,33.1,15.8,30.7,33.1,263,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,0.4,12,12.9,23,46,0.13,37.6,25.1,31.1,33.1,17.7,31.1,33.1,216,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,0.9,12,12.9,22.7,45.4,0.15,36,25.9,30.7,32.4,17.7,30.7,32.4,192,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,0.9,12,12.9,25.1,50.2,0.06,37.4,25.1,31,33,17.3,31,33,338,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,1.8,12,12.9,22.9,45.8,0.14,34.6,26,30.1,31.5,20.2,30.1,31.5,240,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,0.5,12,12.9,20.2,40.4,0.24,35.7,25.5,30.4,32,19.7,30.4,32,288,393.8,0,0,NA,2012-06-21
22,CRDA1201,RICER048,1,1,2012-06-22,22,0.8,12,12.9,22.5,45,0.15,36.7,25.2,30.7,32.6,18.7,30.7,32.6,244,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,2.4,12,12.9,20.7,41.4,0.22,33.4,25.9,29.5,30.7,20.6,29.5,30.7,191,393.8,0,0,NA,2012-06-23
24,CRDA1201,RICER048,1,1,2012-06-24,24,197.1,12,12.9,23.5,47,0.12,30.6,24.7,27.5,28.5,22.3,27.5,28.5,241,393.8,0,0,NA,2012-06-24
