Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
1,CRDA1201,RICER048,1,1,2012-06-01,1,6.4,12,12.9,21.3,42.6,0.21,36,24.4,29.9,31.8,18.6,29.9,31.8,63,393.6,0,0,NA,2012-06-01
2,CRDA1201,RICER048,1,1,2012-06-02,2,1.9,12,12.9,21.6,43.2,0.19,37.1,24.9,30.7,32.7,18,30.7,32.7,99,393.6,0,0,NA,2012-06-02
3,CRDA1201,RICER048,1,1,2012-06-03,3,0.3,12,12.9,22.3,44.6,0.17,38.3,22.7,30.2,32.7,14.6,30.2,32.7,80,393.6,0,0,NA,2012-06-03
4,CRDA1201,RICER048,1,1,2012-06-04,4,0.4,12,12.9,22.1,44.2,0.17,36.8,23.6,29.9,32.1,16.9,29.9,32.1,90,393.6,0,0,NA,2012-06-04
5,CRDA1201,RICER048,1,1,2012-06-05,5,0.6,12,12.9,21.3,42.6,0.2,37.7,23.8,30.4,32.7,16.5,30.4,32.7,68,393.6,0,0,NA,2012-06-05
6,CRDA1201,RICER048,1,1,2012-06-06,6,1.5,12,12.9,18.9,37.8,0.29,36.1,24.5,30,31.9,18.4,30,31.9,84,393.6,0,0,NA,2012-06-06
7,CRDA1201,RICER048,1,1,2012-06-07,7,0.7,12,12.9,22.6,45.2,0.15,36.7,25.1,30.6,32.5,19.1,30.6,32.5,62,393.6,0,0,NA,2012-06-07
8,CRDA1201,RICER048,1,1,2012-06-08,8,0.5,12,12.9,19,38,0.29,36.7,25.3,30.8,32.6,18.6,30.8,32.6,117,393.6,0,0,NA,2012-06-08
9,CRDA1201,RICER048,1,1,2012-06-09,9,0.6,12,12.9,19.7,39.4,0.26,37,24.2,30.3,32.4,17.5,30.3,32.4,109,393.6,0,0,NA,2012-06-09
10,CRDA1201,RICER048,1,1,2012-06-10,10,1.7,12,12.9,19.1,38.2,0.28,35.9,24.3,29.8,31.7,18.2,29.8,31.7,102,393.6,0,0,NA,2012-06-10
11,CRDA1201,RICER048,1,1,2012-06-11,11,0.5,12,12.9,21.1,42.2,0.21,37.7,24.3,30.7,32.9,17.3,30.7,32.9,73,393.6,0,0,NA,2012-06-11
12,CRDA1201,RICER048,1,1,2012-06-12,12,1.1,12,12.9,24.1,48.2,0.09,39.2,23.9,31.2,33.7,14.9,31.2,33.7,66,393.6,0,0,NA,2012-06-12
13,CRDA1201,RICER048,1,1,2012-06-13,13,2.4,12,12.9,21,42,0.21,38.4,24.9,31.4,33.6,16.1,31.4,33.6,82,393.6,0,0,NA,2012-06-13
14,CRDA1201,RICER048,1,1,2012-06-14,14,1.2,12,12.9,19.5,39,0.27,36,25.9,30.7,32.4,18.5,30.7,32.4,68,393.6,0,0,NA,2012-06-14
15,CRDA1201,RICER048,1,1,2012-06-15,15,0,12,12.9,24,48,0.1,39,24.6,31.5,33.8,14.8,31.5,33.8,91,393.8,0,0,NA,2012-06-15
16,CRDA1201,RICER048,1,1,2012-06-16,16,0,12,12.9,23.8,47.6,0.1,39.5,23.7,31.3,33.8,15.4,31.3,33.8,79,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,0.2,12,12.9,21.3,42.6,0.2,38.5,24.9,31.4,33.6,17,31.4,33.6,73,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,0.6,12,12.9,20.9,41.8,0.21,37.2,25.7,31.2,33.1,16.8,31.2,33.1,70,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,0.5,12,12.9,24,48,0.1,38.9,25.1,31.7,33.9,16.4,31.7,33.9,111,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,1.8,12,12.9,21.8,43.6,0.18,35.3,26.6,30.8,32.2,20.2,30.8,32.2,88,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,0.1,12,12.9,18.8,37.6,0.29,36.6,25.4,30.8,32.6,18.5,30.8,32.6,95,393.8,0,0,NA,2012-06-21
22,CRDA1201,RICER048,1,1,2012-06-22,22,0.6,12,12.9,21.8,43.6,0.18,38,25.4,31.4,33.5,17.6,31.4,33.5,84,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,2.6,12,12.9,19.4,38.8,0.27,34,25.9,29.8,31.1,20.3,29.8,31.1,65,393.8,0,0,NA,2012-06-23
24,CRDA1201,RICER048,1,1,2012-06-24,24,179.9,12,12.9,21.1,42.2,0.21,30.8,24.1,27.3,28.4,21.6,27.3,28.4,94,393.8,0,0,NA,2012-06-24
25,CRDA1201,RICER048,1,1,2012-06-25,25,21,12,12.9,18.9,37.8,0.29,32.1,23.5,27.6,29,20.4,27.6,29,103,393.8,0,0,NA,2012-06-25
26,CRDA1201,RICER048,1,1,2012-06-26,26,34.7,12,12.9,21.5,43,0.19,31.4,23.4,27.2,28.5,20.7,27.2,28.5,91,393.8,0,0,NA,2012-06-26
27,CRDA1201,RICER048,1,1,2012-06-27,27,0.7,12,12.9,22.3,44.6,0.16,32.3,23.1,27.5,29,19.4,27.5,29,93,393.8,0,0,NA,2012-06-27
28,CRDA1201,RICER048,1,1,2012-06-28,28,0.2,12,12.9,23.1,46.2,0.13,33.2,22.8,27.8,29.5,18.9,27.8,29.5,80,393.8,0,0,NA,2012-06-28
29,CRDA1201,RICER048,1,1,2012-06-29,29,1.4,12,12.9,19.3,38.6,0.28,33.7,22.6,27.9,29.7,18.5,27.9,29.7,60,393.8,0,0,NA,2012-06-29
30,CRDA1201,RICER048,1,1,2012-06-30,30,1.8,12,12.9,15.7,31.4,0.41,29.7,24.2,26.8,27.7,21.6,26.8,27.7,62,393.8,0,0,NA,2012-06-30
31,CRDA1201,RICER048,1,1,2012-07-01,31,8.4,12,12.9,15.4,30.8,0.42,30.4,24.6,27.4,28.3,22.1,27.4,28.3,84,393.8,0,0,NA,2012-07-01
32,CRDA1201,RICER048,1,1,2012-07-02,32,4.1,12,12.9,17.6,35.2,0.34,30.3,23.9,27,28,21.1,27,28,47,393.8,0,0,NA,2012-07-02
33,CRDA1201,RICER048,1,1,2012-07-03,33,7.7,12,12.9,16.5,33,0.38,29.1,24.4,26.6,27.4,22.5,26.6,27.4,57,393.8,0,0,NA,2012-07-03
34,CRDA1201,RICER048,1,1,2012-07-04,34,0.7,12,12.9,21.1,42.2,0.21,31,24.3,27.5,28.6,21.5,27.5,28.6,45,393.8,0,0,NA,2012-07-04
35,CRDA1201,RICER048,1,1,2012-07-05,35,1.2,12,12.9,18.3,36.6,0.32,34,24.6,29.1,30.6,20.6,29.1,30.6,81,393.8,0,0,NA,2012-07-05
36,CRDA1201,RICER048,1,1,2012-07-06,36,0.2,12,12.9,17.7,35.4,0.34,32.1,24.1,27.9,29.2,20.7,27.9,29.2,94,393.8,0,0,NA,2012-07-06
37,CRDA1201,RICER048,1,1,2012-07-07,37,0.3,12,12.9,18.1,36.2,0.32,32.3,24.7,28.3,29.6,21.1,28.3,29.6,95,393.8,0,0,NA,2012-07-07
38,CRDA1201,RICER048,1,1,2012-07-08,38,0.7,12,12.9,20.5,41,0.23,32.3,23.7,27.8,29.2,20.1,27.8,29.2,88,393.8,0,0,NA,2012-07-08
39,CRDA1201,RICER048,1,1,2012-07-09,39,1.4,12,12.9,18,36,0.33,32.3,23.8,27.9,29.2,20.4,27.9,29.2,47,393.8,0,0,NA,2012-07-09
40,CRDA1201,RICER048,1,1,2012-07-10,40,2,12,12.9,20.6,41.2,0.23,32.1,24.5,28.1,29.4,21,28.1,29.4,65,393.8,0,0,NA,2012-07-10
41,CRDA1201,RICER048,1,1,2012-07-11,41,1.4,12,12.9,18.2,36.4,0.32,34.1,24.7,29.2,30.7,20,29.2,30.7,82,393.8,0,0,NA,2012-07-11
