Var1,RUNNO,TRNO,R_,O_,P_,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H_AM,H_UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR_M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI_M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI_M,PICM,PUPC,SPAM,KI_M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,1,RI,RICER048,CRDA1201,F1 NE 4,DARO0003,DARO1201,2012,CR06002014,13.96,-15.84,27,2012-06-01,2012-07-13,2012-07-18,2012-08-26,2012-10-05,2012-10-06,2012,20,1958,729,729,0,771,0.027,2699,61.1,0.372,0.4,NA,NA,NA,NA,NA,0,0,1365,654,40,614,79,624,137,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,81240,81221,509,0,1.8,4.5,48.9,NA,0.7,1.7,18.2,NA,NA,NA,NA,NA,84,29,22.9,18.8,12,394.3,1069.5,432.7,394,40,1
