Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
1,CRDA1201,RICER048,1,1,2012-06-01,1,23.6,38.4,27.1,NA,8.608,0,8.608,6.736,0,6.736,0,0,8.61,6.74,0,6.74,0,0,NA,NA,NA,1.785,1.294,1.091,0.761,0.603,0.654,0.548,0,0
2,CRDA1201,RICER048,1,1,2012-06-02,2,25,36.9,25.6,NA,8.364,0,8.364,6.591,0,6.591,0,0,16.97,13.33,0,13.33,0,0,NA,NA,NA,1.725,1.265,1.069,0.748,0.596,0.645,0.542,0,0
3,CRDA1201,RICER048,1,1,2012-06-03,3,12.6,37.7,25.4,NA,4.376,0,4.376,4.376,0,4.376,0,0,21.35,17.7,0,17.7,0,0,NA,NA,NA,1.143,0.844,0.704,0.496,0.396,0.43,0.362,0,0
4,CRDA1201,RICER048,1,1,2012-06-04,4,24.6,39.4,26.2,NA,9.352,0,9.352,1.357,0,1.357,0,0,30.7,19.06,0,19.06,0,0,NA,NA,NA,1.14,0.143,0.042,0.015,0.008,0.006,0.004,0,0
5,CRDA1201,RICER048,1,1,2012-06-05,5,25.3,39.3,26.3,NA,9.546,0,9.546,1.283,0,1.283,0,0,40.25,20.34,0,20.34,0,0,NA,NA,NA,1.066,0.142,0.042,0.015,0.008,0.006,0.004,0,0
6,CRDA1201,RICER048,1,1,2012-06-06,6,25.1,37,26.9,NA,8.462,0,8.462,1.229,0,1.229,0,0,48.71,21.57,0,21.57,0,0,NA,NA,NA,1.014,0.141,0.042,0.015,0.008,0.006,0.004,0,0
7,CRDA1201,RICER048,1,1,2012-06-07,7,25,40.3,26.2,NA,9.834,0,9.834,1.167,0,1.167,0,0,58.54,22.74,0,22.74,0,0,NA,NA,NA,0.952,0.14,0.042,0.015,0.008,0.006,0.004,0,0
8,CRDA1201,RICER048,1,1,2012-06-08,8,20.4,38.1,26.4,NA,7.208,0,7.208,1.086,0,1.086,0,0,65.75,23.83,0,23.83,0,0,NA,NA,NA,0.872,0.139,0.042,0.015,0.008,0.006,0.004,0,0
9,CRDA1201,RICER048,1,1,2012-06-09,9,24,41.2,26.3,NA,9.773,0,9.773,1.013,0,1.013,0,0,75.52,24.84,0,24.84,0,0,NA,NA,NA,0.8,0.139,0.042,0.015,0.008,0.006,0.004,0,0
10,CRDA1201,RICER048,1,1,2012-06-10,10,24.3,41.6,27,NA,10.087,0,10.087,1.013,0,1.013,0,0,85.61,25.85,0,25.85,0,0,NA,NA,NA,0.8,0.138,0.041,0.015,0.008,0.006,0.004,0,0
