Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
16,CRDA1201,RICER048,1,1,2012-06-16,16,4.8,12,12.9,20.9,41.8,0.21,33.6,24.9,29.1,30.5,19.4,29.1,30.5,203,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,11,12,12.9,23.3,46.6,0.12,34.8,23.1,28.7,30.6,17.5,28.7,30.6,180,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,3.4,12,12.9,19.1,38.2,0.28,33.5,25,29.1,30.4,19.5,29.1,30.4,227,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,1.3,12,12.9,25.7,51.4,0.03,37.4,24.8,30.8,32.9,17.8,30.8,32.9,296,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,1,12,12.9,23.2,46.4,0.13,36.9,24.6,30.5,32.5,18.1,30.5,32.5,406,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,0.6,12,12.9,23.4,46.8,0.12,33.1,25.1,28.9,30.2,20,28.9,30.2,370,393.8,0,0,NA,2012-06-21
22,CRDA1201,RICER048,1,1,2012-06-22,22,1.2,12,12.9,25,50,0.06,35.1,24.5,29.6,31.3,18.5,29.6,31.3,262,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,1,12,12.9,25.2,50.4,0.05,37.2,24.9,30.8,32.8,18.2,30.8,32.8,365,393.8,0,0,NA,2012-06-23
24,CRDA1201,RICER048,1,1,2012-06-24,24,8.6,12,12.9,21,42,0.21,32.9,24.8,28.7,30,20.2,28.7,30,327,393.8,0,0,NA,2012-06-24
25,CRDA1201,RICER048,1,1,2012-06-25,25,5.7,12,12.9,21.9,43.8,0.18,32.1,24.3,28,29.3,20.2,28,29.3,322,393.8,0,0,NA,2012-06-25
26,CRDA1201,RICER048,1,1,2012-06-26,26,1.2,12,12.9,22.3,44.6,0.16,33,24.1,28.4,29.8,19.3,28.4,29.8,220,393.8,0,0,NA,2012-06-26
27,CRDA1201,RICER048,1,1,2012-06-27,27,9.6,12,12.9,8.3,16.6,0.69,29.1,24,26.4,27.3,20.8,26.4,27.3,243,393.8,0,0,NA,2012-06-27
28,CRDA1201,RICER048,1,1,2012-06-28,28,11,12,12.9,11.4,22.8,0.57,33.7,23.2,28.2,29.9,18.4,28.2,29.9,180,393.8,0,0,NA,2012-06-28
29,CRDA1201,RICER048,1,1,2012-06-29,29,3.8,12,12.9,20.9,41.8,0.22,34.7,23.6,28.9,30.7,18.3,28.9,30.7,274,393.8,0,0,NA,2012-06-29
30,CRDA1201,RICER048,1,1,2012-06-30,30,4.6,12,12.9,22.3,44.6,0.16,33.8,23.1,28.2,30,18,28.2,30,217,393.8,0,0,NA,2012-06-30
31,CRDA1201,RICER048,1,1,2012-07-01,31,5.3,12,12.9,20.9,41.8,0.22,30.6,24,27.2,28.2,19.7,27.2,28.2,102,393.8,0,0,NA,2012-07-01
32,CRDA1201,RICER048,1,1,2012-07-02,32,10,12,12.9,17.1,34.2,0.36,34,23.7,28.6,30.3,19.1,28.6,30.3,177,393.8,0,0,NA,2012-07-02
33,CRDA1201,RICER048,1,1,2012-07-03,33,1.6,12,12.9,23.6,47.2,0.12,34.1,24.1,28.9,30.5,19,28.9,30.5,169,393.8,0,0,NA,2012-07-03
34,CRDA1201,RICER048,1,1,2012-07-04,34,2.9,12,12.9,18.6,37.2,0.3,30.8,24.2,27.4,28.4,20.4,27.4,28.4,301,393.8,0,0,NA,2012-07-04
35,CRDA1201,RICER048,1,1,2012-07-05,35,3,12,12.9,22.8,45.6,0.15,30.2,23.5,26.7,27.8,19.6,26.7,27.8,178,393.8,0,0,NA,2012-07-05
36,CRDA1201,RICER048,1,1,2012-07-06,36,3,12,12.9,14.6,29.2,0.45,33.9,23.3,28.4,30.1,17.2,28.4,30.1,88,393.8,0,0,NA,2012-07-06
37,CRDA1201,RICER048,1,1,2012-07-07,37,3.2,12,12.9,10.1,20.2,0.62,33.9,24,28.7,30.3,18,28.7,30.3,120,393.8,0,0,NA,2012-07-07
38,CRDA1201,RICER048,1,1,2012-07-08,38,3.5,12,12.9,23.2,46.4,0.13,34.1,23.6,28.6,30.3,18.4,28.6,30.3,154,393.8,0,0,NA,2012-07-08
39,CRDA1201,RICER048,1,1,2012-07-09,39,6.8,12,12.9,18.1,36.2,0.32,32.2,22.9,27.3,28.9,18.6,27.3,28.9,220,393.8,0,0,NA,2012-07-09
40,CRDA1201,RICER048,1,1,2012-07-10,40,2.7,12,12.9,22.4,44.8,0.17,30,23.6,26.7,27.7,19.7,26.7,27.7,172,393.8,0,0,NA,2012-07-10
41,CRDA1201,RICER048,1,1,2012-07-11,41,8.2,12,12.9,20.1,40.2,0.25,31.3,23.3,27.1,28.4,18.6,27.1,28.4,123,393.8,0,0,NA,2012-07-11
42,CRDA1201,RICER048,1,1,2012-07-12,42,6.3,12,12.9,24.8,49.6,0.08,32.9,23.8,28.2,29.6,19,28.2,29.6,188,393.8,0,0,NA,2012-07-12
43,CRDA1201,RICER048,1,1,2012-07-13,43,12,12,12.9,19.4,38.8,0.28,30.1,23.1,26.4,27.6,19.7,26.4,27.6,237,393.8,0,0,NA,2012-07-13
44,CRDA1201,RICER048,1,1,2012-07-14,44,2.8,12,12.9,18.5,37,0.31,31.4,23.1,27.1,28.4,19.5,27.1,28.4,238,393.8,0,0,NA,2012-07-14
45,CRDA1201,RICER048,1,1,2012-07-15,45,4.8,12,12.9,24.3,48.6,0.1,33.1,23.7,28.2,29.7,19.6,28.2,29.7,129,394.1,0,0,NA,2012-07-15
46,CRDA1201,RICER048,1,1,2012-07-16,46,4.3,12,12.9,17.5,35,0.35,33.6,24,28.6,30.2,19.5,28.6,30.2,266,394.1,0,0,NA,2012-07-16
47,CRDA1201,RICER048,1,1,2012-07-17,47,5.1,12,12.9,19.5,39,0.28,31.9,23.3,27.4,28.8,19.8,27.4,28.8,238,394.1,0,0,NA,2012-07-17
48,CRDA1201,RICER048,1,1,2012-07-18,48,2.1,12,12.9,24.7,49.4,0.09,32.6,24,28.1,29.5,19.7,28.1,29.5,128,394.1,0,0,NA,2012-07-18
49,CRDA1201,RICER048,1,1,2012-07-19,49,16.5,12,12.9,24,48,0.11,32.4,24.3,28.2,29.5,20.6,28.2,29.5,201,394.1,0,0,NA,2012-07-19
50,CRDA1201,RICER048,1,1,2012-07-20,50,8.9,12,12.9,20.9,41.8,0.23,29.6,24.1,26.7,27.6,21.4,26.7,27.6,122,394.1,0,0,NA,2012-07-20
51,CRDA1201,RICER048,1,1,2012-07-21,51,18.4,12,12.9,22.2,44.4,0.18,31,23.3,27,28.2,19.9,27,28.2,119,394.1,0,0,NA,2012-07-21
52,CRDA1201,RICER048,1,1,2012-07-22,52,6,12,12.9,22.1,44.2,0.19,30.9,23.6,27.1,28.3,20.7,27.1,28.3,181,394.1,0,0,NA,2012-07-22
53,CRDA1201,RICER048,1,1,2012-07-23,53,1.8,12,12.9,25.6,51.2,0.06,30.1,23.2,26.5,27.6,20.6,26.5,27.6,158,394.1,0,0,NA,2012-07-23
54,CRDA1201,RICER048,1,1,2012-07-24,54,10,12,12.9,9.8,19.6,0.64,28.5,23.6,25.9,26.7,21.8,25.9,26.7,187,394.1,0,0,NA,2012-07-24
55,CRDA1201,RICER048,1,1,2012-07-25,55,11.1,12,12.9,25.3,50.6,0.07,30.5,22.7,26.4,27.7,19.9,26.4,27.7,99,394.1,0,0,NA,2012-07-25
56,CRDA1201,RICER048,1,1,2012-07-26,56,9.8,12,12.8,25.6,51.2,0.06,30.8,23.4,26.9,28.1,20.6,26.9,28.1,198,394.1,0,0,NA,2012-07-26
57,CRDA1201,RICER048,1,1,2012-07-27,57,8.6,12,12.8,20.6,41.2,0.25,30.6,22.5,26.4,27.7,19.6,26.4,27.7,203,394.1,0,0,NA,2012-07-27
58,CRDA1201,RICER048,1,1,2012-07-28,58,10.9,12,12.8,18.6,37.2,0.32,30.4,23.5,26.8,27.9,21.2,26.8,27.9,312,394.1,0,0,NA,2012-07-28
59,CRDA1201,RICER048,1,1,2012-07-29,59,11,12,12.8,20.5,41,0.25,29.9,23.5,26.6,27.6,21.2,26.6,27.6,201,394.1,0,0,NA,2012-07-29
60,CRDA1201,RICER048,1,1,2012-07-30,60,8.2,12,12.8,20.8,41.6,0.24,28.9,23.8,26.2,27.1,21.7,26.2,27.1,232,394.1,0,0,NA,2012-07-30
61,CRDA1201,RICER048,1,1,2012-07-31,61,9.3,12,12.8,18.5,37,0.33,26.3,23.1,24.6,25.2,21.7,24.6,25.2,273,394.1,0,0,NA,2012-07-31
62,CRDA1201,RICER048,1,1,2012-08-01,62,3.2,12,12.8,21.6,43.2,0.22,29.7,22.2,25.8,27,19.4,25.8,27,213,394.1,0,0,NA,2012-08-01
63,CRDA1201,RICER048,1,1,2012-08-02,63,3.5,12,12.8,16.8,33.6,0.39,30.4,22.4,26.2,27.5,19.8,26.2,27.5,189,394.1,0,0,NA,2012-08-02
64,CRDA1201,RICER048,1,1,2012-08-03,64,9,12,12.8,19.9,39.8,0.28,29.9,23.2,26.4,27.5,20.7,26.4,27.5,121,394.1,0,0,NA,2012-08-03
65,CRDA1201,RICER048,1,1,2012-08-04,65,7,12,12.8,15.4,30.8,0.44,31.5,22.6,26.9,28.3,18.9,26.9,28.3,108,394.1,0,0,NA,2012-08-04
66,CRDA1201,RICER048,1,1,2012-08-05,66,28.5,12,12.8,19.8,39.6,0.29,30.1,23.9,26.9,27.9,21.3,26.9,27.9,121,394.1,0,0,NA,2012-08-05
67,CRDA1201,RICER048,1,1,2012-08-06,67,15.6,12,12.8,20.7,41.4,0.26,29.8,23.1,26.3,27.4,21.2,26.3,27.4,239,394.1,0,0,NA,2012-08-06
68,CRDA1201,RICER048,1,1,2012-08-07,68,0.5,12,12.8,22.7,45.4,0.18,30.4,22.5,26.3,27.6,20.1,26.3,27.6,262,394.1,0,0,NA,2012-08-07
69,CRDA1201,RICER048,1,1,2012-08-08,69,26.8,12,12.8,2.7,5.4,0.9,28.8,24,26.3,27.1,21.8,26.3,27.1,131,394.1,0,0,NA,2012-08-08
70,CRDA1201,RICER048,1,1,2012-08-09,70,16.9,12,12.8,19.9,39.8,0.29,28.2,22.8,25.4,26.3,20.8,25.4,26.3,230,394.1,0,0,NA,2012-08-09
71,CRDA1201,RICER048,1,1,2012-08-10,71,21.5,12,12.8,16.9,33.8,0.4,28,23.1,25.4,26.2,21.6,25.4,26.2,281,394.1,0,0,NA,2012-08-10
72,CRDA1201,RICER048,1,1,2012-08-11,72,21.8,12,12.8,17.8,35.6,0.36,28.5,23.2,25.7,26.6,21.6,25.7,26.6,266,394.1,0,0,NA,2012-08-11
73,CRDA1201,RICER048,1,1,2012-08-12,73,44.9,12,12.8,17.2,34.4,0.39,28.6,23.3,25.8,26.7,21.5,25.8,26.7,237,394.1,0,0,NA,2012-08-12
74,CRDA1201,RICER048,1,1,2012-08-13,74,13.4,12,12.8,16.6,33.2,0.41,28.6,22.8,25.6,26.5,21.1,25.6,26.5,235,394.1,0,0,NA,2012-08-13
75,CRDA1201,RICER048,1,1,2012-08-14,75,4.3,12,12.8,20.9,41.8,0.26,29.9,21.8,25.7,27,19.1,25.7,27,162,394.1,0,0,NA,2012-08-14
76,CRDA1201,RICER048,1,1,2012-08-15,76,15.3,12,12.8,12.2,24.4,0.57,28.6,23.5,25.9,26.8,22.2,25.9,26.8,183,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,4.7,12,12.8,14.4,28.8,0.49,28.8,23.4,26,26.9,21.4,26,26.9,110,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,18.7,12,12.8,15.1,30.2,0.47,27.8,23.1,25.3,26.1,21.5,25.3,26.1,205,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,15.4,12,12.8,19.6,39.2,0.31,28.9,21.4,25,26.2,18.9,25,26.2,149,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,21.9,12,12.8,19.1,38.2,0.33,28,23.1,25.4,26.2,21.7,25.4,26.2,206,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,6.7,12,12.8,13.6,27.2,0.52,29.6,22.6,25.9,27.1,20.2,25.9,27.1,182,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,5.1,12,12.8,24.7,49.4,0.13,30.4,22.6,26.3,27.6,20.3,26.3,27.6,183,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,7.4,12,12.8,25.1,50.2,0.12,31.4,22,26.5,28,18.8,26.5,28,148,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,17.8,12,12.8,18,36,0.37,29.6,23.8,26.6,27.5,21.8,26.6,27.5,169,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,16.6,12,12.8,20.7,41.4,0.27,29.9,23.4,26.5,27.6,21.4,26.5,27.6,118,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,15.4,12,12.8,17.9,35.8,0.37,28.8,24.2,26.4,27.1,21.6,26.4,27.1,98,394.3,0,0,NA,2012-08-25
87,CRDA1201,RICER048,1,1,2012-08-26,87,18,12,12.8,20.9,41.8,0.27,29.6,23.1,26.2,27.3,20.9,26.2,27.3,118,394.3,0,0,NA,2012-08-26
88,CRDA1201,RICER048,1,1,2012-08-27,88,10.8,12,12.8,21.6,43.2,0.24,28.1,23.4,25.6,26.4,22.3,25.6,26.4,205,394.3,0,0,NA,2012-08-27
89,CRDA1201,RICER048,1,1,2012-08-28,89,22.9,12,12.8,11,22,0.62,26.1,23,24.5,25,22.1,24.5,25,248,394.3,0,0,NA,2012-08-28
90,CRDA1201,RICER048,1,1,2012-08-29,90,5.4,12,12.8,20.5,41,0.28,27.4,21.8,24.5,25.4,20.2,24.5,25.4,299,394.3,0,0,NA,2012-08-29
91,CRDA1201,RICER048,1,1,2012-08-30,91,0,12,12.8,24.6,49.2,0.14,28.2,21.2,24.5,25.7,19.2,24.5,25.7,249,394.3,0,0,NA,2012-08-30
92,CRDA1201,RICER048,1,1,2012-08-31,92,4.1,12,12.8,22.5,45,0.22,29.7,21.1,25.2,26.6,18.7,25.2,26.6,152,394.3,0,0,NA,2012-08-31
93,CRDA1201,RICER048,1,1,2012-09-01,93,2.1,12,12.8,12.8,25.6,0.55,29,22.5,25.6,26.7,20.2,25.6,26.7,123,394.3,0,0,NA,2012-09-01
94,CRDA1201,RICER048,1,1,2012-09-02,94,22.8,12,12.8,22.2,44.4,0.23,29.9,22.3,25.9,27.2,20.2,25.9,27.2,173,394.3,0,0,NA,2012-09-02
95,CRDA1201,RICER048,1,1,2012-09-03,95,13.8,12,12.8,20,40,0.3,28.6,22.8,25.6,26.5,21,25.6,26.5,114,394.3,0,0,NA,2012-09-03
96,CRDA1201,RICER048,1,1,2012-09-04,96,24,12,12.8,16.1,32.2,0.44,27.9,22.4,25,25.9,20.9,25,25.9,141,394.3,0,0,NA,2012-09-04
97,CRDA1201,RICER048,1,1,2012-09-05,97,11.6,12,12.8,17.7,35.4,0.39,27.7,22.3,24.9,25.8,20.5,24.9,25.8,88,394.3,0,0,NA,2012-09-05
98,CRDA1201,RICER048,1,1,2012-09-06,98,13.3,12,12.8,21.6,43.2,0.25,28.7,22.3,25.4,26.4,20.9,25.4,26.4,111,394.3,0,0,NA,2012-09-06
99,CRDA1201,RICER048,1,1,2012-09-07,99,13.4,12,12.8,24.1,48.2,0.16,28.7,22.1,25.3,26.3,20.3,25.3,26.3,146,394.3,0,0,NA,2012-09-07
100,CRDA1201,RICER048,1,1,2012-09-08,100,6.9,12,12.8,24.5,49,0.15,28.6,22.3,25.3,26.3,20.4,25.3,26.3,188,394.3,0,0,NA,2012-09-08
101,CRDA1201,RICER048,1,1,2012-09-09,101,13.3,12,12.8,16.1,32.2,0.44,30.3,21.6,25.8,27.2,19.4,25.8,27.2,107,394.3,0,0,NA,2012-09-09
102,CRDA1201,RICER048,1,1,2012-09-10,102,5.9,12,12.8,23.1,46.2,0.2,29.9,22.5,26,27.2,20,26,27.2,95,394.3,0,0,NA,2012-09-10
103,CRDA1201,RICER048,1,1,2012-09-11,103,9.6,12,12.8,11.4,22.8,0.61,30.6,22.8,26.5,27.8,20.1,26.5,27.8,88,394.3,0,0,NA,2012-09-11
104,CRDA1201,RICER048,1,1,2012-09-12,104,18.5,12,12.8,23.1,46.2,0.2,31.5,23.8,27.5,28.7,21,27.5,28.7,90,394.3,0,0,NA,2012-09-12
105,CRDA1201,RICER048,1,1,2012-09-13,105,24.9,12,12.8,19.4,38.8,0.33,26.9,23,24.9,25.5,21,24.9,25.5,160,394.3,0,0,NA,2012-09-13
106,CRDA1201,RICER048,1,1,2012-09-14,106,11.1,12,12.8,21.9,43.8,0.24,30.6,22.3,26.3,27.6,19.8,26.3,27.6,87,394.3,0,0,NA,2012-09-14
107,CRDA1201,RICER048,1,1,2012-09-15,107,12.8,12,12.8,20.6,41.2,0.29,29.6,23,26.2,27.2,21,26.2,27.2,151,394.5,0,0,NA,2012-09-15
108,CRDA1201,RICER048,1,1,2012-09-16,108,10.2,12,12.8,18.4,36.8,0.36,30,23.5,26.6,27.7,21.5,26.6,27.7,106,394.5,0,0,NA,2012-09-16
109,CRDA1201,RICER048,1,1,2012-09-17,109,3.7,12,12.8,22.2,44.4,0.23,30.8,23.3,26.9,28.1,21.3,26.9,28.1,106,394.5,0,0,NA,2012-09-17
110,CRDA1201,RICER048,1,1,2012-09-18,110,3.3,12,12.8,22.4,44.8,0.23,29.5,23.8,26.5,27.5,22.1,26.5,27.5,92,394.5,0,0,NA,2012-09-18
111,CRDA1201,RICER048,1,1,2012-09-19,111,1.3,12,12.8,21.2,42.4,0.27,28.9,23.6,26.1,27,22,26.1,27,152,394.5,0,0,NA,2012-09-19
112,CRDA1201,RICER048,1,1,2012-09-20,112,3.9,12,12.8,23.4,46.8,0.19,30.4,22.6,26.3,27.6,20.1,26.3,27.6,105,394.5,0,0,NA,2012-09-20
113,CRDA1201,RICER048,1,1,2012-09-21,113,2.5,12,12.8,11,22,0.62,29.6,23.4,26.4,27.4,21.5,26.4,27.4,101,394.5,0,0,NA,2012-09-21
114,CRDA1201,RICER048,1,1,2012-09-22,114,5.4,12,12.8,23.9,47.8,0.17,31.3,22.8,26.9,28.2,20.6,26.9,28.2,148,394.5,0,0,NA,2012-09-22
115,CRDA1201,RICER048,1,1,2012-09-23,115,6.5,12,12.8,17.1,34.2,0.41,29.8,23.9,26.7,27.7,22.3,26.7,27.7,254,394.5,0,0,NA,2012-09-23
116,CRDA1201,RICER048,1,1,2012-09-24,116,3.8,12,12.8,9.9,19.8,0.66,28.8,23.5,26,26.9,22.1,26,26.9,141,394.5,0,0,NA,2012-09-24
117,CRDA1201,RICER048,1,1,2012-09-25,117,10,12,12.8,16.2,32.4,0.44,30.2,22.9,26.4,27.6,20.9,26.4,27.6,109,394.5,0,0,NA,2012-09-25
118,CRDA1201,RICER048,1,1,2012-09-26,118,6.7,12,12.8,20.9,41.8,0.28,29.3,23.7,26.4,27.3,21.7,26.4,27.3,96,394.5,0,0,NA,2012-09-26
119,CRDA1201,RICER048,1,1,2012-09-27,119,1.4,12,12.8,18.6,37.2,0.36,28.8,23.2,25.9,26.8,21.5,25.9,26.8,96,394.5,0,0,NA,2012-09-27
120,CRDA1201,RICER048,1,1,2012-09-28,120,2.9,12,12.8,23.5,47,0.19,29.6,23.2,26.3,27.3,21.2,26.3,27.3,90,394.5,0,0,NA,2012-09-28
121,CRDA1201,RICER048,1,1,2012-09-29,121,1.6,12,12.8,23.5,47,0.19,31.1,23,26.9,28.2,19.8,26.9,28.2,94,394.5,0,0,NA,2012-09-29
122,CRDA1201,RICER048,1,1,2012-09-30,122,2,12,12.8,18.6,37.2,0.36,30.2,23.5,26.7,27.8,21.3,26.7,27.8,151,394.5,0,0,NA,2012-09-30
123,CRDA1201,RICER048,1,1,2012-10-01,123,1.8,12,12.8,21.7,43.4,0.25,30.4,22.8,26.4,27.7,20.7,26.4,27.7,136,394.5,0,0,NA,2012-10-01
124,CRDA1201,RICER048,1,1,2012-10-02,124,2.5,12,12.8,19.4,38.8,0.33,30.6,22.8,26.5,27.8,20,26.5,27.8,98,394.5,0,0,NA,2012-10-02
125,CRDA1201,RICER048,1,1,2012-10-03,125,4.6,12,12.8,21.9,43.8,0.24,30.9,23.2,26.9,28.1,20,26.9,28.1,75,394.5,0,0,NA,2012-10-03
126,CRDA1201,RICER048,1,1,2012-10-04,126,3,12,12.8,19.8,39.6,0.31,31.8,22.5,26.9,28.5,19.4,26.9,28.5,123,394.5,0,0,NA,2012-10-04
127,CRDA1201,RICER048,1,1,2012-10-05,127,4,12,12.8,22.8,45.6,0.21,31,23.2,26.9,28.2,20,26.9,28.2,91,394.5,0,0,NA,2012-10-05
128,CRDA1201,RICER048,1,1,2012-10-06,128,4.6,12,12.8,22.8,45.6,0.21,27.9,23.9,25.8,26.5,21.8,25.8,26.5,103,394.5,0,0,NA,2012-10-06
129,CRDA1201,RICER048,1,1,2012-10-07,129,2.1,12,12.8,22.9,45.8,0.2,30.6,22.4,26.3,27.7,19.6,26.3,27.7,119,394.5,0,0,NA,2012-10-07
130,CRDA1201,RICER048,1,1,2012-10-08,130,2.6,12,12.8,20.8,41.6,0.28,30.6,22.1,26.2,27.5,19,26.2,27.5,127,394.5,0,0,NA,2012-10-08
