Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
76,CRDA1201,RICER048,1,1,2012-08-15,76,9.4,12,12.8,10.5,21,0.63,29.7,24.1,26.8,27.7,22.1,26.8,27.7,242,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,3.8,12,12.8,18.8,37.6,0.33,30.4,24.2,27.2,28.2,22,27.2,28.2,237,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,11.7,12,12.8,10,20,0.65,27.8,23.5,25.6,26.3,22.1,25.6,26.3,204,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,16.1,12,12.8,13.3,26.6,0.53,28.6,23.3,25.8,26.7,21.7,25.8,26.7,262,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,12.6,12,12.8,18.9,37.8,0.33,28.6,23.6,26,26.8,22,26,26.8,170,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,11.6,12,12.8,14.1,28.2,0.5,28.8,23.2,25.9,26.8,21.3,25.9,26.8,197,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,11.3,12,12.8,19.3,38.6,0.32,29.4,23.6,26.4,27.3,21.8,26.4,27.3,177,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,7,12,12.8,21.7,43.4,0.24,28.5,23.9,26.1,26.8,22.5,26.1,26.8,232,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,10.1,12,12.8,19.5,39,0.31,31.2,22.8,26.8,28.2,20.2,26.8,28.2,110,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,9.7,12,12.8,9.2,18.4,0.68,29.3,24.5,26.8,27.6,22.9,26.8,27.6,209,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,5.1,12,12.8,18.4,36.8,0.35,29.4,24,26.6,27.5,21.9,26.6,27.5,64,394.3,0,0,NA,2012-08-25
87,CRDA1201,RICER048,1,1,2012-08-26,87,13.4,12,12.8,15.8,31.6,0.45,29.9,24.1,26.9,27.8,21.6,26.9,27.8,102,394.3,0,0,NA,2012-08-26
88,CRDA1201,RICER048,1,1,2012-08-27,88,5.3,12,12.8,14.9,29.8,0.48,29.2,24.4,26.7,27.5,22.6,26.7,27.5,225,394.3,0,0,NA,2012-08-27
89,CRDA1201,RICER048,1,1,2012-08-28,89,31.1,12,12.8,13.5,27,0.53,29,24.1,26.4,27.2,22.5,26.4,27.2,220,394.3,0,0,NA,2012-08-28
90,CRDA1201,RICER048,1,1,2012-08-29,90,31,12,12.8,11,22,0.62,27.5,22.9,25.1,25.8,21.5,25.1,25.8,303,394.3,0,0,NA,2012-08-29
91,CRDA1201,RICER048,1,1,2012-08-30,91,3.2,12,12.8,18.3,36.6,0.36,27.5,22.1,24.7,25.6,20,24.7,25.6,304,394.3,0,0,NA,2012-08-30
92,CRDA1201,RICER048,1,1,2012-08-31,92,4.1,12,12.8,19.4,38.8,0.32,31.2,20.7,25.7,27.4,17.8,25.7,27.4,109,394.3,0,0,NA,2012-08-31
93,CRDA1201,RICER048,1,1,2012-09-01,93,2.2,12,12.8,20.8,41.6,0.28,30.7,23.1,26.7,28,20.7,26.7,28,156,394.3,0,0,NA,2012-09-01
94,CRDA1201,RICER048,1,1,2012-09-02,94,11.4,12,12.8,18.5,37,0.36,30.1,23.5,26.7,27.7,21.4,26.7,27.7,151,394.3,0,0,NA,2012-09-02
95,CRDA1201,RICER048,1,1,2012-09-03,95,13.5,12,12.8,20.3,40.6,0.29,29.6,23.6,26.5,27.4,21.9,26.5,27.4,191,394.3,0,0,NA,2012-09-03
96,CRDA1201,RICER048,1,1,2012-09-04,96,10.6,12,12.8,15.3,30.6,0.47,28,23.5,25.7,26.4,21.6,25.7,26.4,158,394.3,0,0,NA,2012-09-04
97,CRDA1201,RICER048,1,1,2012-09-05,97,20.1,12,12.8,8.9,17.8,0.69,28.9,22.8,25.7,26.7,20.7,25.7,26.7,170,394.3,0,0,NA,2012-09-05
98,CRDA1201,RICER048,1,1,2012-09-06,98,10.8,12,12.8,15.1,30.2,0.48,29.5,23.6,26.4,27.4,21.8,26.4,27.4,154,394.3,0,0,NA,2012-09-06
99,CRDA1201,RICER048,1,1,2012-09-07,99,3,12,12.8,17.2,34.4,0.4,29.4,23.7,26.4,27.4,21.7,26.4,27.4,310,394.3,0,0,NA,2012-09-07
100,CRDA1201,RICER048,1,1,2012-09-08,100,4.9,12,12.8,16.4,32.8,0.43,28.2,23.6,25.8,26.5,21.9,25.8,26.5,216,394.3,0,0,NA,2012-09-08
101,CRDA1201,RICER048,1,1,2012-09-09,101,6.5,12,12.8,17.6,35.2,0.39,30.8,22.8,26.6,27.9,20.1,26.6,27.9,148,394.3,0,0,NA,2012-09-09
102,CRDA1201,RICER048,1,1,2012-09-10,102,2.9,12,12.8,22,44,0.24,30.3,23.4,26.7,27.8,21.1,26.7,27.8,172,394.3,0,0,NA,2012-09-10
103,CRDA1201,RICER048,1,1,2012-09-11,103,5.2,12,12.8,18.6,37.2,0.36,31.3,23.5,27.2,28.5,20.6,27.2,28.5,136,394.3,0,0,NA,2012-09-11
104,CRDA1201,RICER048,1,1,2012-09-12,104,9,12,12.8,19.9,39.8,0.31,31.4,24.4,27.7,28.9,21.7,27.7,28.9,136,394.3,0,0,NA,2012-09-12
105,CRDA1201,RICER048,1,1,2012-09-13,105,13.1,12,12.8,16.3,32.6,0.44,27.8,23.9,25.8,26.4,22.7,25.8,26.4,236,394.3,0,0,NA,2012-09-13
106,CRDA1201,RICER048,1,1,2012-09-14,106,11.3,12,12.8,16.1,32.2,0.44,29.7,23.2,26.3,27.4,20.6,26.3,27.4,105,394.3,0,0,NA,2012-09-14
107,CRDA1201,RICER048,1,1,2012-09-15,107,6.9,12,12.8,20.8,41.6,0.28,30.8,24.2,27.4,28.4,20.9,27.4,28.4,98,394.5,0,0,NA,2012-09-15
108,CRDA1201,RICER048,1,1,2012-09-16,108,11.2,12,12.8,17.8,35.6,0.39,29.4,24.2,26.7,27.5,22.5,26.7,27.5,151,394.5,0,0,NA,2012-09-16
109,CRDA1201,RICER048,1,1,2012-09-17,109,7.6,12,12.8,20.5,41,0.29,29.3,24.5,26.8,27.6,22.9,26.8,27.6,191,394.5,0,0,NA,2012-09-17
110,CRDA1201,RICER048,1,1,2012-09-18,110,8.7,12,12.8,14.9,29.8,0.49,29.9,24.1,26.9,27.8,22,26.9,27.8,107,394.5,0,0,NA,2012-09-18
111,CRDA1201,RICER048,1,1,2012-09-19,111,1.1,12,12.8,12.8,25.6,0.56,31.3,23.4,27.2,28.5,20,27.2,28.5,88,394.5,0,0,NA,2012-09-19
112,CRDA1201,RICER048,1,1,2012-09-20,112,6.1,12,12.8,20.5,41,0.29,31.1,23.5,27.1,28.4,20.4,27.1,28.4,81,394.5,0,0,NA,2012-09-20
113,CRDA1201,RICER048,1,1,2012-09-21,113,8.6,12,12.8,19.6,39.2,0.32,30.6,23.9,27.1,28.2,21.9,27.1,28.2,127,394.5,0,0,NA,2012-09-21
114,CRDA1201,RICER048,1,1,2012-09-22,114,4,12,12.8,21.3,42.6,0.26,30.7,24.6,27.5,28.5,22.3,27.5,28.5,145,394.5,0,0,NA,2012-09-22
115,CRDA1201,RICER048,1,1,2012-09-23,115,5,12,12.8,19,38,0.34,31.4,23.6,27.3,28.6,21.5,27.3,28.6,184,394.5,0,0,NA,2012-09-23
116,CRDA1201,RICER048,1,1,2012-09-24,116,4.4,12,12.8,21.2,42.4,0.27,30.1,24.3,27.1,28,22.7,27.1,28,138,394.5,0,0,NA,2012-09-24
117,CRDA1201,RICER048,1,1,2012-09-25,117,6.2,12,12.8,21.3,42.6,0.26,30.4,23.8,27,28,21.4,27,28,87,394.5,0,0,NA,2012-09-25
118,CRDA1201,RICER048,1,1,2012-09-26,118,10.2,12,12.8,16.8,33.6,0.42,28.6,24.4,26.4,27.1,22.9,26.4,27.1,172,394.5,0,0,NA,2012-09-26
119,CRDA1201,RICER048,1,1,2012-09-27,119,0.7,12,12.8,14.2,28.4,0.51,30.3,24.5,27.3,28.2,21.7,27.3,28.2,109,394.5,0,0,NA,2012-09-27
120,CRDA1201,RICER048,1,1,2012-09-28,120,1,12,12.8,21.2,42.4,0.27,30.3,23.5,26.8,27.9,21.4,26.8,27.9,144,394.5,0,0,NA,2012-09-28
121,CRDA1201,RICER048,1,1,2012-09-29,121,0.6,12,12.8,20.2,40.4,0.3,31.9,24.6,28.1,29.3,22.1,28.1,29.3,137,394.5,0,0,NA,2012-09-29
122,CRDA1201,RICER048,1,1,2012-09-30,122,0.5,12,12.8,22.4,44.8,0.22,30.8,23.7,27.1,28.3,21.3,27.1,28.3,123,394.5,0,0,NA,2012-09-30
123,CRDA1201,RICER048,1,1,2012-10-01,123,1.4,12,12.8,19.2,38.4,0.34,30,24.2,27,27.9,22.3,27,27.9,146,394.5,0,0,NA,2012-10-01
124,CRDA1201,RICER048,1,1,2012-10-02,124,12,12,12.8,22.8,45.6,0.21,31.4,23.9,27.5,28.7,20.5,27.5,28.7,112,394.5,0,0,NA,2012-10-02
125,CRDA1201,RICER048,1,1,2012-10-03,125,8.6,12,12.8,15.2,30.4,0.47,31.6,23.9,27.6,28.8,20.2,27.6,28.8,63,394.5,0,0,NA,2012-10-03
126,CRDA1201,RICER048,1,1,2012-10-04,126,4.6,12,12.8,21.7,43.4,0.25,31.4,24.9,28,29.1,21.3,28,29.1,73,394.5,0,0,NA,2012-10-04
127,CRDA1201,RICER048,1,1,2012-10-05,127,5.6,12,12.8,22.6,45.2,0.22,31.1,23.4,27.1,28.3,20.3,27.1,28.3,105,394.5,0,0,NA,2012-10-05
128,CRDA1201,RICER048,1,1,2012-10-06,128,7.7,12,12.8,16.3,32.6,0.43,29.4,24.5,26.8,27.6,22.3,26.8,27.6,108,394.5,0,0,NA,2012-10-06
129,CRDA1201,RICER048,1,1,2012-10-07,129,4.4,12,12.8,22.7,45.4,0.21,30.6,23.1,26.7,27.9,20.6,26.7,27.9,144,394.5,0,0,NA,2012-10-07
130,CRDA1201,RICER048,1,1,2012-10-08,130,3.3,12,12.8,16.7,33.4,0.42,31,23.2,26.9,28.2,20.7,26.9,28.2,145,394.5,0,0,NA,2012-10-08
131,CRDA1201,RICER048,1,1,2012-10-09,131,4.6,12,12.8,18.2,36.4,0.37,31.5,23.4,27.3,28.6,19.9,27.3,28.6,158,394.5,0,0,NA,2012-10-09
132,CRDA1201,RICER048,1,1,2012-10-10,132,6.6,12,12.8,19.5,39,0.32,31.1,22.8,26.8,28.1,20.3,26.8,28.1,166,394.5,0,0,NA,2012-10-10
133,CRDA1201,RICER048,1,1,2012-10-11,133,4.6,12,12.8,19.2,38.4,0.33,30,23.2,26.5,27.6,20.1,26.5,27.6,104,394.5,0,0,NA,2012-10-11
134,CRDA1201,RICER048,1,1,2012-10-12,134,7.5,12,12.8,21.7,43.4,0.24,32.3,23.5,27.7,29.1,19.6,27.7,29.1,132,394.5,0,0,NA,2012-10-12
135,CRDA1201,RICER048,1,1,2012-10-13,135,6.9,12,12.8,20.9,41.8,0.27,32.2,24.2,28,29.3,21.1,28,29.3,146,394.5,0,0,NA,2012-10-13
136,CRDA1201,RICER048,1,1,2012-10-14,136,5.9,12,12.8,22.2,44.4,0.22,32.2,24,27.9,29.3,20.4,27.9,29.3,84,394.5,0,0,NA,2012-10-14
137,CRDA1201,RICER048,1,1,2012-10-15,137,6,12,12.8,20.5,41,0.28,30.3,24.1,27.1,28.1,21.9,27.1,28.1,105,394.8,0,0,NA,2012-10-15
138,CRDA1201,RICER048,1,1,2012-10-16,138,4.4,12,12.8,12.7,25.4,0.55,29.8,24.3,26.9,27.8,22.3,26.9,27.8,155,394.8,0,0,NA,2012-10-16
139,CRDA1201,RICER048,1,1,2012-10-17,139,1.6,12,12.8,16.3,32.6,0.43,29.4,23,26.1,27.1,20.3,26.1,27.1,95,394.8,0,0,NA,2012-10-17
140,CRDA1201,RICER048,1,1,2012-10-18,140,0.7,12,12.8,21.6,43.2,0.24,29.9,23.6,26.6,27.6,21.4,26.6,27.6,159,394.8,0,0,NA,2012-10-18
141,CRDA1201,RICER048,1,1,2012-10-19,141,0.8,12,12.8,21.1,42.2,0.26,29.1,23.1,26,26.9,21.7,26,26.9,164,394.8,0,0,NA,2012-10-19
142,CRDA1201,RICER048,1,1,2012-10-20,142,0.8,12,12.8,21.4,42.8,0.25,30.3,22.4,26.2,27.5,20.3,26.2,27.5,125,394.8,0,0,NA,2012-10-20
143,CRDA1201,RICER048,1,1,2012-10-21,143,0.9,12,12.8,17,34,0.4,30,23.3,26.5,27.6,20.9,26.5,27.6,106,394.8,0,0,NA,2012-10-21
144,CRDA1201,RICER048,1,1,2012-10-22,144,1.1,12,12.8,19.9,39.8,0.3,30.2,24.1,27,28,20.1,27,28,69,394.8,0,0,NA,2012-10-22
