Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
1,CRDA1201,RICER048,1,1,2012-06-01,1,9,12,12.9,14.8,29.6,0.45,33.2,26.9,29.9,30.9,20.5,29.9,30.9,205,393.6,0,0,NA,2012-06-01
2,CRDA1201,RICER048,1,1,2012-06-02,2,0,12,12.9,24.7,49.4,0.08,40.5,26.7,33.3,35.5,14.6,33.3,35.5,251,393.6,0,0,NA,2012-06-02
3,CRDA1201,RICER048,1,1,2012-06-03,3,0.1,12,12.9,23.4,46.8,0.13,41.2,25.3,32.9,35.5,11.9,32.9,35.5,323,393.6,0,0,NA,2012-06-03
4,CRDA1201,RICER048,1,1,2012-06-04,4,1.2,12,12.9,20.6,41.2,0.23,38.3,27.2,32.5,34.3,16.9,32.5,34.3,367,393.6,0,0,NA,2012-06-04
5,CRDA1201,RICER048,1,1,2012-06-05,5,3,12,12.9,24.5,49,0.08,36.1,27.6,31.7,33,18.3,31.7,33,258,393.6,0,0,NA,2012-06-05
6,CRDA1201,RICER048,1,1,2012-06-06,6,3.3,12,12.9,22.6,45.2,0.15,38.8,27.6,33,34.8,17.6,33,34.8,266,393.6,0,0,NA,2012-06-06
7,CRDA1201,RICER048,1,1,2012-06-07,7,3.2,12,12.9,25,50,0.06,37.6,26.6,31.9,33.7,17.9,31.9,33.7,271,393.6,0,0,NA,2012-06-07
8,CRDA1201,RICER048,1,1,2012-06-08,8,0,12,12.9,23.5,47,0.12,40.6,27.1,33.6,35.8,14.2,33.6,35.8,370,393.6,0,0,NA,2012-06-08
9,CRDA1201,RICER048,1,1,2012-06-09,9,1.2,12,12.9,20.9,41.8,0.22,39.4,26.4,32.6,34.7,17.2,32.6,34.7,434,393.6,0,0,NA,2012-06-09
10,CRDA1201,RICER048,1,1,2012-06-10,10,3.4,12,12.9,19,38,0.29,38.5,26.8,32.4,34.3,16.8,32.4,34.3,401,393.6,0,0,NA,2012-06-10
11,CRDA1201,RICER048,1,1,2012-06-11,11,0.2,12,12.9,21.6,43.2,0.19,38.8,26.9,32.6,34.5,16.3,32.6,34.5,265,393.6,0,0,NA,2012-06-11
12,CRDA1201,RICER048,1,1,2012-06-12,12,0.2,12,12.9,25.4,50.8,0.05,41.1,27.1,33.8,36.1,13.1,33.8,36.1,280,393.6,0,0,NA,2012-06-12
13,CRDA1201,RICER048,1,1,2012-06-13,13,5.8,12,12.9,23.6,47.2,0.11,38.3,28.1,33,34.6,17.4,33,34.6,244,393.6,0,0,NA,2012-06-13
14,CRDA1201,RICER048,1,1,2012-06-14,14,0.4,12,12.9,24.5,49,0.08,36.7,26.1,31.2,32.9,16.8,31.2,32.9,354,393.6,0,0,NA,2012-06-14
15,CRDA1201,RICER048,1,1,2012-06-15,15,0,12,12.9,24.4,48.8,0.08,42,26.6,34,36.5,12,34,36.5,295,393.8,0,0,NA,2012-06-15
16,CRDA1201,RICER048,1,1,2012-06-16,16,0,12,12.9,25.4,50.8,0.04,42,25.9,33.6,36.2,13.1,33.6,36.2,316,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,0.3,12,12.9,21.9,43.8,0.18,40.5,28.6,34.3,36.2,16.3,34.3,36.2,277,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,0.1,12,12.9,19.7,39.4,0.26,40.3,29.3,34.6,36.4,15.2,34.6,36.4,290,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,0.5,12,12.9,25.4,50.8,0.04,41.6,28.3,34.7,36.8,15.1,34.7,36.8,324,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,1.1,12,12.9,24.8,49.6,0.07,40.8,27.4,33.8,36,16,33.8,36,375,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,0.1,12,12.9,19.8,39.6,0.25,39.7,27.7,33.4,35.4,17.2,33.4,35.4,430,393.8,0,0,NA,2012-06-21
22,CRDA1201,RICER048,1,1,2012-06-22,22,0.2,12,12.9,24.2,48.4,0.09,40.8,26.9,33.5,35.8,14.7,33.5,35.8,269,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,2.3,12,12.9,22.7,45.4,0.15,37.1,28.2,32.5,33.9,16.9,32.5,33.9,295,393.8,0,0,NA,2012-06-23
