Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
1,CRDA1201,RICER048,1,1,2012-06-01,1,16.5,33.2,24.8,NA,4.878,0,4.878,4.878,0,4.878,0,0,4.88,4.88,0,4.88,0,0,NA,NA,NA,1.306,0.869,0.802,0.558,0.439,0.493,0.411,0,0
2,CRDA1201,RICER048,1,1,2012-06-02,2,24.3,36.3,24.6,NA,7.942,0,7.942,6.338,0,6.338,0,0,12.82,11.22,0,11.22,0,0,NA,NA,NA,1.75,1.129,1.03,0.715,0.561,0.63,0.524,0,0
3,CRDA1201,RICER048,1,1,2012-06-03,3,22.1,35.1,23.4,NA,6.654,0,6.654,5.963,0,5.963,0,0,19.47,17.18,0,17.18,0,0,NA,NA,NA,1.459,1.083,1.014,0.709,0.555,0.622,0.52,0,0
4,CRDA1201,RICER048,1,1,2012-06-04,4,23.2,34.4,23.3,NA,6.835,0,6.835,1.016,0,1.016,0,0,26.31,18.19,0,18.19,0,0,NA,NA,NA,0.832,0.113,0.04,0.015,0.007,0.006,0.004,0,0
5,CRDA1201,RICER048,1,1,2012-06-05,5,24.5,37.9,22.9,NA,8.403,0,8.403,0.94,0,0.94,0,0,34.71,19.13,0,19.13,0,0,NA,NA,NA,0.756,0.113,0.039,0.015,0.007,0.006,0.004,0,0
6,CRDA1201,RICER048,1,1,2012-06-06,6,23.2,39.1,23.9,NA,8.461,0,8.461,0.893,0,0.893,0,0,43.17,20.03,0,20.03,0,0,NA,NA,NA,0.711,0.112,0.039,0.015,0.007,0.006,0.004,0,0
7,CRDA1201,RICER048,1,1,2012-06-07,7,15.5,30.8,25.4,NA,4.423,0,4.423,1.071,0,1.071,0,0,47.6,21.1,0,21.1,0,0,NA,NA,NA,0.884,0.116,0.04,0.014,0.007,0.006,0.004,0,0
8,CRDA1201,RICER048,1,1,2012-06-08,8,19.2,32.5,24.6,NA,5.657,0,5.657,5.657,0,5.657,0,0,53.25,26.76,0,26.76,0,0,NA,NA,NA,1.47,1.022,0.946,0.657,0.51,0.573,0.48,0,0
9,CRDA1201,RICER048,1,1,2012-06-09,9,22.9,38.8,24.1,NA,8.355,0,8.355,5.812,0,5.812,0,0,61.61,32.57,0,32.57,0,0,NA,NA,NA,1.411,1.057,0.994,0.697,0.538,0.606,0.509,0,0
10,CRDA1201,RICER048,1,1,2012-06-10,10,21.3,35.9,24.9,NA,6.694,0,6.694,5.999,0,5.999,0,0,68.3,38.57,0,38.57,0,0,NA,NA,NA,1.612,1.076,0.993,0.688,0.529,0.598,0.503,0,0
11,CRDA1201,RICER048,1,1,2012-06-11,11,19.4,35.8,25.1,NA,6.199,0,6.199,6.199,0,6.199,0,0,74.5,44.76,0,44.76,0,0,NA,NA,NA,1.836,1.11,0.996,0.681,0.51,0.578,0.488,0,0
12,CRDA1201,RICER048,1,1,2012-06-12,12,23.8,36.7,24.2,NA,7.91,0,7.91,6.332,0,6.332,0,0,82.41,51.1,0,51.1,0,0,NA,NA,NA,1.845,1.152,1.032,0.708,0.52,0.583,0.492,0,0
13,CRDA1201,RICER048,1,1,2012-06-13,13,21.3,35.5,23.6,NA,6.616,0,6.616,6.155,0,6.155,0,0,89.03,57.25,0,57.25,0,0,NA,NA,NA,1.689,1.133,1.031,0.712,0.527,0.575,0.487,0,0
14,CRDA1201,RICER048,1,1,2012-06-14,14,23.5,35.2,23.9,NA,7.124,0,7.124,5.912,0,5.912,0,0,96.15,63.16,0,63.16,0,0,NA,NA,NA,1.518,1.091,1.017,0.708,0.529,0.567,0.481,0,0
15,CRDA1201,RICER048,1,1,2012-06-15,15,23.2,35,24.3,NA,6.953,0,6.953,5.812,0,5.812,0,0,103.1,68.98,0,68.98,0,0,NA,NA,NA,1.484,1.068,1.005,0.697,0.523,0.56,0.476,0,0
16,CRDA1201,RICER048,1,1,2012-06-16,16,21.6,33.3,23.9,NA,6.35,0,6.35,5.678,0,5.678,0,0,109.45,74.65,0,74.65,0,0,NA,NA,NA,1.424,1.047,0.987,0.682,0.515,0.552,0.471,0,0
17,CRDA1201,RICER048,1,1,2012-06-17,17,20.3,33,24.5,NA,5.945,0,5.945,5.735,0,5.735,0,0,115.4,80.39,0,80.39,0,0,NA,NA,NA,1.519,1.055,0.976,0.668,0.506,0.545,0.465,0,0
18,CRDA1201,RICER048,1,1,2012-06-18,18,16.1,34,24.4,NA,4.815,0,4.815,4.815,0,4.815,0,0,120.21,85.2,0,85.2,0,0,NA,NA,NA,1.35,0.889,0.811,0.537,0.409,0.441,0.378,0,0
19,CRDA1201,RICER048,1,1,2012-06-19,19,24.9,36.7,23.1,NA,8.161,0,8.161,5.665,0,5.665,0,0,128.37,90.87,0,90.87,0,0,NA,NA,NA,1.476,1.074,0.992,0.643,0.491,0.532,0.456,0,0
20,CRDA1201,RICER048,1,1,2012-06-20,20,22.8,35.7,24.5,NA,7.083,0,7.083,1.039,0,1.039,0,0,135.46,91.91,0,91.91,0,0,NA,NA,NA,0.86,0.113,0.039,0.013,0.007,0.005,0.003,0,0
21,CRDA1201,RICER048,1,1,2012-06-21,21,24.2,34.1,24.7,NA,7.163,0,7.163,0.983,0,0.983,0,0,142.62,92.89,0,92.89,0,0,NA,NA,NA,0.805,0.112,0.039,0.013,0.007,0.005,0.003,0,0
22,CRDA1201,RICER048,1,1,2012-06-22,22,24.4,36.3,23.4,NA,7.724,0,7.724,0.919,0,0.919,0,0,150.34,93.81,0,93.81,0,0,NA,NA,NA,0.741,0.112,0.039,0.013,0.007,0.005,0.003,0,0
23,CRDA1201,RICER048,1,1,2012-06-23,23,24.4,37,24,NA,8.017,0,8.017,0.856,0,0.856,0,0,158.36,94.66,0,94.66,0,0,NA,NA,NA,0.678,0.111,0.039,0.013,0.007,0.005,0.003,0,0
