Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
1,CRDA1201,RICER048,1,1,2012-06-01,1,3.2,12,12.9,23.6,47.2,0.12,38.4,27.1,32.5,34.3,17.8,32.5,34.3,321,393.6,0,0,NA,2012-06-01
2,CRDA1201,RICER048,1,1,2012-06-02,2,2.3,12,12.9,25,50,0.07,36.9,25.6,31,32.8,17.3,31,32.8,363,393.6,0,0,NA,2012-06-02
3,CRDA1201,RICER048,1,1,2012-06-03,3,2.8,12,12.9,12.6,25.2,0.53,37.7,25.4,31.3,33.3,15.3,31.3,33.3,249,393.6,0,0,NA,2012-06-03
4,CRDA1201,RICER048,1,1,2012-06-04,4,0.4,12,12.9,24.6,49.2,0.08,39.4,26.2,32.5,34.7,15.5,32.5,34.7,197,393.6,0,0,NA,2012-06-04
5,CRDA1201,RICER048,1,1,2012-06-05,5,0.4,12,12.9,25.3,50.6,0.05,39.3,26.3,32.5,34.6,15.9,32.5,34.6,339,393.6,0,0,NA,2012-06-05
6,CRDA1201,RICER048,1,1,2012-06-06,6,0.6,12,12.9,25.1,50.2,0.06,37,26.9,31.7,33.4,17.7,31.7,33.4,426,393.6,0,0,NA,2012-06-06
7,CRDA1201,RICER048,1,1,2012-06-07,7,0.1,12,12.9,25,50,0.06,40.3,26.2,32.9,35.2,13.7,32.9,35.2,353,393.6,0,0,NA,2012-06-07
8,CRDA1201,RICER048,1,1,2012-06-08,8,0.1,12,12.9,20.4,40.8,0.24,38.1,26.4,32,33.9,15.4,32,33.9,354,393.6,0,0,NA,2012-06-08
9,CRDA1201,RICER048,1,1,2012-06-09,9,0.1,12,12.9,24,48,0.1,41.2,26.3,33.4,35.8,13.9,33.4,35.8,195,393.6,0,0,NA,2012-06-09
10,CRDA1201,RICER048,1,1,2012-06-10,10,1.5,12,12.9,24.3,48.6,0.09,41.6,27,34,36.4,13.8,34,36.4,205,393.6,0,0,NA,2012-06-10
11,CRDA1201,RICER048,1,1,2012-06-11,11,3.5,12,12.9,17.8,35.6,0.33,34.9,27,30.8,32.1,19.3,30.8,32.1,466,393.6,0,0,NA,2012-06-11
12,CRDA1201,RICER048,1,1,2012-06-12,12,4,12,12.9,23.7,47.4,0.11,36.6,25.4,30.8,32.6,18.8,30.8,32.6,353,393.6,0,0,NA,2012-06-12
13,CRDA1201,RICER048,1,1,2012-06-13,13,1.8,12,12.9,22.9,45.8,0.14,35,25.7,30.1,31.7,18.4,30.1,31.7,297,393.6,0,0,NA,2012-06-13
14,CRDA1201,RICER048,1,1,2012-06-14,14,1.6,12,12.9,21.4,42.8,0.2,35.6,25.3,30.2,31.9,17.2,30.2,31.9,198,393.6,0,0,NA,2012-06-14
15,CRDA1201,RICER048,1,1,2012-06-15,15,7,12,12.9,24,48,0.1,37.8,26.3,31.8,33.7,17.5,31.8,33.7,167,393.8,0,0,NA,2012-06-15
16,CRDA1201,RICER048,1,1,2012-06-16,16,4.4,12,12.9,23.4,46.8,0.12,35.3,25.2,30,31.7,18.4,30,31.7,362,393.8,0,0,NA,2012-06-16
17,CRDA1201,RICER048,1,1,2012-06-17,17,6.3,12,12.9,22.4,44.8,0.16,32,25.3,28.5,29.6,20.7,28.5,29.6,398,393.8,0,0,NA,2012-06-17
18,CRDA1201,RICER048,1,1,2012-06-18,18,5.2,12,12.9,19.2,38.4,0.28,30.8,24.9,27.7,28.7,20.9,27.7,28.7,318,393.8,0,0,NA,2012-06-18
19,CRDA1201,RICER048,1,1,2012-06-19,19,5.5,12,12.9,23.3,46.6,0.12,32.8,24.4,28.4,29.8,19.3,28.4,29.8,224,393.8,0,0,NA,2012-06-19
20,CRDA1201,RICER048,1,1,2012-06-20,20,6.6,12,12.9,24.3,48.6,0.09,32.6,25.2,28.7,29.9,20.1,28.7,29.9,154,393.8,0,0,NA,2012-06-20
21,CRDA1201,RICER048,1,1,2012-06-21,21,4.2,12,12.9,20.7,41.4,0.22,36.2,24.4,30,32,17.5,30,32,225,393.8,0,0,NA,2012-06-21
22,CRDA1201,RICER048,1,1,2012-06-22,22,5.1,12,12.9,21.8,43.6,0.18,34.5,25.1,29.6,31.1,19.5,29.6,31.1,428,393.8,0,0,NA,2012-06-22
23,CRDA1201,RICER048,1,1,2012-06-23,23,10.3,12,12.9,17.5,35,0.34,31.2,24.6,27.8,28.8,21,27.8,28.8,359,393.8,0,0,NA,2012-06-23
24,CRDA1201,RICER048,1,1,2012-06-24,24,5.9,12,12.9,14.9,29.8,0.44,31.3,23.9,27.4,28.6,19.8,27.4,28.6,241,393.8,0,0,NA,2012-06-24
25,CRDA1201,RICER048,1,1,2012-06-25,25,9.9,12,12.9,15.1,30.2,0.43,30.9,23.1,26.8,28.1,19.2,26.8,28.1,208,393.8,0,0,NA,2012-06-25
26,CRDA1201,RICER048,1,1,2012-06-26,26,2.6,12,12.9,24.6,49.2,0.08,35.5,23.4,29.2,31.2,17.6,29.2,31.2,165,393.8,0,0,NA,2012-06-26
27,CRDA1201,RICER048,1,1,2012-06-27,27,4.7,12,12.9,23.8,47.6,0.11,31.1,24.7,27.8,28.8,20.5,27.8,28.8,265,393.8,0,0,NA,2012-06-27
28,CRDA1201,RICER048,1,1,2012-06-28,28,5.4,12,12.9,18,36,0.32,31.6,23.7,27.5,28.8,19.9,27.5,28.8,223,393.8,0,0,NA,2012-06-28
29,CRDA1201,RICER048,1,1,2012-06-29,29,8.3,12,12.9,19.5,39,0.27,31.4,24.1,27.6,28.8,20.6,27.6,28.8,191,393.8,0,0,NA,2012-06-29
30,CRDA1201,RICER048,1,1,2012-06-30,30,1.8,12,12.9,19.4,38.8,0.27,31.1,24.2,27.5,28.6,20.6,27.5,28.6,172,393.8,0,0,NA,2012-06-30
31,CRDA1201,RICER048,1,1,2012-07-01,31,2.4,12,12.9,19.9,39.8,0.25,30.3,24.1,27.1,28.1,20.4,27.1,28.1,252,393.8,0,0,NA,2012-07-01
32,CRDA1201,RICER048,1,1,2012-07-02,32,5.6,12,12.9,14,28,0.48,30.1,23.6,26.7,27.8,20.3,26.7,27.8,200,393.8,0,0,NA,2012-07-02
33,CRDA1201,RICER048,1,1,2012-07-03,33,2.3,12,12.9,22.5,45,0.16,32.3,23.8,27.9,29.2,19.6,27.9,29.2,188,393.8,0,0,NA,2012-07-03
34,CRDA1201,RICER048,1,1,2012-07-04,34,4.9,12,12.9,18.1,36.2,0.32,32.4,23.3,27.7,29.1,19.1,27.7,29.1,268,393.8,0,0,NA,2012-07-04
35,CRDA1201,RICER048,1,1,2012-07-05,35,3.9,12,12.9,21.6,43.2,0.19,31.4,23.3,27.2,28.5,19.3,27.2,28.5,223,393.8,0,0,NA,2012-07-05
36,CRDA1201,RICER048,1,1,2012-07-06,36,6.1,12,12.9,16.3,32.6,0.39,33.8,23.5,28.4,30.1,19.3,28.4,30.1,139,393.8,0,0,NA,2012-07-06
37,CRDA1201,RICER048,1,1,2012-07-07,37,9.4,12,12.9,18.6,37.2,0.3,31.5,22.9,27,28.4,18.9,27,28.4,289,393.8,0,0,NA,2012-07-07
38,CRDA1201,RICER048,1,1,2012-07-08,38,5.8,12,12.9,18.8,37.6,0.3,31.8,23.8,27.6,28.9,20.3,27.6,28.9,220,393.8,0,0,NA,2012-07-08
39,CRDA1201,RICER048,1,1,2012-07-09,39,6.6,12,12.9,16.8,33.6,0.37,29.6,24.2,26.8,27.7,21,26.8,27.7,98,393.8,0,0,NA,2012-07-09
40,CRDA1201,RICER048,1,1,2012-07-10,40,1.8,12,12.9,23.6,47.2,0.12,32.2,23.3,27.6,29,19.5,27.6,29,195,393.8,0,0,NA,2012-07-10
41,CRDA1201,RICER048,1,1,2012-07-11,41,6.1,12,12.9,21.3,42.6,0.21,32.2,24.2,28,29.3,20.9,28,29.3,238,393.8,0,0,NA,2012-07-11
42,CRDA1201,RICER048,1,1,2012-07-12,42,12,12,12.9,10.1,20.2,0.62,29.6,24.2,26.8,27.7,21.5,26.8,27.7,204,393.8,0,0,NA,2012-07-12
43,CRDA1201,RICER048,1,1,2012-07-13,43,9,12,12.9,22.6,45.2,0.16,31.5,23.3,27.2,28.6,19.9,27.2,28.6,102,393.8,0,0,NA,2012-07-13
44,CRDA1201,RICER048,1,1,2012-07-14,44,17.8,12,12.9,19.6,39.2,0.27,29.9,23.4,26.5,27.6,20.9,26.5,27.6,184,393.8,0,0,NA,2012-07-14
45,CRDA1201,RICER048,1,1,2012-07-15,45,3.8,12,12.9,17.1,34.2,0.37,30.3,22.6,26.3,27.5,19.7,26.3,27.5,298,394.1,0,0,NA,2012-07-15
46,CRDA1201,RICER048,1,1,2012-07-16,46,4.2,12,12.9,17.7,35.4,0.34,28.3,23,25.5,26.4,20.6,25.5,26.4,230,394.1,0,0,NA,2012-07-16
47,CRDA1201,RICER048,1,1,2012-07-17,47,3.5,12,12.9,22.6,45.2,0.16,31.2,22.8,26.8,28.2,19.7,26.8,28.2,253,394.1,0,0,NA,2012-07-17
48,CRDA1201,RICER048,1,1,2012-07-18,48,1.8,12,12.9,18.4,36.8,0.32,31.7,22.8,27.1,28.5,19.2,27.1,28.5,215,394.1,0,0,NA,2012-07-18
49,CRDA1201,RICER048,1,1,2012-07-19,49,5.7,12,12.9,15.3,30.6,0.44,28.9,24.4,26.6,27.3,22.3,26.6,27.3,191,394.1,0,0,NA,2012-07-19
50,CRDA1201,RICER048,1,1,2012-07-20,50,8.5,12,12.9,14.5,29,0.47,28.9,24.3,26.5,27.2,21.8,26.5,27.2,121,394.1,0,0,NA,2012-07-20
51,CRDA1201,RICER048,1,1,2012-07-21,51,5.5,12,12.9,14.1,28.2,0.48,28.9,23.4,26,26.9,21.2,26,26.9,298,394.1,0,0,NA,2012-07-21
52,CRDA1201,RICER048,1,1,2012-07-22,52,2.3,12,12.9,23.9,47.8,0.12,31.5,22.1,26.6,28.1,18.5,26.6,28.1,146,394.1,0,0,NA,2012-07-22
53,CRDA1201,RICER048,1,1,2012-07-23,53,18.4,12,12.9,16.5,33,0.39,29.9,24,26.8,27.8,21.7,26.8,27.8,180,394.1,0,0,NA,2012-07-23
54,CRDA1201,RICER048,1,1,2012-07-24,54,6.7,12,12.9,20.6,41.2,0.24,30.8,23.6,27,28.2,21.2,27,28.2,199,394.1,0,0,NA,2012-07-24
55,CRDA1201,RICER048,1,1,2012-07-25,55,8.6,12,12.9,20.4,40.8,0.25,31.2,22.6,26.7,28.1,19.9,26.7,28.1,230,394.1,0,0,NA,2012-07-25
56,CRDA1201,RICER048,1,1,2012-07-26,56,14.3,12,12.8,19.8,39.6,0.28,30.6,24.4,27.4,28.4,22.1,27.4,28.4,218,394.1,0,0,NA,2012-07-26
57,CRDA1201,RICER048,1,1,2012-07-27,57,12.1,12,12.8,21.7,43.4,0.21,32.4,23.8,27.9,29.3,20,27.9,29.3,51,394.1,0,0,NA,2012-07-27
58,CRDA1201,RICER048,1,1,2012-07-28,58,9.2,12,12.8,11.2,22.4,0.59,29.9,23.6,26.6,27.6,21.7,26.6,27.6,220,394.1,0,0,NA,2012-07-28
59,CRDA1201,RICER048,1,1,2012-07-29,59,6.6,12,12.8,21,42,0.24,29.2,24,26.5,27.3,22,26.5,27.3,173,394.1,0,0,NA,2012-07-29
60,CRDA1201,RICER048,1,1,2012-07-30,60,3.5,12,12.8,22,44,0.2,30.7,22.7,26.5,27.8,19.5,26.5,27.8,127,394.1,0,0,NA,2012-07-30
61,CRDA1201,RICER048,1,1,2012-07-31,61,6.2,12,12.8,22.1,44.2,0.2,30.6,23.5,26.9,28.1,20.9,26.9,28.1,188,394.1,0,0,NA,2012-07-31
62,CRDA1201,RICER048,1,1,2012-08-01,62,7.5,12,12.8,10.3,20.6,0.63,28.9,24.1,26.4,27.2,22.4,26.4,27.2,259,394.1,0,0,NA,2012-08-01
63,CRDA1201,RICER048,1,1,2012-08-02,63,7.2,12,12.8,21,42,0.24,29.6,23.4,26.4,27.4,21.4,26.4,27.4,268,394.1,0,0,NA,2012-08-02
64,CRDA1201,RICER048,1,1,2012-08-03,64,5.2,12,12.8,18.6,37.2,0.33,30.8,22.6,26.5,27.9,19.6,26.5,27.9,184,394.1,0,0,NA,2012-08-03
65,CRDA1201,RICER048,1,1,2012-08-04,65,24.9,12,12.8,17.1,34.2,0.38,30.7,23.9,27.2,28.3,21.6,27.2,28.3,183,394.1,0,0,NA,2012-08-04
66,CRDA1201,RICER048,1,1,2012-08-05,66,4.8,12,12.8,22.5,45,0.19,31.4,23.4,27.2,28.5,20.5,27.2,28.5,111,394.1,0,0,NA,2012-08-05
67,CRDA1201,RICER048,1,1,2012-08-06,67,2.9,12,12.8,23,46,0.17,30.1,23.1,26.4,27.6,20.4,26.4,27.6,297,394.1,0,0,NA,2012-08-06
68,CRDA1201,RICER048,1,1,2012-08-07,68,6.4,12,12.8,23.9,47.8,0.14,30.1,22.7,26.2,27.4,20.3,26.2,27.4,216,394.1,0,0,NA,2012-08-07
69,CRDA1201,RICER048,1,1,2012-08-08,69,14,12,12.8,18.3,36.6,0.34,29.7,23.9,26.7,27.6,22,26.7,27.6,269,394.1,0,0,NA,2012-08-08
70,CRDA1201,RICER048,1,1,2012-08-09,70,9.9,12,12.8,13.8,27.6,0.51,28.3,23.5,25.8,26.6,21.7,25.8,26.6,268,394.1,0,0,NA,2012-08-09
71,CRDA1201,RICER048,1,1,2012-08-10,71,2.3,12,12.8,23.8,47.6,0.15,31,21.7,26.1,27.7,18.5,26.1,27.7,247,394.1,0,0,NA,2012-08-10
72,CRDA1201,RICER048,1,1,2012-08-11,72,7.1,12,12.8,18.6,37.2,0.34,28.6,23.3,25.8,26.7,21,25.8,26.7,157,394.1,0,0,NA,2012-08-11
73,CRDA1201,RICER048,1,1,2012-08-12,73,3.4,12,12.8,22.4,44.8,0.2,30.2,23.4,26.7,27.8,20.9,26.7,27.8,112,394.1,0,0,NA,2012-08-12
74,CRDA1201,RICER048,1,1,2012-08-13,74,12.9,12,12.8,19,38,0.32,30.1,22.8,26.3,27.5,20.6,26.3,27.5,227,394.1,0,0,NA,2012-08-13
75,CRDA1201,RICER048,1,1,2012-08-14,75,14.3,12,12.8,18.3,36.6,0.35,28.8,23.1,25.8,26.8,21.5,25.8,26.8,287,394.1,0,0,NA,2012-08-14
76,CRDA1201,RICER048,1,1,2012-08-15,76,10.1,12,12.8,16.2,32.4,0.42,30.4,23,26.5,27.7,20.7,26.5,27.7,166,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,10.9,12,12.8,18,36,0.36,28.3,24.3,26.2,26.9,22.7,26.2,26.9,121,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,5.7,12,12.8,21.6,43.2,0.24,27.9,23.1,25.4,26.2,21.4,25.4,26.2,291,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,6,12,12.8,11.4,22.8,0.6,26.8,23,24.8,25.4,21.7,24.8,25.4,316,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,7.8,12,12.8,19.9,39.8,0.3,30.2,23.6,26.8,27.8,21.6,26.8,27.8,152,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,11.7,12,12.8,19.8,39.6,0.3,30.5,23.8,27,28.1,21.8,27,28.1,235,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,10.2,12,12.8,15.8,31.6,0.44,30,23.6,26.7,27.7,21.7,26.7,27.7,183,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,21,12,12.8,12.7,25.4,0.55,28.8,24.1,26.3,27.1,22.3,26.3,27.1,180,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,5.7,12,12.8,15.3,30.6,0.46,28.9,22.6,25.6,26.6,20.3,25.6,26.6,158,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,6.8,12,12.8,18,36,0.37,30.1,22.9,26.3,27.5,20.8,26.3,27.5,224,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,14.7,12,12.8,9.9,19.8,0.65,28.2,23.3,25.6,26.4,21.8,25.6,26.4,220,394.3,0,0,NA,2012-08-25
