Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
36,CRDA1201,RICER048,1,1,2012-07-06,36,20.3,32.7,25,NA,5.942,0,5.942,1.155,0,1.155,0,0,289.95,150.46,0,150.46,0,0,NA,NA,NA,0.949,0.126,0.044,0.017,0.009,0.007,0.004,0,0
37,CRDA1201,RICER048,1,1,2012-07-07,37,20.9,31.2,24.9,NA,6.009,0,6.009,1.144,0,1.144,0,0,295.96,151.61,0,151.61,0,0,NA,NA,NA,0.939,0.126,0.044,0.017,0.009,0.007,0.004,0,0
38,CRDA1201,RICER048,1,1,2012-07-08,38,15.4,32.9,24.3,NA,4.491,0,4.491,1.15,0,1.15,0,0,300.45,152.76,0,152.76,0,0,NA,NA,NA,0.945,0.126,0.044,0.017,0.009,0.007,0.004,0,0
39,CRDA1201,RICER048,1,1,2012-07-09,39,23.1,34.1,24.3,NA,6.816,0,6.816,1.188,0,1.188,0,0,307.27,153.95,0,153.95,0,0,NA,NA,NA,0.983,0.125,0.044,0.017,0.009,0.007,0.004,0,0
40,CRDA1201,RICER048,1,1,2012-07-10,40,25.3,36.7,24.9,NA,8.321,0,8.321,1.228,0,1.228,0,0,315.59,155.18,0,155.18,0,0,NA,NA,NA,1.023,0.125,0.044,0.017,0.009,0.007,0.004,0,0
41,CRDA1201,RICER048,1,1,2012-07-11,41,24.9,39.4,25.7,NA,9.404,0,9.404,1.208,0,1.208,0,0,325,156.38,0,156.38,0,0,NA,NA,NA,1.003,0.125,0.044,0.017,0.009,0.007,0.004,0,0
42,CRDA1201,RICER048,1,1,2012-07-12,42,22.6,39.5,25.6,NA,8.561,0,8.561,1.201,0,1.201,0,0,333.56,157.58,0,157.58,0,0,NA,NA,NA,0.997,0.124,0.044,0.017,0.009,0.007,0.004,0,0
43,CRDA1201,RICER048,1,1,2012-07-13,43,16.7,34.9,26.2,NA,5.044,0,5.044,1.223,0,1.223,0,0,338.6,158.81,0,158.81,0,0,NA,NA,NA,1.019,0.124,0.044,0.017,0.009,0.007,0.004,0,0
44,CRDA1201,RICER048,1,1,2012-07-14,44,21.3,30.3,24.9,NA,6.092,0,6.092,6.092,0,6.092,0,0,344.69,164.9,0,164.9,0,0,NA,NA,NA,1.652,1.087,0.985,0.697,0.556,0.606,0.509,0,0
45,CRDA1201,RICER048,1,1,2012-07-15,45,22.4,31.2,24.6,NA,6.538,0,6.538,6.538,0,6.538,0,0,351.23,171.44,0,171.44,0,0,NA,NA,NA,1.871,1.218,1.039,0.72,0.561,0.613,0.516,0,0
46,CRDA1201,RICER048,1,1,2012-07-16,46,17.2,33.2,24.8,NA,5.125,0,5.125,5.125,0,5.125,0,0,356.36,176.56,0,176.56,0,0,NA,NA,NA,1.388,0.975,0.846,0.584,0.445,0.481,0.406,0,0
47,CRDA1201,RICER048,1,1,2012-07-17,47,25,34,23.9,NA,7.426,0,7.426,6.994,0,6.994,0,0,363.78,183.56,0,183.56,0,0,NA,NA,NA,1.885,1.312,1.163,0.807,0.62,0.655,0.553,0,0
48,CRDA1201,RICER048,1,1,2012-07-18,48,25.3,31.8,24.2,NA,7.371,0.038,7.357,7.081,0.038,7.044,0,0,371.15,190.64,0.04,190.6,0,0,NA,NA,NA,1.954,1.306,1.158,0.806,0.627,0.646,0.547,0.004,0.267
49,CRDA1201,RICER048,1,1,2012-07-19,49,19.8,34.7,23.3,NA,5.918,0.017,5.901,5.918,0.017,5.901,0,0,377.07,196.56,0.05,196.5,0,0,NA,NA,NA,1.528,1.11,0.997,0.698,0.544,0.554,0.47,0.002,0.266
50,CRDA1201,RICER048,1,1,2012-07-20,50,24.8,37,25,NA,8.286,0.077,8.256,1.372,0.077,1.295,0,0,385.36,197.93,0.13,197.8,0,0,NA,NA,NA,1.075,0.138,0.047,0.017,0.009,0.006,0.004,0.008,0.266
51,CRDA1201,RICER048,1,1,2012-07-21,51,22.8,34.2,25,NA,6.781,0.075,6.751,1.355,0.075,1.28,0,0,392.14,199.28,0.21,199.08,0,0,NA,NA,NA,1.06,0.138,0.047,0.017,0.009,0.006,0.004,0.008,0.265
52,CRDA1201,RICER048,1,1,2012-07-22,52,15.8,32.6,24.4,NA,4.603,0.062,4.578,1.342,0.062,1.28,0,0,396.74,200.62,0.27,200.36,0,0,NA,NA,NA,1.06,0.137,0.047,0.017,0.009,0.006,0.004,0.006,0.266
53,CRDA1201,RICER048,1,1,2012-07-23,53,23.5,34.4,24.9,NA,6.995,0.115,6.949,1.382,0.115,1.267,0,0,403.74,202.01,0.38,201.62,0,0,NA,NA,NA,1.049,0.136,0.046,0.017,0.009,0.006,0.004,0.011,0.266
54,CRDA1201,RICER048,1,1,2012-07-24,54,23.1,35.2,25,NA,6.988,0.135,6.934,1.403,0.135,1.268,0,0,410.72,203.41,0.52,202.89,0,0,NA,NA,NA,1.05,0.135,0.046,0.017,0.009,0.006,0.004,0.014,0.267
55,CRDA1201,RICER048,1,1,2012-07-25,55,25,37,25.6,NA,8.366,0.188,8.291,1.453,0.188,1.265,0,0,419.09,204.86,0.71,204.16,0,0,NA,NA,NA,1.047,0.136,0.047,0.017,0.009,0.006,0.004,0.019,0.268
56,CRDA1201,RICER048,1,1,2012-07-26,56,25.2,38.3,25.4,NA,8.957,0.254,8.856,1.469,0.254,1.215,0,0,428.05,206.33,0.96,205.37,0,0,NA,NA,NA,0.998,0.134,0.046,0.017,0.009,0.006,0.004,0.025,0.271
57,CRDA1201,RICER048,1,1,2012-07-27,57,25.2,38.4,24.9,NA,8.958,0.281,8.845,1.466,0.281,1.185,0,0,437.01,207.8,1.24,206.56,0,0,NA,NA,NA,0.97,0.133,0.046,0.017,0.009,0.006,0.004,0.028,0.272
58,CRDA1201,RICER048,1,1,2012-07-28,58,22.8,35,25.3,NA,6.796,0.235,6.702,1.392,0.235,1.157,0,0,443.8,209.19,1.48,207.71,0,0,NA,NA,NA,0.943,0.131,0.046,0.017,0.009,0.006,0.004,0.024,0.274
59,CRDA1201,RICER048,1,1,2012-07-29,59,12.7,31.8,24.8,NA,3.647,0.142,3.59,1.397,0.142,1.255,0,0,447.45,210.59,1.62,208.97,0,0,NA,NA,NA,1.04,0.133,0.046,0.017,0.009,0.006,0.004,0.014,0.276
60,CRDA1201,RICER048,1,1,2012-07-30,60,25.3,31.2,24.9,NA,7.291,0.313,7.165,7.076,0.313,6.763,0,0,454.74,217.66,1.93,215.73,0,0,NA,NA,NA,1.814,1.238,1.135,0.793,0.616,0.63,0.536,0.031,0.278
61,CRDA1201,RICER048,1,1,2012-07-31,61,24.7,35.5,23.4,NA,7.554,0.367,7.406,7.09,0.367,6.723,0,0,462.29,224.75,2.3,222.45,0,0,NA,NA,NA,1.811,1.243,1.134,0.777,0.606,0.622,0.53,0.037,0.281
62,CRDA1201,RICER048,1,1,2012-08-01,62,20.4,31.7,24.9,NA,5.9,0.126,5.769,5.895,0.126,5.769,0,0,468.19,230.65,2.43,228.22,0,0,NA,NA,NA,1.58,1.072,0.973,0.656,0.512,0.527,0.449,0.013,0.285
63,CRDA1201,RICER048,1,1,2012-08-02,63,19.9,32.5,24.2,NA,5.814,0.139,5.67,5.81,0.139,5.67,0,0,474.01,236.46,2.56,233.89,0,0,NA,NA,NA,1.615,1.077,0.945,0.636,0.48,0.495,0.423,0.014,0.29
64,CRDA1201,RICER048,1,1,2012-08-03,64,8.7,29.6,23.8,NA,2.459,0.066,2.391,2.457,0.066,2.391,0,0,476.47,238.91,2.63,236.28,0,0,NA,NA,NA,0.668,0.461,0.404,0.275,0.202,0.206,0.176,0.007,0.296
65,CRDA1201,RICER048,1,1,2012-08-04,65,21.3,31.1,23.5,NA,6.107,0.177,5.926,6.103,0.177,5.926,0,0,482.57,245.02,2.81,242.21,0,0,NA,NA,NA,1.649,1.175,1.001,0.682,0.506,0.494,0.419,0.018,0.302
66,CRDA1201,RICER048,1,1,2012-08-05,66,11.8,30.5,24.1,NA,3.368,0.108,3.257,3.365,0.108,3.257,0,0,485.94,248.38,2.92,245.47,0,0,NA,NA,NA,0.89,0.638,0.555,0.38,0.29,0.277,0.227,0.011,0.305
67,CRDA1201,RICER048,1,1,2012-08-06,67,21.8,31.6,23.4,NA,6.279,0.218,6.055,6.273,0.218,6.055,0,0,492.22,254.66,3.13,251.52,0,0,NA,NA,NA,1.606,1.144,1.034,0.724,0.563,0.556,0.429,0.022,0.313
68,CRDA1201,RICER048,1,1,2012-08-07,68,21.1,32.4,23.6,NA,6.072,0.235,5.832,6.067,0.235,5.832,0,0,498.29,260.72,3.37,257.35,0,0,NA,NA,NA,1.539,1.084,0.987,0.693,0.546,0.566,0.415,0.024,0.319
69,CRDA1201,RICER048,1,1,2012-08-08,69,16.3,29.6,24.9,NA,4.614,0.199,4.412,4.611,0.199,4.412,0,0,502.9,265.33,3.57,261.76,0,0,NA,NA,NA,1.198,0.843,0.732,0.508,0.4,0.425,0.307,0.02,0.328
70,CRDA1201,RICER048,1,1,2012-08-09,70,22.5,31.2,24,NA,6.449,0.302,6.141,6.443,0.302,6.141,0,0,509.35,271.78,3.87,267.91,0,0,NA,NA,NA,1.662,1.205,1.019,0.7,0.546,0.58,0.43,0.03,0.339
71,CRDA1201,RICER048,1,1,2012-08-10,71,18.5,28.8,23.1,NA,5.118,0.266,4.847,5.112,0.266,4.847,0,0,514.47,276.89,4.14,272.75,0,0,NA,NA,NA,1.299,0.925,0.806,0.558,0.436,0.464,0.358,0.027,0.349
72,CRDA1201,RICER048,1,1,2012-08-11,72,23.7,31.2,23.3,NA,6.736,0.389,6.344,6.733,0.389,6.344,0,0,521.21,283.62,4.52,279.1,0,0,NA,NA,NA,1.701,1.213,1.048,0.726,0.568,0.604,0.484,0.039,0.363
73,CRDA1201,RICER048,1,1,2012-08-12,73,18.9,31.8,23.6,NA,5.398,0.346,5.048,5.394,0.346,5.048,0,0,526.61,289.02,4.87,284.14,0,0,NA,NA,NA,1.333,0.97,0.836,0.579,0.453,0.482,0.395,0.035,0.376
74,CRDA1201,RICER048,1,1,2012-08-13,74,23.7,29.7,24.3,NA,6.652,0.458,6.178,6.636,0.458,6.178,0,0,533.26,295.65,5.33,290.32,0,0,NA,NA,NA,1.661,1.151,1.016,0.708,0.557,0.593,0.492,0.046,0.394
75,CRDA1201,RICER048,1,1,2012-08-14,75,20.8,31.1,23.3,NA,5.863,0.451,5.398,5.848,0.451,5.398,0,0,539.12,301.5,5.78,295.72,0,0,NA,NA,NA,1.402,0.988,0.896,0.63,0.499,0.536,0.447,0.045,0.41
76,CRDA1201,RICER048,1,1,2012-08-15,76,17.4,30.3,23.1,NA,4.82,0.412,4.398,4.809,0.412,4.398,0,0,543.94,306.31,6.19,300.12,0,0,NA,NA,NA,1.1,0.803,0.74,0.52,0.413,0.448,0.375,0.041,0.432
77,CRDA1201,RICER048,1,1,2012-08-16,77,18.1,29.3,23.9,NA,4.975,0.465,4.5,4.966,0.465,4.5,0,0,548.92,311.28,6.66,304.62,0,0,NA,NA,NA,1.172,0.815,0.745,0.523,0.415,0.451,0.379,0.047,0.453
78,CRDA1201,RICER048,1,1,2012-08-17,78,12.2,28.4,23.6,NA,3.322,0.341,2.975,3.316,0.341,2.975,0,0,552.24,314.59,7,307.59,0,0,NA,NA,NA,0.811,0.55,0.485,0.336,0.265,0.287,0.241,0.034,0.474
79,CRDA1201,RICER048,1,1,2012-08-18,79,22.2,29.1,22.9,NA,6.075,0.67,5.393,6.063,0.67,5.393,0,0,558.31,320.65,7.67,312.99,0,0,NA,NA,NA,1.495,1.009,0.877,0.604,0.472,0.509,0.426,0.067,0.498
80,CRDA1201,RICER048,1,1,2012-08-19,80,19.1,30,22.7,NA,5.24,0.645,4.586,5.232,0.645,4.586,0,0,563.55,325.89,8.31,317.57,0,0,NA,NA,NA,1.191,0.847,0.767,0.534,0.419,0.452,0.377,0.065,0.513
81,CRDA1201,RICER048,1,1,2012-08-20,81,24.8,30.6,23.4,NA,6.821,0.926,5.887,6.813,0.926,5.887,0,0,570.37,332.7,9.24,323.46,0,0,NA,NA,NA,1.498,1.078,0.989,0.692,0.546,0.591,0.494,0.093,0.538
82,CRDA1201,RICER048,1,1,2012-08-21,82,24.7,31,23.6,NA,6.805,1.025,5.766,6.791,1.025,5.766,0,0,577.18,339.49,10.26,329.23,0,0,NA,NA,NA,1.477,1.048,0.965,0.676,0.534,0.581,0.486,0.102,0.562
83,CRDA1201,RICER048,1,1,2012-08-22,83,17.6,30.4,23.4,NA,4.792,0.797,3.98,4.777,0.797,3.98,0,0,581.97,344.27,11.06,333.21,0,0,NA,NA,NA,1.033,0.723,0.664,0.462,0.365,0.399,0.335,0.08,0.594
84,CRDA1201,RICER048,1,1,2012-08-23,84,18.5,29,23.5,NA,4.961,0.902,4.045,4.948,0.902,4.045,0,0,586.93,349.21,11.96,337.25,0,0,NA,NA,NA,1.087,0.738,0.67,0.459,0.361,0.397,0.334,0.09,0.629
85,CRDA1201,RICER048,1,1,2012-08-24,85,21.7,31.6,22.7,NA,5.936,1.187,4.741,5.928,1.187,4.741,0,0,592.87,355.14,13.15,341.99,0,0,NA,NA,NA,1.312,0.868,0.78,0.531,0.412,0.454,0.383,0.119,0.659
86,CRDA1201,RICER048,1,1,2012-08-25,86,24.3,32.4,24.4,NA,6.764,1.484,5.27,6.754,1.484,5.27,0,0,599.63,361.9,14.63,347.26,0,0,NA,NA,NA,1.476,0.968,0.868,0.594,0.449,0.497,0.419,0.148,0.692
87,CRDA1201,RICER048,1,1,2012-08-26,87,11.7,31.8,24.2,NA,3.217,0.768,2.444,3.212,0.768,2.444,0,0,602.85,365.11,15.4,349.71,0,0,NA,NA,NA,0.676,0.466,0.405,0.277,0.206,0.224,0.19,0.077,0.732
88,CRDA1201,RICER048,1,1,2012-08-27,88,23.7,28.9,24.1,NA,6.323,1.574,4.728,6.302,1.574,4.728,0,0,609.17,371.41,16.98,354.43,0,0,NA,NA,NA,1.322,0.908,0.783,0.535,0.404,0.423,0.354,0.157,0.765
89,CRDA1201,RICER048,1,1,2012-08-28,89,25.2,30.9,23.7,NA,6.802,1.851,4.932,6.783,1.851,4.932,0,0,615.98,378.19,18.83,359.36,0,0,NA,NA,NA,1.336,0.924,0.826,0.572,0.441,0.458,0.375,0.185,0.786
90,CRDA1201,RICER048,1,1,2012-08-29,90,25.3,32.9,24.2,NA,6.948,2.069,4.864,6.933,2.069,4.864,0,0,622.92,385.13,20.9,364.23,0,0,NA,NA,NA,1.31,0.895,0.812,0.566,0.443,0.465,0.373,0.207,0.824
91,CRDA1201,RICER048,1,1,2012-08-30,91,11.2,28.7,24.6,NA,2.94,0.942,1.984,2.926,0.942,1.984,0,0,625.86,388.05,21.84,366.21,0,0,NA,NA,NA,0.537,0.362,0.33,0.23,0.181,0.192,0.152,0.094,0.865
92,CRDA1201,RICER048,1,1,2012-08-31,92,23.3,30.9,23.1,NA,6.188,2.075,4.081,6.156,2.075,4.081,0,0,632.05,394.21,23.91,370.29,0,0,NA,NA,NA,1.089,0.752,0.681,0.474,0.373,0.398,0.313,0.207,0.907
93,CRDA1201,RICER048,1,1,2012-09-01,93,23.3,30.8,23.4,NA,6.144,2.231,3.886,6.117,2.231,3.886,0,0,638.2,400.32,26.14,374.18,0,0,NA,NA,NA,1.02,0.715,0.653,0.456,0.357,0.384,0.3,0.223,0.933
94,CRDA1201,RICER048,1,1,2012-09-02,94,7.8,30.6,23.7,NA,2.05,0.795,1.242,2.038,0.795,1.242,0,0,640.25,402.36,26.94,375.42,0,0,NA,NA,NA,0.342,0.23,0.205,0.143,0.111,0.119,0.093,0.08,0.979
95,CRDA1201,RICER048,1,1,2012-09-03,95,22.7,30.6,22.2,NA,5.922,2.339,3.542,5.881,2.339,3.542,0,0,646.17,408.24,29.28,378.96,0,0,NA,NA,NA,1.01,0.665,0.579,0.398,0.308,0.327,0.254,0.234,1.026
96,CRDA1201,RICER048,1,1,2012-09-04,96,23,32,23.5,NA,6.107,2.525,3.546,6.071,2.525,3.546,0,0,652.27,414.31,31.8,382.51,0,0,NA,NA,NA,0.953,0.664,0.595,0.412,0.321,0.341,0.261,0.252,1.048
97,CRDA1201,RICER048,1,1,2012-09-05,97,16.4,31.4,24,NA,4.312,1.856,2.431,4.287,1.856,2.431,0,0,656.59,418.6,33.66,384.94,0,0,NA,NA,NA,0.661,0.448,0.406,0.282,0.221,0.236,0.178,0.186,1.099
98,CRDA1201,RICER048,1,1,2012-09-06,98,22.6,30.4,24.2,NA,5.891,2.617,3.244,5.861,2.617,3.244,0,0,662.48,424.46,36.28,388.19,0,0,NA,NA,NA,0.922,0.595,0.531,0.368,0.288,0.31,0.231,0.262,1.15
99,CRDA1201,RICER048,1,1,2012-09-07,99,24.8,31.3,23.1,NA,6.448,2.965,3.446,6.411,2.965,3.446,0,0,668.93,430.87,39.24,391.63,0,0,NA,NA,NA,0.974,0.634,0.565,0.391,0.306,0.331,0.244,0.296,1.192
100,CRDA1201,RICER048,1,1,2012-09-08,100,13.8,30.6,23.5,NA,3.558,1.699,1.842,3.541,1.699,1.842,0,0,672.48,434.41,40.94,393.47,0,0,NA,NA,NA,0.513,0.339,0.304,0.211,0.165,0.179,0.131,0.17,1.247
101,CRDA1201,RICER048,1,1,2012-09-09,101,21.6,32,23.4,NA,5.633,2.759,2.857,5.616,2.759,2.856,0,0,678.12,440.03,43.7,396.33,0,0,NA,NA,NA,0.803,0.529,0.47,0.325,0.254,0.276,0.199,0.276,1.308
102,CRDA1201,RICER048,1,1,2012-09-10,102,24.3,31.1,23.3,NA,6.257,3.139,3.087,6.225,3.139,3.087,0,0,684.37,446.26,46.84,399.42,0,0,NA,NA,NA,0.851,0.574,0.512,0.354,0.277,0.302,0.215,0.314,1.348
103,CRDA1201,RICER048,1,1,2012-09-11,103,21.9,30.9,23.6,NA,5.612,2.897,2.688,5.585,2.897,2.688,0,0,689.99,451.84,49.74,402.1,0,0,NA,NA,NA,0.706,0.499,0.455,0.316,0.248,0.272,0.193,0.29,1.405
104,CRDA1201,RICER048,1,1,2012-09-12,104,22.7,31.8,23.3,NA,5.837,3.095,2.723,5.817,3.095,2.722,0,0,695.82,457.66,52.83,404.83,0,0,NA,NA,NA,0.728,0.526,0.456,0.313,0.244,0.267,0.188,0.309,1.468
