Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-15.87972222,13.77972222,2016,1,1,1,2016-01-01,19.63,33.76,15.67,23.55,6.53,39.56,0,2.47,76.62,0.45,0.46,0.58
2,-15.87972222,13.77972222,2016,1,2,2,2016-01-02,10.46,30.87,16.75,22.8,6.53,39.5,0,2.55,73.81,0.44,0.46,0.58
3,-15.87972222,13.77972222,2016,1,3,3,2016-01-03,12.36,30.53,18.12,22.67,6.84,41.56,0,2.58,80.44,0.45,0.46,0.58
4,-15.87972222,13.77972222,2016,1,4,4,2016-01-04,5.3,31.01,17.73,23,7.81,45.62,0.1,2.61,104.06,0.45,0.46,0.58
5,-15.87972222,13.77972222,2016,1,5,5,2016-01-05,20.2,31.93,18.07,23.63,9.52,56.69,0.03,2.91,99.94,0.45,0.46,0.58
6,-15.87972222,13.77972222,2016,1,6,6,2016-01-06,21.04,31.85,14.87,22.52,8.18,52.88,0,2.38,60.75,0.44,0.46,0.58
7,-15.87972222,13.77972222,2016,1,7,7,2016-01-07,21.53,31.84,15.73,23.73,7.39,43.88,0,1.67,155.44,0.44,0.46,0.57
8,-15.87972222,13.77972222,2016,1,8,8,2016-01-08,21.09,33.16,15.97,24.01,7.51,44.5,0,1.84,140.19,0.44,0.45,0.57
9,-15.87972222,13.77972222,2016,1,9,9,2016-01-09,21.16,34.46,15.88,24.25,8.06,47.38,0,2.69,68.62,0.43,0.45,0.57
10,-15.87972222,13.77972222,2016,1,10,10,2016-01-10,20.99,36.35,17.12,25.59,7.2,37.94,0,2.72,41.62,0.43,0.45,0.57
11,-15.87972222,13.77972222,2016,1,11,11,2016-01-11,20.51,35.99,17.35,26.3,7.08,35.94,0,2.3,62.31,0.42,0.45,0.57
12,-15.87972222,13.77972222,2016,1,12,12,2016-01-12,15.82,36.61,18.55,27.07,7.14,33.31,0,2.54,58.12,0.42,0.45,0.57
13,-15.87972222,13.77972222,2016,1,13,13,2016-01-13,14.34,37.94,21.12,27.83,8.12,37.81,0,2.46,113.5,0.41,0.45,0.57
14,-15.87972222,13.77972222,2016,1,14,14,2016-01-14,20.43,36.53,19.37,26.65,8.73,44.56,0,1.84,175.31,0.41,0.45,0.56
15,-15.87972222,13.77972222,2016,1,15,15,2016-01-15,21.12,36.43,19.15,26.56,7.63,40.19,0,1.85,101.88,0.41,0.45,0.56
16,-15.87972222,13.77972222,2016,1,16,16,2016-01-16,21.06,36.19,15.98,25.3,5.07,28.31,0,2.48,74.44,0.41,0.45,0.56
17,-15.87972222,13.77972222,2016,1,17,17,2016-01-17,20.46,36.11,15.86,24.95,4.82,27,0,2.91,67.38,0.41,0.45,0.56
18,-15.87972222,13.77972222,2016,1,18,18,2016-01-18,21.9,36.01,15.3,25.19,4.82,26.56,0,2.14,129.44,0.41,0.44,0.56
19,-15.87972222,13.77972222,2016,1,19,19,2016-01-19,21.42,35.34,15.93,25.13,5.19,28.69,0,1.79,107.44,0.41,0.44,0.56
20,-15.87972222,13.77972222,2016,1,20,20,2016-01-20,16.39,35.8,16.83,25.71,6.59,33.94,0,2.48,89.31,0.41,0.44,0.56
21,-15.87972222,13.77972222,2016,1,21,21,2016-01-21,14.97,35.76,19.36,26.37,7.57,38.75,0,1.97,102.06,0.41,0.44,0.56
22,-15.87972222,13.77972222,2016,1,22,22,2016-01-22,20.71,34.5,18.6,25.23,5.92,32.12,0,2.85,79.69,0.41,0.44,0.55
