Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-12.23972222,14.46972222,2021,1,1,1,2021-01-01,20.48,35.49,19.84,26.61,8.91,44.12,0,2.58,41.88,0.34,0.4,0.41
2,-12.23972222,14.46972222,2021,1,2,2,2021-01-02,20.73,34.05,17.98,25.05,8.79,47.69,0,2.43,33.38,0.34,0.4,0.41
3,-12.23972222,14.46972222,2021,1,3,3,2021-01-03,21.13,34.21,17.18,25,8.36,45.88,0,2.33,69.31,0.34,0.4,0.41
4,-12.23972222,14.46972222,2021,1,4,4,2021-01-04,20.69,34.76,17.45,25.02,7.02,38.56,0,2.76,34.56,0.33,0.4,0.41
5,-12.23972222,14.46972222,2021,1,5,5,2021-01-05,21.03,35.47,16.18,25.15,6.29,34.5,0,3.62,52.38,0.32,0.39,0.41
6,-12.23972222,14.46972222,2021,1,6,6,2021-01-06,20.96,35.21,20.73,26.43,6.53,32.69,0,3.11,51.5,0.31,0.39,0.41
7,-12.23972222,14.46972222,2021,1,7,7,2021-01-07,21.1,37.43,18.51,26.48,6.71,34.94,0,3.09,69.62,0.3,0.39,0.4
8,-12.23972222,14.46972222,2021,1,8,8,2021-01-08,20.5,37.51,17.4,26.4,6.77,35.81,0,2.23,74.56,0.3,0.39,0.4
9,-12.23972222,14.46972222,2021,1,9,9,2021-01-09,21.08,35.39,16.87,25.2,8,44.44,0,3.51,126.62,0.3,0.39,0.4
10,-12.23972222,14.46972222,2021,1,10,10,2021-01-10,20.34,34.37,18.25,25.12,8.06,44.5,0,4.82,43.88,0.3,0.39,0.4
11,-12.23972222,14.46972222,2021,1,11,11,2021-01-11,20.56,32.57,16.19,23.5,6.23,37.31,0,4.36,44.5,0.3,0.39,0.4
12,-12.23972222,14.46972222,2021,1,12,12,2021-01-12,18.17,32.59,17.84,23.96,5.68,32.19,0,3.91,48.44,0.29,0.38,0.4
13,-12.23972222,14.46972222,2021,1,13,13,2021-01-13,21.07,35.08,17.29,24.68,5.49,31,0,3.88,50.06,0.29,0.38,0.4
14,-12.23972222,14.46972222,2021,1,14,14,2021-01-14,20.89,35.28,16.21,24.65,4.82,27.81,0,4.11,56.88,0.28,0.38,0.39
15,-12.23972222,14.46972222,2021,1,15,15,2021-01-15,19.63,33.75,17,24.23,4.33,25.19,0,4.34,57.94,0.27,0.38,0.39
16,-12.23972222,14.46972222,2021,1,16,16,2021-01-16,18.16,33.53,16.4,23.95,4.15,24.44,0,4.59,61.56,0.27,0.38,0.39
17,-12.23972222,14.46972222,2021,1,17,17,2021-01-17,16.1,33.22,14.62,23.21,3.66,22.5,0,4.29,58.75,0.26,0.38,0.39
18,-12.23972222,14.46972222,2021,1,18,18,2021-01-18,19.13,33.88,17.11,24.02,3.78,21.88,0,3.99,54.44,0.25,0.38,0.39
19,-12.23972222,14.46972222,2021,1,19,19,2021-01-19,20.88,33.43,15.3,22.82,3.91,24.06,0,3.77,49,0.24,0.38,0.39
20,-12.23972222,14.46972222,2021,1,20,20,2021-01-20,21.56,36.15,16.23,25.44,4.64,24.81,0,3.43,56.88,0.24,0.38,0.39
21,-12.23972222,14.46972222,2021,1,21,21,2021-01-21,19.3,35.58,18.46,25.15,4.7,26,0,4.34,60.12,0.23,0.38,0.39
22,-12.23972222,14.46972222,2021,1,22,22,2021-01-22,20.63,34.59,16.6,24.5,3.66,21.12,0,4.38,62.62,0.23,0.38,0.39
23,-12.23972222,14.46972222,2021,1,23,23,2021-01-23,20.99,34.3,16.21,24.12,3.54,20.62,0,3.84,62.5,0.22,0.38,0.38
24,-12.23972222,14.46972222,2021,1,24,24,2021-01-24,22.51,34.76,15.87,24.19,3.05,17.88,0,3.84,61.44,0.21,0.38,0.38
25,-12.23972222,14.46972222,2021,1,25,25,2021-01-25,22.09,36.52,14.97,24.64,3.05,18.19,0,3.66,65.19,0.2,0.38,0.38
26,-12.23972222,14.46972222,2021,1,26,26,2021-01-26,22.06,36.43,14.59,24.45,2.75,16.31,0,3.69,64.69,0.2,0.38,0.38
27,-12.23972222,14.46972222,2021,1,27,27,2021-01-27,24.08,36.65,14.45,24.69,2.69,15.94,0,3.8,64.75,0.2,0.38,0.38
28,-12.23972222,14.46972222,2021,1,28,28,2021-01-28,23.89,36.75,14.89,24.85,2.75,16.12,0,3.88,63.25,0.19,0.38,0.38
29,-12.23972222,14.46972222,2021,1,29,29,2021-01-29,20.57,36.6,15.12,24.87,3.05,18,0,3.2,51.81,0.19,0.38,0.38
30,-12.23972222,14.46972222,2021,1,30,30,2021-01-30,21.32,37.62,15.7,25.81,3.11,16.31,0,3.39,54.81,0.18,0.38,0.38
31,-12.23972222,14.46972222,2021,1,31,31,2021-01-31,18.62,35.84,17.71,25.56,3.3,17.44,0,4.22,59.88,0.18,0.38,0.38
32,-12.23972222,14.46972222,2021,2,1,32,2021-02-01,19.78,36.92,17.65,26.19,2.87,14.75,0,3.4,64.38,0.17,0.38,0.38
33,-12.23972222,14.46972222,2021,2,2,33,2021-02-02,22.28,36.7,18.71,26.2,3.23,16.75,0,3.02,70.19,0.17,0.38,0.38
34,-12.23972222,14.46972222,2021,2,3,34,2021-02-03,21.08,38.03,16.74,27.05,3.17,16.19,0,2.8,67.19,0.16,0.38,0.38
35,-12.23972222,14.46972222,2021,2,4,35,2021-02-04,21.39,38.97,20.02,28.71,3.23,14.5,0,2.52,90.75,0.16,0.38,0.38
36,-12.23972222,14.46972222,2021,2,5,36,2021-02-05,16.92,30.01,19.95,24.51,4.7,25.12,0,2.76,288.69,0.16,0.38,0.38
37,-12.23972222,14.46972222,2021,2,6,37,2021-02-06,14.09,27.08,18.51,22.33,5.92,35.88,0,3.41,167.88,0.16,0.38,0.38
38,-12.23972222,14.46972222,2021,2,7,38,2021-02-07,21.61,33.14,16.75,24.26,4.64,26.88,0,4.22,50.25,0.16,0.38,0.38
39,-12.23972222,14.46972222,2021,2,8,39,2021-02-08,21.7,34.48,16.77,25.18,4.33,23.31,0,3.42,51.75,0.16,0.38,0.38
40,-12.23972222,14.46972222,2021,2,9,40,2021-02-09,18.25,37.21,18.84,27.19,4.09,19.31,0,3.67,51.69,0.16,0.38,0.38
41,-12.23972222,14.46972222,2021,2,10,41,2021-02-10,19.24,36.56,20.23,27.74,3.78,16.94,0,3.76,59.62,0.16,0.38,0.38
42,-12.23972222,14.46972222,2021,2,11,42,2021-02-11,22.16,38.94,21,28.9,3.3,14.12,0,3.33,50.94,0.15,0.38,0.38
43,-12.23972222,14.46972222,2021,2,12,43,2021-02-12,23.54,39.48,19.58,28.64,3.17,13.94,0,3.09,44.56,0.15,0.38,0.38
44,-12.23972222,14.46972222,2021,2,13,44,2021-02-13,23.89,39.65,18.84,28.67,3.17,14.62,0,3.09,67.31,0.14,0.38,0.38
45,-12.23972222,14.46972222,2021,2,14,45,2021-02-14,23.72,38.85,19.03,28.62,2.99,13.56,0,2.48,83.94,0.13,0.38,0.38
46,-12.23972222,14.46972222,2021,2,15,46,2021-02-15,21.54,40.26,20.44,29.65,2.93,12.5,0,3.36,71.06,0.13,0.38,0.38
47,-12.23972222,14.46972222,2021,2,16,47,2021-02-16,19.84,39.11,20.95,29.8,3.3,13.69,0,3.41,50.81,0.13,0.38,0.38
48,-12.23972222,14.46972222,2021,2,17,48,2021-02-17,9.17,37.69,24.31,30.39,5,19.5,0,3.35,46.56,0.12,0.38,0.38
49,-12.23972222,14.46972222,2021,2,18,49,2021-02-18,14.13,36.82,23.55,29.46,5.8,24.06,0,2.34,37.31,0.12,0.38,0.38
50,-12.23972222,14.46972222,2021,2,19,50,2021-02-19,12.24,37.42,22.79,29.82,5.86,23.44,0,2.25,34,0.12,0.38,0.38
51,-12.23972222,14.46972222,2021,2,20,51,2021-02-20,17.96,38.76,23.25,30.66,6.16,23.44,0,2.62,173.94,0.12,0.38,0.38
52,-12.23972222,14.46972222,2021,2,21,52,2021-02-21,22.1,39.51,22.39,30.3,5,18.88,0,3.23,43.69,0.12,0.38,0.38
53,-12.23972222,14.46972222,2021,2,22,53,2021-02-22,22.96,40.11,21.23,30.01,3.85,16.56,0,3.35,67.5,0.12,0.38,0.38
54,-12.23972222,14.46972222,2021,2,23,54,2021-02-23,24.84,39.44,20.46,29.12,2.62,11.88,0,4.15,67.81,0.12,0.38,0.38
55,-12.23972222,14.46972222,2021,2,24,55,2021-02-24,25.72,38.79,18.95,28.12,2.44,11.62,0,3.68,58.69,0.12,0.38,0.38
56,-12.23972222,14.46972222,2021,2,25,56,2021-02-25,24.63,37.51,18.76,27.58,2.69,12.88,0,4.59,58.88,0.12,0.38,0.38
57,-12.23972222,14.46972222,2021,2,26,57,2021-02-26,23.56,35.15,18.5,26.13,2.75,13.94,0,4.38,47.75,0.11,0.38,0.38
58,-12.23972222,14.46972222,2021,2,27,58,2021-02-27,23.09,35.59,17.31,26.03,2.38,12.38,0,3.24,37.19,0.11,0.38,0.38
59,-12.23972222,14.46972222,2021,2,28,59,2021-02-28,22.75,37.54,18.4,27.25,2.56,12.44,0,2.37,170.38,0.11,0.38,0.38
60,-12.23972222,14.46972222,2021,3,1,60,2021-03-01,24.61,37.79,20.03,28.19,2.81,12.81,0,3.41,121.31,0.11,0.38,0.38
61,-12.23972222,14.46972222,2021,3,2,61,2021-03-02,23.5,39.69,21.37,29.84,3.3,13.88,0,4.45,45.81,0.1,0.38,0.38
62,-12.23972222,14.46972222,2021,3,3,62,2021-03-03,22.81,40.51,21.3,30.62,3.91,14.75,0,3.76,48.44,0.1,0.38,0.38
63,-12.23972222,14.46972222,2021,3,4,63,2021-03-04,23.22,40.73,22.7,31.6,4.52,16.75,0,2.98,35.94,0.1,0.38,0.38
64,-12.23972222,14.46972222,2021,3,5,64,2021-03-05,22.45,41,24.37,32.06,5.07,18.38,0,3.15,60.31,0.1,0.38,0.38
65,-12.23972222,14.46972222,2021,3,6,65,2021-03-06,24.51,41.16,23.51,32.51,5,17.62,0,2.21,175.81,0.1,0.38,0.38
66,-12.23972222,14.46972222,2021,3,7,66,2021-03-07,22.71,39.12,23.79,31.39,4.52,16.38,0,2.49,124.5,0.09,0.37,0.38
67,-12.23972222,14.46972222,2021,3,8,67,2021-03-08,24.26,40.09,22.37,30.83,4.76,18.62,0,3.48,107.44,0.09,0.37,0.38
68,-12.23972222,14.46972222,2021,3,9,68,2021-03-09,25.15,38.73,22.04,29.81,4.52,18.19,0,4.15,187.19,0.09,0.37,0.38
69,-12.23972222,14.46972222,2021,3,10,69,2021-03-10,24.3,37.11,20.55,28.72,4.39,19.12,0,3.6,78.88,0.09,0.37,0.38
70,-12.23972222,14.46972222,2021,3,11,70,2021-03-11,20.12,38.3,22.9,29.32,2.81,11.75,0,3.97,38.25,0.09,0.37,0.38
71,-12.23972222,14.46972222,2021,3,12,71,2021-03-12,23.48,34.95,20.3,27.58,2.87,14.12,0,4.55,50.56,0.09,0.37,0.38
72,-12.23972222,14.46972222,2021,3,13,72,2021-03-13,23.3,37.41,19.33,27.95,3.48,15.88,0,3.66,55.88,0.09,0.37,0.38
73,-12.23972222,14.46972222,2021,3,14,73,2021-03-14,23.89,38.07,19.57,28.76,3.91,16.12,0,3.19,54.19,0.09,0.37,0.38
74,-12.23972222,14.46972222,2021,3,15,74,2021-03-15,24.07,38.79,20.81,29.6,4.21,17.19,0,2.8,36.94,0.09,0.37,0.38
75,-12.23972222,14.46972222,2021,3,16,75,2021-03-16,25.44,39.98,20.88,30.32,3.66,14.56,0,2.22,114.88,0.09,0.37,0.38
76,-12.23972222,14.46972222,2021,3,17,76,2021-03-17,26.35,39.83,20.77,30.23,3.42,13.75,0,2.02,106.12,0.09,0.37,0.38
77,-12.23972222,14.46972222,2021,3,18,77,2021-03-18,27.03,39.8,20.26,30.75,3.72,14.69,0,1.45,179.69,0.09,0.37,0.38
78,-12.23972222,14.46972222,2021,3,19,78,2021-03-19,25.89,39.76,22.05,30.9,5.25,19.38,0,2.09,273.19,0.09,0.37,0.38
79,-12.23972222,14.46972222,2021,3,20,79,2021-03-20,25.59,41.09,22.37,31.82,5.25,18.88,0,2.85,276.75,0.09,0.37,0.38
80,-12.23972222,14.46972222,2021,3,21,80,2021-03-21,26.44,41.81,22.58,32.24,5.13,18.19,0,2.88,327.5,0.09,0.37,0.38
