Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
19,-14.23972222,13.85972222,2022,1,19,19,2022-01-19,21.4,36.9,18.97,26.53,3.85,19.06,0,3.6,88.31,0.27,0.38,0.39
20,-14.23972222,13.85972222,2022,1,20,20,2022-01-20,21.06,36.52,17.62,26.15,4.27,22.44,0,3.3,100.44,0.26,0.38,0.39
21,-14.23972222,13.85972222,2022,1,21,21,2022-01-21,19.1,36.23,16.48,26.02,5,26.81,0,3.3,100.75,0.25,0.38,0.38
22,-14.23972222,13.85972222,2022,1,22,22,2022-01-22,20.73,34.92,20.03,26.66,3.97,19.19,0,4.08,77.5,0.24,0.38,0.38
23,-14.23972222,13.85972222,2022,1,23,23,2022-01-23,22.27,35.74,18.05,26.26,3.3,16.75,0,4.47,77.19,0.23,0.38,0.38
24,-14.23972222,13.85972222,2022,1,24,24,2022-01-24,19.87,35.92,18.1,26.58,3.11,15.62,0,4.41,69.88,0.23,0.38,0.38
25,-14.23972222,13.85972222,2022,1,25,25,2022-01-25,14.94,35.69,19.62,26.6,2.75,13.56,0,4.44,54.44,0.23,0.38,0.38
26,-14.23972222,13.85972222,2022,1,26,26,2022-01-26,18.52,33.79,18.89,26.37,3.11,15.38,0,3.33,56.06,0.22,0.38,0.38
27,-14.23972222,13.85972222,2022,1,27,27,2022-01-27,22,37.48,18.25,27.04,3.66,18.69,0,2.95,126.69,0.22,0.38,0.38
28,-14.23972222,13.85972222,2022,1,28,28,2022-01-28,21.66,36.35,18.62,26.83,4.94,24.5,0,3.05,229.06,0.22,0.37,0.38
29,-14.23972222,13.85972222,2022,1,29,29,2022-01-29,21.19,37.98,20.67,28.15,4.33,20,0,3.3,116.69,0.21,0.37,0.38
30,-14.23972222,13.85972222,2022,1,30,30,2022-01-30,20.28,38.32,20.23,28.69,5.25,22.56,0,2.72,62.69,0.21,0.37,0.38
31,-14.23972222,13.85972222,2022,1,31,31,2022-01-31,20.72,39.46,20.12,29.37,4.21,18.12,0,3.39,67.19,0.2,0.37,0.38
32,-14.23972222,13.85972222,2022,2,1,32,2022-02-01,22.39,38.23,22.4,29.55,3.72,15.31,0,4.3,72.19,0.2,0.37,0.38
33,-14.23972222,13.85972222,2022,2,2,33,2022-02-02,22.54,38.19,20.75,28.72,3.11,13.75,0,4.36,84.31,0.2,0.37,0.38
34,-14.23972222,13.85972222,2022,2,3,34,2022-02-03,22.23,36.95,19.48,27.23,3.17,15.44,0,3.27,79.12,0.2,0.37,0.38
35,-14.23972222,13.85972222,2022,2,4,35,2022-02-04,22.54,37.97,18.4,27.59,3.11,15.19,0,2.7,71.5,0.2,0.37,0.37
36,-14.23972222,13.85972222,2022,2,5,36,2022-02-05,22.94,39.08,17.55,27.69,3.11,15,0,2.48,65.12,0.2,0.36,0.37
37,-14.23972222,13.85972222,2022,2,6,37,2022-02-06,22.58,38.73,17.67,27.75,3.54,17,0,2.23,89.94,0.19,0.36,0.37
38,-14.23972222,13.85972222,2022,2,7,38,2022-02-07,23.48,38.42,17.02,27.21,3.3,16.88,0,2.59,87.38,0.19,0.36,0.37
39,-14.23972222,13.85972222,2022,2,8,39,2022-02-08,23.89,38.33,17.47,27.05,2.87,14.56,0,3.34,70.56,0.19,0.36,0.37
40,-14.23972222,13.85972222,2022,2,9,40,2022-02-09,23.32,37.96,17.5,26.97,2.44,12.25,0,3.66,68.25,0.18,0.36,0.37
41,-14.23972222,13.85972222,2022,2,10,41,2022-02-10,23.1,38.28,19.71,27.79,2.14,9.94,0,4.73,64.38,0.17,0.36,0.37
42,-14.23972222,13.85972222,2022,2,11,42,2022-02-11,23.4,37.46,19.54,27.51,2.32,10.81,0,4.97,56.25,0.17,0.36,0.37
43,-14.23972222,13.85972222,2022,2,12,43,2022-02-12,23.6,35.1,18.54,26.39,2.75,13.62,0,4.35,46,0.16,0.36,0.37
44,-14.23972222,13.85972222,2022,2,13,44,2022-02-13,22.99,35.9,19.02,26.6,2.62,12.94,0,4.25,54.31,0.16,0.36,0.37
45,-14.23972222,13.85972222,2022,2,14,45,2022-02-14,22.73,37.08,17.57,26.68,3.17,16,0,3.57,61.44,0.16,0.36,0.37
46,-14.23972222,13.85972222,2022,2,15,46,2022-02-15,21.97,35.8,18.65,26.4,3.05,15.38,0,3.62,45.06,0.16,0.36,0.36
47,-14.23972222,13.85972222,2022,2,16,47,2022-02-16,23,34.81,19.12,26.36,2.99,14.75,0,3.62,58.19,0.16,0.36,0.36
48,-14.23972222,13.85972222,2022,2,17,48,2022-02-17,20.57,35.17,18.63,26.43,3.3,16.12,0,3.69,50.62,0.16,0.36,0.36
49,-14.23972222,13.85972222,2022,2,18,49,2022-02-18,18.65,33.91,20.17,26.23,3.3,16.38,0,2.44,123.5,0.15,0.36,0.36
50,-14.23972222,13.85972222,2022,2,19,50,2022-02-19,22.71,38.09,19.48,27.94,2.87,13.5,0,2.73,33.06,0.15,0.36,0.36
51,-14.23972222,13.85972222,2022,2,20,51,2022-02-20,21.42,39.89,19.19,29.11,2.99,12.62,0,2.97,34.44,0.14,0.35,0.36
52,-14.23972222,13.85972222,2022,2,21,52,2022-02-21,20.73,40.51,20.44,30.04,3.54,14.5,0,2.2,91.5,0.14,0.35,0.36
53,-14.23972222,13.85972222,2022,2,22,53,2022-02-22,21.8,40.64,21.07,29.94,4.64,18.94,0,1.3,225.69,0.13,0.35,0.36
54,-14.23972222,13.85972222,2022,2,23,54,2022-02-23,22.57,41.46,21.73,30.76,5.86,23.25,0,1.94,255.06,0.13,0.35,0.36
55,-14.23972222,13.85972222,2022,2,24,55,2022-02-24,22.58,41.08,20.83,29.9,6.47,29.06,0,2.48,230.12,0.13,0.35,0.36
56,-14.23972222,13.85972222,2022,2,25,56,2022-02-25,21.92,40.02,19.41,29.04,6.53,31,0,2.63,307.94,0.13,0.35,0.36
57,-14.23972222,13.85972222,2022,2,26,57,2022-02-26,21.67,36.98,20.62,27.75,7.57,36.06,0,4.42,333.25,0.13,0.35,0.36
58,-14.23972222,13.85972222,2022,2,27,58,2022-02-27,21.96,36.67,20.05,27.79,6.04,28.56,0,4.27,314.19,0.13,0.35,0.36
59,-14.23972222,13.85972222,2022,2,28,59,2022-02-28,23.83,36.45,20.42,27.72,4.94,22.69,0,4.3,303.69,0.13,0.35,0.36
60,-14.23972222,13.85972222,2022,3,1,60,2022-03-01,22.76,36.58,19.6,27.43,4.7,23.12,0,3.88,263.88,0.12,0.35,0.36
61,-14.23972222,13.85972222,2022,3,2,61,2022-03-02,24.31,38.51,21.17,29.1,3.85,16.56,0,3.11,176.94,0.12,0.35,0.36
62,-14.23972222,13.85972222,2022,3,3,62,2022-03-03,22.61,39.8,22.44,30.67,3.78,14.19,0,3.8,19.88,0.12,0.35,0.36
63,-14.23972222,13.85972222,2022,3,4,63,2022-03-04,23.17,38.16,21.43,29.12,3.6,15.19,0,4.28,38.94,0.12,0.35,0.36
64,-14.23972222,13.85972222,2022,3,5,64,2022-03-05,22.39,38.04,19.32,28.47,2.01,8.62,0,3.73,28.5,0.12,0.35,0.36
65,-14.23972222,13.85972222,2022,3,6,65,2022-03-06,24.45,36.46,20.57,27.51,3.05,14.25,0,3.43,85.44,0.11,0.35,0.36
66,-14.23972222,13.85972222,2022,3,7,66,2022-03-07,24.54,38.29,19.73,28.24,2.81,13.12,0,4.3,33.12,0.11,0.35,0.36
67,-14.23972222,13.85972222,2022,3,8,67,2022-03-08,22.22,38.54,21.17,29.3,2.26,9.44,0,4.05,44.19,0.11,0.35,0.36
68,-14.23972222,13.85972222,2022,3,9,68,2022-03-09,23.01,40.15,21.94,30.3,2.32,9.06,0,2.59,74.56,0.1,0.35,0.36
69,-14.23972222,13.85972222,2022,3,10,69,2022-03-10,22.53,40.44,21.86,31.1,2.32,9.06,0,2.23,42.25,0.1,0.35,0.36
70,-14.23972222,13.85972222,2022,3,11,70,2022-03-11,24.82,41.72,23.75,32.27,2.87,9.94,0,4.33,60.88,0.1,0.35,0.36
71,-14.23972222,13.85972222,2022,3,12,71,2022-03-12,23.4,41.12,22.26,31.61,2.38,9,0,3.92,64.06,0.09,0.35,0.36
72,-14.23972222,13.85972222,2022,3,13,72,2022-03-13,23.42,41.01,23.31,31.9,2.08,7.69,0,3.3,78.5,0.09,0.35,0.36
73,-14.23972222,13.85972222,2022,3,14,73,2022-03-14,23.57,40.77,21.64,30.62,3.78,17.5,0,1.56,216.81,0.09,0.35,0.36
74,-14.23972222,13.85972222,2022,3,15,74,2022-03-15,24.51,39.65,19.83,29.46,3.48,14.56,0,3.3,139.5,0.09,0.35,0.36
75,-14.23972222,13.85972222,2022,3,16,75,2022-03-16,23.76,39.62,21.14,29.91,3.91,15.94,0,3.63,104.25,0.09,0.35,0.36
76,-14.23972222,13.85972222,2022,3,17,76,2022-03-17,23.86,40.37,21.77,30.65,3.66,14.12,0,3.92,17.56,0.09,0.35,0.36
77,-14.23972222,13.85972222,2022,3,18,77,2022-03-18,24.99,40.58,21.92,30.91,4.03,15.25,0,2.77,166.69,0.09,0.35,0.36
78,-14.23972222,13.85972222,2022,3,19,78,2022-03-19,24.11,41.22,22.41,31.73,4.39,15.75,0,2.68,237.38,0.09,0.35,0.36
79,-14.23972222,13.85972222,2022,3,20,79,2022-03-20,24.02,40.89,22.73,31.54,4.58,17.25,0,2.51,240,0.09,0.35,0.36
80,-14.23972222,13.85972222,2022,3,21,80,2022-03-21,23.71,41.19,22.03,31.44,4.64,18.25,0,1.86,210.69,0.09,0.35,0.36
81,-14.23972222,13.85972222,2022,3,22,81,2022-03-22,24.67,43.36,23.65,33.13,4.09,14.62,0,3.41,175.31,0.09,0.35,0.36
82,-14.23972222,13.85972222,2022,3,23,82,2022-03-23,23.84,42.38,23.06,32.31,4.64,17.56,0,2.5,199.5,0.09,0.35,0.36
83,-14.23972222,13.85972222,2022,3,24,83,2022-03-24,23.47,40.95,22.64,31.51,4.46,17.12,0,1.71,261.69,0.09,0.35,0.36
84,-14.23972222,13.85972222,2022,3,25,84,2022-03-25,23.85,40.88,22.33,31.6,4.39,16,0,2.63,268,0.08,0.35,0.36
85,-14.23972222,13.85972222,2022,3,26,85,2022-03-26,25.1,41.37,22.78,31.62,4.58,17,0,2.11,267.75,0.08,0.35,0.36
86,-14.23972222,13.85972222,2022,3,27,86,2022-03-27,21.92,41.17,22.51,31.64,4.82,18.94,0,2.23,235.12,0.08,0.35,0.36
87,-14.23972222,13.85972222,2022,3,28,87,2022-03-28,25.23,40.3,23.12,31.2,5.8,22.81,0,4.54,221.25,0.08,0.35,0.36
88,-14.23972222,13.85972222,2022,3,29,88,2022-03-29,22.15,42.53,25.09,33.45,6.41,20.94,0,4.94,160.19,0.08,0.35,0.36
89,-14.23972222,13.85972222,2022,3,30,89,2022-03-30,21.07,43.42,26.03,34.12,5.62,17.81,0,4.92,156.69,0.08,0.35,0.36
90,-14.23972222,13.85972222,2022,3,31,90,2022-03-31,18.61,43.48,24.92,34.11,5.68,17.81,0,2.83,127.81,0.08,0.35,0.36
91,-14.23972222,13.85972222,2022,4,1,91,2022-04-01,23,43.16,26.02,34.3,5.49,17.62,0,1.78,105.75,0.08,0.35,0.36
92,-14.23972222,13.85972222,2022,4,2,92,2022-04-02,24.73,42.78,23.6,32.92,4.88,17.69,0,3.3,208.62,0.08,0.35,0.36
93,-14.23972222,13.85972222,2022,4,3,93,2022-04-03,26.18,38.9,22.61,30.45,5.86,23.31,0,3.23,328.12,0.08,0.35,0.35
94,-14.23972222,13.85972222,2022,4,4,94,2022-04-04,25.52,39.58,21.03,29.93,5.68,24.88,0,4.07,272.38,0.08,0.35,0.35
95,-14.23972222,13.85972222,2022,4,5,95,2022-04-05,25.75,40.34,22.73,31.25,6.84,26.38,0,3.75,276.88,0.08,0.35,0.35
96,-14.23972222,13.85972222,2022,4,6,96,2022-04-06,25.67,42.76,24,33.06,5.07,17.94,0,3.93,113.69,0.08,0.35,0.35
97,-14.23972222,13.85972222,2022,4,7,97,2022-04-07,23.45,42.66,25.01,34.29,6.59,19.5,0,2.9,66,0.08,0.35,0.35
98,-14.23972222,13.85972222,2022,4,8,98,2022-04-08,24.49,43.91,26.02,34.8,4.88,15.38,0,3.07,120.38,0.07,0.35,0.35
99,-14.23972222,13.85972222,2022,4,9,99,2022-04-09,25.05,43.73,25.99,34.89,4.33,13.06,0,2.82,44.31,0.07,0.35,0.35
100,-14.23972222,13.85972222,2022,4,10,100,2022-04-10,26.38,44.93,26.94,35.45,3.85,11.38,0,4.39,80.31,0.07,0.35,0.35
101,-14.23972222,13.85972222,2022,4,11,101,2022-04-11,25.66,43.16,23.81,33.5,4.76,17.06,0,2.62,175.25,0.07,0.35,0.35
102,-14.23972222,13.85972222,2022,4,12,102,2022-04-12,25.4,43.2,23.9,33.3,5.62,20,0,2.08,285.06,0.07,0.35,0.35
103,-14.23972222,13.85972222,2022,4,13,103,2022-04-13,22.94,41.48,23.8,32.29,7.14,27.12,0,3.91,285.19,0.07,0.35,0.35
104,-14.23972222,13.85972222,2022,4,14,104,2022-04-14,25.72,42.65,23.58,32.87,6.23,23.31,0,2.88,282.5,0.07,0.35,0.35
105,-14.23972222,13.85972222,2022,4,15,105,2022-04-15,23.55,41.92,24.36,32.8,5.55,20.38,0,2.73,303.69,0.07,0.35,0.35
106,-14.23972222,13.85972222,2022,4,16,106,2022-04-16,24.5,42.63,24.02,32.88,5.55,20.94,0,3.92,273.81,0.07,0.35,0.35
107,-14.23972222,13.85972222,2022,4,17,107,2022-04-17,25.65,42.58,23.8,32.95,5.19,19.12,0,3.73,199.19,0.07,0.35,0.35
108,-14.23972222,13.85972222,2022,4,18,108,2022-04-18,25.11,42.96,24.05,33.5,6.65,22.69,0,2.57,208.69,0.07,0.35,0.35
109,-14.23972222,13.85972222,2022,4,19,109,2022-04-19,22.81,41.49,26,33.66,8.73,29.12,0,3.28,243.56,0.07,0.35,0.35
110,-14.23972222,13.85972222,2022,4,20,110,2022-04-20,23.58,43.19,25.51,34.26,6.59,22.44,0,2.2,172.19,0.07,0.35,0.35
111,-14.23972222,13.85972222,2022,4,21,111,2022-04-21,25.38,43.71,25.23,34.63,4.7,14.5,0,2.8,102.44,0.07,0.35,0.35
112,-14.23972222,13.85972222,2022,4,22,112,2022-04-22,23.89,43.67,27.09,35.4,4.88,14.62,0,3.1,76.62,0.07,0.35,0.35
113,-14.23972222,13.85972222,2022,4,23,113,2022-04-23,25.88,43.29,24.2,33.87,5.92,21,0,2.27,130.88,0.06,0.35,0.35
114,-14.23972222,13.85972222,2022,4,24,114,2022-04-24,26.68,43.62,26.64,34.98,4.88,14.69,0,4.3,42.19,0.06,0.35,0.35
115,-14.23972222,13.85972222,2022,4,25,115,2022-04-25,26.3,43.23,28.08,35.31,5.62,16.56,0,5.33,45.94,0.06,0.35,0.35
116,-14.23972222,13.85972222,2022,4,26,116,2022-04-26,27.24,41.36,26.45,33.48,6.71,22,0,5.18,122.62,0.06,0.35,0.35
117,-14.23972222,13.85972222,2022,4,27,117,2022-04-27,26.92,41.8,24.9,33.52,5,16.19,0,2.75,134.81,0.06,0.35,0.35
118,-14.23972222,13.85972222,2022,4,28,118,2022-04-28,26.81,42.57,23.95,33.69,5.31,17.88,0,1.86,157.12,0.06,0.35,0.35
119,-14.23972222,13.85972222,2022,4,29,119,2022-04-29,27.21,43.35,25.18,34.47,4.21,13.12,0,2.66,120.38,0.06,0.35,0.35
120,-14.23972222,13.85972222,2022,4,30,120,2022-04-30,26.92,42.57,24.4,34.24,4.27,14.44,0,1.81,167.06,0.06,0.35,0.35
121,-14.23972222,13.85972222,2022,5,1,121,2022-05-01,26.69,42.23,24.51,33.87,6.1,21.88,0,2.12,276.62,0.06,0.35,0.35
122,-14.23972222,13.85972222,2022,5,2,122,2022-05-02,25.98,43.52,24.48,34.28,4.58,15.44,0,3.9,221.75,0.06,0.35,0.35
123,-14.23972222,13.85972222,2022,5,3,123,2022-05-03,22.94,41.93,25.04,33.69,5.31,17.88,0,2.58,291.62,0.06,0.35,0.35
124,-14.23972222,13.85972222,2022,5,4,124,2022-05-04,21.61,41.37,25.85,33.76,5.98,19.38,0,2.5,306.88,0.06,0.35,0.35
125,-14.23972222,13.85972222,2022,5,5,125,2022-05-05,24.41,43.65,26.8,35.3,5.55,16.88,0,2.41,133,0.06,0.35,0.35
126,-14.23972222,13.85972222,2022,5,6,126,2022-05-06,25.69,45.01,28.71,36.77,5.62,15.56,0,4.06,19.25,0.06,0.35,0.35
127,-14.23972222,13.85972222,2022,5,7,127,2022-05-07,25.58,45.38,29.68,37.07,5.8,15.62,0,2.67,102.75,0.06,0.35,0.35
128,-14.23972222,13.85972222,2022,5,8,128,2022-05-08,22.71,42.32,26.14,34.43,9.4,30.31,0.01,3.32,208.06,0.06,0.35,0.35
129,-14.23972222,13.85972222,2022,5,9,129,2022-05-09,16.71,39.83,26.8,33.52,11.66,37.56,0.02,4.22,243.69,0.06,0.35,0.35
130,-14.23972222,13.85972222,2022,5,10,130,2022-05-10,24.12,43.14,27.42,35.55,8.12,23.69,0,2.81,218.31,0.06,0.35,0.35
131,-14.23972222,13.85972222,2022,5,11,131,2022-05-11,23.82,44.52,26.12,35.43,5.92,19.69,0,2.36,175.56,0.06,0.35,0.35
132,-14.23972222,13.85972222,2022,5,12,132,2022-05-12,25.77,42.91,24.22,33.55,9.4,34.12,0,2.97,223.06,0.06,0.35,0.35
133,-14.23972222,13.85972222,2022,5,13,133,2022-05-13,24.16,42.06,25.73,34.05,10.07,33.81,0,2.88,229.19,0.06,0.35,0.35
134,-14.23972222,13.85972222,2022,5,14,134,2022-05-14,25.66,44.06,25.77,34.88,7.63,26.12,0,2.96,165.19,0.06,0.35,0.35
135,-14.23972222,13.85972222,2022,5,15,135,2022-05-15,24.86,45.44,27.02,36.29,4.27,12.06,0,4.31,95.94,0.06,0.35,0.35
136,-14.23972222,13.85972222,2022,5,16,136,2022-05-16,25.35,45.14,26.85,35.75,3.3,10.06,0,2.87,90.31,0.06,0.35,0.35
137,-14.23972222,13.85972222,2022,5,17,137,2022-05-17,25.22,43.72,24.59,34.58,8.06,28.19,0,2.21,175.5,0.06,0.35,0.35
138,-14.23972222,13.85972222,2022,5,18,138,2022-05-18,25.27,42.23,24.76,33.52,8.97,32.31,0,2.93,283,0.06,0.35,0.35
139,-14.23972222,13.85972222,2022,5,19,139,2022-05-19,27.32,43.76,24.71,34.15,7.87,29.31,0,2.58,250.19,0.06,0.35,0.35
140,-14.23972222,13.85972222,2022,5,20,140,2022-05-20,26.34,44.08,24.24,34.25,5.55,19.88,0,2.05,191.31,0.06,0.35,0.35
141,-14.23972222,13.85972222,2022,5,21,141,2022-05-21,25.09,42.75,24.91,33.55,7.87,28.62,0,3.62,300.25,0.06,0.35,0.35
142,-14.23972222,13.85972222,2022,5,22,142,2022-05-22,24.82,40.85,23.93,32.08,7.45,28.44,0,3.94,294.62,0.06,0.35,0.35
143,-14.23972222,13.85972222,2022,5,23,143,2022-05-23,26.06,40.23,22.44,31.09,7.81,31.62,0,4.08,307.19,0.06,0.35,0.35
144,-14.23972222,13.85972222,2022,5,24,144,2022-05-24,25.74,40.93,22.85,31.82,8.61,33.06,0,2.72,279.88,0.06,0.35,0.35
145,-14.23972222,13.85972222,2022,5,25,145,2022-05-25,24.87,39.05,25.13,32.37,9.64,33.94,0,1.88,288.75,0.06,0.35,0.35
146,-14.23972222,13.85972222,2022,5,26,146,2022-05-26,18.96,39.62,28.05,33.45,12.94,40.94,3.36,2.78,161.62,0.14,0.35,0.36
147,-14.23972222,13.85972222,2022,5,27,147,2022-05-27,16.42,31.87,26.67,29.46,16.85,66.12,12.86,2.18,177.69,0.42,0.38,0.37
148,-14.23972222,13.85972222,2022,5,28,148,2022-05-28,23.15,34.36,26.55,30.32,16.54,62.88,10.44,0.96,91.56,0.5,0.4,0.39
149,-14.23972222,13.85972222,2022,5,29,149,2022-05-29,21.55,38.05,26.61,31.94,13.55,48.12,0.02,2.54,187.75,0.38,0.39,0.39
150,-14.23972222,13.85972222,2022,5,30,150,2022-05-30,22.78,41.13,27.43,33.44,12.45,41.69,0.09,2.62,190.81,0.34,0.39,0.38
151,-14.23972222,13.85972222,2022,5,31,151,2022-05-31,17.12,41.54,26.44,33.56,12.76,42.56,0,2.48,205.81,0.33,0.38,0.38
152,-14.23972222,13.85972222,2022,6,1,152,2022-06-01,23.57,40.62,26.51,33.73,14.1,45.62,0,2.5,195.44,0.32,0.38,0.38
153,-14.23972222,13.85972222,2022,6,2,153,2022-06-02,19.93,40.9,27.46,33.99,13.49,43,0,2.81,221.88,0.31,0.38,0.38
154,-14.23972222,13.85972222,2022,6,3,154,2022-06-03,20.56,40.44,26.91,33.48,13.49,43.69,0,3.52,247.69,0.3,0.38,0.38
155,-14.23972222,13.85972222,2022,6,4,155,2022-06-04,20.07,39.72,26.39,32.88,14.1,47.56,0,4.83,239.69,0.3,0.37,0.38
156,-14.23972222,13.85972222,2022,6,5,156,2022-06-05,24.4,40.76,25.86,33.06,13.12,44.56,0.01,2.76,199.81,0.29,0.37,0.38
157,-14.23972222,13.85972222,2022,6,6,157,2022-06-06,19.53,40.22,26.35,33.05,13.85,46.69,0.14,3.6,262,0.29,0.37,0.37
158,-14.23972222,13.85972222,2022,6,7,158,2022-06-07,16.5,38.43,26.13,32.01,13.55,47.56,0,4.15,245.44,0.27,0.37,0.37
159,-14.23972222,13.85972222,2022,6,8,159,2022-06-08,23.9,34.73,26.68,30.26,15.38,58.19,0.47,2.61,225.81,0.28,0.37,0.37
160,-14.23972222,13.85972222,2022,6,9,160,2022-06-09,21.69,31.8,27.03,29.08,17.15,68.56,7.27,2.97,274.81,0.42,0.38,0.38
161,-14.23972222,13.85972222,2022,6,10,161,2022-06-10,22.38,39.88,25.56,31.98,12.88,46.38,0,2.61,287.31,0.36,0.38,0.38
162,-14.23972222,13.85972222,2022,6,11,162,2022-06-11,21.52,40.94,24.67,32.38,13.37,48.75,0,3.33,252.38,0.32,0.38,0.38
163,-14.23972222,13.85972222,2022,6,12,163,2022-06-12,23.58,40.01,25.51,32.56,13.85,48.5,0.15,3.75,233.56,0.3,0.37,0.37
164,-14.23972222,13.85972222,2022,6,13,164,2022-06-13,18.6,34.51,26.69,30.33,15.01,56.75,1.03,3.21,227.06,0.32,0.37,0.37
165,-14.23972222,13.85972222,2022,6,14,165,2022-06-14,23.44,32.38,26.11,28.64,17.46,72.19,9.31,2.12,211.12,0.45,0.38,0.38
166,-14.23972222,13.85972222,2022,6,15,166,2022-06-15,14.43,33.47,25.36,29.11,16.48,67.19,0.68,2.96,279.94,0.41,0.38,0.38
167,-14.23972222,13.85972222,2022,6,16,167,2022-06-16,22.18,40.21,25.94,32.43,12.7,44.81,0.01,4.01,300.88,0.35,0.38,0.38
168,-14.23972222,13.85972222,2022,6,17,168,2022-06-17,18.24,37.66,24.75,30.72,13.79,51.56,0.01,3.83,204.56,0.33,0.38,0.38
169,-14.23972222,13.85972222,2022,6,18,169,2022-06-18,16.99,34.19,24.79,28.64,15.75,66,4.75,3.3,175.56,0.38,0.38,0.38
170,-14.23972222,13.85972222,2022,6,19,170,2022-06-19,22.17,32.23,23.21,27.58,15.99,71.12,2.91,3.65,182.94,0.43,0.38,0.38
171,-14.23972222,13.85972222,2022,6,20,171,2022-06-20,19.68,33.26,24.67,28.79,16.54,68.5,2.72,1.97,247,0.41,0.39,0.38
172,-14.23972222,13.85972222,2022,6,21,172,2022-06-21,21.46,35.48,25.54,30.61,16.36,61.25,4.66,1.6,157.06,0.42,0.39,0.38
173,-14.23972222,13.85972222,2022,6,22,173,2022-06-22,25.13,36.6,26.34,31.88,15.87,55.75,1.04,1.34,130.19,0.38,0.39,0.39
174,-14.23972222,13.85972222,2022,6,23,174,2022-06-23,21.49,32.84,26.08,29.15,17.52,69.94,11.28,2.36,190.06,0.47,0.4,0.4
175,-14.23972222,13.85972222,2022,6,24,175,2022-06-24,25.44,35.58,24.85,29.95,17.7,69.44,4.97,2.43,192.56,0.44,0.41,0.4
176,-14.23972222,13.85972222,2022,6,25,176,2022-06-25,22.34,35.9,25.26,30.3,17.76,68.12,5.6,2.75,222.25,0.45,0.41,0.41
177,-14.23972222,13.85972222,2022,6,26,177,2022-06-26,23.23,33.25,26.19,29.35,18.49,73.44,4.32,2.7,235.06,0.46,0.41,0.41
178,-14.23972222,13.85972222,2022,6,27,178,2022-06-27,24.3,35.51,25.44,30,17.7,69,2.52,2.7,235.31,0.42,0.41,0.41
