Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
19,-13.90972222,13.82972222,2013,1,19,19,2013-01-19,21.02,36.5,15.26,25.05,1.34,7.25,0,3.15,49.5,0.14,0.36,0.37
20,-13.90972222,13.82972222,2013,1,20,20,2013-01-20,19.7,37.2,16.85,26.21,1.34,6.62,0,2.84,43.06,0.13,0.36,0.37
21,-13.90972222,13.82972222,2013,1,21,21,2013-01-21,21.74,37.11,16.29,26.19,2.44,12.44,0,2.53,48.12,0.13,0.36,0.37
22,-13.90972222,13.82972222,2013,1,22,22,2013-01-22,15,36.6,19.73,27.19,3.48,16.75,0,2.19,101.38,0.13,0.36,0.37
23,-13.90972222,13.82972222,2013,1,23,23,2013-01-23,18.47,35.46,20.53,26.69,3.54,17.31,0,2.12,72.69,0.12,0.36,0.37
24,-13.90972222,13.82972222,2013,1,24,24,2013-01-24,17.64,37.33,19.08,27.8,3.66,17.31,0,3.28,36.25,0.12,0.36,0.37
25,-13.90972222,13.82972222,2013,1,25,25,2013-01-25,9.89,34.05,21.81,27.06,3.91,18.75,0,4.04,40.94,0.12,0.36,0.37
26,-13.90972222,13.82972222,2013,1,26,26,2013-01-26,3.77,31.47,20.52,25.52,5.62,29.25,0.02,2.4,47.38,0.12,0.36,0.37
27,-13.90972222,13.82972222,2013,1,27,27,2013-01-27,15.12,34.72,18.82,25.95,3.3,16.5,0,2.48,71.06,0.12,0.36,0.37
28,-13.90972222,13.82972222,2013,1,28,28,2013-01-28,22.35,35.43,18.17,26.32,3.36,16.44,0,3.41,53.56,0.12,0.36,0.37
29,-13.90972222,13.82972222,2013,1,29,29,2013-01-29,20.54,35.98,18.33,26.82,4.46,21.31,0,3.74,49.75,0.12,0.36,0.37
30,-13.90972222,13.82972222,2013,1,30,30,2013-01-30,22.15,36.98,18.91,27.87,4.03,18.19,0,4.05,57.88,0.12,0.36,0.37
31,-13.90972222,13.82972222,2013,1,31,31,2013-01-31,21.44,38.8,21.25,29.65,4.03,16.12,0,4.37,70.19,0.12,0.36,0.37
32,-13.90972222,13.82972222,2013,2,1,32,2013-02-01,20.34,38.36,21.19,28.94,2.99,12.56,0,4.42,67.12,0.12,0.36,0.37
33,-13.90972222,13.82972222,2013,2,2,33,2013-02-02,21.47,37.02,20.65,27.76,2.81,12.81,0,4.05,58.62,0.12,0.36,0.37
34,-13.90972222,13.82972222,2013,2,3,34,2013-02-03,21.16,36.33,18.39,26.88,2.08,10.31,0,3.47,63.56,0.11,0.36,0.37
35,-13.90972222,13.82972222,2013,2,4,35,2013-02-04,21.1,37.62,18.74,28.05,2.14,9.81,0,4.1,80.12,0.11,0.36,0.37
36,-13.90972222,13.82972222,2013,2,5,36,2013-02-05,20.62,37.4,19.41,28.45,2.69,12.31,0,3.67,80.69,0.11,0.36,0.37
37,-13.90972222,13.82972222,2013,2,6,37,2013-02-06,20.77,35.99,21.2,27.49,1.95,9.12,0,4.47,53.31,0.1,0.36,0.37
38,-13.90972222,13.82972222,2013,2,7,38,2013-02-07,20.43,36.43,20.81,27.55,1.59,7.25,0,3.48,62,0.1,0.36,0.37
39,-13.90972222,13.82972222,2013,2,8,39,2013-02-08,20.8,36.37,20.37,27.08,1.4,6.69,0,3.43,57.5,0.1,0.36,0.37
40,-13.90972222,13.82972222,2013,2,9,40,2013-02-09,19.64,38.85,20.15,28.5,1.28,5.94,0,3.11,46.44,0.1,0.36,0.37
41,-13.90972222,13.82972222,2013,2,10,41,2013-02-10,22.17,37.04,20.97,27.76,1.59,7.12,0,2.75,54.06,0.1,0.36,0.37
42,-13.90972222,13.82972222,2013,2,11,42,2013-02-11,23.03,40.73,18.83,30.04,3.91,13.81,0,2.58,132.19,0.09,0.36,0.37
43,-13.90972222,13.82972222,2013,2,12,43,2013-02-12,23.05,39.89,22.31,30.29,4.21,16.88,0,1.74,121.69,0.09,0.36,0.37
44,-13.90972222,13.82972222,2013,2,13,44,2013-02-13,24.14,40.8,19.78,29.94,3.23,13,0,3.12,71.69,0.09,0.36,0.37
45,-13.90972222,13.82972222,2013,2,14,45,2013-02-14,24.62,41.2,21.35,30.42,2.62,10.38,0,3.2,67.69,0.09,0.36,0.37
46,-13.90972222,13.82972222,2013,2,15,46,2013-02-15,24.34,40.23,19.17,29.38,2.38,10.31,0,2.52,65.25,0.09,0.36,0.37
47,-13.90972222,13.82972222,2013,2,16,47,2013-02-16,23.96,39.83,18.95,29.1,2.14,9.38,0,2.36,76.5,0.09,0.36,0.37
48,-13.90972222,13.82972222,2013,2,17,48,2013-02-17,24.84,37.76,19.08,27.95,2.01,9.19,0,2.68,49.81,0.09,0.36,0.37
49,-13.90972222,13.82972222,2013,2,18,49,2013-02-18,24.29,38.6,18.76,28.52,2.69,12.19,0,2.17,103.12,0.09,0.36,0.37
50,-13.90972222,13.82972222,2013,2,19,50,2013-02-19,24.76,38.9,18.97,28.38,2.2,10,0,2.78,144.31,0.09,0.36,0.37
51,-13.90972222,13.82972222,2013,2,20,51,2013-02-20,25.3,38.73,17.66,27.63,2.01,9.5,0,3.24,51.19,0.09,0.36,0.37
52,-13.90972222,13.82972222,2013,2,21,52,2013-02-21,25.42,38.52,17.94,27.75,2.62,12.69,0,3.66,48,0.09,0.36,0.37
53,-13.90972222,13.82972222,2013,2,22,53,2013-02-22,25.02,39.65,18.26,28.77,2.81,12.31,0,3.17,49.25,0.09,0.36,0.37
54,-13.90972222,13.82972222,2013,2,23,54,2013-02-23,24.5,39.79,20.04,29.54,2.32,9.81,0,2.94,41.31,0.09,0.36,0.37
55,-13.90972222,13.82972222,2013,2,24,55,2013-02-24,24.72,40.55,20.2,30.34,2.08,8.31,0,2.9,42.62,0.08,0.36,0.37
56,-13.90972222,13.82972222,2013,2,25,56,2013-02-25,23.4,41.58,20.2,30.83,2.26,8.44,0,2.5,165.62,0.08,0.36,0.37
57,-13.90972222,13.82972222,2013,2,26,57,2013-02-26,23.45,41.67,20.44,30.88,2.38,9.31,0,2.02,138.38,0.08,0.36,0.37
58,-13.90972222,13.82972222,2013,2,27,58,2013-02-27,25.06,40.6,20.98,30.13,2.93,12,0,2.3,267.62,0.08,0.36,0.37
59,-13.90972222,13.82972222,2013,2,28,59,2013-02-28,25.39,40.38,21.3,30.3,4.09,16.44,0,3.88,210.44,0.08,0.36,0.37
60,-13.90972222,13.82972222,2013,3,1,60,2013-03-01,24.67,41.27,22.28,31.46,3.42,12.81,0,3.7,119.94,0.08,0.36,0.37
61,-13.90972222,13.82972222,2013,3,2,61,2013-03-02,21.32,40.01,23.97,31.4,3.48,12.75,0,3.66,53.19,0.08,0.36,0.37
62,-13.90972222,13.82972222,2013,3,3,62,2013-03-03,25.5,42.55,24.61,32.83,4.21,14.44,0,3.42,134.12,0.08,0.36,0.37
63,-13.90972222,13.82972222,2013,3,4,63,2013-03-04,25.51,41.3,23.25,31.94,4.88,17.81,0,3.16,334.19,0.08,0.36,0.37
64,-13.90972222,13.82972222,2013,3,5,64,2013-03-05,25.49,39.09,21.83,29.9,6.59,27.19,0,3.13,341.81,0.08,0.36,0.37
65,-13.90972222,13.82972222,2013,3,6,65,2013-03-06,25.67,40.83,21.98,30.92,5.98,24.06,0,4.11,103.19,0.08,0.36,0.37
66,-13.90972222,13.82972222,2013,3,7,66,2013-03-07,25.87,43.38,22.9,33.01,5.13,17.94,0,3.61,28.25,0.08,0.36,0.37
67,-13.90972222,13.82972222,2013,3,8,67,2013-03-08,25.8,43.07,23.83,33.19,4.82,16.06,0,2.73,58.62,0.07,0.36,0.37
68,-13.90972222,13.82972222,2013,3,9,68,2013-03-09,25.43,42.57,22.97,32.83,4.33,14.88,0,1.78,122.25,0.07,0.36,0.37
69,-13.90972222,13.82972222,2013,3,10,69,2013-03-10,26.26,43.59,24.01,33.59,3.72,12.12,0,2.52,111.56,0.07,0.36,0.37
70,-13.90972222,13.82972222,2013,3,11,70,2013-03-11,26.2,42.96,22.93,32.9,3.54,12.12,0,2.85,58.25,0.07,0.36,0.37
71,-13.90972222,13.82972222,2013,3,12,71,2013-03-12,25.61,42.21,22.38,32.44,3.97,13.94,0,2.52,72.06,0.07,0.36,0.37
72,-13.90972222,13.82972222,2013,3,13,72,2013-03-13,26.37,42.56,22.19,32.23,3.3,12.19,0,2.6,69.44,0.07,0.36,0.37
73,-13.90972222,13.82972222,2013,3,14,73,2013-03-14,26.73,42.91,23.03,32.69,2.69,9.38,0,3.05,41.81,0.07,0.36,0.37
74,-13.90972222,13.82972222,2013,3,15,74,2013-03-15,26.93,42.05,22.07,32.56,2.75,9.81,0,1.87,59.06,0.07,0.36,0.37
75,-13.90972222,13.82972222,2013,3,16,75,2013-03-16,23.38,42.46,25.1,33.16,2.99,10.12,0,2.04,199.12,0.07,0.36,0.37
76,-13.90972222,13.82972222,2013,3,17,76,2013-03-17,20.85,42.11,22.82,32.16,3.91,14.5,0,3.08,216.75,0.07,0.36,0.37
77,-13.90972222,13.82972222,2013,3,18,77,2013-03-18,25.43,42.22,23.24,32.68,4.39,15.5,0,3.02,213.56,0.07,0.36,0.37
78,-13.90972222,13.82972222,2013,3,19,78,2013-03-19,26.06,40.68,23.78,32.11,5.43,19.88,0,3.35,305.38,0.07,0.36,0.37
79,-13.90972222,13.82972222,2013,3,20,79,2013-03-20,26.25,43.87,24.65,33.76,3.91,13.44,0,3.48,126.38,0.07,0.36,0.37
80,-13.90972222,13.82972222,2013,3,21,80,2013-03-21,26.39,44.83,24.98,34.87,3.91,12.19,0,3.39,49.69,0.07,0.36,0.37
81,-13.90972222,13.82972222,2013,3,22,81,2013-03-22,25.97,43.47,24.95,34.39,7.14,22.81,0,1.97,167.69,0.07,0.36,0.37
82,-13.90972222,13.82972222,2013,3,23,82,2013-03-23,20.37,40.84,25.22,32.58,8.54,31.38,0,2.8,154.06,0.07,0.36,0.37
83,-13.90972222,13.82972222,2013,3,24,83,2013-03-24,25.01,43.82,27.05,35.06,5.37,16.31,0,2.76,109.38,0.07,0.36,0.37
84,-13.90972222,13.82972222,2013,3,25,84,2013-03-25,21.43,43.26,25.48,34.24,4.94,16.06,0,2.8,66.44,0.07,0.36,0.37
85,-13.90972222,13.82972222,2013,3,26,85,2013-03-26,25.77,43.37,25.48,34.49,4.03,12.44,0,2.34,151.25,0.06,0.36,0.37
86,-13.90972222,13.82972222,2013,3,27,86,2013-03-27,26.47,42.76,24.89,33.53,3.11,10.25,0,2.29,225.06,0.06,0.36,0.37
87,-13.90972222,13.82972222,2013,3,28,87,2013-03-28,26.83,42.67,22.56,33,2.69,9.06,0,2.09,227.69,0.06,0.36,0.37
88,-13.90972222,13.82972222,2013,3,29,88,2013-03-29,26.95,43.85,24.3,34.19,2.99,9.81,0,3.86,53.19,0.06,0.36,0.37
89,-13.90972222,13.82972222,2013,3,30,89,2013-03-30,27.73,43.38,23.79,33.72,3.48,11.5,0,3.19,49.25,0.06,0.36,0.37
90,-13.90972222,13.82972222,2013,3,31,90,2013-03-31,28.19,43.43,23.8,33.4,2.01,6.56,0,2.8,39,0.06,0.36,0.37
91,-13.90972222,13.82972222,2013,4,1,91,2013-04-01,27.57,42.61,22.48,33.04,2.14,7.56,0,0.98,232.38,0.06,0.36,0.37
92,-13.90972222,13.82972222,2013,4,2,92,2013-04-02,27.25,42.14,20.99,31.88,4.46,17.81,0,1.6,294.81,0.06,0.36,0.37
93,-13.90972222,13.82972222,2013,4,3,93,2013-04-03,26.19,41.72,22.13,31.98,4.94,19.44,0,2.91,327.75,0.06,0.36,0.37
94,-13.90972222,13.82972222,2013,4,4,94,2013-04-04,25.27,42.19,24.22,32.76,4.33,15.19,0,4.1,196.31,0.06,0.36,0.37
95,-13.90972222,13.82972222,2013,4,5,95,2013-04-05,24.04,42.24,23.54,32.84,3.72,12.75,0,3.5,68.56,0.06,0.36,0.37
96,-13.90972222,13.82972222,2013,4,6,96,2013-04-06,24.83,39.91,25.53,32.69,4.52,14.62,0,3.5,53.12,0.06,0.36,0.37
97,-13.90972222,13.82972222,2013,4,7,97,2013-04-07,22.01,41.24,25.36,33.73,7.45,23.12,0.14,2.84,195.31,0.06,0.36,0.37
98,-13.90972222,13.82972222,2013,4,8,98,2013-04-08,25.04,40.92,26.78,33.3,6.65,22.06,0.05,4.05,281,0.06,0.36,0.37
99,-13.90972222,13.82972222,2013,4,9,99,2013-04-09,26.27,38.9,25.05,31.55,4.09,14.88,0,3.42,343.31,0.06,0.36,0.37
100,-13.90972222,13.82972222,2013,4,10,100,2013-04-10,26.85,43.26,24.62,33.88,3.85,11.69,0,3.19,230.12,0.06,0.36,0.37
101,-13.90972222,13.82972222,2013,4,11,101,2013-04-11,26,44.33,25.35,34.8,3.3,10.06,0,3.16,166.12,0.06,0.36,0.37
102,-13.90972222,13.82972222,2013,4,12,102,2013-04-12,23.98,44.58,25.82,35.59,3.72,10.62,0,2.15,64.62,0.06,0.36,0.37
103,-13.90972222,13.82972222,2013,4,13,103,2013-04-13,25.99,43.87,24.59,34.6,4.64,15.06,0,1.59,179.31,0.06,0.36,0.37
104,-13.90972222,13.82972222,2013,4,14,104,2013-04-14,25.93,42.34,24.8,34.08,7.81,27.25,0,2.27,224,0.06,0.36,0.37
105,-13.90972222,13.82972222,2013,4,15,105,2013-04-15,27.09,44.3,26.66,35.56,5.92,18.38,0,1.69,217.25,0.06,0.36,0.37
106,-13.90972222,13.82972222,2013,4,16,106,2013-04-16,27.45,44.5,25.24,34.87,3.36,10.56,0,2.19,120.69,0.06,0.36,0.37
107,-13.90972222,13.82972222,2013,4,17,107,2013-04-17,27.36,43.13,23.9,33.77,5,16.81,0,1.58,231.69,0.06,0.36,0.37
108,-13.90972222,13.82972222,2013,4,18,108,2013-04-18,27.29,42.46,24.39,33.11,5.25,18.44,0,2.23,311,0.06,0.36,0.37
109,-13.90972222,13.82972222,2013,4,19,109,2013-04-19,25.4,39.06,23.78,31.74,6.47,23.75,0,3.04,295.75,0.06,0.36,0.37
110,-13.90972222,13.82972222,2013,4,20,110,2013-04-20,25.97,41.19,22.69,31.67,6.35,24.44,0,2.95,317.5,0.06,0.36,0.37
111,-13.90972222,13.82972222,2013,4,21,111,2013-04-21,24.15,42.55,23.52,32.69,5.98,22.62,0,3.38,253.31,0.06,0.36,0.37
112,-13.90972222,13.82972222,2013,4,22,112,2013-04-22,27.28,43.97,24.21,33.7,3.23,11.88,0,3.12,216.81,0.06,0.36,0.37
113,-13.90972222,13.82972222,2013,4,23,113,2013-04-23,27.54,43.69,22.31,33.78,4.15,16,0,1.74,203.44,0.06,0.36,0.37
114,-13.90972222,13.82972222,2013,4,24,114,2013-04-24,27.08,42.13,22.19,32.54,6.71,25.25,0,2.15,238.19,0.06,0.36,0.37
115,-13.90972222,13.82972222,2013,4,25,115,2013-04-25,25.14,41.78,23.55,32.83,8.36,31.75,0,2.41,287.25,0.06,0.36,0.37
116,-13.90972222,13.82972222,2013,4,26,116,2013-04-26,22.43,42.96,24.4,33.8,6.1,21.56,0,2.25,305.38,0.06,0.36,0.37
117,-13.90972222,13.82972222,2013,4,27,117,2013-04-27,26.96,44.08,24.17,34.85,3.97,12.88,0,2.3,173.81,0.06,0.36,0.37
118,-13.90972222,13.82972222,2013,4,28,118,2013-04-28,27.09,43.51,24.52,34.5,5.37,17.75,0,1.37,229.19,0.06,0.36,0.37
119,-13.90972222,13.82972222,2013,4,29,119,2013-04-29,27.64,43.37,25.23,34.2,4.7,15.12,0,3.13,329.44,0.06,0.36,0.37
120,-13.90972222,13.82972222,2013,4,30,120,2013-04-30,26.94,41.43,24.26,32.59,5.74,20.88,0,3.09,300.75,0.06,0.36,0.37
121,-13.90972222,13.82972222,2013,5,1,121,2013-05-01,26.91,42.02,23.77,32.94,4.7,16.56,0,3.47,323.75,0.06,0.36,0.37
122,-13.90972222,13.82972222,2013,5,2,122,2013-05-02,27.25,43.24,25.37,34.44,3.85,11.5,0,3.16,212.81,0.06,0.36,0.37
123,-13.90972222,13.82972222,2013,5,3,123,2013-05-03,27.18,43.01,25.19,34.43,3.72,11.44,0,2.39,171.12,0.06,0.36,0.37
124,-13.90972222,13.82972222,2013,5,4,124,2013-05-04,26.92,43.4,24.97,34.69,3.85,11.81,0,2.62,115.81,0.06,0.36,0.37
125,-13.90972222,13.82972222,2013,5,5,125,2013-05-05,27.65,44.33,25.83,35.35,3.6,10.44,0,3.74,25.06,0.05,0.36,0.37
126,-13.90972222,13.82972222,2013,5,6,126,2013-05-06,26.2,43.42,26.28,35.81,5.8,16.31,0,1.8,137.81,0.05,0.36,0.37
127,-13.90972222,13.82972222,2013,5,7,127,2013-05-07,26.77,44.4,25.97,35.58,6.53,20.94,0,2.25,190.06,0.05,0.36,0.37
128,-13.90972222,13.82972222,2013,5,8,128,2013-05-08,26.23,43.98,24.98,34.62,6.35,21.56,0,2.92,198.62,0.05,0.36,0.37
129,-13.90972222,13.82972222,2013,5,9,129,2013-05-09,26.3,43.55,25.4,34.42,7.39,25.44,0,2.98,208.12,0.05,0.36,0.37
130,-13.90972222,13.82972222,2013,5,10,130,2013-05-10,26.69,43.87,25.36,34.7,7.2,25.31,0,3.28,265.31,0.05,0.36,0.37
131,-13.90972222,13.82972222,2013,5,11,131,2013-05-11,26.77,41.87,24.2,32.8,8.42,31.44,0,4.41,263.44,0.05,0.36,0.37
132,-13.90972222,13.82972222,2013,5,12,132,2013-05-12,26.89,42.17,23.72,32.89,7.57,28.19,0,2.92,271.44,0.05,0.36,0.37
133,-13.90972222,13.82972222,2013,5,13,133,2013-05-13,26.66,42.89,24.08,33.85,7.32,26.31,0,2.39,244.81,0.05,0.36,0.37
134,-13.90972222,13.82972222,2013,5,14,134,2013-05-14,26.82,42.62,24.63,33.67,7.51,25.81,0,3.2,272.12,0.05,0.36,0.37
135,-13.90972222,13.82972222,2013,5,15,135,2013-05-15,23.65,44.32,25.04,34.69,7.08,25.25,0,3.08,208,0.05,0.36,0.37
136,-13.90972222,13.82972222,2013,5,16,136,2013-05-16,20.93,41.32,25.83,33.73,7.32,23.94,0.01,2.36,224.56,0.05,0.36,0.37
137,-13.90972222,13.82972222,2013,5,17,137,2013-05-17,23.99,37.79,26.23,32.17,7.81,26.94,0.01,2.95,273.12,0.05,0.36,0.37
138,-13.90972222,13.82972222,2013,5,18,138,2013-05-18,22.04,41.88,26.92,34.86,9.64,30.31,0.24,2.3,170.56,0.06,0.36,0.37
139,-13.90972222,13.82972222,2013,5,19,139,2013-05-19,24.69,42.67,28.72,36,12.08,34.81,0.46,2.23,173.56,0.08,0.36,0.37
140,-13.90972222,13.82972222,2013,5,20,140,2013-05-20,23.57,43.46,29.79,36.87,11.35,31.19,0.96,2.53,154.62,0.12,0.36,0.37
141,-13.90972222,13.82972222,2013,5,21,141,2013-05-21,23.89,42.81,28.65,36.11,9.58,27.25,0,3.13,183.38,0.12,0.36,0.37
142,-13.90972222,13.82972222,2013,5,22,142,2013-05-22,22.34,43.4,29.44,36.67,10.25,28.25,0.01,3.36,206.56,0.12,0.36,0.37
143,-13.90972222,13.82972222,2013,5,23,143,2013-05-23,21.46,42.88,29.45,36.16,10.68,30.31,0,3.37,208.19,0.12,0.36,0.37
144,-13.90972222,13.82972222,2013,5,24,144,2013-05-24,24.11,44.51,29.92,37.52,12.15,32.31,0,2.43,165.44,0.11,0.36,0.37
145,-13.90972222,13.82972222,2013,5,25,145,2013-05-25,20.84,43.33,30.01,36.51,9.83,27.75,0.01,3.16,226.19,0.11,0.36,0.37
146,-13.90972222,13.82972222,2013,5,26,146,2013-05-26,21.54,42.89,28.21,35.18,10.86,33.44,0,4.1,221.81,0.11,0.36,0.37
147,-13.90972222,13.82972222,2013,5,27,147,2013-05-27,21.89,41.35,27.58,34.3,11.78,37.75,0,3.94,210.75,0.1,0.36,0.37
148,-13.90972222,13.82972222,2013,5,28,148,2013-05-28,24.24,40.63,27.87,33.9,10.74,34.75,0,3.09,208.88,0.1,0.36,0.37
149,-13.90972222,13.82972222,2013,5,29,149,2013-05-29,23.55,42,28.81,35.54,12.02,35.06,0,2.84,205.38,0.1,0.36,0.37
150,-13.90972222,13.82972222,2013,5,30,150,2013-05-30,22.37,44.08,29.34,36.1,10.38,31.44,0,3.25,174.56,0.1,0.36,0.37
151,-13.90972222,13.82972222,2013,5,31,151,2013-05-31,18.26,40.62,28.63,34.22,13.92,43.25,0.72,3.77,176.88,0.1,0.36,0.37
152,-13.90972222,13.82972222,2013,6,1,152,2013-06-01,21.94,38.01,26.57,31.92,15.26,54.31,5.42,3.3,195.75,0.3,0.37,0.38
153,-13.90972222,13.82972222,2013,6,2,153,2013-06-02,23.83,34.96,27.54,30.69,15.99,59,4.11,3.57,252.31,0.38,0.38,0.38
154,-13.90972222,13.82972222,2013,6,3,154,2013-06-03,25.21,38.91,26.53,32.1,11.84,42.94,0.01,3.26,277.5,0.34,0.38,0.38
155,-13.90972222,13.82972222,2013,6,4,155,2013-06-04,20.6,38.54,24.65,31.41,10.13,37.81,0,4.32,243.75,0.29,0.37,0.38
156,-13.90972222,13.82972222,2013,6,5,156,2013-06-05,23.93,39.26,25.3,32.18,11.29,40.81,0,3.63,246.69,0.26,0.37,0.38
157,-13.90972222,13.82972222,2013,6,6,157,2013-06-06,24.01,41.62,25.83,33.73,10.62,35.38,0,2.3,226.44,0.23,0.37,0.37
158,-13.90972222,13.82972222,2013,6,7,158,2013-06-07,23.63,42.28,27.69,34.76,12.27,38.31,0.04,3.57,221.56,0.2,0.37,0.37
159,-13.90972222,13.82972222,2013,6,8,159,2013-06-08,20.21,34.21,28.1,30.67,16.78,61.62,6.53,3.18,214.25,0.32,0.38,0.38
160,-13.90972222,13.82972222,2013,6,9,160,2013-06-09,19.05,33.98,27.06,30.14,16.6,63.5,2.55,2.28,276,0.41,0.38,0.38
161,-13.90972222,13.82972222,2013,6,10,161,2013-06-10,22.65,40.37,25.73,32.67,12.94,45.88,0,2.24,244.75,0.35,0.38,0.38
162,-13.90972222,13.82972222,2013,6,11,162,2013-06-11,23.32,38.01,27.62,32.01,17.15,59.75,7.7,3.96,225.81,0.4,0.38,0.38
163,-13.90972222,13.82972222,2013,6,12,163,2013-06-12,23.01,37.76,26.8,31.62,16.48,59.12,0.49,2.46,212.5,0.39,0.38,0.38
164,-13.90972222,13.82972222,2013,6,13,164,2013-06-13,23.79,41.21,27.08,33.41,13.31,45,0,2.91,270.25,0.34,0.38,0.38
165,-13.90972222,13.82972222,2013,6,14,165,2013-06-14,20.16,38.67,26.17,31.62,15.93,57,0.58,4.56,220.81,0.33,0.38,0.38
166,-13.90972222,13.82972222,2013,6,15,166,2013-06-15,23.27,38.87,26.33,32.17,15.14,53.75,0.1,2.92,230.44,0.32,0.38,0.38
167,-13.90972222,13.82972222,2013,6,16,167,2013-06-16,24.62,40.1,27.1,33.04,14.53,49.06,0.54,3.73,261.12,0.3,0.38,0.38
168,-13.90972222,13.82972222,2013,6,17,168,2013-06-17,19.9,40.62,26.08,32.99,12.76,43.5,0.33,3.34,231,0.28,0.38,0.38
169,-13.90972222,13.82972222,2013,6,18,169,2013-06-18,24.33,37.04,27.41,31.98,15.14,52.75,4.7,2.94,249.06,0.37,0.38,0.38
170,-13.90972222,13.82972222,2013,6,19,170,2013-06-19,18.01,39.45,27.15,32.64,13.79,47.69,0.15,3.16,276.62,0.34,0.38,0.38
171,-13.90972222,13.82972222,2013,6,20,171,2013-06-20,25.19,41.19,25.15,33.09,12.7,43.81,0,3.17,228.88,0.3,0.38,0.38
172,-13.90972222,13.82972222,2013,6,21,172,2013-06-21,24.75,41.37,27.14,33.62,14.4,48.31,0.01,3.97,253.5,0.27,0.37,0.38
173,-13.90972222,13.82972222,2013,6,22,173,2013-06-22,24.78,39.33,26.05,32.31,14.28,50.44,0,4.49,235.81,0.25,0.37,0.38
174,-13.90972222,13.82972222,2013,6,23,174,2013-06-23,25.02,40.77,26.23,33.08,12.39,42.31,0,2.88,249.94,0.23,0.37,0.38
175,-13.90972222,13.82972222,2013,6,24,175,2013-06-24,25.47,41.32,26.17,33.55,12.45,42.06,0,3.62,256.81,0.22,0.37,0.37
176,-13.90972222,13.82972222,2013,6,25,176,2013-06-25,23.19,40.33,26.62,33.18,13.24,44.62,0.04,3.75,248.25,0.21,0.37,0.37
177,-13.90972222,13.82972222,2013,6,26,177,2013-06-26,21.08,39.08,25.94,32,14.28,50.25,1.03,4.24,226.81,0.22,0.37,0.37
178,-13.90972222,13.82972222,2013,6,27,178,2013-06-27,22.8,38.25,27.05,32.44,14.53,49.81,1.44,3.1,228,0.27,0.37,0.38
