Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-14.94972222,12.85972222,2013,1,1,1,2013-01-01,17.22,29.8,11.93,20.17,5.92,41.94,0,3.17,63.31,0.45,0.47,0.64
2,-14.94972222,12.85972222,2013,1,2,2,2013-01-02,20.7,29.64,12.68,21.09,6.1,41.06,0,2.33,65.94,0.45,0.47,0.64
3,-14.94972222,12.85972222,2013,1,3,3,2013-01-03,19.38,31.24,13.4,22.28,6.53,41.12,0,2.44,90.12,0.45,0.47,0.64
4,-14.94972222,12.85972222,2013,1,4,4,2013-01-04,20.05,31.23,14.85,21.76,6.23,40.38,0,2.88,60.81,0.45,0.47,0.64
5,-14.94972222,12.85972222,2013,1,5,5,2013-01-05,16.69,27.22,14.01,19.82,5.19,37.38,0,3.33,63.31,0.45,0.47,0.64
6,-14.94972222,12.85972222,2013,1,6,6,2013-01-06,18.68,27.43,14.27,19.61,5.8,42.5,0,2.97,69.38,0.45,0.47,0.64
7,-14.94972222,12.85972222,2013,1,7,7,2013-01-07,20.27,30.15,13.44,20.94,6.35,43.94,0,2.41,73,0.45,0.47,0.63
8,-14.94972222,12.85972222,2013,1,8,8,2013-01-08,19.47,30.9,12.58,21.31,5.74,37.81,0,2.4,107.38,0.45,0.46,0.63
9,-14.94972222,12.85972222,2013,1,9,9,2013-01-09,16.77,31.96,15.3,23.75,7.63,43.44,0,1.94,65.62,0.45,0.46,0.63
10,-14.94972222,12.85972222,2013,1,10,10,2013-01-10,18.07,31.61,17.19,23.98,8,45.25,0,2.25,69.06,0.45,0.46,0.63
11,-14.94972222,12.85972222,2013,1,11,11,2013-01-11,19.45,33.41,17.51,24.68,7.08,38.38,0,2.53,55.88,0.44,0.46,0.63
12,-14.94972222,12.85972222,2013,1,12,12,2013-01-12,17.22,33.85,18.52,24.79,6.65,35.19,0,3.08,58.44,0.43,0.46,0.62
13,-14.94972222,12.85972222,2013,1,13,13,2013-01-13,20.62,34.58,17.33,24.87,6.65,35.5,0,3.15,65.56,0.43,0.45,0.62
14,-14.94972222,12.85972222,2013,1,14,14,2013-01-14,17.81,34.52,15.85,24.81,6.65,36.19,0,2.3,62.38,0.43,0.45,0.62
15,-14.94972222,12.85972222,2013,1,15,15,2013-01-15,22.14,34.6,14.9,23.55,5.74,34.12,0,2.77,65.19,0.43,0.45,0.62
16,-14.94972222,12.85972222,2013,1,16,16,2013-01-16,21.88,32.91,13.8,22.42,4.88,30.44,0,3.41,69.19,0.42,0.45,0.62
17,-14.94972222,12.85972222,2013,1,17,17,2013-01-17,21.47,32.7,14.54,22.33,4.64,28.81,0,3.41,58.38,0.42,0.45,0.62
18,-14.94972222,12.85972222,2013,1,18,18,2013-01-18,21.43,33.46,14.13,22.61,4.7,28.81,0,2.8,47.12,0.41,0.45,0.62
19,-14.94972222,12.85972222,2013,1,19,19,2013-01-19,21.15,33.95,13.98,23.15,4.46,26.94,0,2.47,113.19,0.41,0.45,0.62
20,-14.94972222,12.85972222,2013,1,20,20,2013-01-20,18.63,33.67,13.89,23.04,4.64,28.38,0,2.05,145.75,0.41,0.45,0.62
21,-14.94972222,12.85972222,2013,1,21,21,2013-01-21,21.26,34.26,14.41,23.58,5.49,33.25,0,1.84,160.75,0.41,0.45,0.62
22,-14.94972222,12.85972222,2013,1,22,22,2013-01-22,17.67,33.24,17.06,24.19,6.84,38.94,0,1.88,174.25,0.41,0.44,0.62
23,-14.94972222,12.85972222,2013,1,23,23,2013-01-23,18.91,32.66,18.05,24.57,6.96,38.94,0,1.84,169.69,0.41,0.44,0.61
24,-14.94972222,12.85972222,2013,1,24,24,2013-01-24,18.73,34.62,17.39,24.94,6.77,36.69,0,2.37,122.38,0.41,0.44,0.61
25,-14.94972222,12.85972222,2013,1,25,25,2013-01-25,11.55,32.63,19.15,24.8,6.41,35.06,0.19,3.31,31.94,0.41,0.44,0.61
26,-14.94972222,12.85972222,2013,1,26,26,2013-01-26,5.53,30.11,18.72,24.08,8.67,48,0.38,2.05,38,0.41,0.44,0.61
27,-14.94972222,12.85972222,2013,1,27,27,2013-01-27,13.46,32.55,17.58,24.77,7.2,39.81,0,1.59,78.38,0.41,0.44,0.61
28,-14.94972222,12.85972222,2013,1,28,28,2013-01-28,21.49,33.83,16.31,24.38,6.35,35.81,0,2.56,96.81,0.41,0.44,0.61
29,-14.94972222,12.85972222,2013,1,29,29,2013-01-29,20.07,34.14,16.1,24.61,6.53,35.62,0,2.64,50.06,0.41,0.44,0.6
30,-14.94972222,12.85972222,2013,1,30,30,2013-01-30,21.4,34.59,17.37,25.54,6.9,35.62,0,2.89,45.38,0.4,0.44,0.6
31,-14.94972222,12.85972222,2013,1,31,31,2013-01-31,21.93,36.8,18.73,27.21,7.45,34.94,0,2.68,74.75,0.4,0.43,0.6
32,-14.94972222,12.85972222,2013,2,1,32,2013-02-01,20.03,36.48,19.31,26.65,6.35,30.62,0,3.32,64.81,0.39,0.43,0.6
33,-14.94972222,12.85972222,2013,2,2,33,2013-02-02,21.86,35.9,18.05,25.92,5.8,29.69,0,3,55.44,0.39,0.43,0.6
34,-14.94972222,12.85972222,2013,2,3,34,2013-02-03,20.67,34.71,17.3,25.33,5.25,28.06,0,2.27,102.38,0.39,0.43,0.59
35,-14.94972222,12.85972222,2013,2,4,35,2013-02-04,20.21,35.07,16.19,25.62,6.29,31.94,0,1.98,141.19,0.39,0.43,0.59
36,-14.94972222,12.85972222,2013,2,5,36,2013-02-05,19.43,34.45,19.01,26.37,8.73,42.5,0,1.29,169.81,0.4,0.43,0.59
37,-14.94972222,12.85972222,2013,2,6,37,2013-02-06,21.16,35.29,19.19,25.48,4.52,23.56,0,3.71,56.94,0.39,0.43,0.59
38,-14.94972222,12.85972222,2013,2,7,38,2013-02-07,21.81,34.96,17.69,25.68,4.76,24.5,0,2.2,58.06,0.38,0.42,0.59
39,-14.94972222,12.85972222,2013,2,8,39,2013-02-08,18.99,34.97,17.62,24.59,4.82,26.94,0,2.43,52.88,0.39,0.42,0.59
40,-14.94972222,12.85972222,2013,2,9,40,2013-02-09,21.42,37.32,17.14,26.01,4.58,24.19,0,2.61,35.88,0.38,0.42,0.59
41,-14.94972222,12.85972222,2013,2,10,41,2013-02-10,22.5,37.05,18.56,25.89,4.7,24.44,0,2.39,94.69,0.38,0.42,0.59
42,-14.94972222,12.85972222,2013,2,11,42,2013-02-11,22.37,36.33,17.51,26.15,7.08,35.06,0,2,126.06,0.38,0.42,0.59
43,-14.94972222,12.85972222,2013,2,12,43,2013-02-12,22.33,36.36,19.88,27.18,11.9,57.94,0,1.97,209.31,0.38,0.42,0.59
44,-14.94972222,12.85972222,2013,2,13,44,2013-02-13,23.37,37.98,19.62,28.25,10.07,48.69,0,1.16,176,0.38,0.42,0.59
45,-14.94972222,12.85972222,2013,2,14,45,2013-02-14,24.36,39.26,18.82,28.26,6.35,29.62,0,2.08,122.5,0.38,0.41,0.59
46,-14.94972222,12.85972222,2013,2,15,46,2013-02-15,23.56,37.51,18.91,27.41,6.65,31.62,0,1.17,201.25,0.37,0.41,0.59
47,-14.94972222,12.85972222,2013,2,16,47,2013-02-16,22.87,37.35,18.03,26.76,6.65,34.56,0,1.57,249.25,0.37,0.41,0.58
48,-14.94972222,12.85972222,2013,2,17,48,2013-02-17,24.11,36.98,17.47,26.25,5.86,32,0,2.05,130.06,0.37,0.41,0.58
49,-14.94972222,12.85972222,2013,2,18,49,2013-02-18,23.68,37.12,18.46,26.81,5.55,27.56,0,1.27,152.19,0.37,0.41,0.58
50,-14.94972222,12.85972222,2013,2,19,50,2013-02-19,24.32,36.8,17.94,26.05,5.25,28.31,0,2.24,171.56,0.36,0.41,0.58
51,-14.94972222,12.85972222,2013,2,20,51,2013-02-20,24.88,37.13,15.5,25.5,4.58,25.38,0,2.66,80.62,0.36,0.41,0.58
52,-14.94972222,12.85972222,2013,2,21,52,2013-02-21,25.02,37.6,15.96,26.06,4.7,24.38,0,3.12,43,0.36,0.41,0.58
53,-14.94972222,12.85972222,2013,2,22,53,2013-02-22,24.2,38.06,16.76,27.2,5,23.94,0,2.7,86.75,0.35,0.41,0.58
54,-14.94972222,12.85972222,2013,2,23,54,2013-02-23,24.29,38.38,18.23,27.35,5.13,25.38,0,2.29,120.81,0.35,0.41,0.57
55,-14.94972222,12.85972222,2013,2,24,55,2013-02-24,24.57,39.02,17.76,28.02,4.88,23.06,0,2.34,139.5,0.34,0.41,0.57
56,-14.94972222,12.85972222,2013,2,25,56,2013-02-25,24.06,39.3,17.82,27.73,5.68,27.62,0,1.8,203.88,0.34,0.41,0.57
57,-14.94972222,12.85972222,2013,2,26,57,2013-02-26,23.41,39.19,19.2,27.91,5.74,28.25,0,1.82,153.94,0.34,0.41,0.57
58,-14.94972222,12.85972222,2013,2,27,58,2013-02-27,24.46,38.01,17.95,27.06,7.02,36.31,0,2.05,279.69,0.34,0.41,0.57
59,-14.94972222,12.85972222,2013,2,28,59,2013-02-28,25.13,38.29,18.55,27.55,7.14,34.38,0,2.93,234.5,0.34,0.4,0.57
60,-14.94972222,12.85972222,2013,3,1,60,2013-03-01,24.67,39.32,19.68,28.94,5.8,25.88,0,2.97,175.69,0.34,0.4,0.57
61,-14.94972222,12.85972222,2013,3,2,61,2013-03-02,22.15,39.12,21.12,29.11,5.8,25.62,0,2.99,77.88,0.34,0.4,0.56
62,-14.94972222,12.85972222,2013,3,3,62,2013-03-03,24.58,38.95,22.08,29.81,6.71,27.69,0,2.12,115.12,0.34,0.4,0.56
63,-14.94972222,12.85972222,2013,3,4,63,2013-03-04,25.55,39.22,20.2,28.94,7.39,33.25,0,2.28,309.62,0.34,0.4,0.56
64,-14.94972222,12.85972222,2013,3,5,64,2013-03-05,25.33,37.14,19.37,27.72,8.61,40.19,0,2.27,262.88,0.34,0.4,0.56
65,-14.94972222,12.85972222,2013,3,6,65,2013-03-06,24.4,39.27,20.13,28.9,8.3,36.75,0,3.64,100.62,0.34,0.4,0.56
66,-14.94972222,12.85972222,2013,3,7,66,2013-03-07,25.56,41.76,20.82,30.89,7.57,29.75,0,2.78,98.44,0.34,0.4,0.56
67,-14.94972222,12.85972222,2013,3,8,67,2013-03-08,24.45,41.41,22.25,31.31,9.28,35.81,0,1.49,150.31,0.34,0.4,0.56
68,-14.94972222,12.85972222,2013,3,9,68,2013-03-09,25.13,40.54,21.35,30.36,8.97,38.25,0,1.26,224.69,0.34,0.4,0.56
69,-14.94972222,12.85972222,2013,3,10,69,2013-03-10,26.03,41.22,20.69,30.58,8.42,35.88,0,1.56,223.31,0.33,0.4,0.55
70,-14.94972222,12.85972222,2013,3,11,70,2013-03-11,26.2,40.63,20.94,30.43,8.97,36.75,0,1.41,187.06,0.33,0.4,0.55
71,-14.94972222,12.85972222,2013,3,12,71,2013-03-12,25.28,39.02,20.94,29.4,11.96,52.69,0,2.34,201.44,0.34,0.4,0.55
72,-14.94972222,12.85972222,2013,3,13,72,2013-03-13,25.85,40.55,21.59,30.31,9.46,42.38,0,2.29,168.38,0.34,0.4,0.55
73,-14.94972222,12.85972222,2013,3,14,73,2013-03-14,26.46,40.95,21.01,30.54,5.86,24.75,0,1.96,159.94,0.33,0.39,0.55
74,-14.94972222,12.85972222,2013,3,15,74,2013-03-15,25.98,40.25,19.54,29.79,6.71,30.69,0,1.74,220.56,0.33,0.39,0.55
75,-14.94972222,12.85972222,2013,3,16,75,2013-03-16,22.61,39.72,21.45,29.8,7.63,33.5,0,2.09,247,0.32,0.39,0.55
