Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
29,-15.78972222,13.75972222,2015,1,29,29,2015-01-29,18.69,34.79,17.23,25.09,2.2,11.94,0,3.59,46.31,0.28,0.41,0.52
30,-15.78972222,13.75972222,2015,1,30,30,2015-01-30,20.77,33.73,17.96,25.04,2.32,12.56,0,3.47,41.94,0.28,0.41,0.52
31,-15.78972222,13.75972222,2015,1,31,31,2015-01-31,21.69,34.4,16.94,24.18,2.44,14,0,3.27,31.12,0.28,0.41,0.52
32,-15.78972222,13.75972222,2015,2,1,32,2015-02-01,19.76,33.02,15.65,23.51,2.75,16.56,0,2.9,16,0.28,0.41,0.52
33,-15.78972222,13.75972222,2015,2,2,33,2015-02-02,18.01,33.64,16.18,24.54,4.58,25.69,0,2.68,173.12,0.28,0.41,0.52
34,-15.78972222,13.75972222,2015,2,3,34,2015-02-03,21.38,32.17,18.21,23.62,6.96,41.94,0,2.52,260.31,0.29,0.41,0.52
35,-15.78972222,13.75972222,2015,2,4,35,2015-02-04,22.47,35.73,14.93,24.36,6.23,38.38,0,2.18,274,0.3,0.41,0.52
36,-15.78972222,13.75972222,2015,2,5,36,2015-02-05,20.82,36.12,18.34,25.9,6.16,33.06,0,2.65,239.62,0.3,0.41,0.52
37,-15.78972222,13.75972222,2015,2,6,37,2015-02-06,21.52,34.73,19.03,25.4,5.68,30.5,0,2.47,154.38,0.3,0.41,0.52
38,-15.78972222,13.75972222,2015,2,7,38,2015-02-07,22.65,39.16,18.12,27.33,5.37,28,0,2.58,147.44,0.3,0.41,0.52
39,-15.78972222,13.75972222,2015,2,8,39,2015-02-08,21.71,37.36,17.64,26.16,7.08,39.19,0,2.67,302.88,0.29,0.41,0.52
40,-15.78972222,13.75972222,2015,2,9,40,2015-02-09,21.73,37.08,16.94,25.7,7.14,40.25,0,3.16,333.94,0.29,0.41,0.52
41,-15.78972222,13.75972222,2015,2,10,41,2015-02-10,22.42,36.33,17.59,25.85,7.39,40.69,0,3.39,312.94,0.3,0.41,0.52
42,-15.78972222,13.75972222,2015,2,11,42,2015-02-11,22.08,37.54,18.05,26.46,6.59,35.5,0,3.45,250.12,0.29,0.41,0.52
43,-15.78972222,13.75972222,2015,2,12,43,2015-02-12,21.64,38.13,17.78,27.02,6.77,36.56,0,3.17,193.75,0.29,0.41,0.52
44,-15.78972222,13.75972222,2015,2,13,44,2015-02-13,22.86,36.16,19.71,27.23,6.1,31.06,0,4.77,208.5,0.29,0.41,0.52
45,-15.78972222,13.75972222,2015,2,14,45,2015-02-14,21.26,36.65,19.96,27.63,6.59,32.5,0,4.72,98.88,0.28,0.41,0.52
46,-15.78972222,13.75972222,2015,2,15,46,2015-02-15,21.56,37.87,21.93,28.98,5.43,23.25,0,3.34,45.38,0.28,0.41,0.52
47,-15.78972222,13.75972222,2015,2,16,47,2015-02-16,20.55,37.98,20.83,28.33,4.76,21.56,0,4.02,43.5,0.27,0.41,0.52
48,-15.78972222,13.75972222,2015,2,17,48,2015-02-17,19.8,37.07,21.1,28.51,4.82,21.5,0,4.48,25,0.27,0.41,0.51
49,-15.78972222,13.75972222,2015,2,18,49,2015-02-18,22.76,37.11,21.35,28.65,7.45,33.25,0,3.59,91.25,0.27,0.41,0.51
50,-15.78972222,13.75972222,2015,2,19,50,2015-02-19,22.21,33.95,20.85,26.57,6.71,32.5,0,4.06,250.06,0.27,0.41,0.51
51,-15.78972222,13.75972222,2015,2,20,51,2015-02-20,17.83,31.5,18.07,23.76,4.33,25.44,0,4.72,71.38,0.27,0.41,0.51
52,-15.78972222,13.75972222,2015,2,21,52,2015-02-21,22.27,31.62,15.15,22.92,3.97,24.81,0,4.64,28.06,0.28,0.41,0.51
53,-15.78972222,13.75972222,2015,2,22,53,2015-02-22,24.06,33.05,15.87,23.7,3.42,20.56,0,4.18,36.81,0.27,0.41,0.51
54,-15.78972222,13.75972222,2015,2,23,54,2015-02-23,23.49,36.08,16.58,25.62,3.23,16.81,0,3.33,35.75,0.27,0.41,0.51
55,-15.78972222,13.75972222,2015,2,24,55,2015-02-24,24.18,38.24,17.35,27.17,3.23,15.31,0,3.1,80.75,0.27,0.41,0.51
56,-15.78972222,13.75972222,2015,2,25,56,2015-02-25,24.59,38.05,17.51,26.96,2.56,13.06,0,3.28,17.31,0.26,0.41,0.51
57,-15.78972222,13.75972222,2015,2,26,57,2015-02-26,23.32,37.01,17.82,26.79,2.38,11.81,0,4.46,55.19,0.25,0.41,0.51
58,-15.78972222,13.75972222,2015,2,27,58,2015-02-27,20.39,35.5,19.18,26.48,2.14,10.75,0,4.99,63.06,0.25,0.41,0.51
59,-15.78972222,13.75972222,2015,2,28,59,2015-02-28,21.12,35.46,18.12,25.84,2.08,10.56,0,4.04,52.81,0.25,0.41,0.51
60,-15.78972222,13.75972222,2015,3,1,60,2015-03-01,23.81,35.73,18.2,25.91,2.14,11.06,0,3.8,43.69,0.25,0.41,0.51
61,-15.78972222,13.75972222,2015,3,2,61,2015-03-02,25.19,36.87,18.04,26.58,2.32,11.56,0,3.45,64.81,0.25,0.41,0.51
62,-15.78972222,13.75972222,2015,3,3,62,2015-03-03,24.66,37.23,19.68,27.47,3.05,14.12,0,3.46,59.94,0.25,0.41,0.51
63,-15.78972222,13.75972222,2015,3,4,63,2015-03-04,24.75,38.14,17.79,27.36,3.36,16.12,0,2.27,152,0.25,0.41,0.51
64,-15.78972222,13.75972222,2015,3,5,64,2015-03-05,24.26,38.26,16.85,27.1,4.58,24.88,0,1.64,180,0.25,0.41,0.51
65,-15.78972222,13.75972222,2015,3,6,65,2015-03-06,23.58,39.4,17.94,27.93,5.68,30,0,2.49,200.44,0.25,0.41,0.51
66,-15.78972222,13.75972222,2015,3,7,66,2015-03-07,22.16,40.03,18.33,28.38,6.16,32.44,0,2.72,183.44,0.25,0.41,0.51
67,-15.78972222,13.75972222,2015,3,8,67,2015-03-08,20.94,37.78,18.23,26.9,8,42.75,0,3.01,313.25,0.26,0.41,0.51
68,-15.78972222,13.75972222,2015,3,9,68,2015-03-09,19.15,31.66,18.94,24.34,8.61,49,0,3.08,307.25,0.27,0.41,0.51
69,-15.78972222,13.75972222,2015,3,10,69,2015-03-10,19.79,33.8,18.21,25.16,7.51,42.69,0,2.38,259.94,0.27,0.41,0.51
70,-15.78972222,13.75972222,2015,3,11,70,2015-03-11,21.03,37.6,18.87,27.83,7.81,37.56,0,2.71,254,0.27,0.41,0.51
71,-15.78972222,13.75972222,2015,3,12,71,2015-03-12,22.51,39.61,20.66,29.41,5.92,27,0,3.24,80.69,0.27,0.41,0.5
72,-15.78972222,13.75972222,2015,3,13,72,2015-03-13,23.66,40.52,22.01,30.86,5.25,19.44,0,3.09,54.5,0.26,0.41,0.5
73,-15.78972222,13.75972222,2015,3,14,73,2015-03-14,19.14,38.6,23.52,30.34,7.87,31,0,1.59,136.81,0.25,0.41,0.5
74,-15.78972222,13.75972222,2015,3,15,74,2015-03-15,19.22,37.07,23.14,29.41,6.84,29,0,1.09,198,0.26,0.41,0.5
75,-15.78972222,13.75972222,2015,3,16,75,2015-03-16,21.9,39.29,19.86,28.83,5.19,24.56,0,2.14,213.38,0.25,0.41,0.5
76,-15.78972222,13.75972222,2015,3,17,76,2015-03-17,23.79,39.58,19.3,28.78,5.74,27.81,0,2.64,256.25,0.25,0.41,0.5
77,-15.78972222,13.75972222,2015,3,18,77,2015-03-18,12.69,39.8,22.08,29.59,6.04,26.88,0,3.52,272.62,0.24,0.41,0.5
78,-15.78972222,13.75972222,2015,3,19,78,2015-03-19,21.02,38.39,21.15,29.19,5.92,26.38,0,3.13,277.25,0.24,0.41,0.5
79,-15.78972222,13.75972222,2015,3,20,79,2015-03-20,23.82,37.96,19.65,28.19,5.62,26.56,0,3.38,259.25,0.24,0.41,0.5
80,-15.78972222,13.75972222,2015,3,21,80,2015-03-21,21.8,35.02,19.4,26.07,6.23,33,0,3.52,277.25,0.24,0.41,0.5
81,-15.78972222,13.75972222,2015,3,22,81,2015-03-22,23.99,34.63,18.67,25.57,6.59,36.19,0,4.09,327.75,0.25,0.41,0.5
82,-15.78972222,13.75972222,2015,3,23,82,2015-03-23,23.05,33.98,17.56,24.58,6.53,38.31,0,4.91,336.44,0.25,0.41,0.5
83,-15.78972222,13.75972222,2015,3,24,83,2015-03-24,24.99,33.73,15.81,24.12,6.04,37.81,0,3.96,247.31,0.26,0.41,0.5
84,-15.78972222,13.75972222,2015,3,25,84,2015-03-25,25.53,35.94,15.8,25.77,4.94,28.31,0,3,96.56,0.26,0.41,0.5
85,-15.78972222,13.75972222,2015,3,26,85,2015-03-26,23.11,37.72,19.48,28.38,4.46,19.81,0,2.55,113.31,0.25,0.41,0.5
86,-15.78972222,13.75972222,2015,3,27,86,2015-03-27,23.52,40.19,19.97,29.8,5,20.94,0,2.24,127.31,0.24,0.41,0.5
87,-15.78972222,13.75972222,2015,3,28,87,2015-03-28,25.22,41.47,20.69,30.65,4.46,19.31,0,3.1,110.44,0.24,0.41,0.5
88,-15.78972222,13.75972222,2015,3,29,88,2015-03-29,26.56,39.53,23.13,30.41,2.93,11.5,0,4.8,50.62,0.23,0.41,0.5
89,-15.78972222,13.75972222,2015,3,30,89,2015-03-30,27.18,38.23,20.87,28.72,2.5,11.31,0,4.25,67.25,0.23,0.41,0.5
90,-15.78972222,13.75972222,2015,3,31,90,2015-03-31,26.53,38.73,18.35,28.26,2.62,11.94,0,3.12,60.06,0.23,0.41,0.5
91,-15.78972222,13.75972222,2015,4,1,91,2015-04-01,26.01,40.18,18.68,28.94,2.38,10.69,0,2.88,47.5,0.23,0.41,0.5
92,-15.78972222,13.75972222,2015,4,2,92,2015-04-02,26.98,41.27,19.37,30.31,2.38,9.81,0,2.55,95.81,0.22,0.41,0.5
93,-15.78972222,13.75972222,2015,4,3,93,2015-04-03,23.09,40.89,19.6,30.31,3.42,14.44,0,2.05,161.94,0.22,0.41,0.5
94,-15.78972222,13.75972222,2015,4,4,94,2015-04-04,23.09,41.24,21.58,30.73,6.16,27,0,2.2,172.12,0.22,0.41,0.5
95,-15.78972222,13.75972222,2015,4,5,95,2015-04-05,24.2,40.23,21.44,30.22,6.96,30.06,0,1.85,172,0.23,0.41,0.5
96,-15.78972222,13.75972222,2015,4,6,96,2015-04-06,24.19,39.61,19.76,29.06,8.36,37.75,0,2.25,280.81,0.23,0.41,0.5
97,-15.78972222,13.75972222,2015,4,7,97,2015-04-07,25.05,40.4,20.23,29.46,7.39,34.31,0,3.19,225.25,0.23,0.41,0.5
98,-15.78972222,13.75972222,2015,4,8,98,2015-04-08,25.33,41.62,20.22,30.37,6.47,29.56,0,3.67,172.88,0.23,0.41,0.5
99,-15.78972222,13.75972222,2015,4,9,99,2015-04-09,20.17,43.14,22.36,31.99,5.55,22.75,0,4.02,113.94,0.23,0.41,0.49
100,-15.78972222,13.75972222,2015,4,10,100,2015-04-10,23.1,41.93,22.36,31.93,5.92,22.12,0,3.09,87.25,0.22,0.41,0.49
101,-15.78972222,13.75972222,2015,4,11,101,2015-04-11,24.81,42.48,23.22,32.35,6.84,26.06,0,1.93,184.81,0.22,0.41,0.49
102,-15.78972222,13.75972222,2015,4,12,102,2015-04-12,26.12,42.99,21.67,31.79,6.1,27.06,0,2.46,164.69,0.22,0.41,0.49
103,-15.78972222,13.75972222,2015,4,13,103,2015-04-13,19.71,42.19,21.93,31.26,6.47,27.19,0,1.9,213.62,0.22,0.41,0.49
104,-15.78972222,13.75972222,2015,4,14,104,2015-04-14,20.46,38.42,22.35,29.57,9.64,41.56,0,3.2,248.38,0.23,0.41,0.49
105,-15.78972222,13.75972222,2015,4,15,105,2015-04-15,20.26,41.21,23.05,31.58,9.03,35,0,1.98,222.62,0.23,0.41,0.49
106,-15.78972222,13.75972222,2015,4,16,106,2015-04-16,19.84,40.5,23.35,30.88,8.91,35.06,0,2.4,241.56,0.23,0.41,0.49
107,-15.78972222,13.75972222,2015,4,17,107,2015-04-17,21.43,39.79,21.79,29.59,9.16,40.81,0,2.92,277.62,0.23,0.41,0.49
108,-15.78972222,13.75972222,2015,4,18,108,2015-04-18,24.05,40.31,20.75,29.6,8.67,39.75,0,3.43,308.75,0.23,0.41,0.49
109,-15.78972222,13.75972222,2015,4,19,109,2015-04-19,23.37,41,20.8,29.66,8.18,37.19,0,3.58,250.88,0.23,0.41,0.49
110,-15.78972222,13.75972222,2015,4,20,110,2015-04-20,23.46,40.36,19.74,29,8.42,40.44,0,2.91,278.56,0.23,0.41,0.49
111,-15.78972222,13.75972222,2015,4,21,111,2015-04-21,22.66,39.29,20.1,29.22,8.48,39.19,0,2.33,235,0.23,0.41,0.49
112,-15.78972222,13.75972222,2015,4,22,112,2015-04-22,21.81,41.66,20.77,30.65,7.57,33.69,0,2.46,212,0.23,0.41,0.49
113,-15.78972222,13.75972222,2015,4,23,113,2015-04-23,20.8,41.17,21.83,30.42,7.32,31.56,0,2.26,221.19,0.23,0.41,0.49
114,-15.78972222,13.75972222,2015,4,24,114,2015-04-24,24.71,42.76,20.97,30.7,8.06,36.75,0,2.41,197.81,0.23,0.41,0.49
115,-15.78972222,13.75972222,2015,4,25,115,2015-04-25,26.43,41.21,20.63,29.9,10.5,47.88,0,3.27,243.25,0.23,0.41,0.49
116,-15.78972222,13.75972222,2015,4,26,116,2015-04-26,25.05,40.68,20.74,29.58,10.19,47.56,0,3.8,260.25,0.23,0.41,0.49
117,-15.78972222,13.75972222,2015,4,27,117,2015-04-27,25.28,39.73,20.23,28.62,10.68,51.38,0,4.18,257.31,0.23,0.41,0.49
118,-15.78972222,13.75972222,2015,4,28,118,2015-04-28,22.97,38.07,20.52,28.64,10.86,50.25,0,3.74,259.94,0.23,0.41,0.49
119,-15.78972222,13.75972222,2015,4,29,119,2015-04-29,23.63,40.19,20.91,29.54,10.62,47.81,0,3.1,286,0.23,0.41,0.49
120,-15.78972222,13.75972222,2015,4,30,120,2015-04-30,20.19,38.26,22.29,29.51,10.5,45.81,0,2.71,280.88,0.23,0.41,0.49
121,-15.78972222,13.75972222,2015,5,1,121,2015-05-01,24.07,40.76,21.92,30.4,10.62,46.5,0,3.58,253.69,0.23,0.41,0.49
122,-15.78972222,13.75972222,2015,5,2,122,2015-05-02,22.04,38.8,22.21,29.43,11.05,49.62,0,4.15,258.25,0.23,0.41,0.49
123,-15.78972222,13.75972222,2015,5,3,123,2015-05-03,20.63,39.55,21.94,29.69,10.8,49.19,0,3.56,273.38,0.23,0.41,0.49
124,-15.78972222,13.75972222,2015,5,4,124,2015-05-04,15.22,41.32,22.41,30.7,8.12,37.94,0,3.52,250.12,0.23,0.41,0.49
125,-15.78972222,13.75972222,2015,5,5,125,2015-05-05,22.91,40.42,21.87,30.23,9.46,41.94,0,2.34,199.88,0.23,0.41,0.49
126,-15.78972222,13.75972222,2015,5,6,126,2015-05-06,22.86,37.93,22.87,29.34,11.29,49.56,0,3.87,257.62,0.23,0.41,0.49
127,-15.78972222,13.75972222,2015,5,7,127,2015-05-07,19.11,31.84,22.11,26.76,12.27,58.56,0,3.31,265.38,0.24,0.41,0.49
128,-15.78972222,13.75972222,2015,5,8,128,2015-05-08,22.32,40.32,21.62,30.19,11.29,47.62,0,3.05,247.94,0.25,0.41,0.49
129,-15.78972222,13.75972222,2015,5,9,129,2015-05-09,24.42,36.95,22.93,29.29,11.84,50.88,0,4.52,251.5,0.25,0.41,0.49
130,-15.78972222,13.75972222,2015,5,10,130,2015-05-10,24.3,38.94,22.23,29.64,12.27,52.94,0,4.36,254.81,0.25,0.41,0.49
131,-15.78972222,13.75972222,2015,5,11,131,2015-05-11,24.84,38.79,22.58,29.86,12.63,53.06,0,4.12,274.06,0.25,0.41,0.49
132,-15.78972222,13.75972222,2015,5,12,132,2015-05-12,23.67,39.33,21.9,29.98,12.15,50.88,0,3.62,280.81,0.24,0.41,0.49
133,-15.78972222,13.75972222,2015,5,13,133,2015-05-13,24.96,39.82,22.62,30.8,11.54,46.62,0,2.75,283.44,0.24,0.41,0.49
134,-15.78972222,13.75972222,2015,5,14,134,2015-05-14,24.54,40.88,23.58,31.62,10.86,42.06,0,3.24,294.25,0.23,0.41,0.49
135,-15.78972222,13.75972222,2015,5,15,135,2015-05-15,23.28,41.72,23.44,31.6,10.74,42.38,0,4.05,290,0.23,0.41,0.49
136,-15.78972222,13.75972222,2015,5,16,136,2015-05-16,23.72,40.34,22.7,30.66,11.35,47.38,0,3.48,266,0.23,0.41,0.49
137,-15.78972222,13.75972222,2015,5,17,137,2015-05-17,23.28,40.23,22.94,30.84,11.84,49.19,0,3.69,259.44,0.23,0.41,0.48
138,-15.78972222,13.75972222,2015,5,18,138,2015-05-18,22.33,38.74,23.78,30.52,12.51,51.12,0,4.01,265.88,0.23,0.41,0.48
139,-15.78972222,13.75972222,2015,5,19,139,2015-05-19,22.6,38.43,24.08,30.21,12.33,50.25,0,4.25,264.25,0.23,0.41,0.48
140,-15.78972222,13.75972222,2015,5,20,140,2015-05-20,24.74,39.83,23.22,31.05,11.05,44.81,0,2.92,261.81,0.23,0.41,0.48
141,-15.78972222,13.75972222,2015,5,21,141,2015-05-21,21.42,35.76,24.36,30,12.94,51.81,0.03,3.64,252.31,0.23,0.41,0.48
142,-15.78972222,13.75972222,2015,5,22,142,2015-05-22,18.66,39.02,25.4,31.38,11.84,45.19,0.01,3.34,287.38,0.24,0.41,0.48
143,-15.78972222,13.75972222,2015,5,23,143,2015-05-23,20.25,40.67,23.58,32.02,8,31.94,0,3.78,258.75,0.23,0.41,0.48
144,-15.78972222,13.75972222,2015,5,24,144,2015-05-24,23.99,41.1,24.03,31.86,8.18,32.5,0,2.45,236.38,0.23,0.41,0.48
145,-15.78972222,13.75972222,2015,5,25,145,2015-05-25,25.68,41.15,23.03,31.59,8.24,34.69,0,2.99,195.25,0.22,0.41,0.48
146,-15.78972222,13.75972222,2015,5,26,146,2015-05-26,26.23,43.01,22.73,32.8,6.16,24.88,0,3.57,181.94,0.22,0.41,0.48
147,-15.78972222,13.75972222,2015,5,27,147,2015-05-27,26.16,42.4,23.19,32.68,6.04,23.19,0,3.73,200.56,0.21,0.41,0.48
148,-15.78972222,13.75972222,2015,5,28,148,2015-05-28,24.87,42.56,22.73,32.45,7.14,28.62,0,3.72,186.25,0.2,0.41,0.48
149,-15.78972222,13.75972222,2015,5,29,149,2015-05-29,24.65,41.13,23.45,31.69,9.52,37.44,0,2.23,230.25,0.2,0.41,0.48
150,-15.78972222,13.75972222,2015,5,30,150,2015-05-30,23.63,40.38,24.75,31.81,10.86,41.25,0,3.41,293.69,0.2,0.41,0.48
151,-15.78972222,13.75972222,2015,5,31,151,2015-05-31,15.24,41.7,24.67,32.64,11.72,43,0,3.3,261.81,0.21,0.41,0.48
152,-15.78972222,13.75972222,2015,6,1,152,2015-06-01,21.61,41.19,24.9,32.51,12.21,45.25,0,3.63,241.75,0.21,0.41,0.48
153,-15.78972222,13.75972222,2015,6,2,153,2015-06-02,18.06,36.43,25.77,30.58,13.85,53,0,4.48,251.5,0.22,0.41,0.48
154,-15.78972222,13.75972222,2015,6,3,154,2015-06-03,21.88,39.38,25.33,31.88,10.62,40.12,0,3.34,288.06,0.22,0.41,0.48
155,-15.78972222,13.75972222,2015,6,4,155,2015-06-04,23.23,39.39,22.84,30.55,9.4,40,0,3.13,294.19,0.22,0.41,0.48
156,-15.78972222,13.75972222,2015,6,5,156,2015-06-05,24.89,38.21,21.62,29.65,10.31,44.56,0.06,2.99,312.62,0.22,0.41,0.48
157,-15.78972222,13.75972222,2015,6,6,157,2015-06-06,24.09,38.86,22.67,30.5,10.19,41.19,0,2.81,309.75,0.22,0.41,0.48
158,-15.78972222,13.75972222,2015,6,7,158,2015-06-07,23.65,41.13,23.98,32.04,9.03,34.19,0,3.64,294.19,0.22,0.41,0.48
159,-15.78972222,13.75972222,2015,6,8,159,2015-06-08,22.87,41.94,23.23,31.93,10.99,42.06,0.03,2.98,219.38,0.22,0.41,0.48
160,-15.78972222,13.75972222,2015,6,9,160,2015-06-09,24.19,38.52,25.22,31.37,14.1,52.81,0.33,4.17,238.75,0.23,0.41,0.48
161,-15.78972222,13.75972222,2015,6,10,161,2015-06-10,24.34,39.19,25.44,31.67,14.04,52,0.06,3.66,265,0.23,0.41,0.48
162,-15.78972222,13.75972222,2015,6,11,162,2015-06-11,21,40.28,25.3,32.58,13.31,47.62,0.02,2.37,228.75,0.23,0.41,0.48
163,-15.78972222,13.75972222,2015,6,12,163,2015-06-12,23.36,41.37,27.05,34.18,13.06,41.94,0.09,2.54,213.81,0.23,0.41,0.48
164,-15.78972222,13.75972222,2015,6,13,164,2015-06-13,21.83,40.98,26.42,32.79,12.15,43,0,4.63,263.94,0.23,0.41,0.48
165,-15.78972222,13.75972222,2015,6,14,165,2015-06-14,18.07,41.34,25.22,32.44,12.7,46.19,0,3.67,229.19,0.23,0.41,0.48
166,-15.78972222,13.75972222,2015,6,15,166,2015-06-15,19.19,39.4,25.56,31.83,13.79,50.88,0.03,3.75,249.06,0.23,0.41,0.48
167,-15.78972222,13.75972222,2015,6,16,167,2015-06-16,18.22,38.23,25.5,31.62,15.14,55.38,1.13,3.57,242.12,0.24,0.41,0.48
168,-15.78972222,13.75972222,2015,6,17,168,2015-06-17,19.72,35.87,26.53,30.62,14.83,55.62,0.94,4.56,264.25,0.3,0.41,0.48
169,-15.78972222,13.75972222,2015,6,18,169,2015-06-18,23.51,39.42,24.94,31,13.12,51.44,0,3.89,263.25,0.29,0.41,0.48
170,-15.78972222,13.75972222,2015,6,19,170,2015-06-19,23.41,38.28,23.57,29.97,13.31,55,0.01,4.45,257.38,0.27,0.41,0.48
171,-15.78972222,13.75972222,2015,6,20,171,2015-06-20,22.72,38.76,23.45,30.39,13.24,54.06,0.05,4.29,250.19,0.27,0.41,0.48
172,-15.78972222,13.75972222,2015,6,21,172,2015-06-21,24.23,39.06,25.84,32.01,14.53,52.25,0.39,2.85,236.56,0.27,0.41,0.48
173,-15.78972222,13.75972222,2015,6,22,173,2015-06-22,23.31,39.05,26.12,31.94,14.53,51.81,0.75,3.86,281.12,0.27,0.41,0.48
174,-15.78972222,13.75972222,2015,6,23,174,2015-06-23,21.87,37.62,24.98,30.8,14.04,53.12,0.06,4.36,260.62,0.28,0.41,0.48
175,-15.78972222,13.75972222,2015,6,24,175,2015-06-24,23.88,38.56,25.99,31.45,14.34,52.81,0.34,3.73,260.38,0.28,0.41,0.48
176,-15.78972222,13.75972222,2015,6,25,176,2015-06-25,19.43,33.9,25.3,28.91,15.38,63.88,0.91,4.21,269.25,0.3,0.41,0.48
177,-15.78972222,13.75972222,2015,6,26,177,2015-06-26,23.98,39.27,23.62,30.73,12.57,51.75,0.1,3.98,284.06,0.3,0.41,0.48
178,-15.78972222,13.75972222,2015,6,27,178,2015-06-27,24.6,39.28,23.12,30.38,12.15,50.19,0,3.93,272.75,0.28,0.41,0.48
179,-15.78972222,13.75972222,2015,6,28,179,2015-06-28,24.4,36.44,24.22,30.15,13.43,53.69,0,3.19,243.44,0.27,0.41,0.48
