Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-15.83972222,13.95972222,2013,1,1,1,2013-01-01,17.18,30.67,13.33,20.95,4.09,28.31,0,3.59,61.81,0.39,0.43,0.55
2,-15.83972222,13.95972222,2013,1,2,2,2013-01-02,20.86,31.64,13.31,21.89,4.15,27.19,0,2.95,67.31,0.39,0.43,0.55
3,-15.83972222,13.95972222,2013,1,3,3,2013-01-03,17.51,32.15,15.64,22.91,4.39,26.75,0,3.02,59.56,0.39,0.43,0.55
4,-15.83972222,13.95972222,2013,1,4,4,2013-01-04,19.54,33.23,16.69,23.46,3.97,24.19,0,3.48,60.94,0.38,0.43,0.55
5,-15.83972222,13.95972222,2013,1,5,5,2013-01-05,15.44,29,14.82,21.32,3.85,25.62,0,3.62,63.62,0.38,0.43,0.55
6,-15.83972222,13.95972222,2013,1,6,6,2013-01-06,17.95,28.87,13.58,20.4,4.39,31,0,3.02,57.31,0.38,0.43,0.55
7,-15.83972222,13.95972222,2013,1,7,7,2013-01-07,19.3,31.33,12.45,20.85,4.09,29.44,0,2.9,68.81,0.38,0.43,0.55
8,-15.83972222,13.95972222,2013,1,8,8,2013-01-08,20.17,32.01,13.49,21.55,4.09,27.06,0,2.88,54.62,0.38,0.43,0.55
9,-15.83972222,13.95972222,2013,1,9,9,2013-01-09,18.58,33.37,14.91,23.21,5.07,30.62,0,2.31,64.38,0.38,0.43,0.55
10,-15.83972222,13.95972222,2013,1,10,10,2013-01-10,16.56,34.69,16.9,24.98,5.74,31.06,0,2.53,59.44,0.38,0.43,0.55
11,-15.83972222,13.95972222,2013,1,11,11,2013-01-11,18.54,35.05,18.44,25.54,4.94,26.25,0,3.12,50.06,0.37,0.43,0.55
12,-15.83972222,13.95972222,2013,1,12,12,2013-01-12,21.34,36.34,18.26,26.61,4.64,23.12,0,3.41,56.12,0.35,0.43,0.55
13,-15.83972222,13.95972222,2013,1,13,13,2013-01-13,21.21,37.05,19.33,26.7,4.46,22.31,0,3.59,55.5,0.34,0.42,0.55
14,-15.83972222,13.95972222,2013,1,14,14,2013-01-14,18.71,36.43,16.89,25.36,4.33,23.5,0,2.98,56,0.34,0.42,0.55
15,-15.83972222,13.95972222,2013,1,15,15,2013-01-15,22.29,35.89,15.39,24.34,3.48,20.56,0,3.27,59,0.34,0.42,0.54
16,-15.83972222,13.95972222,2013,1,16,16,2013-01-16,21.91,34.79,15.58,23.88,2.75,16.19,0,4.29,69.31,0.34,0.42,0.54
17,-15.83972222,13.95972222,2013,1,17,17,2013-01-17,21.28,33.8,15.62,23.63,2.81,16.56,0,3.96,60.25,0.34,0.42,0.54
18,-15.83972222,13.95972222,2013,1,18,18,2013-01-18,21.89,33.88,15.37,22.88,2.69,16.62,0,3.32,44.81,0.34,0.42,0.54
19,-15.83972222,13.95972222,2013,1,19,19,2013-01-19,21.21,34.55,13.64,23.09,2.5,15.81,0,2.83,40.06,0.34,0.42,0.54
20,-15.83972222,13.95972222,2013,1,20,20,2013-01-20,19.89,34.33,15.2,23.86,3.05,17.69,0,2.45,90.56,0.33,0.42,0.54
21,-15.83972222,13.95972222,2013,1,21,21,2013-01-21,21.43,34.97,15.01,24.44,4.52,26.62,0,2.1,128.06,0.34,0.42,0.54
22,-15.83972222,13.95972222,2013,1,22,22,2013-01-22,17.73,33.72,17.94,25.31,5.55,30,0,2.18,129.06,0.34,0.42,0.54
23,-15.83972222,13.95972222,2013,1,23,23,2013-01-23,13.49,34.91,19.19,25.9,5.13,26.69,0,2.34,97.44,0.34,0.42,0.54
24,-15.83972222,13.95972222,2013,1,24,24,2013-01-24,19.17,34.99,18.44,25.93,5.25,27.38,0,3.15,78.75,0.34,0.42,0.54
25,-15.83972222,13.95972222,2013,1,25,25,2013-01-25,5.6,31.34,21.06,25.06,6.16,32.62,0.5,3.62,35.81,0.34,0.42,0.54
26,-15.83972222,13.95972222,2013,1,26,26,2013-01-26,6.42,33.92,19.26,25.43,6.41,34,0.02,2.31,120.25,0.34,0.42,0.54
27,-15.83972222,13.95972222,2013,1,27,27,2013-01-27,21.73,34,15.25,24.08,4.52,25.5,0,2.27,44.06,0.34,0.42,0.54
28,-15.83972222,13.95972222,2013,1,28,28,2013-01-28,23.03,34.08,15.9,23.95,4.09,24.56,0,3.11,47.19,0.34,0.42,0.53
29,-15.83972222,13.95972222,2013,1,29,29,2013-01-29,21.92,34.8,15.84,24.56,4.64,25.06,0,3.17,42.56,0.33,0.42,0.53
30,-15.83972222,13.95972222,2013,1,30,30,2013-01-30,21.09,35.83,17.27,26.08,4.94,24.94,0,3.32,49.44,0.33,0.42,0.53
31,-15.83972222,13.95972222,2013,1,31,31,2013-01-31,21.17,37.34,19.43,27.77,5.19,23.38,0,3.21,62.19,0.32,0.42,0.53
32,-15.83972222,13.95972222,2013,2,1,32,2013-02-01,20.19,37.45,20.29,27.74,4.09,18.94,0,4.01,65.44,0.32,0.41,0.53
33,-15.83972222,13.95972222,2013,2,2,33,2013-02-02,21.43,36.62,19.52,27,3.97,19.38,0,3.66,57.12,0.31,0.41,0.53
34,-15.83972222,13.95972222,2013,2,3,34,2013-02-03,20.16,35.37,17.76,25.69,3.66,19.69,0,2.79,51.38,0.31,0.41,0.53
35,-15.83972222,13.95972222,2013,2,4,35,2013-02-04,21.93,35.6,16.42,25.77,3.85,20.44,0,2.66,71.94,0.31,0.41,0.53
36,-15.83972222,13.95972222,2013,2,5,36,2013-02-05,20.76,36.95,17.78,26.71,4.52,21.75,0,3.1,70.38,0.31,0.41,0.53
37,-15.83972222,13.95972222,2013,2,6,37,2013-02-06,22.17,36.99,19.74,27.23,2.93,14.19,0,4.36,63.81,0.3,0.41,0.53
38,-15.83972222,13.95972222,2013,2,7,38,2013-02-07,18.03,36.97,18.77,26.9,3.3,15.94,0,2.71,67,0.3,0.41,0.53
39,-15.83972222,13.95972222,2013,2,8,39,2013-02-08,21.88,34.48,19.4,25.65,2.99,15.69,0,2.88,55.25,0.3,0.41,0.53
40,-15.83972222,13.95972222,2013,2,9,40,2013-02-09,18.86,36.37,17.65,26.37,3.23,17.31,0,2.99,50.38,0.3,0.41,0.52
41,-15.83972222,13.95972222,2013,2,10,41,2013-02-10,20.16,34.82,19.16,25.65,4.88,27.06,0,2.59,120,0.3,0.41,0.52
42,-15.83972222,13.95972222,2013,2,11,42,2013-02-11,23.07,38.55,18.07,27.08,5.55,29.12,0,2.3,149.88,0.3,0.41,0.52
43,-15.83972222,13.95972222,2013,2,12,43,2013-02-12,22.46,38.83,20.12,28.41,8.24,38.5,0,1.52,194.06,0.3,0.41,0.52
44,-15.83972222,13.95972222,2013,2,13,44,2013-02-13,23.55,39.5,19.71,28.51,5.43,25.88,0,2.29,80.75,0.3,0.41,0.52
45,-15.83972222,13.95972222,2013,2,14,45,2013-02-14,23.98,39.72,18.84,28.45,4.03,18.62,0,2.54,117.12,0.3,0.41,0.52
46,-15.83972222,13.95972222,2013,2,15,46,2013-02-15,24.14,38.63,18.23,27.43,3.91,20.19,0,2.62,124.94,0.29,0.41,0.52
47,-15.83972222,13.95972222,2013,2,16,47,2013-02-16,23.03,36.79,16.97,26,6.35,36.44,0,2.38,236.56,0.3,0.41,0.52
48,-15.83972222,13.95972222,2013,2,17,48,2013-02-17,24.38,36.55,17.26,26.27,5.68,33.56,0,2.6,122.44,0.3,0.41,0.52
49,-15.83972222,13.95972222,2013,2,18,49,2013-02-18,23.35,37.29,17.62,26.87,4.03,20.25,0,1.76,143.44,0.3,0.41,0.52
50,-15.83972222,13.95972222,2013,2,19,50,2013-02-19,23.74,36.87,17.03,25.84,3.78,21.56,0,3.12,126.19,0.29,0.41,0.52
51,-15.83972222,13.95972222,2013,2,20,51,2013-02-20,24.85,36.76,15.66,25.29,3.85,22.44,0,3.37,62.75,0.29,0.41,0.52
52,-15.83972222,13.95972222,2013,2,21,52,2013-02-21,24.8,37.49,16.03,25.9,3.42,18.31,0,3.35,41.56,0.29,0.41,0.52
53,-15.83972222,13.95972222,2013,2,22,53,2013-02-22,24.4,38.56,16.91,27.07,3.72,18.44,0,2.91,53.69,0.28,0.41,0.52
54,-15.83972222,13.95972222,2013,2,23,54,2013-02-23,24.15,38.24,18.09,27.3,3.3,16.31,0,2.98,100.12,0.28,0.41,0.52
55,-15.83972222,13.95972222,2013,2,24,55,2013-02-24,24.72,39.3,18.37,28.13,3.42,16.12,0,2.53,149,0.27,0.41,0.52
56,-15.83972222,13.95972222,2013,2,25,56,2013-02-25,25.03,39.94,17.83,28.08,3.72,18.19,0,2.25,210.69,0.27,0.41,0.52
57,-15.83972222,13.95972222,2013,2,26,57,2013-02-26,23.89,39.26,18.73,27.98,4.88,24.81,0,2.53,189.56,0.27,0.41,0.52
58,-15.83972222,13.95972222,2013,2,27,58,2013-02-27,24.73,37.33,17.48,26.44,6.29,34.19,0,2.77,255.62,0.27,0.41,0.52
59,-15.83972222,13.95972222,2013,2,28,59,2013-02-28,24.89,37.57,17.66,26.63,6.96,38.88,0,3.47,235.62,0.28,0.41,0.52
60,-15.83972222,13.95972222,2013,3,1,60,2013-03-01,24.6,38.35,18.9,27.83,5.74,29.62,0,3.55,128.38,0.28,0.41,0.52
61,-15.83972222,13.95972222,2013,3,2,61,2013-03-02,19.78,38.12,20.32,28.34,6.16,29.5,0,3.79,115.38,0.28,0.41,0.52
62,-15.83972222,13.95972222,2013,3,3,62,2013-03-03,26,40.55,21.29,29.81,6.29,27.31,0,3.23,186.94,0.27,0.41,0.52
63,-15.83972222,13.95972222,2013,3,4,63,2013-03-04,25.61,39.15,19.65,28.34,6.47,31,0,3.41,333.88,0.27,0.41,0.52
64,-15.83972222,13.95972222,2013,3,5,64,2013-03-05,25.72,36.55,18.26,26.6,8.85,46.5,0,3.38,283.69,0.27,0.41,0.52
65,-15.83972222,13.95972222,2013,3,6,65,2013-03-06,25.88,38.33,18.47,27.4,8.36,43.38,0,3.75,141.44,0.28,0.41,0.52
66,-15.83972222,13.95972222,2013,3,7,66,2013-03-07,25.88,41.23,19.49,29.66,7.45,34.44,0,3.42,162.81,0.28,0.41,0.52
67,-15.83972222,13.95972222,2013,3,8,67,2013-03-08,25.52,42.18,21.77,31.1,6.59,26.94,0,3.42,101.81,0.27,0.41,0.52
68,-15.83972222,13.95972222,2013,3,9,68,2013-03-09,25.9,41.33,20.8,30.33,7.45,32.25,0,2.42,225.75,0.27,0.41,0.52
69,-15.83972222,13.95972222,2013,3,10,69,2013-03-10,26.53,42.08,21.04,30.87,7.08,31,0,2.72,212.5,0.27,0.41,0.52
70,-15.83972222,13.95972222,2013,3,11,70,2013-03-11,26.32,41.94,21.75,31.37,4.58,17.88,0,2.96,96.38,0.26,0.41,0.52
71,-15.83972222,13.95972222,2013,3,12,71,2013-03-12,25.54,41.24,21.3,30.8,6.41,26.38,0,2.27,157.25,0.26,0.41,0.52
72,-15.83972222,13.95972222,2013,3,13,72,2013-03-13,25.56,41.29,20.4,30.14,7.14,34.31,0,2.89,117,0.26,0.41,0.52
73,-15.83972222,13.95972222,2013,3,14,73,2013-03-14,26.35,41.88,20.83,30.69,4.64,20,0,2.67,94.25,0.26,0.41,0.52
74,-15.83972222,13.95972222,2013,3,15,74,2013-03-15,25.95,41.2,19.51,30.07,5.19,23.31,0,2.44,226.62,0.25,0.41,0.52
75,-15.83972222,13.95972222,2013,3,16,75,2013-03-16,23.3,38.51,23.41,29.66,6.29,26.69,0,2.77,296.06,0.25,0.41,0.51
76,-15.83972222,13.95972222,2013,3,17,76,2013-03-17,24.51,38.8,21.26,28.82,7.32,34.19,0,3.26,231.06,0.26,0.41,0.51
77,-15.83972222,13.95972222,2013,3,18,77,2013-03-18,25.47,39.67,19.64,29.04,8.3,39,0,3.36,234.62,0.26,0.41,0.51
78,-15.83972222,13.95972222,2013,3,19,78,2013-03-19,25.71,38.19,19.85,28.3,7.69,36.88,0,3.67,313.56,0.27,0.41,0.51
79,-15.83972222,13.95972222,2013,3,20,79,2013-03-20,25.82,41.51,20.62,30.19,7.81,35.19,0,3.2,216.88,0.27,0.41,0.51
80,-15.83972222,13.95972222,2013,3,21,80,2013-03-21,25.97,43.73,22.01,32.08,7.45,30.75,0,3.42,219.88,0.26,0.41,0.51
81,-15.83972222,13.95972222,2013,3,22,81,2013-03-22,25.3,42.16,21.92,31.3,8.3,34.06,0,2.53,224.06,0.26,0.41,0.51
