Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-14.41972222,14.41972222,2021,1,1,1,2021-01-01,20.56,37.57,20.89,28.65,8.36,36.94,0,3.6,29.44,0.2,0.27,0.27
2,-14.41972222,14.41972222,2021,1,2,2,2021-01-02,20.47,35.57,18.58,26.4,7.32,36.75,0,3.21,25.12,0.19,0.27,0.27
3,-14.41972222,14.41972222,2021,1,3,3,2021-01-03,21.14,35.08,17.56,25.77,6.1,32.25,0,3.04,60.81,0.19,0.27,0.27
4,-14.41972222,14.41972222,2021,1,4,4,2021-01-04,21.06,36.64,18.05,26.53,5.8,29.31,0,3.26,37.56,0.19,0.27,0.27
5,-14.41972222,14.41972222,2021,1,5,5,2021-01-05,20.5,37.36,18.19,27.06,6.41,31.81,0,4.18,49.19,0.18,0.27,0.27
6,-14.41972222,14.41972222,2021,1,6,6,2021-01-06,19.7,35.66,21.4,27.64,7.87,35.19,0,3.41,65.75,0.19,0.27,0.27
7,-14.41972222,14.41972222,2021,1,7,7,2021-01-07,21.42,38.23,19.45,27.98,6.59,31.94,0,2.6,79.62,0.19,0.27,0.27
8,-14.41972222,14.41972222,2021,1,8,8,2021-01-08,20.57,37.71,18.31,27.3,6.04,30.19,0,2.61,36.62,0.18,0.27,0.27
9,-14.41972222,14.41972222,2021,1,9,9,2021-01-09,20.68,35.03,19.02,26.25,8.42,43.5,0,4.9,38.25,0.18,0.27,0.27
10,-14.41972222,14.41972222,2021,1,10,10,2021-01-10,20.53,32.87,18.35,24.9,6.77,36.38,0,5.23,21.56,0.18,0.27,0.27
11,-14.41972222,14.41972222,2021,1,11,11,2021-01-11,19.87,32.35,16.52,23.84,5.62,33.44,0,4.6,35.88,0.18,0.27,0.27
12,-14.41972222,14.41972222,2021,1,12,12,2021-01-12,15.74,33.67,19.08,25.48,5.43,28.94,0,4.27,40.69,0.18,0.26,0.27
13,-14.41972222,14.41972222,2021,1,13,13,2021-01-13,20.9,35.57,17.85,25.76,5.19,28.06,0,4.35,41.69,0.17,0.26,0.26
14,-14.41972222,14.41972222,2021,1,14,14,2021-01-14,20.88,36.33,17.19,25.9,4.64,25.62,0,4.58,50.19,0.17,0.26,0.26
15,-14.41972222,14.41972222,2021,1,15,15,2021-01-15,17.93,35.4,18.62,25.93,4.15,22.06,0,4.84,55.75,0.16,0.26,0.26
16,-14.41972222,14.41972222,2021,1,16,16,2021-01-16,15.11,32.87,18.8,24.49,4.03,22.75,0,4.84,52.44,0.16,0.26,0.26
17,-14.41972222,14.41972222,2021,1,17,17,2021-01-17,13.66,34.5,16.23,24.15,3.42,20.25,0,4.31,61.62,0.16,0.26,0.26
18,-14.41972222,14.41972222,2021,1,18,18,2021-01-18,17.34,34.99,17.37,25.39,3.66,19.75,0,4.12,56.19,0.16,0.26,0.26
19,-14.41972222,14.41972222,2021,1,19,19,2021-01-19,20.31,34.9,18.15,25.26,3.6,19.75,0,4.26,51.44,0.16,0.26,0.26
20,-14.41972222,14.41972222,2021,1,20,20,2021-01-20,20.96,36.42,17.79,26.29,4.15,21.25,0,3.51,51.62,0.16,0.25,0.26
