Var1,LON,LAT,YEAR,MM,DD,DOY,YYYYMMDD,ALLSKY_SFC_SW_DWN,T2M_MAX,T2M_MIN,T2M,QV2M,RH2M,PRECTOTCORR,WS2M,WD2M,GWETTOP,GWETROOT,GWETPROF
1,-15.83972222,13.95972222,2012,1,1,1,2012-01-01,16.92,29.05,13.03,19.88,3.17,23.25,0,3.74,49.31,0.3,0.41,0.52
2,-15.83972222,13.95972222,2012,1,2,2,2012-01-02,18.54,30.79,14.22,21.33,3.23,21.56,0,3.31,45.5,0.3,0.41,0.52
3,-15.83972222,13.95972222,2012,1,3,3,2012-01-03,16.82,33.31,15.69,24.02,3.85,21.81,0,2.94,53.12,0.3,0.41,0.52
4,-15.83972222,13.95972222,2012,1,4,4,2012-01-04,15.76,33.58,17.54,24.55,3.97,21.44,0,3.15,57.81,0.3,0.41,0.52
5,-15.83972222,13.95972222,2012,1,5,5,2012-01-05,17.31,35.16,19.53,26.05,3.97,19.94,0,3.82,52.06,0.3,0.41,0.52
6,-15.83972222,13.95972222,2012,1,6,6,2012-01-06,19.13,34.4,17.05,24.42,4.09,22.75,0,3.34,40.5,0.3,0.41,0.52
7,-15.83972222,13.95972222,2012,1,7,7,2012-01-07,19.74,34.72,18.09,25.05,4.21,22.5,0,2.83,37.56,0.29,0.41,0.52
8,-15.83972222,13.95972222,2012,1,8,8,2012-01-08,20.33,36.55,17.64,26.08,3.91,19.88,0,2.5,46.25,0.29,0.41,0.52
9,-15.83972222,13.95972222,2012,1,9,9,2012-01-09,21.23,36.08,16.76,25.65,3.48,18.69,0,2.61,49.69,0.28,0.41,0.52
10,-15.83972222,13.95972222,2012,1,10,10,2012-01-10,17.46,36.94,16.88,25.66,3.17,16.94,0,2.77,57.88,0.28,0.41,0.52
11,-15.83972222,13.95972222,2012,1,11,11,2012-01-11,20.82,37.5,16.72,26.71,3.6,18.31,0,1.87,116.62,0.28,0.41,0.52
12,-15.83972222,13.95972222,2012,1,12,12,2012-01-12,21.43,38.2,17.02,27.31,3.97,19.31,0,1.98,94.94,0.28,0.41,0.52
13,-15.83972222,13.95972222,2012,1,13,13,2012-01-13,21.55,37.98,16.58,26.34,3.48,18.88,0,3.21,74,0.28,0.41,0.52
14,-15.83972222,13.95972222,2012,1,14,14,2012-01-14,20.98,37.45,18.01,26.54,3.17,16.25,0,3.23,76.56,0.27,0.41,0.52
15,-15.83972222,13.95972222,2012,1,15,15,2012-01-15,21.47,35.84,17.92,25.83,2.87,15.06,0,3.72,67.75,0.27,0.41,0.51
16,-15.83972222,13.95972222,2012,1,16,16,2012-01-16,19.92,36.18,18.8,26.24,2.69,14,0,4.01,66.5,0.27,0.41,0.51
17,-15.83972222,13.95972222,2012,1,17,17,2012-01-17,19.25,34.18,18.27,25.02,3.78,20.62,0,2.44,61.19,0.27,0.41,0.51
18,-15.83972222,13.95972222,2012,1,18,18,2012-01-18,21.43,35.79,18.98,26.32,4.15,21.12,0,2.95,28.5,0.27,0.41,0.51
19,-15.83972222,13.95972222,2012,1,19,19,2012-01-19,20.36,32.25,16.73,23.57,3.78,22.94,0,3.91,26.88,0.27,0.41,0.51
20,-15.83972222,13.95972222,2012,1,20,20,2012-01-20,20.31,27.37,14.32,20.12,3.48,25.06,0,5.01,38.31,0.27,0.41,0.51
21,-15.83972222,13.95972222,2012,1,21,21,2012-01-21,17.06,26.94,12.32,19.34,3.54,27.56,0,4.27,43.31,0.28,0.41,0.51
22,-15.83972222,13.95972222,2012,1,22,22,2012-01-22,20.18,30.01,12.89,20.77,3.66,25,0,3.56,46.81,0.29,0.41,0.51
23,-15.83972222,13.95972222,2012,1,23,23,2012-01-23,19.97,32.46,15.96,23.42,4.33,24,0,3.43,45.19,0.28,0.41,0.51
24,-15.83972222,13.95972222,2012,1,24,24,2012-01-24,20.96,33.99,17.73,24.97,4.64,24,0,4,52.38,0.28,0.41,0.51
25,-15.83972222,13.95972222,2012,1,25,25,2012-01-25,20.55,34.29,16.47,24.51,4.39,23.81,0,3.39,33.44,0.28,0.41,0.51
26,-15.83972222,13.95972222,2012,1,26,26,2012-01-26,19.2,32.77,14.32,22.57,2.93,18.69,0,3.59,29.56,0.28,0.41,0.51
27,-15.83972222,13.95972222,2012,1,27,27,2012-01-27,22.26,33.07,14.19,22.85,2.99,18.31,0,3.52,41.38,0.27,0.41,0.51
28,-15.83972222,13.95972222,2012,1,28,28,2012-01-28,22.18,34.95,14.9,24.3,3.05,17.38,0,2.83,133.06,0.27,0.41,0.51
29,-15.83972222,13.95972222,2012,1,29,29,2012-01-29,19.88,35.36,16.56,25.59,3.48,18.19,0,2.29,18.06,0.27,0.41,0.51
30,-15.83972222,13.95972222,2012,1,30,30,2012-01-30,12.5,34.87,19.38,26.21,3.17,16.06,0,3.14,30.56,0.27,0.41,0.51
31,-15.83972222,13.95972222,2012,1,31,31,2012-01-31,18.84,35.73,19.62,27.16,3.78,17.75,0,3.65,57.12,0.26,0.41,0.51
32,-15.83972222,13.95972222,2012,2,1,32,2012-02-01,18.79,36.06,20.39,27.6,3.66,17.12,0,4.43,50.81,0.26,0.41,0.51
33,-15.83972222,13.95972222,2012,2,2,33,2012-02-02,18.18,33.9,20.39,26.6,4.58,22.44,0,3.96,51,0.26,0.41,0.51
34,-15.83972222,13.95972222,2012,2,3,34,2012-02-03,19.24,35.65,21.3,27.23,5.19,25.44,0,3.77,44.5,0.26,0.41,0.51
35,-15.83972222,13.95972222,2012,2,4,35,2012-02-04,18.44,35.68,20.44,27.3,4.39,20.69,0,3.76,30,0.26,0.41,0.51
36,-15.83972222,13.95972222,2012,2,5,36,2012-02-05,16.24,31.94,19.48,24.5,3.85,21.06,0,3.98,50.25,0.26,0.41,0.51
37,-15.83972222,13.95972222,2012,2,6,37,2012-02-06,11.29,32.99,19.42,25.52,5.8,28.5,0,4.08,94.25,0.27,0.41,0.5
38,-15.83972222,13.95972222,2012,2,7,38,2012-02-07,18.08,31.58,15.52,22.88,2.01,11.38,0,3.98,67.44,0.27,0.41,0.5
39,-15.83972222,13.95972222,2012,2,8,39,2012-02-08,14.54,29.56,18.06,22.72,2.32,13.94,0,3.48,58.31,0.27,0.41,0.5
40,-15.83972222,13.95972222,2012,2,9,40,2012-02-09,15.63,33.58,15.94,23.97,2.32,13.94,0,3.37,55.19,0.27,0.41,0.5
41,-15.83972222,13.95972222,2012,2,10,41,2012-02-10,22.43,34.46,17.69,25.07,3.23,17.75,0,3.72,40.38,0.26,0.41,0.5
42,-15.83972222,13.95972222,2012,2,11,42,2012-02-11,20.97,35.11,17.26,25.65,3.66,19.19,0,3.59,32.81,0.26,0.41,0.5
43,-15.83972222,13.95972222,2012,2,12,43,2012-02-12,14.2,32.85,19.67,25.19,4.33,23,0,3.2,63.5,0.26,0.41,0.5
44,-15.83972222,13.95972222,2012,2,13,44,2012-02-13,18.21,33.37,19.19,25.44,6.29,34.56,0,3.11,63.38,0.26,0.41,0.5
45,-15.83972222,13.95972222,2012,2,14,45,2012-02-14,17.94,34.19,18.68,25.4,3.72,19.94,0,3.82,34.31,0.26,0.41,0.5
46,-15.83972222,13.95972222,2012,2,15,46,2012-02-15,15.15,29.8,18.57,23.61,2.99,16.88,0,3.34,24.31,0.26,0.41,0.5
47,-15.83972222,13.95972222,2012,2,16,47,2012-02-16,21.75,35.26,17.62,26.12,5.31,25.56,0,2.49,102.44,0.26,0.41,0.5
48,-15.83972222,13.95972222,2012,2,17,48,2012-02-17,22.39,36.25,18.27,25.77,5.86,31.62,0,4.36,249.06,0.26,0.41,0.5
49,-15.83972222,13.95972222,2012,2,18,49,2012-02-18,22.98,33.77,16.17,23.65,5.49,34,0,4.2,274.25,0.27,0.41,0.5
50,-15.83972222,13.95972222,2012,2,19,50,2012-02-19,23.6,34.31,15.01,23.62,5.37,36.75,0,3.02,324.88,0.27,0.41,0.5
51,-15.83972222,13.95972222,2012,2,20,51,2012-02-20,23.36,34.83,16.8,24.85,3.72,20.69,0,2.7,62.75,0.26,0.41,0.5
52,-15.83972222,13.95972222,2012,2,21,52,2012-02-21,23.45,35.22,16.98,25.4,2.87,14.62,0,3.88,43.44,0.25,0.41,0.5
53,-15.83972222,13.95972222,2012,2,22,53,2012-02-22,23.13,34.69,17.71,25.24,2.69,14.12,0,3.86,45.06,0.25,0.41,0.5
54,-15.83972222,13.95972222,2012,2,23,54,2012-02-23,20.11,34.33,16.46,24.7,2.5,13.88,0,3.45,34.69,0.25,0.41,0.5
55,-15.83972222,13.95972222,2012,2,24,55,2012-02-24,21.58,33.73,16.96,24.6,2.5,13.69,0,3.47,45.31,0.24,0.41,0.5
56,-15.83972222,13.95972222,2012,2,25,56,2012-02-25,22.48,36.75,17.94,26.61,2.81,14,0,3.39,56.94,0.24,0.41,0.5
57,-15.83972222,13.95972222,2012,2,26,57,2012-02-26,23.99,38.41,20.04,28.29,3.05,13.62,0,3.62,44.56,0.24,0.41,0.5
58,-15.83972222,13.95972222,2012,2,27,58,2012-02-27,23.08,39.48,19.63,28.8,3.3,14.31,0,3.18,38.12,0.23,0.41,0.5
59,-15.83972222,13.95972222,2012,2,28,59,2012-02-28,24.08,39.72,19.12,28.6,3.54,15.56,0,2.73,110.88,0.23,0.41,0.5
60,-15.83972222,13.95972222,2012,2,29,60,2012-02-29,23.84,39.86,19.34,28.68,4.33,20.94,0,3.45,116.56,0.23,0.41,0.5
61,-15.83972222,13.95972222,2012,3,1,61,2012-03-01,22.54,39.48,19.39,28.67,3.97,18.56,0,3.5,67.88,0.23,0.41,0.5
62,-15.83972222,13.95972222,2012,3,2,62,2012-03-02,22.88,38.33,19.83,28.37,3.17,14.31,0,3.26,60.88,0.23,0.41,0.5
63,-15.83972222,13.95972222,2012,3,3,63,2012-03-03,22.35,37.72,20.14,28.16,2.38,10.75,0,3.91,49.75,0.23,0.41,0.5
64,-15.83972222,13.95972222,2012,3,4,64,2012-03-04,23.56,37.8,19.57,27.78,2.08,9.44,0,3.95,41.44,0.23,0.41,0.49
65,-15.83972222,13.95972222,2012,3,5,65,2012-03-05,23.92,38.4,18.27,27.61,2.2,10.38,0,3.36,38.19,0.22,0.41,0.49
66,-15.83972222,13.95972222,2012,3,6,66,2012-03-06,21.42,38.62,18.87,28.73,3.23,14.19,0,2.16,114.62,0.22,0.41,0.49
67,-15.83972222,13.95972222,2012,3,7,67,2012-03-07,22.55,38.78,18.14,27.73,4.33,22.44,0,2.02,229,0.23,0.41,0.49
68,-15.83972222,13.95972222,2012,3,8,68,2012-03-08,24.01,39.36,18.88,28.68,3.42,15.88,0,2.7,137.94,0.23,0.41,0.49
69,-15.83972222,13.95972222,2012,3,9,69,2012-03-09,21.2,37.26,20.1,28.51,2.62,11.56,0,4.02,58.06,0.22,0.41,0.49
70,-15.83972222,13.95972222,2012,3,10,70,2012-03-10,20.13,38.23,20.11,28.56,2.69,11.5,0,3.41,67.62,0.22,0.41,0.49
71,-15.83972222,13.95972222,2012,3,11,71,2012-03-11,20.63,37.55,21.1,28.11,2.38,10.5,0,3.25,57.69,0.22,0.41,0.49
72,-15.83972222,13.95972222,2012,3,12,72,2012-03-12,22.81,36.9,19.81,27.26,2.38,11.38,0,3.16,55.94,0.22,0.41,0.49
73,-15.83972222,13.95972222,2012,3,13,73,2012-03-13,24.91,38.21,18.53,27.62,2.26,10.69,0,3.29,56.81,0.22,0.41,0.49
74,-15.83972222,13.95972222,2012,3,14,74,2012-03-14,24.15,39.21,19.8,28.7,2.44,10.38,0,3.42,64.06,0.22,0.41,0.49
75,-15.83972222,13.95972222,2012,3,15,75,2012-03-15,24.21,40.46,19.48,29.43,2.56,10.69,0,3.04,64.5,0.21,0.41,0.49
76,-15.83972222,13.95972222,2012,3,16,76,2012-03-16,24.08,41.08,20.87,30.33,2.62,10.62,0,2.65,134.69,0.21,0.41,0.49
77,-15.83972222,13.95972222,2012,3,17,77,2012-03-17,24.02,41.51,20.93,30.35,2.26,9.31,0,2.97,31.75,0.21,0.41,0.49
78,-15.83972222,13.95972222,2012,3,18,78,2012-03-18,21.06,40.64,22.38,30.86,3.36,13.12,0,4.55,25.56,0.21,0.41,0.49
79,-15.83972222,13.95972222,2012,3,19,79,2012-03-19,19.81,40.77,24.65,31.83,3.91,14.31,0,3.23,101.12,0.21,0.41,0.49
80,-15.83972222,13.95972222,2012,3,20,80,2012-03-20,18.93,40.74,22.32,30.61,4.09,16.19,0,2.45,132,0.21,0.41,0.49
