LON,LAT,sand,silt,clay,BULK,COARSE,OrganicCarbon,N,PH,SLLL,SDUL,SSAT,SSKS
-14.9836,12.9317,0.512,0.229,0.258,1.53,1.34,1.08,1.05,5.6,0.16121782912,0.267096967952476,0.412325675088476,0.43
-14.9836,13.0164,0.505,0.218,0.276,1.49,1.19,0.75,0.91,5.5,0.1697787526,0.274762353753675,0.407945586633675,0.43
-14.9836,13.1011,0.484,0.237,0.28,1.49,1.3,1.11,0.85,5.5,0.1741022824,0.283752529554739,0.417037079954739,0.43
-14.9836,13.1858,0.458,0.266,0.276,1.48,1.32,1.22,0.77,5.5,0.17237748976,0.287246898860904,0.421892229548904,0.43
-14.9836,13.2705,0.468,0.253,0.279,1.45,1.09,1.28,0.97,5.5,0.17442989104,0.287519570398614,0.422003713310614,0.43
-14.9836,13.3552,0.514,0.228,0.259,1.45,1.28,1.19,0.87,5.3,0.16244689732,0.26831130219798,0.41425151897398,0.43
-14.9836,13.4399,0.52,0.214,0.267,1.48,1.13,0.6,0.92,5.2,0.1636169728,0.265857444708635,0.403057214148635,0.43
-14.8989,12.7623,0.463,0.242,0.294,1.48,1.52,1.17,1.08,5.7,0.18244018084,0.295001723716213,0.421538137348213,0.43
-14.8989,12.847,0.454,0.24,0.306,1.48,1.22,1.3,0.98,5.8,0.18993377248,0.303578707940697,0.425758928964697,0.23
-14.8989,12.9317,0,0,0,0,0,0,0,0,0.01534,0.286875483,0.350483483,21
-14.8989,13.0164,0.489,0.24,0.271,1.49,1.69,0.9,0.85,5.3,0.16773758488,0.276336112201736,0.412033679545735,0.43
-14.8989,13.1011,0.452,0.258,0.29,1.45,1.29,1.24,0.97,5.5,0.1804838656,0.295422908873481,0.423894920713481,0.23
-14.8989,13.1858,0.442,0.269,0.289,1.46,1.42,1.02,0.8,5.4,0.17877409816,0.294813030379675,0.421018032987675,0.23
-14.8989,13.2705,0.453,0.236,0.311,1.47,1.23,0.91,0.82,5.4,0.19090805296,0.303294147235846,0.419797489083846,0.23
-14.8989,13.3552,0.451,0.249,0.3,1.44,1,1.01,0.65,5.7,0.185057443,0.298759106213862,0.420710792533862,0.23
-14.8989,13.4399,0.449,0.293,0.257,1.44,1.16,1.63,0.92,5,0.16379449816,0.283356975903776,0.430277653991776,1.32
-14.8142,12.7623,0.46,0.25,0.29,1.42,2.01,1.04,0.88,5.6,0.179468536,0.29240186272705,0.41930042272705,0.43
-14.8142,12.847,0.504,0.238,0.258,1.48,1.5,0.67,0.96,5.4,0.15881287144,0.264639721159251,0.405233319031251,0.43
-14.8142,12.9317,0.458,0.245,0.298,1.45,1.47,1.02,1.19,5.6,0.18396792448,0.296653930877781,0.419842248861781,0.43
-14.8142,13.0164,0.501,0.245,0.254,1.52,1.71,0.74,0.98,5.5,0.15690234088,0.263765747165715,0.406596484829715,0.43
-14.8142,13.1011,0.501,0.242,0.257,1.46,1.47,0.75,0.9,5.8,0.15871036264,0.265434285040657,0.406996694072657,0.43
-14.8142,13.1858,0.463,0.246,0.291,1.43,1.7,1.53,0.85,5.2,0.18257891656,0.296483083180014,0.427756021108014,0.43
-14.8142,13.2705,0.502,0.229,0.269,1.48,1.58,0.69,0.76,5.3,0.16536007156,0.271024277927182,0.406631720655182,0.43
-14.8142,13.3552,0.488,0.233,0.278,1.44,0.88,0.85,0.62,5.3,0.17152142728,0.279717658224234,0.411723118688234,0.43
-14.7295,12.7623,0.461,0.234,0.305,1.43,1.61,1.09,0.85,5.7,0.1883495236,0.300297759999669,0.421232149559669,0.43
-14.7295,12.847,0.475,0.249,0.276,1.44,1.67,0.76,0.82,5.5,0.1698840088,0.280182970374814,0.411303581254814,0.43
-14.7295,12.9317,0.462,0.268,0.271,1.42,1.5,1.24,0.91,5.6,0.16962602224,0.284230262735609,0.421515017967609,0.43
-14.7295,13.0164,0.482,0.259,0.259,1.42,1.68,1.06,1.11,5.5,0.16171550296,0.272923883029641,0.415107700677641,0.43
-14.7295,13.1011,0.456,0.248,0.296,1.43,1.34,1.05,0.87,5.3,0.18296556352,0.2962113296748,0.4204484118508,0.43
-14.7295,13.1858,0.534,0.205,0.261,1.49,1.37,0.87,0.95,5.5,0.16166974108,0.262646224817608,0.406282248361608,0.43
-14.7295,13.2705,0.493,0.234,0.274,1.42,1.34,1.33,1.3,5.7,0.17187632524,0.281076463111091,0.419727638983091,0.43
-14.7295,13.3552,0.486,0.234,0.28,1.45,1.44,1.22,0.7,5.4,0.1747042936,0.28437504031417,0.41879912703417,0.43
-14.6448,12.7623,0.499,0.21,0.291,1.37,1.49,1.16,0.84,5.4,0.18073249048,0.287333640369342,0.416732592113342,0.43
-14.6448,12.847,0.489,0.243,0.267,1.41,1.46,1.22,0.87,5.2,0.16723310296,0.277212908505518,0.417851169673518,0.43
-14.6448,12.9317,0.451,0.265,0.284,1.4,1.73,0.99,0.94,5.5,0.17575063348,0.290495813280666,0.418962352624666,0.23
-14.6448,13.0164,0.453,0.25,0.297,1.41,2.05,1.55,0.83,5.4,0.18604586632,0.301255971403812,0.429703729619812,0.23
-14.6448,13.1011,0.503,0.236,0.261,1.41,1.16,1.2,1.06,5.4,0.16366385416,0.271435578852489,0.415688854660489,0.43
-14.6448,13.1858,0.505,0.245,0.25,1.39,1.31,1.49,0.88,5.4,0.159065215,0.268298544933932,0.420899167333932,0.43
-14.6448,13.2705,0.506,0.225,0.27,1.42,1.25,1.29,0.74,5.4,0.1693676344,0.276374528331043,0.417344514331043,0.43
-14.5601,12.7623,0.442,0.278,0.281,1.4,1.61,0.98,0.87,5.5,0.17397167944,0.290482136517957,0.419558423829957,0.23
-14.5601,12.847,0.507,0.208,0.285,1.39,1.88,0.85,0.87,5.4,0.1755763024,0.280111645836518,0.410129068356518,0.43
-14.5601,12.9317,0.481,0.195,0.324,1.41,1.48,0.96,0.75,5.4,0.19872800608,0.306082448413333,0.418136327197333,0.43
-14.5601,13.0164,0.444,0.236,0.321,1.37,1.52,1.26,0.7,5.5,0.19826651128,0.312398060795343,0.427566990379343,0.23
-14.5601,13.1011,0.451,0.239,0.311,1.35,1.6,2.07,1.15,5.4,0.19647413032,0.312433522994155,0.439278331530155,0.23
-14.5601,13.1858,0.467,0.268,0.265,1.41,1.61,0.96,0.85,5.5,0.1646306836,0.277784191213734,0.415103225933734,0.43
-14.5601,13.2705,0.49,0.224,0.286,1.38,1.52,1.29,1.17,5.4,0.178537612,0.287378217311052,0.419846263471052,0.43
-14.5601,13.3552,0.472,0.207,0.321,1.38,1.31,1.37,1,5.3,0.19892332684,0.308910196618394,0.425341940370394,0.43
-14.4754,12.7623,0.477,0.251,0.272,1.39,1.73,1.15,0.89,5.4,0.16971303388,0.281253791423343,0.418125501967343,0.43
-14.4754,12.847,0.472,0.259,0.27,1.35,1.78,1.01,0.92,5.5,0.1677881188,0.279868809904734,0.415889196384734,0.43
-14.4754,12.9317,0.499,0.223,0.278,1.36,2.08,1.15,0.76,5.4,0.17318012044,0.280464814476232,0.415914427148232,0.43
-14.4754,13.0164,0.461,0.249,0.29,1.37,1.51,1.41,0.9,5.4,0.1813824478,0.2953191230323,0.4258222311923,0.43
-14.4754,13.1011,0.45,0.225,0.325,1.37,1.77,1.12,0.82,5.5,0.19993792,0.312509382923553,0.424868662923553,0.23
-14.4754,13.1858,0.449,0.263,0.288,1.12,1.16,1.31,0.87,5.2,0.17969325964,0.295522241878626,0.425421246310626,0.23
-14.4754,13.2705,0.526,0.219,0.255,1.38,0.95,1.21,0.89,5.5,0.1602488086,0.264239336689186,0.413266018889186,0.43
-14.3907,12.7623,0.517,0.26,0.223,1.36,1.8,1.43,0.9,5.6,0.14320669552,0.251880285061855,0.418338734717855,0.43
-14.3907,12.847,0.523,0.266,0.211,1.31,1.69,1.41,1.04,5.5,0.13616691736,0.244489849443648,0.417425462411648,0.43
-14.3907,12.9317,0.526,0.211,0.263,1.36,1.59,1.55,1,5.7,0.16689277876,0.271688635591044,0.419733240079044,0.43
-14.3907,13.0164,0.467,0.283,0.25,1.38,1.7,1.26,0.86,5.6,0.157712434,0.273122414265135,0.420294946105135,1.32
-14.3907,13.1011,0.489,0.193,0.318,1.34,1.74,1.48,1.02,5.4,0.19783623424,0.305595891175786,0.424457035687786,0.43
-14.3907,13.1858,0.504,0.207,0.289,1.35,1.96,1.12,0.88,5.6,0.17937023152,0.285097470236992,0.415343440092992,0.43
-14.306,12.6776,0.516,0.263,0.221,1.32,1.81,1.4,1.1,5.5,0.14186546272,0.250756250837633,0.417782099573633,0.43
-14.306,12.7623,0.518,0.251,0.231,1.36,1.41,1.17,1.06,5.7,0.14614192876,0.252967093059722,0.412769674747722,0.43
-14.306,12.847,0.536,0.237,0.227,1.29,1.27,1.66,1.22,5.5,0.14697447304,0.252665802881069,0.421337364433069,0.43
-14.306,12.9317,0.486,0.208,0.306,1.3,1.46,1.49,0.97,5.5,0.19101875152,0.299961608246823,0.424562228262823,0.43
-14.306,13.0164,0.468,0.229,0.303,1.31,1.49,1.53,1.14,5.3,0.18942393028,0.301635963775457,0.427573351479458,0.43
-14.306,13.1011,0.499,0.178,0.323,1.33,1.52,1.49,1.25,5.4,0.20080212664,0.306765142643684,0.423368051675684,0.43
-14.306,13.1858,0.497,0.214,0.289,1.32,1.43,1.16,1.35,5.5,0.17957583736,0.286624275870684,0.416872910238684,0.43
-14.2213,12.7623,0.506,0.251,0.243,1.31,1.34,1.24,1.25,5.5,0.15352872976,0.262085207229438,0.415626982877438,0.43
-14.2213,12.847,0.532,0.233,0.235,1.09,1.47,1.16,1.15,5.5,0.1483553824,0.252220820615512,0.411343691175512,0.43
-14.2213,12.9317,0.482,0.24,0.278,1.11,1.2,1.92,1.63,5.3,0.17737737472,0.290279001740137,0.432065971596137,0.43
-14.2213,13.0164,0.523,0.184,0.293,1.29,1.82,1.72,1.23,5.3,0.18500115208,0.289246312038988,0.423032585702988,0.43
-14.2213,13.1011,0.52,0.178,0.302,1.25,1.48,1.54,1.56,5.3,0.1891565752,0.292889606333758,0.420618637213758,0.43
-14.2213,13.1858,0.525,0.176,0.3,1.34,1.32,1.42,0.93,5.4,0.18738823,0.290021651229467,0.418024655229467,0.43
-14.1366,12.6776,0.506,0.239,0.254,1.35,1.51,1.29,1.18,5.6,0.16016303728,0.268173389017294,0.416900213801294,0.43
-14.1366,12.7623,0.496,0.275,0.229,1.23,1.04,1.41,1.41,5.4,0.14655621388,0.258746566821827,0.419935620845827,1.32
-14.1366,12.847,0.511,0.244,0.245,1.35,1.41,1.34,1.15,5.6,0.1552864684,0.26316490697383,0.41718975617383,0.43
-14.1366,12.9317,0.551,0.241,0.208,1.28,1.23,1.37,1.37,5.4,0.13407694396,0.236917000219787,0.414240141547787,0.43
-14.1366,13.0164,0.515,0.254,0.231,1.12,1.32,1.31,1.01,5.4,0.1470395716,0.255013063893582,0.415994849613582,0.43
-14.1366,13.1011,0.511,0.212,0.277,1.11,1.45,1.57,1.15,5.3,0.17498329264,0.2816731384688,0.4219637055008,0.43
-14.1366,13.1858,0.519,0.218,0.263,1.11,1.37,1.76,1.23,5.2,0.16811887384,0.274947571407103,0.424475129199103,0.43
-14.0519,12.6776,0.541,0.237,0.223,1.3,1.47,1.31,1.22,5.5,0.14236630576,0.245893687759412,0.413590211687412,0.43
-14.0519,12.7623,0.552,0.238,0.209,1.28,1.61,1.53,1.29,5.5,0.13575342796,0.239029933409057,0.417620286057057,0.43
-14.0519,12.847,0.523,0.244,0.233,1.32,1.57,1.41,1.05,5.4,0.14881310608,0.255531616103285,0.417327633087285,0.43
-14.0519,12.9317,0.544,0.25,0.207,1.15,1.27,1.32,1.06,5.4,0.13318023136,0.237251571093137,0.413726768181137,0.43
-14.0519,13.0164,0.526,0.226,0.248,1.31,1.12,1.2,0.98,5.3,0.15614101696,0.26049944631348,0.41293329156148,0.43
-14.0519,13.1011,0.514,0.186,0.3,1.3,1.24,1.21,1.23,5.2,0.186226342,0.290033039308633,0.416116165388633,0.43
-14.0519,13.1858,0.521,0.23,0.249,1.3,1.42,1.68,1.18,5.3,0.15966264568,0.266747916452549,0.422891343876549,0.43
-14.0519,13.2705,0.479,0.211,0.31,1.1,1.06,2.16,1.49,5.1,0.1965996808,0.308374687254135,0.436442319574135,0.43
-13.9672,12.6776,0.502,0.21,0.288,1.55,0.59,0.42,0.37,6.4,0.17498661232,0.278868099994768,0.403548826330768,0.43
-13.9672,12.7623,0.503,0.23,0.268,1.54,0.49,0.34,0.4,6.4,0.16276618168,0.267085168085801,0.399958977589801,0.43
-13.9672,12.847,0.496,0.235,0.269,1.53,0.64,0.33,0.37,6.3,0.16333049308,0.268816407975813,0.400519703119813,0.43
-13.9672,12.9317,0.552,0.19,0.258,1.55,0.56,0.32,0.34,6.5,0.15648591712,0.252362253904675,0.394432502480675,0.43
-13.9672,13.0164,0.474,0.252,0.274,1.53,0.53,0.32,0.35,6.2,0.16631262592,0.275422005417194,0.402963092393194,0.43
-13.9672,13.1011,0.476,0.229,0.296,1.53,0.67,0.34,0.34,6.5,0.17932878112,0.287040682857496,0.405840520553496,0.43
-13.9672,13.1858,0.493,0.255,0.251,1.53,0.46,0.33,0.35,6.4,0.15275124976,0.259742104615874,0.398911738703874,0.43
-13.9672,13.2705,0.516,0.219,0.265,1.55,0.41,0.36,0.33,6.4,0.1610524288,0.263253997906566,0.398859458866566,0.43
-13.8825,12.6776,0.465,0.24,0.295,1.53,0.55,0.44,0.4,6.4,0.17928169,0.289209081054084,0.408624487454084,0.43
-13.8825,12.7623,0.463,0.226,0.311,1.55,0.49,0.33,0.36,6.3,0.18810276376,0.297262386826521,0.409104814514521,0.43
-13.8825,12.847,0.41,0.269,0.321,1.54,0.37,0.38,0.4,6.4,0.1942171036,0.31156456144042,0.41768665384042,0.23
-13.8825,12.9317,0.393,0.273,0.333,1.54,0.54,0.42,0.35,6.5,0.20134834168,0.320681888023459,0.422473897767459,0.23
-13.8825,13.0164,0.371,0.287,0.342,1.55,0.4,0.51,0.38,7,0.20687888524,0.329136147962932,0.428367799674932,0.23
-13.8825,13.1011,0.404,0.256,0.34,1.52,0.59,0.37,0.36,6.9,0.2052143872,0.322281295274626,0.421477161994626,0.23
-13.8825,13.1858,0.425,0.27,0.305,1.55,0.33,0.37,0.34,6.6,0.184845118,0.300733495636342,0.413229911436342,0.23
-13.8825,13.2705,0.493,0.216,0.29,1.56,0.34,0.36,0.34,6.8,0.1758635824,0.281012427891589,0.403672894771589,0.43
-13.7978,12.6776,0.446,0.245,0.309,1.55,0.59,0.47,0.35,6.5,0.18762872668,0.300066057736638,0.413101689280638,0.23
-13.7978,12.7623,0.414,0.267,0.32,1.55,0.88,0.41,0.36,6.5,0.1937679436,0.310609514083059,0.417537984643059,0.23
-13.7978,12.847,0.367,0.315,0.318,1.57,0.44,0.44,0.38,6.4,0.19274959072,0.317457973522831,0.423466898898831,0.23
-13.7978,12.9317,0.353,0.309,0.338,1.55,0.35,0.44,0.41,6.8,0.20427287488,0.329491958029452,0.428904991693452,0.23
-13.7978,13.0164,0.361,0.3,0.339,1.54,0.68,0.46,0.4,6.6,0.20493779128,0.328873655285063,0.428361049029063,0.23
-13.7978,13.1011,0.354,0.311,0.334,1.54,0.63,0.4,0.36,6.6,0.20181350272,0.327139102847182,0.427349622783182,0.23
-13.7978,13.1858,0.409,0.267,0.324,1.55,0.25,0.38,0.33,7,0.19596117592,0.313274685810503,0.418301062226503,0.23
-13.7978,13.2705,0.451,0.246,0.304,1.55,0.38,0.4,0.45,6.7,0.18436583008,0.296052543508793,0.410662261012793,0.23
-13.7978,13.3552,0.464,0.264,0.273,1.56,0.53,0.37,0.33,6.5,0.16604112124,0.277157395693445,0.404747784405446,0.43
-13.7978,13.5246,0.425,0.246,0.329,1.57,0.68,0.42,0.4,6.4,0.1990478764,0.313616549859242,0.417757570099242,0.23
-13.7131,12.6776,0.351,0.353,0.296,1.55,0.74,0.45,0.42,6.5,0.18012822892,0.309604831899122,0.421664789995122,0.23
-13.7131,12.7623,0.373,0.316,0.31,1.56,0.5,0.43,0.38,6.5,0.1880840746,0.312460061282391,0.42116347584239,0.23
-13.7131,12.847,0.355,0.325,0.32,1.56,0.36,0.43,0.4,6.5,0.193863145,0.320333303941185,0.425129913141185,0.23
-13.7131,12.9317,0.332,0.313,0.355,1.54,0.4,0.39,0.38,6.7,0.2138356942,0.340646346269036,0.434295189189036,0.23
-13.7131,13.0164,0.378,0.281,0.341,1.56,0.44,0.45,0.44,6.4,0.20607991396,0.327223227628712,0.426307294676713,0.23
-13.7131,13.1011,0.336,0.302,0.362,1.57,0.41,0.41,0.39,6.7,0.21794116024,0.343576527835968,0.435477727147968,0.23
-13.7131,13.1858,0.363,0.307,0.33,1.54,0.92,0.51,0.41,6.8,0.1999532758,0.32444066162044,0.42730870882044,0.23
-13.7131,13.2705,0.378,0.319,0.303,1.54,0.59,0.43,0.4,6.8,0.18403291588,0.308164842357996,0.419384718141996,0.23
-13.7131,13.3552,0.395,0.313,0.292,1.59,0.79,0.45,0.41,6.5,0.1777303438,0.299919718989074,0.416063300029074,0.23
-13.6284,12.6776,0.29,0.345,0.365,1.59,0.45,0.49,0.43,6.7,0.219762805,0.351844625131457,0.443939431731457,0.23
-13.6284,12.7623,0.31,0.356,0.334,1.54,0.46,0.47,0.43,6.8,0.2020337872,0.334441897021713,0.434315737901713,0.23
-13.6284,12.847,0.32,0.312,0.368,1.57,0.61,0.49,0.42,6.6,0.2215928128,0.349081877158525,0.440200877478525,0.23
-13.6284,12.9317,0.33,0.31,0.361,1.58,0.5,0.47,0.45,6.5,0.2175504982,0.344231064287503,0.437030499127503,0.23
-13.6284,13.0164,0.31,0.323,0.368,1.53,0.62,0.47,0.45,6.8,0.2214901444,0.350372957381304,0.441361976741304,0.23
-13.6284,13.1011,0.334,0.304,0.362,1.57,0.64,0.41,0.38,6.7,0.21793508176,0.34385951103995,0.435760968687951,0.23
-13.6284,13.1858,0.38,0.306,0.314,1.56,0.64,0.44,0.43,6.6,0.1904345152,0.313339967325948,0.421189722525948,0.23
-13.5437,12.6776,0.294,0.37,0.336,1.59,0.35,0.51,0.43,6.7,0.20329787848,0.338088937840899,0.437572722384899,0.23
-13.5437,12.7623,0.311,0.355,0.334,1.53,0.67,0.57,0.46,6.8,0.20240127988,0.334853791626885,0.435960510730885,0.23
-13.5437,12.847,0.318,0.375,0.307,1.59,0.64,0.52,0.42,6.5,0.18678123472,0.320964720712323,0.428952709928324,0.23
-13.5437,12.9317,0.368,0.332,0.3,1.56,0.48,0.48,0.43,6.6,0.182539696,0.308784353515799,0.420987785195799,0.23
-13.5437,13.0164,0.374,0.301,0.324,1.58,0.67,0.47,0.42,6.5,0.19633919992,0.319480831842239,0.424170099618239,0.23
-13.459,12.6776,0.318,0.357,0.324,1.59,0.71,0.52,0.42,6.5,0.19650735904,0.328818946279974,0.432197040871975,0.23
-13.459,12.847,0.334,0.351,0.315,1.58,0.69,0.61,0.44,6.6,0.1917253942,0.322580555703238,0.430165563343238,0.23
-13.3743,12.6776,0.367,0.358,0.275,1.57,1.12,0.59,0.58,6.2,0.168662362,0.297834269629419,0.419320235989419,0.23
-13.153,12.8634,0.318,0.407,0.276,1.59,0.47,0.6,0.47,6.4,0.16941034336,0.307457278313907,0.425006431081907,0.23
-13.153,12.9481,0.356,0.366,0.278,1.59,0.48,0.5,0.44,6.3,0.16998649936,0.300553682431377,0.419062747999377,0.23
-13.153,13.0328,0.363,0.364,0.273,1.6,0.66,0.53,0.45,6.2,0.16723213168,0.297138162477421,0.418153268101421,0.23
-13.0683,12.694,0.302,0.433,0.266,1.55,0.61,0.62,0.56,6.2,0.16384645024,0.306203166553655,0.425430396025655,0.23
-13.0683,12.7787,0.363,0.36,0.277,1.57,0.6,0.56,0.52,6.1,0.16967811112,0.299274396424103,0.419423079720103,0.23
-13.0683,12.8634,0.348,0.378,0.274,1.57,0.67,0.58,0.46,6,0.16809222064,0.300803893223646,0.420980225415646,0.23
-13.0683,12.9481,0.38,0.347,0.273,1.58,0.97,0.48,0.43,6.1,0.166930132,0.293565608527636,0.415326860687636,0.23
-13.0683,13.0328,0.358,0.32,0.322,1.59,0.86,0.69,0.49,6,0.19608418192,0.322504651990679,0.429727487046679,0.23
-12.9836,12.5246,0.365,0.36,0.275,1.54,2.73,0.78,0.71,5.9,0.16958827,0.299753764058902,0.423572620458902,0.23
-12.9836,12.6093,0.289,0.374,0.336,1.57,0.99,0.65,0.65,6.2,0.20378099908,0.339631862136311,0.440776374440311,0.23
-12.9836,12.694,0.324,0.384,0.292,1.56,0.98,0.64,0.55,6.2,0.17871192256,0.313900653906347,0.427963579474347,0.23
-12.9836,12.7787,0.286,0.379,0.335,1.56,0.72,0.56,0.5,6.1,0.2028906112,0.339161297902825,0.439349713582825,0.23
-12.9836,12.8634,0.316,0.389,0.294,1.56,0.73,0.56,0.47,6.2,0.17951818528,0.315650249893918,0.427588246437918,0.23
-12.9836,12.9481,0.346,0.386,0.268,1.56,0.78,0.59,0.53,6.1,0.16470581416,0.298483861817163,0.420445393785163,0.23
-12.9836,13.0328,0.38,0.32,0.301,1.56,1.01,0.6,0.65,6.2,0.1836462256,0.308088868978864,0.422028928658864,0.23
-12.8989,12.6093,0.312,0.373,0.315,1.52,1.81,0.69,0.74,6.1,0.1920296146,0.326738424442034,0.434499140082034,0.23
-12.8989,12.694,0.314,0.358,0.328,1.56,0.54,0.66,0.51,6.2,0.19931937424,0.332147564889257,0.436040482201257,0.23
-12.8989,12.7787,0.279,0.407,0.314,1.56,0.82,0.56,0.57,6,0.19093931632,0.330979623544495,0.435968476600495,0.23
-12.8989,12.8634,0.291,0.382,0.327,1.55,0.75,0.54,0.53,6.1,0.19827105304,0.334664646108835,0.436676870060835,0.23
-12.8989,12.9481,0.329,0.38,0.291,1.56,0.67,0.6,0.56,6,0.17795923528,0.312261833355098,0.426373644619098,0.23
-12.8989,13.0328,0.285,0.394,0.322,1.57,0.52,0.5,0.48,6.1,0.1952706004,0.333164188795253,0.435667104315253,0.23
-12.8142,12.5246,0.287,0.389,0.324,1.52,2.61,0.8,0.85,6.1,0.19751380576,0.335494851512082,0.441555913400082,0.23
-12.8142,12.6093,0.35,0.331,0.319,1.57,1.09,0.68,0.65,6.1,0.1943145736,0.322300425701278,0.430096337861278,0.23
-12.8142,12.694,0.335,0.357,0.309,1.58,1.25,0.58,0.63,5.9,0.1881681724,0.319410868083432,0.428408756483432,0.23
-12.8142,12.7787,0.356,0.326,0.318,1.58,1.3,0.62,0.59,6,0.19349995696,0.32045352127008,0.42807428699808,0.23
-12.8142,12.8634,0.357,0.322,0.32,1.57,1.79,0.63,0.71,6,0.1946894398,0.321315849463886,0.428460082823886,0.23
-12.8142,12.9481,0.379,0.351,0.27,1.59,0.75,0.66,0.7,6.1,0.1661010556,0.293818457606749,0.418802778566749,0.23
-12.7295,12.4399,0.399,0.321,0.28,1.58,1.49,0.61,0.68,5.9,0.1715627614,0.294564048826794,0.417015385226794,0.23
-12.7295,12.5246,0.284,0.385,0.331,1.57,1.24,0.62,0.72,6.2,0.20082462568,0.338023797670146,0.439911994294146,0.23
-12.7295,12.6093,0.313,0.344,0.343,1.58,2.27,0.85,1.57,6.1,0.20853524368,0.340217322168948,0.442205105952948,0.23
-12.7295,12.694,0.332,0.373,0.295,1.56,1.77,0.67,0.72,6,0.1805484238,0.31407775474412,0.428146495264121,0.23
-12.7295,12.7787,0.347,0.325,0.328,1.58,1.63,0.63,0.65,5.9,0.19926100852,0.326741280832575,0.431120421488575,0.23
-12.7295,12.8634,0.358,0.334,0.308,1.51,2.75,0.78,0.81,5.9,0.18845473648,0.316457798212256,0.429183201476256,0.23
-12.7295,12.9481,0.328,0.343,0.329,1.58,1.4,0.62,0.64,6,0.19976244664,0.330154094974583,0.433637990446583,0.23
-12.7295,13.0328,0.332,0.343,0.325,1.6,1.57,0.57,0.75,6,0.197286451,0.327337689011566,0.431485332891566,0.23
-12.6448,12.4399,0.34,0.376,0.283,1.56,2.42,0.76,0.88,6,0.1740963088,0.30783611549407,0.42715357325407,0.23
-12.6448,12.5246,0.325,0.343,0.333,1.56,1.73,0.72,0.84,5.9,0.2024178988,0.333076893688235,0.436527252568235,0.23
-12.6448,12.6093,0.317,0.333,0.349,1.57,1.65,0.66,0.71,6,0.21129428536,0.341377646507004,0.439541166075004,0.23
-12.6448,12.694,0.323,0.306,0.371,1.55,2.14,0.67,0.74,6,0.22389648376,0.350899811954449,0.442986940042449,0.23
-12.6448,12.7787,0.318,0.296,0.387,1.55,0.76,0.62,0.73,6,0.23284295752,0.358945668807916,0.446193333463916,0.23
-12.6448,12.8634,0.316,0.338,0.345,1.58,1.51,0.75,0.75,6,0.2093287954,0.340149200778939,0.440439803298939,0.23
-12.6448,12.9481,0.29,0.342,0.368,1.56,1.55,0.69,0.69,6,0.22208185,0.354073241003783,0.447678124683783,0.23
-12.6448,13.0328,0.33,0.348,0.323,1.56,0.84,0.66,0.75,6,0.1964937292,0.327282720970102,0.433019627450103,0.23
-12.6448,13.1175,0.288,0.365,0.347,1.56,0.94,0.63,0.62,5.9,0.20995842652,0.344606739893546,0.442759192989546,0.23
-12.5601,12.4399,0.353,0.324,0.323,1.53,2.38,0.86,0.92,6.1,0.19733991928,0.324874722191743,0.433562207135743,0.23
-12.5601,12.5246,0.343,0.298,0.359,1.55,0.85,0.65,0.86,6,0.21706928824,0.342315975611875,0.437494922723875,0.23
-12.5601,12.6093,0.33,0.315,0.355,1.56,1.14,0.63,0.7,6.1,0.214661305,0.342152073891985,0.438328965291985,0.23
-12.5601,12.694,0.337,0.312,0.351,1.56,1.14,0.65,0.74,6.1,0.21247087024,0.339340005913633,0.436905461025633,0.23
-12.5601,12.7787,0.349,0.294,0.357,1.58,0.99,0.64,0.86,6.1,0.21591374776,0.340448327555614,0.436114901283614,0.23
-12.5601,12.8634,0.324,0.303,0.373,1.55,1.21,0.73,0.81,6.1,0.22523197324,0.351973566427359,0.444075734339359,0.23
-12.5601,12.9481,0.335,0.31,0.355,1.56,1.11,0.65,0.79,6,0.214749826,0.341535939043389,0.437922148843389,0.23
-12.5601,13.0328,0.325,0.323,0.352,1.55,1.51,0.61,0.79,6.1,0.2128599226,0.341353646574158,0.438160831134158,0.23
-12.5601,13.1175,0.346,0.315,0.338,1.54,0.82,0.65,0.64,5.9,0.20506206496,0.331791341101371,0.433334251549371,0.23
-12.4754,12.4399,0.338,0.315,0.347,1.55,1,0.78,1.01,6,0.21065855752,0.337993114620605,0.438138383116605,0.23
-12.4754,12.5246,0.372,0.309,0.32,1.56,1.02,0.66,0.67,6.1,0.1948315408,0.319091485942973,0.427065589622973,0.23
-12.4754,12.6093,0.367,0.3,0.333,1.55,0.92,0.68,0.75,5.9,0.20236546792,0.326337052150404,0.430143267126404,0.23
-12.4754,12.694,0.304,0.319,0.376,1.54,1.58,0.8,0.94,6,0.22703147008,0.356301655986463,0.448734035890463,0.23
-12.4754,12.7787,0.331,0.311,0.358,1.56,0.96,0.83,0.74,6,0.21706379116,0.344427682701417,0.441825532429417,0.23
-12.4754,12.8634,0.332,0.305,0.363,1.55,1.94,0.65,0.86,6,0.21930850132,0.345774953018994,0.439840380434994,0.23
-12.4754,12.9481,0.335,0.304,0.361,1.57,1.43,1.08,1.04,6,0.2196406996,0.346501630200973,0.445506667000974,0.23
-12.4754,13.0328,0.374,0.3,0.327,1.51,1.9,0.76,0.72,5.8,0.19926726256,0.322833341332121,0.429610132020121,0.23
-12.4754,13.1175,0.338,0.32,0.342,1.54,1.83,0.71,0.66,5.9,0.20755057552,0.335246146709769,0.436135009925769,0.23
-12.4754,13.2022,0.364,0.337,0.299,1.56,0.94,0.64,0.64,5.9,0.18268626352,0.310166256304365,0.424385337840365,0.23
