,RUNNO,TRNO,R#,O#,P#,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H#AM,H#UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR#M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI#M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI#M,PICM,PUPC,SPAM,KI#M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,1,RI,RICER048,CRDA1201,F1 NE 4,DARO0003,DARO1201,2012,CR06002014,13.96,-15.84,27,2012-06-01,2012-08-07,2012-08-11,2012-10-20,2012-11-27,2012-11-28,2012,2267,1973,194,194,0,194,3.022,6,60.5,0.098,0.9,NA,NA,NA,NA,NA,0,0,612,338,93,244,45,273,10,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,41348,41125,744,0,5.2,8.1,21.1,NA,0.5,0.8,2.1,NA,NA,NA,NA,NA,112,35.7,22,18.9,12,394.6,376.5,243.2,150.2,93.3,1
