Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
39,CRDA1201,RICER048,1,1,2012-07-09,39,2.6,12,12.9,22,44,0.18,30.7,22.6,26.5,27.8,19.5,26.5,27.8,95,393.8,0,0,NA,2012-07-09
40,CRDA1201,RICER048,1,1,2012-07-10,40,3.6,12,12.9,13,26,0.52,29.5,22.9,26.1,27.1,19.9,26.1,27.1,90,393.8,0,0,NA,2012-07-10
41,CRDA1201,RICER048,1,1,2012-07-11,41,2.1,12,12.9,23.3,46.6,0.13,30.4,23.4,26.7,27.9,20.7,26.7,27.9,173,393.8,0,0,NA,2012-07-11
42,CRDA1201,RICER048,1,1,2012-07-12,42,4.4,12,12.9,21.3,42.6,0.21,30.1,23.6,26.7,27.8,21.5,26.7,27.8,348,393.8,0,0,NA,2012-07-12
43,CRDA1201,RICER048,1,1,2012-07-13,43,3.1,12,12.9,15.2,30.4,0.44,28.7,23.4,25.9,26.8,21.3,25.9,26.8,234,393.8,0,0,NA,2012-07-13
44,CRDA1201,RICER048,1,1,2012-07-14,44,8.8,12,12.9,20.5,41,0.24,28.3,22.1,25.1,26.1,20.2,25.1,26.1,266,393.8,0,0,NA,2012-07-14
45,CRDA1201,RICER048,1,1,2012-07-15,45,7.3,12,12.9,19.9,39.8,0.26,28.4,22.2,25.2,26.2,20.4,25.2,26.2,203,394.1,0,0,NA,2012-07-15
46,CRDA1201,RICER048,1,1,2012-07-16,46,17.4,12,12.9,12.8,25.6,0.53,27.9,23.5,25.6,26.3,21.8,25.6,26.3,91,394.1,0,0,NA,2012-07-16
47,CRDA1201,RICER048,1,1,2012-07-17,47,7.5,12,12.9,19.1,38.2,0.29,29,21.6,25.1,26.3,19,25.1,26.3,142,394.1,0,0,NA,2012-07-17
48,CRDA1201,RICER048,1,1,2012-07-18,48,4.2,12,12.9,17.5,35,0.35,29.2,22.1,25.5,26.7,19.6,25.5,26.7,170,394.1,0,0,NA,2012-07-18
49,CRDA1201,RICER048,1,1,2012-07-19,49,5.5,12,12.9,19.9,39.8,0.27,29.6,22.2,25.7,26.9,20,25.7,26.9,148,394.1,0,0,NA,2012-07-19
50,CRDA1201,RICER048,1,1,2012-07-20,50,5.9,12,12.9,20.4,40.8,0.25,28,22.8,25.3,26.1,20.9,25.3,26.1,144,394.1,0,0,NA,2012-07-20
51,CRDA1201,RICER048,1,1,2012-07-21,51,9,12,12.9,21,42,0.23,31.2,22.6,26.7,28.1,19.7,26.7,28.1,191,394.1,0,0,NA,2012-07-21
52,CRDA1201,RICER048,1,1,2012-07-22,52,4.9,12,12.9,18.1,36.2,0.33,28.4,22,25.1,26.1,20,25.1,26.1,272,394.1,0,0,NA,2012-07-22
53,CRDA1201,RICER048,1,1,2012-07-23,53,2.5,12,12.9,19.8,39.6,0.27,28.3,22.7,25.4,26.3,20.8,25.4,26.3,216,394.1,0,0,NA,2012-07-23
54,CRDA1201,RICER048,1,1,2012-07-24,54,7.2,12,12.9,16.5,33,0.4,29.3,22.7,25.9,26.9,20.4,25.9,26.9,117,394.1,0,0,NA,2012-07-24
55,CRDA1201,RICER048,1,1,2012-07-25,55,3.8,12,12.9,14.3,28.6,0.48,30,21.9,25.8,27.1,19.1,25.8,27.1,119,394.1,0,0,NA,2012-07-25
56,CRDA1201,RICER048,1,1,2012-07-26,56,2.9,12,12.8,23.9,47.8,0.13,30.3,22.7,26.3,27.6,19.9,26.3,27.6,136,394.1,0,0,NA,2012-07-26
57,CRDA1201,RICER048,1,1,2012-07-27,57,2.6,12,12.8,24.1,48.2,0.12,32.4,22.8,27.4,29,19.7,27.4,29,141,394.1,0,0,NA,2012-07-27
58,CRDA1201,RICER048,1,1,2012-07-28,58,4.8,12,12.8,21.5,43,0.22,30.5,21.9,26,27.4,19.4,26,27.4,207,394.1,0,0,NA,2012-07-28
59,CRDA1201,RICER048,1,1,2012-07-29,59,8.7,12,12.8,15.8,31.6,0.42,28.2,22.6,25.3,26.2,20.8,25.3,26.2,225,394.1,0,0,NA,2012-07-29
60,CRDA1201,RICER048,1,1,2012-07-30,60,19.8,12,12.8,20.3,40.6,0.26,27.6,22.7,25,25.8,21,25,25.8,192,394.1,0,0,NA,2012-07-30
61,CRDA1201,RICER048,1,1,2012-07-31,61,5.4,12,12.8,16.3,32.6,0.41,28.7,22.2,25.3,26.4,20.2,25.3,26.4,218,394.1,0,0,NA,2012-07-31
62,CRDA1201,RICER048,1,1,2012-08-01,62,5.1,12,12.8,10,20,0.64,27.5,22.3,24.8,25.6,20.7,24.8,25.6,267,394.1,0,0,NA,2012-08-01
63,CRDA1201,RICER048,1,1,2012-08-02,63,7.4,12,12.8,19.6,39.2,0.29,28.6,22.2,25.3,26.3,20.2,25.3,26.3,305,394.1,0,0,NA,2012-08-02
64,CRDA1201,RICER048,1,1,2012-08-03,64,2.3,12,12.8,15.4,30.8,0.44,26.3,21.4,23.7,24.5,19.7,23.7,24.5,220,394.1,0,0,NA,2012-08-03
65,CRDA1201,RICER048,1,1,2012-08-04,65,34,12,12.8,17.8,35.6,0.36,27.7,21.6,24.5,25.5,20.1,24.5,25.5,185,394.1,0,0,NA,2012-08-04
66,CRDA1201,RICER048,1,1,2012-08-05,66,10,12,12.8,16,32,0.42,26.8,22.2,24.4,25.1,20.7,24.4,25.1,199,394.1,0,0,NA,2012-08-05
67,CRDA1201,RICER048,1,1,2012-08-06,67,5.4,12,12.8,20.1,40.2,0.28,29.4,22,25.5,26.7,19.9,25.5,26.7,210,394.1,0,0,NA,2012-08-06
68,CRDA1201,RICER048,1,1,2012-08-07,68,6.9,12,12.8,19.4,38.8,0.3,29.8,22.1,25.8,27,20,25.8,27,205,394.1,0,0,NA,2012-08-07
69,CRDA1201,RICER048,1,1,2012-08-08,69,22.4,12,12.8,10.9,21.8,0.61,28.2,23,25.5,26.3,21.2,25.5,26.3,152,394.1,0,0,NA,2012-08-08
70,CRDA1201,RICER048,1,1,2012-08-09,70,18.8,12,12.8,18.8,37.6,0.33,29,21.6,25.1,26.3,19.4,25.1,26.3,295,394.1,0,0,NA,2012-08-09
71,CRDA1201,RICER048,1,1,2012-08-10,71,9,12,12.8,15.4,30.8,0.45,27.5,20.9,24.1,25.1,19.2,24.1,25.1,202,394.1,0,0,NA,2012-08-10
72,CRDA1201,RICER048,1,1,2012-08-11,72,9.6,12,12.8,21.6,43.2,0.23,29.6,22,25.6,26.9,20.2,25.6,26.9,197,394.1,0,0,NA,2012-08-11
73,CRDA1201,RICER048,1,1,2012-08-12,73,11.3,12,12.8,16.6,33.2,0.41,27.1,23.4,25.2,25.8,22.2,25.2,25.8,133,394.1,0,0,NA,2012-08-12
74,CRDA1201,RICER048,1,1,2012-08-13,74,13.4,12,12.8,18.2,36.4,0.35,27.9,22.1,24.9,25.8,20.2,24.9,25.8,328,394.1,0,0,NA,2012-08-13
75,CRDA1201,RICER048,1,1,2012-08-14,75,3.5,12,12.8,23.6,47.2,0.16,28.5,20.7,24.4,25.7,18.6,24.4,25.7,274,394.1,0,0,NA,2012-08-14
76,CRDA1201,RICER048,1,1,2012-08-15,76,10.1,12,12.8,16.8,33.6,0.4,28.6,21.8,25.1,26.2,20,25.1,26.2,219,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,22.1,12,12.8,17.6,35.2,0.38,26.3,22.8,24.5,25,21.7,24.5,25,180,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,26,12,12.8,16.7,33.4,0.41,28.2,22.1,25,26,20.5,25,26,180,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,9.3,12,12.8,21.9,43.8,0.23,27.1,21.7,24.3,25.2,19.8,24.3,25.2,150,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,4.3,12,12.8,16,32,0.43,28.8,22.1,25.3,26.4,19.9,25.3,26.4,88,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,12.1,12,12.8,23.7,47.4,0.16,29.7,21.6,25.5,26.8,18.4,25.5,26.8,82,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,14.1,12,12.8,19.7,39.4,0.31,30.3,21.4,25.7,27.1,18.2,25.7,27.1,103,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,14.3,12,12.8,20.2,40.4,0.29,27.6,22.5,24.9,25.8,20.8,24.9,25.8,259,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,10.7,12,12.8,17.4,34.8,0.39,27.1,21.6,24.2,25.1,20.2,24.2,25.1,169,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,12,12,12.8,17.2,34.4,0.4,29.5,22.2,25.7,26.9,19.7,25.7,26.9,81,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,10.9,12,12.8,22.8,45.6,0.2,30.1,22.4,26.1,27.3,19.9,26.1,27.3,106,394.3,0,0,NA,2012-08-25
87,CRDA1201,RICER048,1,1,2012-08-26,87,21.2,12,12.8,7.6,15.2,0.73,28.6,23.2,25.8,26.7,21.1,25.8,26.7,75,394.3,0,0,NA,2012-08-26
88,CRDA1201,RICER048,1,1,2012-08-27,88,4.9,12,12.8,11.6,23.2,0.59,28.9,22.8,25.7,26.7,20.4,25.7,26.7,88,394.3,0,0,NA,2012-08-27
89,CRDA1201,RICER048,1,1,2012-08-28,89,10.2,12,12.8,23.6,47.2,0.18,30.8,22.3,26.4,27.7,19.6,26.4,27.7,90,394.3,0,0,NA,2012-08-28
90,CRDA1201,RICER048,1,1,2012-08-29,90,13.1,12,12.8,21.8,43.6,0.24,30.6,23.1,26.7,27.9,20.3,26.7,27.9,85,394.3,0,0,NA,2012-08-29
91,CRDA1201,RICER048,1,1,2012-08-30,91,7.7,12,12.8,14.5,29,0.49,29.3,23.6,26.3,27.3,21.5,26.3,27.3,95,394.3,0,0,NA,2012-08-30
92,CRDA1201,RICER048,1,1,2012-08-31,92,6.8,12,12.8,19.4,38.8,0.32,28.8,22.5,25.5,26.5,20.6,25.5,26.5,113,394.3,0,0,NA,2012-08-31
93,CRDA1201,RICER048,1,1,2012-09-01,93,19.8,12,12.8,18.9,37.8,0.34,28.1,23,25.4,26.3,21.3,25.4,26.3,175,394.3,0,0,NA,2012-09-01
94,CRDA1201,RICER048,1,1,2012-09-02,94,16,12,12.8,7.8,15.6,0.73,26.2,22.1,24.1,24.7,20.8,24.1,24.7,231,394.3,0,0,NA,2012-09-02
95,CRDA1201,RICER048,1,1,2012-09-03,95,10.8,12,12.8,19.8,39.6,0.31,29.5,20.9,25,26.4,18.3,25,26.4,139,394.3,0,0,NA,2012-09-03
96,CRDA1201,RICER048,1,1,2012-09-04,96,6.9,12,12.8,23,46,0.2,29.5,22.1,25.6,26.8,20,25.6,26.8,152,394.3,0,0,NA,2012-09-04
97,CRDA1201,RICER048,1,1,2012-09-05,97,23.7,12,12.8,7.3,14.6,0.75,26.9,23.2,25,25.6,22,25,25.6,146,394.3,0,0,NA,2012-09-05
98,CRDA1201,RICER048,1,1,2012-09-06,98,10,12,12.8,21.1,42.2,0.27,29.5,22.4,25.8,27,20.5,25.8,27,215,394.3,0,0,NA,2012-09-06
99,CRDA1201,RICER048,1,1,2012-09-07,99,24.2,12,12.8,22.5,45,0.22,29.7,21.6,25.5,26.8,19.2,25.5,26.8,129,394.3,0,0,NA,2012-09-07
100,CRDA1201,RICER048,1,1,2012-09-08,100,13,12,12.8,14.1,28.2,0.51,26.8,22.8,24.7,25.4,21.4,24.7,25.4,151,394.3,0,0,NA,2012-09-08
101,CRDA1201,RICER048,1,1,2012-09-09,101,10.8,12,12.8,16.7,33.4,0.42,28.9,22.7,25.7,26.7,20.7,25.7,26.7,93,394.3,0,0,NA,2012-09-09
102,CRDA1201,RICER048,1,1,2012-09-10,102,22.1,12,12.8,20.9,41.8,0.28,30.2,21.9,25.9,27.2,19.1,25.9,27.2,130,394.3,0,0,NA,2012-09-10
103,CRDA1201,RICER048,1,1,2012-09-11,103,8.5,12,12.8,22.7,45.4,0.21,26.7,22.2,24.4,25.1,20.6,24.4,25.1,145,394.3,0,0,NA,2012-09-11
104,CRDA1201,RICER048,1,1,2012-09-12,104,23.9,12,12.8,20.3,40.6,0.3,30.3,21.3,25.6,27.1,19.5,25.6,27.1,97,394.3,0,0,NA,2012-09-12
105,CRDA1201,RICER048,1,1,2012-09-13,105,12.5,12,12.8,20.6,41.2,0.29,30.5,23.1,26.6,27.8,20,26.6,27.8,111,394.3,0,0,NA,2012-09-13
106,CRDA1201,RICER048,1,1,2012-09-14,106,18,12,12.8,12.9,25.8,0.55,27.3,22.9,25,25.7,21.5,25,25.7,118,394.3,0,0,NA,2012-09-14
107,CRDA1201,RICER048,1,1,2012-09-15,107,14.2,12,12.8,17.1,34.2,0.41,28.2,22.4,25.2,26.1,20.4,25.2,26.1,122,394.5,0,0,NA,2012-09-15
108,CRDA1201,RICER048,1,1,2012-09-16,108,13.8,12,12.8,19.3,38.6,0.33,28.9,22.5,25.6,26.6,20.4,25.6,26.6,135,394.5,0,0,NA,2012-09-16
109,CRDA1201,RICER048,1,1,2012-09-17,109,33.3,12,12.8,19.4,38.8,0.33,29.3,21.6,25.3,26.5,18.5,25.3,26.5,97,394.5,0,0,NA,2012-09-17
110,CRDA1201,RICER048,1,1,2012-09-18,110,8.1,12,12.8,11.7,23.4,0.6,29.5,21.5,25.3,26.6,19.3,25.3,26.6,126,394.5,0,0,NA,2012-09-18
111,CRDA1201,RICER048,1,1,2012-09-19,111,17.8,12,12.8,20.5,41,0.29,28.5,21,24.6,25.8,18.9,24.6,25.8,119,394.5,0,0,NA,2012-09-19
112,CRDA1201,RICER048,1,1,2012-09-20,112,17.2,12,12.8,20.8,41.6,0.28,29.1,22.1,25.4,26.6,20.2,25.4,26.6,128,394.5,0,0,NA,2012-09-20
113,CRDA1201,RICER048,1,1,2012-09-21,113,18.9,12,12.8,12.9,25.8,0.55,29.1,23,25.9,26.9,21,25.9,26.9,130,394.5,0,0,NA,2012-09-21
114,CRDA1201,RICER048,1,1,2012-09-22,114,7,12,12.8,17,34,0.41,29.3,22.4,25.7,26.8,19.8,25.7,26.8,126,394.5,0,0,NA,2012-09-22
115,CRDA1201,RICER048,1,1,2012-09-23,115,5.2,12,12.8,16.5,33,0.43,28.5,22.1,25.2,26.2,20.3,25.2,26.2,140,394.5,0,0,NA,2012-09-23
116,CRDA1201,RICER048,1,1,2012-09-24,116,4.6,12,12.8,19.3,38.6,0.33,28.7,22.5,25.5,26.5,20.6,25.5,26.5,137,394.5,0,0,NA,2012-09-24
117,CRDA1201,RICER048,1,1,2012-09-25,117,4.9,12,12.8,22.1,44.2,0.24,29.7,22.6,26,27.2,20.1,26,27.2,155,394.5,0,0,NA,2012-09-25
118,CRDA1201,RICER048,1,1,2012-09-26,118,4.4,12,12.8,22.7,45.4,0.22,31.4,20.5,25.7,27.5,17.2,25.7,27.5,114,394.5,0,0,NA,2012-09-26
119,CRDA1201,RICER048,1,1,2012-09-27,119,6,12,12.8,19.2,38.4,0.34,30.8,21.9,26.2,27.6,19.3,26.2,27.6,121,394.5,0,0,NA,2012-09-27
120,CRDA1201,RICER048,1,1,2012-09-28,120,4.2,12,12.8,21.8,43.6,0.25,31.1,22.3,26.5,27.9,19.4,26.5,27.9,93,394.5,0,0,NA,2012-09-28
121,CRDA1201,RICER048,1,1,2012-09-29,121,6,12,12.8,21.9,43.8,0.24,29.4,22.5,25.8,26.9,20.8,25.8,26.9,138,394.5,0,0,NA,2012-09-29
122,CRDA1201,RICER048,1,1,2012-09-30,122,3.3,12,12.8,18.8,37.6,0.35,27.8,22.8,25.2,26,21.5,25.2,26,168,394.5,0,0,NA,2012-09-30
123,CRDA1201,RICER048,1,1,2012-10-01,123,6.8,12,12.8,18.7,37.4,0.35,30.1,21.6,25.7,27,19,25.7,27,84,394.5,0,0,NA,2012-10-01
124,CRDA1201,RICER048,1,1,2012-10-02,124,8.6,12,12.8,13.3,26.6,0.54,26.2,22.2,24.1,24.8,21,24.1,24.8,132,394.5,0,0,NA,2012-10-02
125,CRDA1201,RICER048,1,1,2012-10-03,125,5.9,12,12.8,17.7,35.4,0.39,29.4,21.3,25.2,26.5,18.5,25.2,26.5,120,394.5,0,0,NA,2012-10-03
126,CRDA1201,RICER048,1,1,2012-10-04,126,3.3,12,12.8,17.9,35.8,0.38,30.4,22.3,26.2,27.5,19.5,26.2,27.5,106,394.5,0,0,NA,2012-10-04
127,CRDA1201,RICER048,1,1,2012-10-05,127,5.1,12,12.8,16.9,33.8,0.41,29.3,22.9,26,27,20.6,26,27,83,394.5,0,0,NA,2012-10-05
128,CRDA1201,RICER048,1,1,2012-10-06,128,4.6,12,12.8,20.5,41,0.29,29.2,23,26,27,20.4,26,27,83,394.5,0,0,NA,2012-10-06
129,CRDA1201,RICER048,1,1,2012-10-07,129,4.9,12,12.8,17.1,34.2,0.41,29.7,21.7,25.5,26.8,18.8,25.5,26.8,116,394.5,0,0,NA,2012-10-07
130,CRDA1201,RICER048,1,1,2012-10-08,130,3.5,12,12.8,21,42,0.27,30.3,23.2,26.6,27.8,20.4,26.6,27.8,99,394.5,0,0,NA,2012-10-08
131,CRDA1201,RICER048,1,1,2012-10-09,131,2.6,12,12.8,21.6,43.2,0.25,30.5,23.4,26.8,28,20.7,26.8,28,62,394.5,0,0,NA,2012-10-09
132,CRDA1201,RICER048,1,1,2012-10-10,132,4,12,12.8,23.2,46.4,0.19,30.7,23.3,26.8,28,21,26.8,28,109,394.5,0,0,NA,2012-10-10
133,CRDA1201,RICER048,1,1,2012-10-11,133,3.8,12,12.8,19.9,39.8,0.31,29.4,22.9,26,27.1,21.4,26,27.1,161,394.5,0,0,NA,2012-10-11
134,CRDA1201,RICER048,1,1,2012-10-12,134,4.2,12,12.8,17,34,0.41,30.1,22.4,26.1,27.3,20.5,26.1,27.3,112,394.5,0,0,NA,2012-10-12
135,CRDA1201,RICER048,1,1,2012-10-13,135,7.9,12,12.8,13.9,27.8,0.51,29.9,23.4,26.5,27.6,21,26.5,27.6,91,394.5,0,0,NA,2012-10-13
136,CRDA1201,RICER048,1,1,2012-10-14,136,3.3,12,12.8,21.2,42.4,0.26,31,22.1,26.4,27.8,19,26.4,27.8,83,394.5,0,0,NA,2012-10-14
137,CRDA1201,RICER048,1,1,2012-10-15,137,4.2,12,12.8,18.4,36.8,0.36,30.2,22.5,26.2,27.4,19.3,26.2,27.4,91,394.8,0,0,NA,2012-10-15
138,CRDA1201,RICER048,1,1,2012-10-16,138,2.2,12,12.8,22.8,45.6,0.2,29.6,22,25.6,26.9,19.7,25.6,26.9,101,394.8,0,0,NA,2012-10-16
139,CRDA1201,RICER048,1,1,2012-10-17,139,0.2,12,12.8,20.6,41.2,0.28,30.8,21.4,25.9,27.4,19.3,25.9,27.4,142,394.8,0,0,NA,2012-10-17
140,CRDA1201,RICER048,1,1,2012-10-18,140,0.1,12,12.8,20,40,0.3,29.8,22.4,25.9,27.1,20,25.9,27.1,122,394.8,0,0,NA,2012-10-18
141,CRDA1201,RICER048,1,1,2012-10-19,141,0.5,12,12.8,17.9,35.8,0.37,30,21.6,25.6,27,18.6,25.6,27,86,394.8,0,0,NA,2012-10-19
142,CRDA1201,RICER048,1,1,2012-10-20,142,0.4,12,12.8,22,44,0.22,30.1,23.2,26.5,27.6,19.9,26.5,27.6,112,394.8,0,0,NA,2012-10-20
143,CRDA1201,RICER048,1,1,2012-10-21,143,0.3,12,12.8,19.4,38.8,0.32,31.7,23.3,27.3,28.7,20.1,27.3,28.7,106,394.8,0,0,NA,2012-10-21
144,CRDA1201,RICER048,1,1,2012-10-22,144,0.6,12,12.8,16.8,33.6,0.41,29,23,25.9,26.8,20.8,25.9,26.8,127,394.8,0,0,NA,2012-10-22
145,CRDA1201,RICER048,1,1,2012-10-23,145,0.6,12,12.8,18.4,36.8,0.35,29.6,21.5,25.4,26.7,18.3,25.4,26.7,91,394.8,0,0,NA,2012-10-23
