Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
25,CRDA1201,RICER048,1,1,2012-06-25,25,21.5,31.8,23.6,NA,6.287,0,6.287,6.287,0,6.287,0,0,182.98,68.8,0,68.8,0,0,NA,NA,NA,1.689,1.28,1.018,0.715,0.566,0.574,0.446,0,0
26,CRDA1201,RICER048,1,1,2012-06-26,26,23.1,30.9,23.3,NA,6.678,0,6.678,6.678,0,6.678,0,0,189.66,75.48,0,75.48,0,0,NA,NA,NA,1.768,1.339,1.065,0.748,0.592,0.645,0.521,0,0
27,CRDA1201,RICER048,1,1,2012-06-27,27,23.1,32.2,23.1,NA,6.757,0,6.757,6.736,0,6.736,0,0,196.41,82.22,0,82.22,0,0,NA,NA,NA,1.779,1.292,1.041,0.759,0.615,0.674,0.577,0,0
28,CRDA1201,RICER048,1,1,2012-06-28,28,24.5,32.9,22.7,NA,7.133,0,7.133,6.18,0,6.18,0,0,203.55,88.4,0,88.4,0,0,NA,NA,NA,1.584,1.188,0.953,0.697,0.573,0.637,0.549,0,0
29,CRDA1201,RICER048,1,1,2012-06-29,29,21.5,32.7,22.8,NA,6.225,0,6.225,5.824,0,5.824,0,0,209.77,94.22,0,94.22,0,0,NA,NA,NA,1.485,1.13,0.9,0.651,0.534,0.603,0.521,0,0
30,CRDA1201,RICER048,1,1,2012-06-30,30,13.4,30.9,24.2,NA,3.835,0,3.835,3.835,0,3.835,0,0,213.61,98.06,0,98.06,0,0,NA,NA,NA,0.989,0.746,0.598,0.425,0.345,0.394,0.339,0,0
31,CRDA1201,RICER048,1,1,2012-07-01,31,17.5,30.7,24.6,NA,5.023,0,5.023,5.023,0,5.023,0,0,218.63,103.08,0,103.08,0,0,NA,NA,NA,1.458,0.985,0.75,0.526,0.422,0.476,0.406,0,0
32,CRDA1201,RICER048,1,1,2012-07-02,32,21.1,29.3,24.1,NA,6.038,0,6.038,6.038,0,6.038,0,0,224.67,109.12,0,109.12,0,0,NA,NA,NA,1.877,1.195,0.883,0.608,0.479,0.539,0.456,0,0
33,CRDA1201,RICER048,1,1,2012-07-03,33,15.9,28.7,24.3,NA,4.477,0,4.477,4.477,0,4.477,0,0,229.14,113.59,0,113.59,0,0,NA,NA,NA,1.318,0.898,0.668,0.467,0.367,0.411,0.347,0,0
34,CRDA1201,RICER048,1,1,2012-07-04,34,23.6,31,24.5,NA,6.88,0,6.88,5.882,0,5.882,0,0,236.02,119.48,0,119.48,0,0,NA,NA,NA,1.696,1.182,0.886,0.621,0.49,0.547,0.46,0,0
35,CRDA1201,RICER048,1,1,2012-07-05,35,24,33.4,24.2,NA,7.075,0,7.075,5.604,0,5.604,0,0,243.1,125.08,0,125.08,0,0,NA,NA,NA,1.519,1.128,0.863,0.61,0.484,0.546,0.455,0,0
36,CRDA1201,RICER048,1,1,2012-07-06,36,18.9,31.6,24.3,NA,5.452,0,5.452,5.366,0,5.366,0,0,248.55,130.45,0,130.45,0,0,NA,NA,NA,1.384,1.077,0.839,0.597,0.476,0.542,0.451,0,0
37,CRDA1201,RICER048,1,1,2012-07-07,37,16.9,31.6,24.3,NA,4.85,0,4.85,0.94,0,0.94,0,0,253.4,131.39,0,131.39,0,0,NA,NA,NA,0.777,0.108,0.03,0.011,0.006,0.005,0.003,0,0
38,CRDA1201,RICER048,1,1,2012-07-08,38,19.4,32,23.7,NA,5.561,0,5.561,0.939,0,0.939,0,0,258.96,132.32,0,132.32,0,0,NA,NA,NA,0.777,0.107,0.03,0.011,0.006,0.005,0.003,0,0
39,CRDA1201,RICER048,1,1,2012-07-09,39,21.4,31.4,24,NA,6.116,0,6.116,0.973,0,0.973,0,0,265.08,133.3,0,133.3,0,0,NA,NA,NA,0.811,0.107,0.03,0.011,0.006,0.005,0.003,0,0
40,CRDA1201,RICER048,1,1,2012-07-10,40,23.5,32,24.4,NA,6.793,0,6.793,1.035,0,1.035,0,0,271.87,134.33,0,134.33,0,0,NA,NA,NA,0.873,0.107,0.03,0.011,0.006,0.005,0.003,0,0
41,CRDA1201,RICER048,1,1,2012-07-11,41,23.9,33.9,24.4,NA,7.074,0,7.074,1.084,0,1.084,0,0,278.94,135.42,0,135.42,0,0,NA,NA,NA,0.921,0.108,0.03,0.011,0.006,0.005,0.003,0,0
42,CRDA1201,RICER048,1,1,2012-07-12,42,19.4,33.7,24.7,NA,5.746,0,5.746,1.092,0,1.092,0,0,284.69,136.51,0,136.51,0,0,NA,NA,NA,0.927,0.11,0.03,0.011,0.006,0.005,0.003,0,0
43,CRDA1201,RICER048,1,1,2012-07-13,43,18.3,30.3,24.8,NA,5.234,0,5.234,1.086,0,1.086,0,0,289.92,137.59,0,137.59,0,0,NA,NA,NA,0.919,0.111,0.03,0.011,0.006,0.005,0.003,0,0
44,CRDA1201,RICER048,1,1,2012-07-14,44,18.4,29.9,24.5,NA,5.227,0,5.227,5.227,0,5.227,0,0,295.15,142.82,0,142.82,0,0,NA,NA,NA,1.575,1.021,0.77,0.535,0.429,0.489,0.408,0,0
45,CRDA1201,RICER048,1,1,2012-07-15,45,18.5,31.1,23.9,NA,5.389,0,5.389,5.389,0,5.389,0,0,300.54,148.21,0,148.21,0,0,NA,NA,NA,1.711,1.116,0.786,0.524,0.41,0.461,0.381,0,0
46,CRDA1201,RICER048,1,1,2012-07-16,46,13.9,27.9,24.1,NA,3.925,0,3.925,3.925,0,3.925,0,0,304.47,152.14,0,152.14,0,0,NA,NA,NA,1.18,0.816,0.599,0.403,0.309,0.34,0.278,0,0
47,CRDA1201,RICER048,1,1,2012-07-17,47,22.8,31.2,23.2,NA,6.587,0,6.587,6.339,0,6.339,0,0,311.05,158.47,0,158.47,0,0,NA,NA,NA,1.896,1.305,0.961,0.66,0.509,0.555,0.453,0,0
48,CRDA1201,RICER048,1,1,2012-07-18,48,21.5,28.5,23.8,NA,6.081,0,6.081,6.081,0,6.081,0,0,317.13,164.55,0,164.55,0,0,NA,NA,NA,1.846,1.227,0.91,0.631,0.491,0.535,0.441,0,0
49,CRDA1201,RICER048,1,1,2012-07-19,49,19.7,32.1,23,NA,5.753,0.012,5.741,5.753,0.012,5.741,0,0,322.89,170.31,0.01,170.3,0,0,NA,NA,NA,1.612,1.149,0.883,0.621,0.49,0.538,0.446,0.001,0.3
50,CRDA1201,RICER048,1,1,2012-07-20,50,24.3,31.5,23.9,NA,7.007,0.055,6.986,5.831,0.055,5.776,0,0,329.89,176.14,0.07,176.07,0,0,NA,NA,NA,1.565,1.154,0.897,0.632,0.502,0.56,0.467,0.005,0.3
51,CRDA1201,RICER048,1,1,2012-07-21,51,19.9,31.1,23.8,NA,5.705,0.023,5.681,5.704,0.023,5.681,0,0,335.6,181.84,0.09,181.75,0,0,NA,NA,NA,1.557,1.126,0.877,0.618,0.49,0.551,0.462,0.002,0.298
52,CRDA1201,RICER048,1,1,2012-07-22,52,18.8,31.5,24.5,NA,5.439,0.028,5.411,5.438,0.028,5.411,0,0,341.04,187.28,0.12,187.16,0,0,NA,NA,NA,1.508,1.068,0.833,0.58,0.462,0.521,0.438,0.003,0.298
53,CRDA1201,RICER048,1,1,2012-07-23,53,22,29.9,24.4,NA,6.258,0.103,6.217,5.726,0.103,5.623,0,0,347.3,193.01,0.22,192.79,0,0,NA,NA,NA,1.579,1.114,0.869,0.594,0.476,0.538,0.453,0.01,0.299
54,CRDA1201,RICER048,1,1,2012-07-24,54,21.8,32,23.4,NA,6.285,0.126,6.235,5.624,0.126,5.498,0,0,353.58,198.63,0.35,198.29,0,0,NA,NA,NA,1.512,1.103,0.854,0.582,0.468,0.531,0.448,0.013,0.299
55,CRDA1201,RICER048,1,1,2012-07-25,55,17.3,31.6,23.9,NA,4.966,0.119,4.919,1.241,0.119,1.122,0,0,358.55,199.87,0.47,199.41,0,0,NA,NA,NA,0.947,0.119,0.032,0.011,0.006,0.005,0.003,0.012,0.301
56,CRDA1201,RICER048,1,1,2012-07-26,56,24.2,32.2,24.3,NA,7.003,0.211,6.918,1.332,0.211,1.121,0,0,365.55,201.21,0.68,200.53,0,0,NA,NA,NA,0.945,0.119,0.032,0.011,0.006,0.005,0.003,0.021,0.303
57,CRDA1201,RICER048,1,1,2012-07-27,57,24.2,34,23.1,NA,7.07,0.247,6.972,1.355,0.247,1.107,0,0,372.62,202.56,0.92,201.64,0,0,NA,NA,NA,0.933,0.118,0.032,0.011,0.006,0.005,0.003,0.025,0.304
58,CRDA1201,RICER048,1,1,2012-07-28,58,21.5,30.6,24.6,NA,6.116,0.245,6.018,1.346,0.245,1.101,0,0,378.74,203.91,1.17,202.74,0,0,NA,NA,NA,0.928,0.117,0.032,0.011,0.006,0.005,0.003,0.024,0.307
59,CRDA1201,RICER048,1,1,2012-07-29,59,16.2,29.7,24.6,NA,4.566,0.08,4.484,4.564,0.08,4.484,0,0,383.3,208.47,1.25,207.22,0,0,NA,NA,NA,1.333,0.891,0.677,0.456,0.363,0.414,0.35,0.008,0.31
60,CRDA1201,RICER048,1,1,2012-07-30,60,23.6,29.5,24.1,NA,6.729,0.333,6.595,6.518,0.333,6.184,0,0,390.03,214.99,1.58,213.41,0,0,NA,NA,NA,1.945,1.286,0.919,0.607,0.47,0.518,0.439,0.033,0.314
61,CRDA1201,RICER048,1,1,2012-07-31,61,21.3,31,23.5,NA,6.118,0.136,5.98,6.116,0.136,5.98,0,0,396.15,221.1,1.72,219.39,0,0,NA,NA,NA,1.805,1.27,0.914,0.612,0.468,0.499,0.413,0.014,0.317
62,CRDA1201,RICER048,1,1,2012-08-01,62,20.2,29.9,23.8,NA,5.749,0.142,5.604,5.745,0.142,5.604,0,0,401.9,226.85,1.86,224.99,0,0,NA,NA,NA,1.686,1.165,0.856,0.583,0.448,0.48,0.386,0.014,0.323
63,CRDA1201,RICER048,1,1,2012-08-02,63,18.2,28.8,24,NA,5.125,0.142,4.98,5.122,0.142,4.98,0,0,407.02,231.97,2,229.97,0,0,NA,NA,NA,1.443,1.051,0.788,0.527,0.401,0.426,0.342,0.014,0.328
64,CRDA1201,RICER048,1,1,2012-08-03,64,17.8,29.8,23.6,NA,5.053,0.155,4.894,5.049,0.155,4.894,0,0,412.08,237.02,2.16,234.86,0,0,NA,NA,NA,1.402,0.983,0.77,0.539,0.412,0.435,0.353,0.015,0.335
65,CRDA1201,RICER048,1,1,2012-08-04,65,17.5,29.8,23.2,NA,4.935,0.168,4.763,4.932,0.168,4.763,0,0,417.01,241.95,2.33,239.63,0,0,NA,NA,NA,1.359,0.969,0.736,0.516,0.403,0.429,0.352,0.017,0.341
66,CRDA1201,RICER048,1,1,2012-08-05,66,15.8,29.2,23.7,NA,4.452,0.169,4.28,4.449,0.169,4.28,0,0,421.46,246.4,2.49,243.91,0,0,NA,NA,NA,1.235,0.884,0.65,0.454,0.357,0.383,0.317,0.017,0.349
67,CRDA1201,RICER048,1,1,2012-08-06,67,19.1,30.3,23.6,NA,5.438,0.226,5.208,5.434,0.226,5.208,0,0,426.9,251.83,2.72,249.11,0,0,NA,NA,NA,1.474,1.032,0.796,0.563,0.448,0.488,0.406,0.023,0.357
68,CRDA1201,RICER048,1,1,2012-08-07,68,21.1,32.1,23.2,NA,6.045,0.279,5.76,6.039,0.279,5.76,0,0,432.94,257.87,3,254.87,0,0,NA,NA,NA,1.661,1.128,0.872,0.615,0.49,0.54,0.453,0.028,0.365
69,CRDA1201,RICER048,1,1,2012-08-08,69,13.3,30.5,23.9,NA,3.784,0.195,3.587,3.781,0.195,3.587,0,0,436.73,261.65,3.19,258.46,0,0,NA,NA,NA,1.072,0.694,0.534,0.376,0.299,0.332,0.28,0.019,0.376
70,CRDA1201,RICER048,1,1,2012-08-09,70,18.4,29.6,24.2,NA,5.189,0.29,4.895,5.185,0.29,4.895,0,0,441.92,266.84,3.48,263.35,0,0,NA,NA,NA,1.466,0.984,0.727,0.505,0.399,0.442,0.371,0.029,0.389
71,CRDA1201,RICER048,1,1,2012-08-10,71,16.1,29.5,24.2,NA,4.533,0.275,4.251,4.526,0.275,4.251,0,0,446.45,271.37,3.76,267.61,0,0,NA,NA,NA,1.232,0.896,0.658,0.443,0.342,0.371,0.309,0.028,0.399
72,CRDA1201,RICER048,1,1,2012-08-11,72,18.8,29.2,24.2,NA,5.273,0.351,4.916,5.267,0.351,4.916,0,0,451.72,276.63,4.11,272.52,0,0,NA,NA,NA,1.38,1.036,0.796,0.529,0.401,0.424,0.35,0.035,0.413
73,CRDA1201,RICER048,1,1,2012-08-12,73,19.1,29.6,23.7,NA,5.347,0.393,4.949,5.342,0.393,4.949,0,0,457.07,281.97,4.5,277.47,0,0,NA,NA,NA,1.378,1.03,0.782,0.544,0.418,0.438,0.36,0.039,0.427
74,CRDA1201,RICER048,1,1,2012-08-13,74,15.2,27.3,24,NA,4.152,0.332,3.812,4.143,0.332,3.812,0,0,461.22,286.12,4.83,281.28,0,0,NA,NA,NA,1.059,0.793,0.596,0.416,0.324,0.342,0.282,0.033,0.444
75,CRDA1201,RICER048,1,1,2012-08-14,75,19.4,28.8,23.6,NA,5.367,0.462,4.891,5.352,0.462,4.891,0,0,466.59,291.47,5.3,286.17,0,0,NA,NA,NA,1.4,0.976,0.745,0.529,0.42,0.448,0.372,0.046,0.464
76,CRDA1201,RICER048,1,1,2012-08-15,76,18.9,29.2,22.9,NA,5.205,0.497,4.697,5.194,0.497,4.697,0,0,471.79,296.66,5.79,290.87,0,0,NA,NA,NA,1.354,0.932,0.71,0.502,0.401,0.434,0.364,0.05,0.482
77,CRDA1201,RICER048,1,1,2012-08-16,77,13.8,28.1,23.6,NA,3.766,0.395,3.363,3.757,0.395,3.363,0,0,475.56,300.42,6.19,294.23,0,0,NA,NA,NA,0.954,0.686,0.521,0.36,0.283,0.304,0.255,0.039,0.505
78,CRDA1201,RICER048,1,1,2012-08-17,78,11.8,28.6,23.4,NA,3.231,0.366,2.859,3.225,0.366,2.859,0,0,478.79,303.65,6.55,297.09,0,0,NA,NA,NA,0.808,0.592,0.443,0.308,0.24,0.255,0.213,0.037,0.529
79,CRDA1201,RICER048,1,1,2012-08-18,79,15.6,27.5,23.4,NA,4.215,0.508,3.693,4.201,0.508,3.693,0,0,483.01,307.85,7.06,300.78,0,0,NA,NA,NA,1.06,0.752,0.561,0.395,0.312,0.334,0.279,0.051,0.551
80,CRDA1201,RICER048,1,1,2012-08-19,80,22.5,30,22.8,NA,6.194,0.824,5.361,6.185,0.824,5.361,0,0,489.2,314.03,7.89,306.14,0,0,NA,NA,NA,1.556,1.072,0.807,0.57,0.454,0.491,0.412,0.082,0.567
81,CRDA1201,RICER048,1,1,2012-08-20,81,21.3,30.2,23.6,NA,5.876,0.866,4.999,5.865,0.866,4.999,0,0,495.08,319.9,8.75,311.14,0,0,NA,NA,NA,1.428,1.028,0.757,0.53,0.42,0.455,0.382,0.087,0.588
82,CRDA1201,RICER048,1,1,2012-08-21,82,17.2,29.3,23.9,NA,4.694,0.759,3.923,4.682,0.759,3.923,0,0,499.77,324.58,9.51,315.07,0,0,NA,NA,NA,1.11,0.834,0.598,0.413,0.324,0.35,0.294,0.076,0.617
83,CRDA1201,RICER048,1,1,2012-08-22,83,18.3,28.9,23,NA,4.931,0.863,4.049,4.912,0.863,4.049,0,0,504.7,329.49,10.38,319.12,0,0,NA,NA,NA,1.153,0.854,0.619,0.427,0.334,0.36,0.301,0.086,0.648
84,CRDA1201,RICER048,1,1,2012-08-23,84,19.6,29.2,22.8,NA,5.269,1.012,4.241,5.253,1.012,4.241,0,0,509.97,334.74,11.39,323.36,0,0,NA,NA,NA,1.22,0.869,0.646,0.451,0.354,0.382,0.319,0.101,0.677
85,CRDA1201,RICER048,1,1,2012-08-24,85,21.8,29.6,23.4,NA,5.886,1.239,4.63,5.869,1.239,4.63,0,0,515.86,340.61,12.63,327.99,0,0,NA,NA,NA,1.34,0.941,0.701,0.491,0.387,0.419,0.35,0.124,0.71
86,CRDA1201,RICER048,1,1,2012-08-25,86,14.6,28.5,24.2,NA,3.898,0.902,2.985,3.887,0.902,2.985,0,0,519.75,344.5,13.53,330.97,0,0,NA,NA,NA,0.865,0.61,0.451,0.315,0.248,0.27,0.226,0.09,0.746
87,CRDA1201,RICER048,1,1,2012-08-26,87,17.4,31.6,24.2,NA,4.792,1.196,3.586,4.782,1.196,3.586,0,0,524.55,349.28,14.72,334.56,0,0,NA,NA,NA,1.047,0.741,0.541,0.375,0.295,0.32,0.268,0.12,0.789
88,CRDA1201,RICER048,1,1,2012-08-27,88,20.5,29.1,24.6,NA,5.488,1.477,3.998,5.476,1.477,3.998,0,0,530.03,354.76,16.2,338.56,0,0,NA,NA,NA,1.161,0.798,0.607,0.426,0.336,0.366,0.306,0.148,0.823
89,CRDA1201,RICER048,1,1,2012-08-28,89,22.8,30.6,24.1,NA,6.135,1.797,4.322,6.119,1.797,4.322,0,0,536.17,360.88,18,342.88,0,0,NA,NA,NA,1.246,0.851,0.653,0.461,0.367,0.404,0.339,0.18,0.863
90,CRDA1201,RICER048,1,1,2012-08-29,90,23.6,30.4,24.1,NA,6.298,2.012,4.267,6.279,2.012,4.267,0,0,542.47,367.16,20.01,347.15,0,0,NA,NA,NA,1.211,0.833,0.648,0.458,0.365,0.407,0.344,0.201,0.912
91,CRDA1201,RICER048,1,1,2012-08-30,91,12,28.6,24.2,NA,3.119,1.085,2.021,3.106,1.085,2.021,0,0,545.59,370.26,21.1,349.17,0,0,NA,NA,NA,0.572,0.394,0.308,0.217,0.173,0.194,0.164,0.108,0.967
92,CRDA1201,RICER048,1,1,2012-08-31,92,19.8,30.2,23.1,NA,5.192,1.919,3.259,5.178,1.919,3.259,0,0,550.78,375.44,23.01,352.43,0,0,NA,NA,NA,0.953,0.637,0.49,0.343,0.272,0.306,0.258,0.192,1.027
93,CRDA1201,RICER048,1,1,2012-09-01,93,22,30.8,23.4,NA,5.783,2.273,3.484,5.757,2.273,3.484,0,0,556.56,381.2,25.29,355.91,0,0,NA,NA,NA,1.02,0.683,0.525,0.366,0.289,0.326,0.275,0.227,1.067
94,CRDA1201,RICER048,1,1,2012-09-02,94,12.9,30,23.9,NA,3.361,1.38,1.962,3.342,1.38,1.962,0,0,559.92,384.54,26.67,357.87,0,0,NA,NA,NA,0.6,0.385,0.291,0.201,0.158,0.178,0.15,0.138,1.126
95,CRDA1201,RICER048,1,1,2012-09-03,95,17.6,29.2,24.2,NA,4.563,1.936,2.604,4.54,1.936,2.604,0,0,564.49,389.08,28.6,360.48,0,0,NA,NA,NA,0.798,0.517,0.387,0.266,0.208,0.233,0.195,0.194,1.174
96,CRDA1201,RICER048,1,1,2012-09-04,96,22.7,31.3,22.9,NA,5.92,2.605,3.281,5.887,2.605,3.281,0,0,570.41,394.97,31.21,363.76,0,0,NA,NA,NA,0.957,0.652,0.499,0.346,0.27,0.303,0.254,0.261,1.208
97,CRDA1201,RICER048,1,1,2012-09-05,97,20,30.3,23.2,NA,5.136,2.354,2.747,5.101,2.354,2.747,0,0,575.54,400.07,33.56,366.5,0,0,NA,NA,NA,0.818,0.539,0.413,0.287,0.224,0.253,0.212,0.235,1.252
98,CRDA1201,RICER048,1,1,2012-09-06,98,19.1,28.9,24.4,NA,4.873,2.328,2.519,4.847,2.328,2.519,0,0,580.41,404.91,35.89,369.02,0,0,NA,NA,NA,0.792,0.491,0.37,0.255,0.199,0.225,0.188,0.233,1.306
99,CRDA1201,RICER048,1,1,2012-09-07,99,20.1,29.5,24.3,NA,5.141,2.526,2.569,5.095,2.526,2.569,0,0,585.56,410.01,38.42,371.59,0,0,NA,NA,NA,0.806,0.511,0.378,0.259,0.201,0.225,0.189,0.253,1.358
100,CRDA1201,RICER048,1,1,2012-09-08,100,20.3,30.8,23.2,NA,5.203,2.671,2.509,5.18,2.671,2.509,0,0,590.76,415.19,41.09,374.1,0,0,NA,NA,NA,0.761,0.529,0.376,0.254,0.195,0.215,0.179,0.267,1.411
101,CRDA1201,RICER048,1,1,2012-09-09,101,23,30.1,23.8,NA,5.855,3.103,2.723,5.826,3.103,2.723,0,0,596.61,421.01,44.19,376.82,0,0,NA,NA,NA,0.799,0.593,0.417,0.279,0.213,0.231,0.191,0.31,1.466
102,CRDA1201,RICER048,1,1,2012-09-10,102,23.3,30.2,23,NA,5.881,3.206,2.629,5.835,3.206,2.629,0,0,602.49,426.85,47.4,379.45,0,0,NA,NA,NA,0.774,0.543,0.405,0.276,0.212,0.229,0.189,0.321,1.523
103,CRDA1201,RICER048,1,1,2012-09-11,103,18.3,28.6,23.2,NA,4.53,2.56,1.945,4.505,2.56,1.945,0,0,607.02,431.35,49.96,381.4,0,0,NA,NA,NA,0.57,0.385,0.296,0.208,0.162,0.177,0.147,0.256,1.587
104,CRDA1201,RICER048,1,1,2012-09-12,104,21.8,31,23.1,NA,5.511,3.2,2.286,5.486,3.2,2.286,0,0,612.53,436.84,53.16,383.68,0,0,NA,NA,NA,0.675,0.457,0.344,0.24,0.189,0.207,0.173,0.32,1.653
105,CRDA1201,RICER048,1,1,2012-09-13,105,18.9,28.9,24.6,NA,4.714,2.808,1.884,4.691,2.808,1.883,0,0,617.25,441.53,55.96,385.57,0,0,NA,NA,NA,0.567,0.383,0.281,0.194,0.152,0.167,0.14,0.281,1.71
