Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
30,CRDA1201,RICER048,1,1,2012-06-30,30,16.8,30.8,23.1,NA,4.827,0,4.827,4.827,0,4.827,0,0,178.76,170.99,0,170.99,0,0,NA,NA,NA,1.257,0.898,0.792,0.558,0.444,0.476,0.403,0,0
31,CRDA1201,RICER048,1,1,2012-07-01,31,14.5,29.4,23.5,NA,4.121,0,4.121,4.121,0,4.121,0,0,182.88,175.11,0,175.11,0,0,NA,NA,NA,1.098,0.757,0.672,0.472,0.376,0.404,0.342,0,0
32,CRDA1201,RICER048,1,1,2012-07-02,32,21.1,30.6,23.2,NA,6.065,0,6.065,6.065,0,6.065,0,0,188.94,181.17,0,181.17,0,0,NA,NA,NA,1.601,1.144,1.003,0.694,0.547,0.584,0.492,0,0
33,CRDA1201,RICER048,1,1,2012-07-03,33,18.2,30.3,23,NA,5.169,0,5.169,5.169,0,5.169,0,0,194.11,186.34,0,186.34,0,0,NA,NA,NA,1.307,1.015,0.864,0.602,0.473,0.495,0.414,0,0
34,CRDA1201,RICER048,1,1,2012-07-04,34,18.5,30.6,23.2,NA,5.333,0,5.333,5.333,0,5.333,0,0,199.44,191.67,0,191.67,0,0,NA,NA,NA,1.4,1.037,0.873,0.614,0.485,0.505,0.419,0,0
35,CRDA1201,RICER048,1,1,2012-07-05,35,21.7,30.6,23.1,NA,6.232,0,6.232,6.232,0,6.232,0,0,205.68,197.9,0,197.9,0,0,NA,NA,NA,1.644,1.157,1.019,0.721,0.575,0.608,0.508,0,0
36,CRDA1201,RICER048,1,1,2012-07-06,36,17.4,29.1,22.2,NA,4.878,0,4.878,4.878,0,4.878,0,0,210.55,202.78,0,202.78,0,0,NA,NA,NA,1.285,0.892,0.796,0.564,0.451,0.483,0.406,0,0
37,CRDA1201,RICER048,1,1,2012-07-07,37,20.6,29.1,22.3,NA,5.773,0,5.773,5.773,0,5.773,0,0,216.33,208.56,0,208.56,0,0,NA,NA,NA,1.553,1.048,0.937,0.661,0.527,0.568,0.479,0,0
38,CRDA1201,RICER048,1,1,2012-07-08,38,21,29.7,22.2,NA,5.929,0,5.929,5.929,0,5.929,0,0,222.26,214.49,0,214.49,0,0,NA,NA,NA,1.553,1.085,0.973,0.685,0.545,0.591,0.498,0,0
39,CRDA1201,RICER048,1,1,2012-07-09,39,22,30.7,22.6,NA,6.248,0,6.248,6.248,0,6.248,0,0,228.5,220.73,0,220.73,0,0,NA,NA,NA,1.571,1.146,1.043,0.734,0.583,0.635,0.535,0,0
40,CRDA1201,RICER048,1,1,2012-07-10,40,13,29.5,22.9,NA,3.644,0,3.644,3.644,0,3.644,0,0,232.15,224.38,0,224.38,0,0,NA,NA,NA,0.918,0.667,0.609,0.428,0.34,0.371,0.311,0,0
41,CRDA1201,RICER048,1,1,2012-07-11,41,23.3,30.4,23.4,NA,6.643,0,6.643,6.643,0,6.643,0,0,238.79,231.02,0,231.02,0,0,NA,NA,NA,1.706,1.213,1.106,0.775,0.613,0.67,0.561,0,0
42,CRDA1201,RICER048,1,1,2012-07-12,42,21.3,30.1,23.6,NA,6.034,0,6.034,6.034,0,6.034,0,0,244.83,237.06,0,237.06,0,0,NA,NA,NA,1.541,1.104,1.01,0.703,0.556,0.609,0.511,0,0
43,CRDA1201,RICER048,1,1,2012-07-13,43,15.2,28.7,23.4,NA,4.249,0,4.249,4.249,0,4.249,0,0,249.08,241.3,0,241.3,0,0,NA,NA,NA,1.107,0.779,0.709,0.487,0.386,0.425,0.357,0,0
44,CRDA1201,RICER048,1,1,2012-07-14,44,20.5,28.3,22.1,NA,5.657,0,5.657,5.657,0,5.657,0,0,254.73,246.96,0,246.96,0,0,NA,NA,NA,1.546,1.049,0.932,0.633,0.494,0.544,0.458,0,0
45,CRDA1201,RICER048,1,1,2012-07-15,45,19.9,28.4,22.2,NA,5.536,0,5.536,5.536,0,5.536,0,0,260.27,252.5,0,252.5,0,0,NA,NA,NA,1.552,1.04,0.908,0.618,0.471,0.514,0.433,0,0
46,CRDA1201,RICER048,1,1,2012-07-16,46,12.8,27.9,23.5,NA,3.575,0,3.575,3.575,0,3.575,0,0,263.84,256.07,0,256.07,0,0,NA,NA,NA,0.974,0.701,0.596,0.404,0.306,0.324,0.27,0,0
47,CRDA1201,RICER048,1,1,2012-07-17,47,19.1,29,21.6,NA,5.338,0,5.338,5.338,0,5.338,0,0,269.18,261.41,0,261.41,0,0,NA,NA,NA,1.441,1.048,0.896,0.609,0.465,0.485,0.394,0,0
48,CRDA1201,RICER048,1,1,2012-07-18,48,17.5,29.2,22.1,NA,4.909,0,4.909,4.909,0,4.909,0,0,274.09,266.32,0,266.32,0,0,NA,NA,NA,1.306,0.919,0.821,0.573,0.445,0.467,0.379,0,0
49,CRDA1201,RICER048,1,1,2012-07-19,49,19.9,29.6,22.2,NA,5.597,0.011,5.586,5.597,0.011,5.586,0,0,279.69,271.92,0.01,271.91,0,0,NA,NA,NA,1.494,1.025,0.923,0.647,0.51,0.541,0.445,0.001,0.257
50,CRDA1201,RICER048,1,1,2012-07-20,50,20.4,28,22.8,NA,5.666,0.016,5.651,5.666,0.016,5.651,0,0,285.35,277.58,0.03,277.56,0,0,NA,NA,NA,1.538,1.026,0.922,0.647,0.512,0.549,0.456,0.002,0.257
51,CRDA1201,RICER048,1,1,2012-07-21,51,21,31.2,22.6,NA,6.031,0.022,6.01,6.031,0.022,6.01,0,0,291.38,283.61,0.05,283.57,0,0,NA,NA,NA,1.638,1.111,0.979,0.682,0.538,0.579,0.483,0.002,0.256
52,CRDA1201,RICER048,1,1,2012-07-22,52,18.1,28.4,22,NA,5.019,0.022,4.996,5.018,0.022,4.996,0,0,296.4,288.63,0.07,288.56,0,0,NA,NA,NA,1.347,0.931,0.819,0.569,0.448,0.482,0.402,0.002,0.256
53,CRDA1201,RICER048,1,1,2012-07-23,53,19.8,28.3,22.7,NA,5.509,0.029,5.479,5.508,0.029,5.479,0,0,301.91,294.14,0.1,294.04,0,0,NA,NA,NA,1.445,1.007,0.907,0.633,0.499,0.538,0.45,0.003,0.257
54,CRDA1201,RICER048,1,1,2012-07-24,54,16.5,29.3,22.7,NA,4.615,0.029,4.585,4.615,0.029,4.585,0,0,306.53,298.75,0.13,298.63,0,0,NA,NA,NA,1.226,0.837,0.754,0.527,0.416,0.449,0.376,0.003,0.257
55,CRDA1201,RICER048,1,1,2012-07-25,55,14.3,30,21.9,NA,4.035,0.03,4.004,4.034,0.03,4.004,0,0,310.56,302.79,0.16,302.63,0,0,NA,NA,NA,1.099,0.729,0.652,0.454,0.358,0.387,0.324,0.003,0.258
56,CRDA1201,RICER048,1,1,2012-07-26,56,23.9,30.3,22.7,NA,6.785,0.059,6.725,6.785,0.059,6.725,0,0,317.35,309.57,0.22,309.36,0,0,NA,NA,NA,1.793,1.232,1.109,0.773,0.609,0.659,0.551,0.006,0.26
57,CRDA1201,RICER048,1,1,2012-07-27,57,24.1,32.4,22.8,NA,6.957,0.09,6.885,6.956,0.09,6.865,0,0,324.3,316.53,0.31,316.22,0,0,NA,NA,NA,1.746,1.26,1.152,0.805,0.638,0.688,0.577,0.009,0.261
58,CRDA1201,RICER048,1,1,2012-07-28,58,21.5,30.5,21.9,NA,6.023,0.07,5.952,6.021,0.07,5.952,0,0,330.33,322.55,0.38,322.17,0,0,NA,NA,NA,1.526,1.087,0.998,0.693,0.552,0.595,0.5,0.007,0.266
59,CRDA1201,RICER048,1,1,2012-07-29,59,15.8,28.2,22.6,NA,4.354,0.057,4.295,4.352,0.057,4.295,0,0,334.68,326.9,0.43,326.47,0,0,NA,NA,NA,1.17,0.789,0.707,0.487,0.382,0.413,0.347,0.006,0.272
60,CRDA1201,RICER048,1,1,2012-07-30,60,20.3,27.6,22.7,NA,5.601,0.083,5.516,5.599,0.083,5.516,0,0,340.28,332.5,0.52,331.98,0,0,NA,NA,NA,1.514,1.067,0.915,0.619,0.474,0.507,0.419,0.008,0.279
61,CRDA1201,RICER048,1,1,2012-07-31,61,16.3,28.7,22.2,NA,4.527,0.073,4.452,4.525,0.073,4.452,0,0,344.81,337.03,0.59,336.44,0,0,NA,NA,NA,1.192,0.85,0.751,0.513,0.393,0.415,0.338,0.007,0.285
62,CRDA1201,RICER048,1,1,2012-08-01,62,10,27.5,22.3,NA,2.744,0.048,2.695,2.743,0.048,2.695,0,0,347.55,339.77,0.64,339.13,0,0,NA,NA,NA,0.729,0.499,0.446,0.311,0.242,0.257,0.21,0.005,0.297
63,CRDA1201,RICER048,1,1,2012-08-02,63,19.6,28.6,22.2,NA,5.445,0.11,5.332,5.442,0.11,5.332,0,0,353,345.21,0.75,344.46,0,0,NA,NA,NA,1.459,0.985,0.872,0.609,0.478,0.509,0.421,0.011,0.307
64,CRDA1201,RICER048,1,1,2012-08-03,64,15.4,26.3,21.4,NA,4.133,0.094,4.036,4.13,0.094,4.036,0,0,357.13,349.34,0.84,348.5,0,0,NA,NA,NA,1.058,0.743,0.669,0.469,0.371,0.397,0.33,0.009,0.309
65,CRDA1201,RICER048,1,1,2012-08-04,65,17.8,27.7,21.6,NA,4.834,0.122,4.71,4.831,0.122,4.71,0,0,361.97,354.17,0.96,353.21,0,0,NA,NA,NA,1.21,0.892,0.792,0.555,0.43,0.454,0.376,0.012,0.314
66,CRDA1201,RICER048,1,1,2012-08-05,66,16,26.8,22.2,NA,4.342,0.12,4.219,4.339,0.12,4.219,0,0,366.31,358.51,1.08,357.43,0,0,NA,NA,NA,1.09,0.815,0.707,0.496,0.383,0.399,0.329,0.012,0.319
67,CRDA1201,RICER048,1,1,2012-08-06,67,20.1,29.4,22,NA,5.602,0.17,5.428,5.598,0.17,5.428,0,0,371.91,364.11,1.25,362.86,0,0,NA,NA,NA,1.433,1.005,0.894,0.632,0.501,0.527,0.437,0.017,0.325
68,CRDA1201,RICER048,1,1,2012-08-07,68,19.4,29.8,22.1,NA,5.421,0.182,5.235,5.417,0.182,5.235,0,0,377.33,369.53,1.44,368.09,0,0,NA,NA,NA,1.389,0.959,0.859,0.605,0.481,0.513,0.429,0.018,0.331
69,CRDA1201,RICER048,1,1,2012-08-08,69,10.9,28.2,23,NA,3.01,0.112,2.896,3.009,0.112,2.896,0,0,380.34,372.54,1.55,370.99,0,0,NA,NA,NA,0.758,0.547,0.482,0.334,0.263,0.279,0.233,0.011,0.339
70,CRDA1201,RICER048,1,1,2012-08-09,70,18.8,29,21.6,NA,5.194,0.206,4.981,5.187,0.206,4.981,0,0,385.53,377.72,1.75,375.97,0,0,NA,NA,NA,1.287,0.962,0.836,0.578,0.452,0.474,0.393,0.021,0.348
71,CRDA1201,RICER048,1,1,2012-08-10,71,15.4,27.5,20.9,NA,4.149,0.183,3.962,4.145,0.183,3.962,0,0,389.68,381.87,1.94,379.93,0,0,NA,NA,NA,1.016,0.755,0.657,0.462,0.367,0.386,0.32,0.018,0.354
72,CRDA1201,RICER048,1,1,2012-08-11,72,21.6,29.6,22,NA,6.003,0.289,5.708,5.997,0.289,5.708,0,0,395.69,387.86,2.23,385.64,0,0,NA,NA,NA,1.485,1.08,0.939,0.66,0.524,0.555,0.464,0.029,0.364
73,CRDA1201,RICER048,1,1,2012-08-12,73,16.6,27.1,23.4,NA,4.519,0.243,4.273,4.516,0.243,4.273,0,0,400.21,392.38,2.47,389.91,0,0,NA,NA,NA,1.104,0.816,0.704,0.493,0.391,0.415,0.348,0.024,0.374
74,CRDA1201,RICER048,1,1,2012-08-13,74,18.2,27.9,22.1,NA,4.952,0.286,4.656,4.942,0.286,4.656,0,0,405.16,397.32,2.76,394.57,0,0,NA,NA,NA,1.209,0.901,0.77,0.534,0.421,0.447,0.375,0.029,0.388
75,CRDA1201,RICER048,1,1,2012-08-14,75,23.6,28.5,20.7,NA,6.384,0.408,5.964,6.372,0.408,5.964,0,0,411.54,403.69,3.16,400.53,0,0,NA,NA,NA,1.542,1.105,0.991,0.697,0.552,0.586,0.491,0.041,0.401
76,CRDA1201,RICER048,1,1,2012-08-15,76,16.8,28.6,21.8,NA,4.555,0.329,4.219,4.548,0.329,4.219,0,0,416.1,408.24,3.49,404.75,0,0,NA,NA,NA,1.092,0.783,0.698,0.492,0.389,0.416,0.349,0.033,0.413
77,CRDA1201,RICER048,1,1,2012-08-16,77,17.6,26.3,22.8,NA,4.701,0.373,4.321,4.694,0.373,4.321,0,0,420.8,412.94,3.87,409.07,0,0,NA,NA,NA,1.134,0.822,0.718,0.499,0.39,0.413,0.346,0.037,0.429
78,CRDA1201,RICER048,1,1,2012-08-17,78,16.7,28.2,22.1,NA,4.522,0.395,4.12,4.514,0.395,4.12,0,0,425.32,417.45,4.26,413.19,0,0,NA,NA,NA,1.052,0.793,0.691,0.48,0.376,0.399,0.328,0.039,0.442
79,CRDA1201,RICER048,1,1,2012-08-18,79,21.9,27.1,21.7,NA,5.83,0.558,5.262,5.82,0.558,5.262,0,0,431.15,423.27,4.82,418.45,0,0,NA,NA,NA,1.349,1.002,0.87,0.611,0.485,0.517,0.429,0.056,0.458
80,CRDA1201,RICER048,1,1,2012-08-19,80,16,28.8,22.1,NA,4.335,0.465,3.865,4.33,0.465,3.865,0,0,435.48,427.6,5.28,422.32,0,0,NA,NA,NA,0.999,0.708,0.636,0.451,0.36,0.386,0.325,0.046,0.474
81,CRDA1201,RICER048,1,1,2012-08-20,81,23.7,29.7,21.6,NA,6.44,0.753,5.68,6.434,0.753,5.68,0,0,441.92,434.04,6.04,428,0,0,NA,NA,NA,1.485,1.059,0.931,0.656,0.521,0.558,0.47,0.075,0.496
82,CRDA1201,RICER048,1,1,2012-08-21,82,19.7,30.3,21.4,NA,5.363,0.698,4.657,5.355,0.698,4.657,0,0,447.29,439.39,6.74,432.66,0,0,NA,NA,NA,1.208,0.902,0.767,0.533,0.421,0.449,0.378,0.07,0.515
83,CRDA1201,RICER048,1,1,2012-08-22,83,20.2,27.6,22.5,NA,5.37,0.758,4.594,5.352,0.758,4.594,0,0,452.66,444.74,7.49,437.25,0,0,NA,NA,NA,1.188,0.897,0.766,0.527,0.412,0.437,0.366,0.076,0.542
84,CRDA1201,RICER048,1,1,2012-08-23,84,17.4,27.1,21.6,NA,4.554,0.713,3.829,4.542,0.713,3.829,0,0,457.21,449.28,8.21,441.08,0,0,NA,NA,NA,0.989,0.742,0.641,0.442,0.346,0.365,0.305,0.071,0.569
85,CRDA1201,RICER048,1,1,2012-08-24,85,17.2,29.5,22.2,NA,4.63,0.797,3.826,4.624,0.797,3.826,0,0,461.84,453.91,9,444.9,0,0,NA,NA,NA,0.993,0.741,0.635,0.441,0.346,0.365,0.304,0.08,0.598
86,CRDA1201,RICER048,1,1,2012-08-25,86,22.8,30.1,22.4,NA,6.164,1.152,5.001,6.153,1.152,5.001,0,0,468.01,460.06,10.16,449.91,0,0,NA,NA,NA,1.296,0.971,0.829,0.576,0.452,0.477,0.399,0.115,0.627
87,CRDA1201,RICER048,1,1,2012-08-26,87,7.6,28.6,23.2,NA,2.022,0.418,1.601,2.02,0.418,1.601,0,0,470.03,462.08,10.57,451.51,0,0,NA,NA,NA,0.409,0.309,0.267,0.187,0.147,0.154,0.128,0.042,0.657
88,CRDA1201,RICER048,1,1,2012-08-27,88,11.6,28.9,22.8,NA,3.091,0.67,2.415,3.085,0.67,2.415,0,0,473.12,465.17,11.24,453.92,0,0,NA,NA,NA,0.638,0.445,0.397,0.281,0.224,0.235,0.195,0.067,0.697
89,CRDA1201,RICER048,1,1,2012-08-28,89,23.6,30.8,22.3,NA,6.37,1.471,4.887,6.358,1.471,4.887,0,0,479.49,471.52,12.72,458.81,0,0,NA,NA,NA,1.286,0.912,0.802,0.565,0.449,0.475,0.398,0.147,0.717
90,CRDA1201,RICER048,1,1,2012-08-29,90,21.8,30.6,23.1,NA,5.866,1.479,4.376,5.856,1.479,4.376,0,0,485.36,477.38,14.19,463.19,0,0,NA,NA,NA,1.13,0.842,0.721,0.504,0.399,0.425,0.356,0.148,0.744
91,CRDA1201,RICER048,1,1,2012-08-30,91,14.5,29.3,23.6,NA,3.847,1.051,2.788,3.839,1.051,2.788,0,0,489.2,481.22,15.25,465.97,0,0,NA,NA,NA,0.728,0.531,0.46,0.32,0.253,0.27,0.226,0.105,0.779
92,CRDA1201,RICER048,1,1,2012-08-31,92,19.4,28.8,22.5,NA,5.07,1.467,3.589,5.056,1.467,3.589,0,0,494.27,486.28,16.71,469.56,0,0,NA,NA,NA,0.958,0.67,0.588,0.411,0.325,0.347,0.291,0.147,0.815
93,CRDA1201,RICER048,1,1,2012-09-01,93,18.9,28.1,23,NA,4.895,1.518,3.356,4.874,1.518,3.356,0,0,499.17,491.15,18.23,472.92,0,0,NA,NA,NA,0.881,0.637,0.559,0.386,0.302,0.321,0.269,0.152,0.843
94,CRDA1201,RICER048,1,1,2012-09-02,94,7.8,26.2,22.1,NA,1.958,0.649,1.297,1.946,0.649,1.297,0,0,501.13,493.1,18.88,474.21,0,0,NA,NA,NA,0.334,0.251,0.219,0.151,0.117,0.123,0.102,0.065,0.879
95,CRDA1201,RICER048,1,1,2012-09-03,95,19.8,29.5,20.9,NA,5.106,1.767,3.32,5.087,1.767,3.32,0,0,506.23,498.18,20.65,477.53,0,0,NA,NA,NA,0.863,0.639,0.553,0.387,0.301,0.315,0.261,0.177,0.917
96,CRDA1201,RICER048,1,1,2012-09-04,96,23,29.5,22.1,NA,5.948,2.207,3.716,5.923,2.207,3.716,0,0,512.18,504.1,22.85,481.25,0,0,NA,NA,NA,0.968,0.697,0.613,0.433,0.343,0.361,0.301,0.221,0.937
97,CRDA1201,RICER048,1,1,2012-09-05,97,7.3,26.9,23.2,NA,1.84,0.727,1.105,1.832,0.727,1.105,0,0,514.02,505.94,23.58,482.36,0,0,NA,NA,NA,0.285,0.208,0.183,0.129,0.102,0.107,0.09,0.073,0.979
98,CRDA1201,RICER048,1,1,2012-09-06,98,21.1,29.5,22.4,NA,5.441,2.183,3.224,5.407,2.183,3.224,0,0,519.46,511.34,25.76,485.58,0,0,NA,NA,NA,0.836,0.619,0.533,0.374,0.295,0.309,0.257,0.218,1.028
99,CRDA1201,RICER048,1,1,2012-09-07,99,22.5,29.7,21.6,NA,5.747,2.416,3.308,5.724,2.416,3.308,0,0,525.21,517.07,28.18,488.89,0,0,NA,NA,NA,0.843,0.632,0.549,0.385,0.304,0.325,0.269,0.242,1.05
100,CRDA1201,RICER048,1,1,2012-09-08,100,14.1,26.8,22.8,NA,3.505,1.532,1.955,3.487,1.532,1.955,0,0,528.71,520.56,29.71,490.84,0,0,NA,NA,NA,0.498,0.373,0.325,0.227,0.18,0.192,0.161,0.153,1.099
101,CRDA1201,RICER048,1,1,2012-09-09,101,16.7,28.9,22.7,NA,4.235,1.913,2.31,4.222,1.913,2.31,0,0,532.95,524.78,31.63,493.15,0,0,NA,NA,NA,0.596,0.444,0.382,0.266,0.21,0.223,0.188,0.191,1.152
102,CRDA1201,RICER048,1,1,2012-09-10,102,20.9,30.2,21.9,NA,5.326,2.472,2.831,5.303,2.472,2.831,0,0,538.27,530.08,34.1,495.98,0,0,NA,NA,NA,0.727,0.542,0.468,0.327,0.259,0.277,0.231,0.247,1.191
103,CRDA1201,RICER048,1,1,2012-09-11,103,22.7,26.7,22.2,NA,5.558,2.662,2.868,5.529,2.662,2.868,0,0,543.83,535.61,36.76,498.85,0,0,NA,NA,NA,0.739,0.543,0.472,0.332,0.263,0.281,0.236,0.266,1.237
104,CRDA1201,RICER048,1,1,2012-09-12,104,20.3,30.3,21.3,NA,5.117,2.543,2.557,5.1,2.543,2.557,0,0,548.95,540.71,39.3,501.41,0,0,NA,NA,NA,0.658,0.483,0.423,0.297,0.235,0.251,0.21,0.254,1.292
105,CRDA1201,RICER048,1,1,2012-09-13,105,20.6,30.5,23.1,NA,5.256,2.684,2.552,5.236,2.684,2.552,0,0,554.2,545.95,41.99,503.96,0,0,NA,NA,NA,0.654,0.488,0.424,0.296,0.234,0.248,0.208,0.268,1.352
