Var1,RUNNO,TRNO,R_,O_,P_,CR,MODEL,EXNAME,TNAM,FNAM,WSTA,WYEAR,SOIL_ID,XLAT,LONG,ELEV,SDAT,PDAT,EDAT,ADAT,MDAT,HDAT,HYEAR,DWAP,CWAM,HWAM,HWAH,BWAH,PWAM,HWUM,H_AM,H_UM,HIAM,LAIX,FCWAM,FHWAM,HWAHF,FBWAH,FPWAM,IR_M,IRCM,PRCM,ETCM,EPCM,ESCM,ROCM,DRCM,SWXM,NI_M,NICM,NFXM,NUCM,NLCM,NIAM,NMINC,CNAM,GNAM,N2OEM,PI_M,PICM,PUPC,SPAM,KI_M,KICM,KUPC,SKAM,RECM,ONTAM,ONAM,OPTAM,OPAM,OCTAM,OCAM,CO2EM,CH4EM,DMPPM,DMPEM,DMPTM,DMPIM,YPPM,YPEM,YPTM,YPIM,DPNAM,DPNUM,YPNAM,YPNUM,NDCH,TMAXA,TMINA,SRADA,DAYLA,CO2A,PRCP,ETCP,ESCP,EPCP,CRST
1,1,1,1,1,1,RI,RICER048,CRDA1201,F1 NE 4,DARO0003,DARO1201,2012,CR06002014,13.96,-15.84,27,2012-06-01,2012-07-13,2012-07-17,2012-10-07,2012-11-09,2012-11-10,2012,2266,7625,1963,1963,0,1963,3.021,65,287.5,0.257,2.9,NA,NA,NA,NA,NA,0,0,1016,602,198,404,140,368,9,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,138917,138633,3409,0,10.6,15.5,38.4,NA,2.7,4,9.9,NA,NA,NA,NA,NA,119,30,23.9,17.7,12,394.4,721.5,493.4,296.2,198.4,1
