Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,SRAA,TMAXA,TMINA,REFA,EOAA,EOPA,EOSA,ETAA,EPAA,ESAA,EFAA,EMAA,EOAC,ETAC,EPAC,ESAC,EFAC,EMAC,KCAA,KBSA,KEAA,ES1D,ES2D,ES3D,ES4D,ES5D,ES6D,ES7D,TRWUD,TWUPD
1,CRDA1201,RICER048,1,1,2012-06-01,1,11,32.4,24.1,NA,3.21,0,3.21,3.21,0,3.21,0,0,3.21,3.21,0,3.21,0,0,NA,NA,NA,0.819,0.592,0.546,0.377,0.296,0.316,0.264,0,0
2,CRDA1201,RICER048,1,1,2012-06-02,2,24.7,33.9,25.2,NA,7.457,0,7.457,7.439,0,7.439,0,0,10.67,10.65,0,10.65,0,0,NA,NA,NA,1.951,1.363,1.262,0.869,0.678,0.718,0.599,0,0
3,CRDA1201,RICER048,1,1,2012-06-03,3,21.3,33.8,24.1,NA,6.319,0,6.319,6.319,0,6.319,0,0,16.99,16.97,0,16.97,0,0,NA,NA,NA,1.594,1.142,1.083,0.755,0.593,0.628,0.524,0,0
4,CRDA1201,RICER048,1,1,2012-06-04,4,16,30.6,24.6,NA,4.615,0,4.615,4.615,0,4.615,0,0,21.6,21.58,0,21.58,0,0,NA,NA,NA,1.163,0.822,0.789,0.552,0.436,0.464,0.389,0,0
5,CRDA1201,RICER048,1,1,2012-06-05,5,24.4,33.8,24.1,NA,7.239,0,7.239,7.145,0,7.145,0,0,28.84,28.73,0,28.73,0,0,NA,NA,NA,1.853,1.267,1.208,0.843,0.665,0.713,0.597,0,0
6,CRDA1201,RICER048,1,1,2012-06-06,6,23.7,37.7,25.1,NA,8.282,0,8.282,7.135,0,7.135,0,0,37.12,35.86,0,35.86,0,0,NA,NA,NA,1.876,1.264,1.2,0.836,0.66,0.708,0.59,0,0
7,CRDA1201,RICER048,1,1,2012-06-07,7,24.6,34.9,24.4,NA,7.405,0,7.405,7.169,0,7.169,0,0,44.53,43.03,0,43.03,0,0,NA,NA,NA,1.909,1.282,1.203,0.835,0.658,0.698,0.584,0,0
8,CRDA1201,RICER048,1,1,2012-06-08,8,23.5,34.5,24.9,NA,7.091,0,7.091,7.091,0,7.091,0,0,51.62,50.12,0,50.12,0,0,NA,NA,NA,1.912,1.286,1.189,0.82,0.644,0.676,0.564,0,0
9,CRDA1201,RICER048,1,1,2012-06-09,9,20.6,32.5,25,NA,6.095,0,6.095,6.095,0,6.095,0,0,57.71,56.22,0,56.22,0,0,NA,NA,NA,1.606,1.109,1.035,0.716,0.56,0.584,0.485,0,0
10,CRDA1201,RICER048,1,1,2012-06-10,10,19.6,30.9,24.5,NA,5.668,0,5.668,5.668,0,5.668,0,0,63.38,61.88,0,61.88,0,0,NA,NA,NA,1.499,1.04,0.962,0.665,0.52,0.54,0.443,0,0
11,CRDA1201,RICER048,1,1,2012-06-11,11,20.9,32.8,24,NA,6.171,0,6.171,6.171,0,6.171,0,0,69.55,68.06,0,68.06,0,0,NA,NA,NA,1.651,1.154,1.042,0.717,0.558,0.582,0.466,0,0
12,CRDA1201,RICER048,1,1,2012-06-12,12,24.4,34.3,23.1,NA,7.266,0,7.266,7.266,0,7.266,0,0,76.82,75.32,0,75.32,0,0,NA,NA,NA,1.934,1.341,1.231,0.85,0.663,0.697,0.55,0,0
13,CRDA1201,RICER048,1,1,2012-06-13,13,23.7,34.9,24.4,NA,7.155,0,7.155,7.155,0,7.155,0,0,83.97,82.48,0,82.48,0,0,NA,NA,NA,1.892,1.313,1.211,0.84,0.657,0.692,0.55,0,0
14,CRDA1201,RICER048,1,1,2012-06-14,14,24.6,33.1,24,NA,7.274,0,7.274,7.216,0,7.216,0,0,91.25,89.69,0,89.69,0,0,NA,NA,NA,1.831,1.311,1.24,0.863,0.677,0.716,0.577,0,0
15,CRDA1201,RICER048,1,1,2012-06-15,15,24.3,34.4,24.4,NA,7.244,0,7.244,6.868,0,6.868,0,0,98.49,96.56,0,96.56,0,0,NA,NA,NA,1.62,1.239,1.205,0.844,0.668,0.712,0.58,0,0
16,CRDA1201,RICER048,1,1,2012-06-16,16,25.4,34.8,24,NA,7.547,0,7.547,1.26,0,1.26,0,0,106.04,97.82,0,97.82,0,0,NA,NA,NA,1.036,0.134,0.05,0.018,0.01,0.007,0.004,0,0
17,CRDA1201,RICER048,1,1,2012-06-17,17,20.2,32.6,25,NA,5.919,0,5.919,1.305,0,1.305,0,0,111.96,99.12,0,99.12,0,0,NA,NA,NA,1.08,0.136,0.05,0.018,0.01,0.007,0.004,0,0
18,CRDA1201,RICER048,1,1,2012-06-18,18,21.2,31,25,NA,6.124,0,6.124,6.124,0,6.124,0,0,118.08,105.25,0,105.25,0,0,NA,NA,NA,1.467,1.101,1.055,0.748,0.594,0.637,0.521,0,0
19,CRDA1201,RICER048,1,1,2012-06-19,19,25.3,36,24.8,NA,8.009,0,8.009,1.277,0,1.277,0,0,126.09,106.53,0,106.53,0,0,NA,NA,NA,1.056,0.135,0.048,0.018,0.009,0.007,0.004,0,0
20,CRDA1201,RICER048,1,1,2012-06-20,20,24.8,34.7,24.3,NA,7.39,0,7.39,1.303,0,1.303,0,0,133.48,107.83,0,107.83,0,0,NA,NA,NA,1.079,0.137,0.048,0.018,0.009,0.007,0.004,0,0
21,CRDA1201,RICER048,1,1,2012-06-21,21,17.6,31.1,24.5,NA,5.07,0,5.07,5.07,0,5.07,0,0,138.55,112.9,0,112.9,0,0,NA,NA,NA,1.227,0.923,0.859,0.613,0.49,0.526,0.431,0,0
22,CRDA1201,RICER048,1,1,2012-06-22,22,24.1,35.2,23.8,NA,7.266,0,7.266,1.257,0,1.257,0,0,145.81,114.16,0,114.16,0,0,NA,NA,NA,1.036,0.135,0.047,0.018,0.009,0.007,0.004,0,0
23,CRDA1201,RICER048,1,1,2012-06-23,23,22.4,35.5,23.8,NA,6.837,0,6.837,1.275,0,1.275,0,0,152.65,115.43,0,115.43,0,0,NA,NA,NA,1.053,0.137,0.047,0.018,0.009,0.007,0.004,0,0
24,CRDA1201,RICER048,1,1,2012-06-24,24,23.9,31.6,24.3,NA,6.916,0,6.916,6.916,0,6.916,0,0,159.57,122.35,0,122.35,0,0,NA,NA,NA,1.745,1.311,1.183,0.824,0.637,0.671,0.544,0,0
25,CRDA1201,RICER048,1,1,2012-06-25,25,22.6,28.9,24.6,NA,6.426,0,6.426,6.426,0,6.426,0,0,165.99,128.77,0,128.77,0,0,NA,NA,NA,1.634,1.24,1.116,0.767,0.583,0.601,0.486,0,0
26,CRDA1201,RICER048,1,1,2012-06-26,26,23.4,30.2,23.6,NA,6.701,0,6.701,6.701,0,6.701,0,0,172.69,135.47,0,135.47,0,0,NA,NA,NA,1.684,1.274,1.147,0.8,0.625,0.648,0.524,0,0
27,CRDA1201,RICER048,1,1,2012-06-27,27,21.2,28.5,24.1,NA,5.982,0,5.982,5.982,0,5.982,0,0,178.68,141.46,0,141.46,0,0,NA,NA,NA,1.481,1.128,1.018,0.714,0.566,0.593,0.482,0,0
28,CRDA1201,RICER048,1,1,2012-06-28,28,24.6,30.6,23.8,NA,7.09,0,7.09,7.09,0,7.09,0,0,185.77,148.55,0,148.55,0,0,NA,NA,NA,1.755,1.331,1.199,0.841,0.666,0.709,0.588,0,0
29,CRDA1201,RICER048,1,1,2012-06-29,29,23.6,32.5,23.6,NA,6.92,0,6.92,6.92,0,6.92,0,0,192.69,155.47,0,155.47,0,0,NA,NA,NA,1.742,1.245,1.165,0.823,0.655,0.698,0.592,0,0
30,CRDA1201,RICER048,1,1,2012-06-30,30,16.9,30.9,23.9,NA,4.883,0,4.883,4.883,0,4.883,0,0,197.57,160.35,0,160.35,0,0,NA,NA,NA,1.26,0.864,0.817,0.576,0.46,0.49,0.416,0,0
31,CRDA1201,RICER048,1,1,2012-07-01,31,15.9,29.9,24,NA,4.559,0,4.559,4.559,0,4.559,0,0,202.13,164.91,0,164.91,0,0,NA,NA,NA,1.205,0.806,0.757,0.533,0.424,0.452,0.382,0,0
32,CRDA1201,RICER048,1,1,2012-07-02,32,22.6,31.5,24.1,NA,6.596,0,6.596,6.596,0,6.596,0,0,208.72,171.5,0,171.5,0,0,NA,NA,NA,1.735,1.207,1.099,0.765,0.605,0.644,0.542,0,0
33,CRDA1201,RICER048,1,1,2012-07-03,33,19.1,31.2,23.8,NA,5.497,0,5.497,5.497,0,5.497,0,0,214.22,177,0,177,0,0,NA,NA,NA,1.413,1.033,0.918,0.641,0.505,0.536,0.451,0,0
34,CRDA1201,RICER048,1,1,2012-07-04,34,23.8,31.8,24.4,NA,7.007,0,7.007,7.007,0,7.007,0,0,221.23,184.01,0,184.01,0,0,NA,NA,NA,1.878,1.274,1.162,0.812,0.639,0.675,0.567,0,0
35,CRDA1201,RICER048,1,1,2012-07-05,35,22.9,32,23.8,NA,6.675,0,6.675,6.675,0,6.675,0,0,227.9,190.68,0,190.68,0,0,NA,NA,NA,1.674,1.202,1.132,0.798,0.633,0.672,0.564,0,0
36,CRDA1201,RICER048,1,1,2012-07-06,36,18.2,30.2,23.1,NA,5.15,0,5.15,5.15,0,5.15,0,0,233.05,195.83,0,195.83,0,0,NA,NA,NA,1.251,0.924,0.882,0.623,0.495,0.53,0.446,0,0
37,CRDA1201,RICER048,1,1,2012-07-07,37,18.8,30.3,23.2,NA,5.331,0,5.331,5.331,0,5.331,0,0,238.38,201.16,0,201.16,0,0,NA,NA,NA,1.319,0.95,0.906,0.641,0.509,0.546,0.46,0,0
38,CRDA1201,RICER048,1,1,2012-07-08,38,19.6,30.3,23.4,NA,5.571,0,5.571,5.571,0,5.571,0,0,243.96,206.74,0,206.74,0,0,NA,NA,NA,1.369,0.996,0.948,0.67,0.532,0.572,0.482,0,0
39,CRDA1201,RICER048,1,1,2012-07-09,39,22.8,31,23.2,NA,6.498,0,6.498,6.498,0,6.498,0,0,250.45,213.23,0,213.23,0,0,NA,NA,NA,1.611,1.165,1.102,0.775,0.617,0.666,0.562,0,0
40,CRDA1201,RICER048,1,1,2012-07-10,40,22.6,31.9,23.4,NA,6.528,0,6.528,6.528,0,6.528,0,0,256.98,219.76,0,219.76,0,0,NA,NA,NA,1.651,1.175,1.098,0.767,0.613,0.663,0.561,0,0
41,CRDA1201,RICER048,1,1,2012-07-11,41,24.3,32.6,23.7,NA,7.078,0,7.078,6.681,0,6.681,0,0,264.06,226.44,0,226.44,0,0,NA,NA,NA,1.677,1.215,1.123,0.782,0.628,0.68,0.577,0,0
42,CRDA1201,RICER048,1,1,2012-07-12,42,21.1,31.4,24.4,NA,6.09,0,6.09,6.09,0,6.09,0,0,270.15,232.53,0,232.53,0,0,NA,NA,NA,1.591,1.11,1.009,0.695,0.56,0.609,0.517,0,0
43,CRDA1201,RICER048,1,1,2012-07-13,43,14.1,29.5,24.3,NA,4.014,0,4.014,4.014,0,4.014,0,0,274.16,236.55,0,236.55,0,0,NA,NA,NA,1.089,0.736,0.662,0.444,0.359,0.391,0.333,0,0
44,CRDA1201,RICER048,1,1,2012-07-14,44,21.6,28.1,22.9,NA,6.003,0,6.003,6.003,0,6.003,0,0,280.17,242.55,0,242.55,0,0,NA,NA,NA,1.675,1.111,1.002,0.645,0.519,0.567,0.483,0,0
45,CRDA1201,RICER048,1,1,2012-07-15,45,20.7,29.4,23.2,NA,5.863,0,5.863,5.863,0,5.863,0,0,286.03,248.41,0,248.41,0,0,NA,NA,NA,1.644,1.089,0.997,0.632,0.496,0.543,0.463,0,0
46,CRDA1201,RICER048,1,1,2012-07-16,46,13.7,28.8,24,NA,3.875,0,3.875,3.875,0,3.875,0,0,289.9,252.29,0,252.29,0,0,NA,NA,NA,1.073,0.733,0.666,0.432,0.32,0.351,0.3,0,0
47,CRDA1201,RICER048,1,1,2012-07-17,47,24.6,30,22.9,NA,7.012,0,7.012,7.012,0,7.012,0,0,296.92,259.3,0,259.3,0,0,NA,NA,NA,1.93,1.351,1.209,0.807,0.576,0.614,0.525,0,0
48,CRDA1201,RICER048,1,1,2012-07-18,48,23.7,30,22.9,NA,6.731,0,6.731,6.731,0,6.731,0,0,303.65,266.03,0,266.03,0,0,NA,NA,NA,1.757,1.261,1.188,0.815,0.595,0.601,0.515,0,0
49,CRDA1201,RICER048,1,1,2012-07-19,49,19.3,30.7,22.5,NA,5.471,0.011,5.46,5.471,0.011,5.46,0,0,309.12,271.5,0.01,271.49,0,0,NA,NA,NA,1.357,1.01,0.973,0.679,0.514,0.499,0.429,0.001,0.3
50,CRDA1201,RICER048,1,1,2012-07-20,50,24.1,29.8,23.4,NA,6.796,0.048,6.777,6.793,0.048,6.744,0,0,315.91,278.3,0.06,278.24,0,0,NA,NA,NA,1.684,1.232,1.196,0.84,0.643,0.618,0.532,0.005,0.3
51,CRDA1201,RICER048,1,1,2012-07-21,51,22.3,31.5,23.5,NA,6.401,0.023,6.378,6.401,0.023,6.378,0,0,322.32,284.7,0.08,284.61,0,0,NA,NA,NA,1.627,1.16,1.122,0.786,0.602,0.58,0.5,0.002,0.299
52,CRDA1201,RICER048,1,1,2012-07-22,52,15.9,29.4,22.9,NA,4.454,0.02,4.434,4.454,0.02,4.434,0,0,326.77,289.15,0.1,289.05,0,0,NA,NA,NA,1.139,0.812,0.778,0.541,0.416,0.402,0.347,0.002,0.299
53,CRDA1201,RICER048,1,1,2012-07-23,53,18.3,29.3,23.4,NA,5.135,0.028,5.107,5.135,0.028,5.107,0,0,331.91,294.28,0.13,294.16,0,0,NA,NA,NA,1.292,0.947,0.896,0.623,0.481,0.465,0.403,0.003,0.299
54,CRDA1201,RICER048,1,1,2012-07-24,54,19.1,30.5,23.8,NA,5.425,0.035,5.389,5.424,0.035,5.389,0,0,337.33,299.71,0.16,299.54,0,0,NA,NA,NA,1.4,1.002,0.934,0.647,0.5,0.485,0.421,0.004,0.299
55,CRDA1201,RICER048,1,1,2012-07-25,55,19.2,31.6,22.9,NA,5.511,0.042,5.468,5.51,0.042,5.468,0,0,342.84,305.22,0.21,305.01,0,0,NA,NA,NA,1.446,1.021,0.943,0.646,0.501,0.488,0.424,0.004,0.3
56,CRDA1201,RICER048,1,1,2012-07-26,56,25.1,30.9,23.6,NA,7.155,0.164,7.09,6.572,0.164,6.409,0,0,350,311.79,0.37,311.42,0,0,NA,NA,NA,1.654,1.211,1.113,0.76,0.592,0.577,0.502,0.016,0.301
57,CRDA1201,RICER048,1,1,2012-07-27,57,24.8,33.1,23.5,NA,7.21,0.211,7.126,6.505,0.211,6.294,0,0,357.21,318.3,0.58,317.72,0,0,NA,NA,NA,1.624,1.194,1.084,0.744,0.582,0.57,0.497,0.021,0.302
58,CRDA1201,RICER048,1,1,2012-07-28,58,22.2,30.4,23.1,NA,6.254,0.081,6.171,6.252,0.081,6.171,0,0,363.46,324.55,0.66,323.89,0,0,NA,NA,NA,1.63,1.179,1.038,0.719,0.565,0.555,0.485,0.008,0.302
59,CRDA1201,RICER048,1,1,2012-07-29,59,12.6,29.1,23.4,NA,3.513,0.051,3.461,3.512,0.051,3.461,0,0,366.97,328.06,0.71,327.35,0,0,NA,NA,NA,0.985,0.663,0.565,0.385,0.304,0.299,0.262,0.005,0.301
60,CRDA1201,RICER048,1,1,2012-07-30,60,23.7,28.4,23.6,NA,6.641,0.108,6.531,6.639,0.108,6.531,0,0,373.61,334.7,0.82,333.88,0,0,NA,NA,NA,1.922,1.309,1.091,0.691,0.532,0.525,0.46,0.011,0.305
61,CRDA1201,RICER048,1,1,2012-07-31,61,19.8,30.3,22.6,NA,5.597,0.102,5.492,5.594,0.102,5.492,0,0,379.21,340.29,0.92,339.37,0,0,NA,NA,NA,1.521,1.102,0.988,0.612,0.444,0.439,0.386,0.01,0.311
62,CRDA1201,RICER048,1,1,2012-08-01,62,10.1,28,23,NA,2.784,0.056,2.726,2.782,0.056,2.726,0,0,382,343.08,0.98,342.1,0,0,NA,NA,NA,0.743,0.532,0.498,0.321,0.221,0.219,0.193,0.006,0.317
63,CRDA1201,RICER048,1,1,2012-08-02,63,19,29.4,22.8,NA,5.321,0.116,5.2,5.317,0.116,5.2,0,0,387.32,348.39,1.1,347.3,0,0,NA,NA,NA,1.477,0.995,0.932,0.624,0.412,0.405,0.357,0.012,0.32
64,CRDA1201,RICER048,1,1,2012-08-03,64,12.1,27.5,22.1,NA,3.306,0.081,3.222,3.303,0.081,3.222,0,0,390.62,351.7,1.18,350.52,0,0,NA,NA,NA,0.895,0.615,0.581,0.398,0.261,0.251,0.221,0.008,0.323
65,CRDA1201,RICER048,1,1,2012-08-04,65,18.8,28.4,22.4,NA,5.179,0.138,5.037,5.175,0.138,5.037,0,0,395.8,356.87,1.32,355.56,0,0,NA,NA,NA,1.369,0.994,0.917,0.625,0.429,0.373,0.33,0.014,0.327
66,CRDA1201,RICER048,1,1,2012-08-05,66,16.1,26.9,23,NA,4.394,0.13,4.261,4.391,0.13,4.261,0,0,400.19,361.26,1.45,359.82,0,0,NA,NA,NA,1.148,0.844,0.771,0.529,0.388,0.314,0.266,0.013,0.334
