Var1,EXPERIMENT,MODEL,RUN,TRNO,DATE,DAS,PRED,DAYLD,TWLD,SRAD,PARD,CLDD,TMXD,TMND,TAVD,TDYD,TDWD,TGAD,TGRD,WDSD,CO2D,VPDF,VPD,OZON7,WDATE
60,CRDA1201,RICER048,1,1,2012-07-30,60,18,12,12.8,20.3,40.6,0.26,28.1,23.3,25.6,26.4,21.6,25.6,26.4,194,394.1,0,0,NA,2012-07-30
61,CRDA1201,RICER048,1,1,2012-07-31,61,5.6,12,12.8,16.3,32.6,0.41,29.4,22.9,26,27.1,20.7,26,27.1,231,394.1,0,0,NA,2012-07-31
62,CRDA1201,RICER048,1,1,2012-08-01,62,4.5,12,12.8,10,20,0.64,28.6,22.9,25.6,26.6,21.2,25.6,26.6,277,394.1,0,0,NA,2012-08-01
63,CRDA1201,RICER048,1,1,2012-08-02,63,11.4,12,12.8,19.6,39.2,0.29,28.7,22.9,25.7,26.6,21.2,25.7,26.6,313,394.1,0,0,NA,2012-08-02
64,CRDA1201,RICER048,1,1,2012-08-03,64,2.6,12,12.8,15.4,30.8,0.44,27.2,22.1,24.5,25.4,20.5,24.5,25.4,224,394.1,0,0,NA,2012-08-03
65,CRDA1201,RICER048,1,1,2012-08-04,65,31.6,12,12.8,17.8,35.6,0.36,28.6,22.2,25.3,26.3,20.6,25.3,26.3,198,394.1,0,0,NA,2012-08-04
66,CRDA1201,RICER048,1,1,2012-08-05,66,11.1,12,12.8,16,32,0.42,27.8,22.8,25.2,26,21.2,25.2,26,184,394.1,0,0,NA,2012-08-05
67,CRDA1201,RICER048,1,1,2012-08-06,67,5.8,12,12.8,20.1,40.2,0.28,29.6,22.5,25.9,27.1,20.5,25.9,27.1,248,394.1,0,0,NA,2012-08-06
68,CRDA1201,RICER048,1,1,2012-08-07,68,6.9,12,12.8,19.4,38.8,0.3,30.6,22.4,26.3,27.7,20.2,26.3,27.7,210,394.1,0,0,NA,2012-08-07
69,CRDA1201,RICER048,1,1,2012-08-08,69,20.1,12,12.8,10.9,21.8,0.61,28.7,23.7,26.1,26.9,22.1,26.1,26.9,159,394.1,0,0,NA,2012-08-08
70,CRDA1201,RICER048,1,1,2012-08-09,70,30.3,12,12.8,18.8,37.6,0.33,29.4,23,26.1,27.1,20.9,26.1,27.1,348,394.1,0,0,NA,2012-08-09
71,CRDA1201,RICER048,1,1,2012-08-10,71,11.9,12,12.8,15.4,30.8,0.45,28.1,22.2,25,26,20.5,25,26,248,394.1,0,0,NA,2012-08-10
72,CRDA1201,RICER048,1,1,2012-08-11,72,11.4,12,12.8,21.6,43.2,0.23,29.4,23.1,26.1,27.1,21.4,26.1,27.1,217,394.1,0,0,NA,2012-08-11
73,CRDA1201,RICER048,1,1,2012-08-12,73,10.8,12,12.8,16.6,33.2,0.41,27.8,24,25.8,26.4,22.7,25.8,26.4,159,394.1,0,0,NA,2012-08-12
74,CRDA1201,RICER048,1,1,2012-08-13,74,10.8,12,12.8,18.2,36.4,0.35,26.1,23.2,24.6,25.1,22.2,24.6,25.1,389,394.1,0,0,NA,2012-08-13
75,CRDA1201,RICER048,1,1,2012-08-14,75,4,12,12.8,23.6,47.2,0.16,29.2,22,25.4,26.6,20.1,25.4,26.6,316,394.1,0,0,NA,2012-08-14
76,CRDA1201,RICER048,1,1,2012-08-15,76,10.7,12,12.8,16.8,33.6,0.4,29.4,22.4,25.7,26.9,20.5,25.7,26.9,215,394.3,0,0,NA,2012-08-15
77,CRDA1201,RICER048,1,1,2012-08-16,77,20.6,12,12.8,17.6,35.2,0.38,27.2,23.2,25.1,25.8,22.1,25.1,25.8,200,394.3,0,0,NA,2012-08-16
78,CRDA1201,RICER048,1,1,2012-08-17,78,21.7,12,12.8,16.7,33.4,0.41,28.2,22.7,25.3,26.2,21.2,25.3,26.2,186,394.3,0,0,NA,2012-08-17
79,CRDA1201,RICER048,1,1,2012-08-18,79,8.5,12,12.8,21.9,43.8,0.23,28.2,22.4,25.2,26.1,20.5,25.2,26.1,149,394.3,0,0,NA,2012-08-18
80,CRDA1201,RICER048,1,1,2012-08-19,80,3.1,12,12.8,16,32,0.43,28.8,22.6,25.6,26.6,20.5,25.6,26.6,105,394.3,0,0,NA,2012-08-19
81,CRDA1201,RICER048,1,1,2012-08-20,81,16.1,12,12.8,23.7,47.4,0.16,30.4,22.3,26.2,27.5,19.1,26.2,27.5,74,394.3,0,0,NA,2012-08-20
82,CRDA1201,RICER048,1,1,2012-08-21,82,13.4,12,12.8,19.7,39.4,0.31,30.5,22.7,26.4,27.7,20.3,26.4,27.7,125,394.3,0,0,NA,2012-08-21
83,CRDA1201,RICER048,1,1,2012-08-22,83,13,12,12.8,20.2,40.4,0.29,28.2,23,25.5,26.3,21.3,25.5,26.3,270,394.3,0,0,NA,2012-08-22
84,CRDA1201,RICER048,1,1,2012-08-23,84,15,12,12.8,17.4,34.8,0.39,27.6,22.4,24.9,25.7,21,24.9,25.7,172,394.3,0,0,NA,2012-08-23
85,CRDA1201,RICER048,1,1,2012-08-24,85,9.8,12,12.8,17.2,34.4,0.4,29.8,22.6,26,27.2,20.3,26,27.2,86,394.3,0,0,NA,2012-08-24
86,CRDA1201,RICER048,1,1,2012-08-25,86,8.3,12,12.8,22.8,45.6,0.2,29.7,23.2,26.3,27.4,21.2,26.3,27.4,108,394.3,0,0,NA,2012-08-25
87,CRDA1201,RICER048,1,1,2012-08-26,87,17.2,12,12.8,7.6,15.2,0.73,29.3,23.7,26.4,27.3,21.8,26.4,27.3,72,394.3,0,0,NA,2012-08-26
88,CRDA1201,RICER048,1,1,2012-08-27,88,3.7,12,12.8,11.6,23.2,0.59,29.1,23.3,26.1,27,21.3,26.1,27,126,394.3,0,0,NA,2012-08-27
89,CRDA1201,RICER048,1,1,2012-08-28,89,5.1,12,12.8,23.6,47.2,0.18,30.2,23.3,26.6,27.7,20.7,26.6,27.7,118,394.3,0,0,NA,2012-08-28
90,CRDA1201,RICER048,1,1,2012-08-29,90,6.7,12,12.8,21.8,43.6,0.24,31.1,23.5,27.1,28.4,21,27.1,28.4,91,394.3,0,0,NA,2012-08-29
91,CRDA1201,RICER048,1,1,2012-08-30,91,5.6,12,12.8,14.5,29,0.49,28.5,24.1,26.2,26.9,22.6,26.2,26.9,105,394.3,0,0,NA,2012-08-30
92,CRDA1201,RICER048,1,1,2012-08-31,92,3.4,12,12.8,19.4,38.8,0.32,29,22.9,25.8,26.8,21.2,25.8,26.8,120,394.3,0,0,NA,2012-08-31
93,CRDA1201,RICER048,1,1,2012-09-01,93,9.2,12,12.8,18.9,37.8,0.34,28.5,23.6,25.9,26.7,21.9,25.9,26.7,192,394.3,0,0,NA,2012-09-01
94,CRDA1201,RICER048,1,1,2012-09-02,94,13.3,12,12.8,7.8,15.6,0.73,27.6,22.8,25.1,25.9,21.6,25.1,25.9,210,394.3,0,0,NA,2012-09-02
95,CRDA1201,RICER048,1,1,2012-09-03,95,9.4,12,12.8,19.8,39.6,0.31,29.3,22.1,25.5,26.7,20.2,25.5,26.7,258,394.3,0,0,NA,2012-09-03
96,CRDA1201,RICER048,1,1,2012-09-04,96,5.6,12,12.8,23,46,0.2,30.2,22.1,26,27.3,20,26,27.3,173,394.3,0,0,NA,2012-09-04
97,CRDA1201,RICER048,1,1,2012-09-05,97,15.6,12,12.8,7.3,14.6,0.75,28.6,23.6,26,26.8,22.2,26,26.8,166,394.3,0,0,NA,2012-09-05
98,CRDA1201,RICER048,1,1,2012-09-06,98,10.7,12,12.8,21.1,42.2,0.27,30.5,23.7,27,28.1,21.7,27,28.1,191,394.3,0,0,NA,2012-09-06
99,CRDA1201,RICER048,1,1,2012-09-07,99,20.4,12,12.8,22.5,45,0.22,29.7,22,25.7,26.9,20.1,25.7,26.9,198,394.3,0,0,NA,2012-09-07
100,CRDA1201,RICER048,1,1,2012-09-08,100,15.5,12,12.8,14.1,28.2,0.51,28.5,23,25.6,26.5,21.3,25.6,26.5,146,394.3,0,0,NA,2012-09-08
101,CRDA1201,RICER048,1,1,2012-09-09,101,12.8,12,12.8,16.7,33.4,0.42,29.2,23.4,26.2,27.1,21.4,26.2,27.1,86,394.3,0,0,NA,2012-09-09
102,CRDA1201,RICER048,1,1,2012-09-10,102,11.4,12,12.8,20.9,41.8,0.28,30.1,22.7,26.2,27.4,20.5,26.2,27.4,169,394.3,0,0,NA,2012-09-10
103,CRDA1201,RICER048,1,1,2012-09-11,103,7.3,12,12.8,22.7,45.4,0.21,27.6,23,25.2,25.9,21.3,25.2,25.9,144,394.3,0,0,NA,2012-09-11
104,CRDA1201,RICER048,1,1,2012-09-12,104,24.7,12,12.8,20.3,40.6,0.3,30.2,22.3,26.1,27.4,20.4,26.1,27.4,95,394.3,0,0,NA,2012-09-12
105,CRDA1201,RICER048,1,1,2012-09-13,105,15.9,12,12.8,20.6,41.2,0.29,31.2,24.3,27.6,28.7,21.4,27.6,28.7,92,394.3,0,0,NA,2012-09-13
106,CRDA1201,RICER048,1,1,2012-09-14,106,18.5,12,12.8,12.9,25.8,0.55,28,22.9,25.3,26.2,21.2,25.3,26.2,147,394.3,0,0,NA,2012-09-14
107,CRDA1201,RICER048,1,1,2012-09-15,107,16.9,12,12.8,17.1,34.2,0.41,29.5,23.1,26.2,27.2,20.7,26.2,27.2,113,394.5,0,0,NA,2012-09-15
108,CRDA1201,RICER048,1,1,2012-09-16,108,17.4,12,12.8,19.3,38.6,0.33,29.2,23.4,26.2,27.1,21.6,26.2,27.1,135,394.5,0,0,NA,2012-09-16
109,CRDA1201,RICER048,1,1,2012-09-17,109,40.5,12,12.8,19.4,38.8,0.33,29.9,22.2,25.9,27.1,19.2,25.9,27.1,98,394.5,0,0,NA,2012-09-17
110,CRDA1201,RICER048,1,1,2012-09-18,110,5.3,12,12.8,11.7,23.4,0.6,28.7,22.3,25.4,26.4,20.5,25.4,26.4,203,394.5,0,0,NA,2012-09-18
111,CRDA1201,RICER048,1,1,2012-09-19,111,7.4,12,12.8,20.5,41,0.29,29.6,21.4,25.3,26.7,19,25.3,26.7,112,394.5,0,0,NA,2012-09-19
112,CRDA1201,RICER048,1,1,2012-09-20,112,15.2,12,12.8,20.8,41.6,0.28,29.8,23.4,26.5,27.5,21.1,26.5,27.5,120,394.5,0,0,NA,2012-09-20
113,CRDA1201,RICER048,1,1,2012-09-21,113,14.2,12,12.8,12.9,25.8,0.55,30.2,23.2,26.5,27.7,21.4,26.5,27.7,147,394.5,0,0,NA,2012-09-21
114,CRDA1201,RICER048,1,1,2012-09-22,114,7.4,12,12.8,17,34,0.41,30.4,23.3,26.7,27.9,20.8,26.7,27.9,109,394.5,0,0,NA,2012-09-22
115,CRDA1201,RICER048,1,1,2012-09-23,115,5.4,12,12.8,16.5,33,0.43,29.1,23.3,26.1,27,21.4,26.1,27,162,394.5,0,0,NA,2012-09-23
116,CRDA1201,RICER048,1,1,2012-09-24,116,4.8,12,12.8,19.3,38.6,0.33,29.6,23.1,26.2,27.3,20.9,26.2,27.3,140,394.5,0,0,NA,2012-09-24
117,CRDA1201,RICER048,1,1,2012-09-25,117,7.5,12,12.8,22.1,44.2,0.24,30.6,23.5,26.9,28.1,20.9,26.9,28.1,137,394.5,0,0,NA,2012-09-25
118,CRDA1201,RICER048,1,1,2012-09-26,118,3.9,12,12.8,22.7,45.4,0.22,31.5,20.9,26,27.7,17.8,26,27.7,141,394.5,0,0,NA,2012-09-26
119,CRDA1201,RICER048,1,1,2012-09-27,119,9.1,12,12.8,19.2,38.4,0.34,31.4,22.8,26.9,28.3,20,26.9,28.3,123,394.5,0,0,NA,2012-09-27
120,CRDA1201,RICER048,1,1,2012-09-28,120,5.7,12,12.8,21.8,43.6,0.25,30.2,23.1,26.5,27.7,21,26.5,27.7,98,394.5,0,0,NA,2012-09-28
121,CRDA1201,RICER048,1,1,2012-09-29,121,8,12,12.8,21.9,43.8,0.24,30.3,22.9,26.4,27.6,21.2,26.4,27.6,143,394.5,0,0,NA,2012-09-29
122,CRDA1201,RICER048,1,1,2012-09-30,122,4.4,12,12.8,18.8,37.6,0.35,28.2,23.6,25.8,26.5,22.4,25.8,26.5,173,394.5,0,0,NA,2012-09-30
123,CRDA1201,RICER048,1,1,2012-10-01,123,4.2,12,12.8,18.7,37.4,0.35,30.3,22.6,26.3,27.5,19.9,26.3,27.5,77,394.5,0,0,NA,2012-10-01
124,CRDA1201,RICER048,1,1,2012-10-02,124,7.5,12,12.8,13.3,26.6,0.54,28.7,22.6,25.5,26.5,20.8,25.5,26.5,138,394.5,0,0,NA,2012-10-02
125,CRDA1201,RICER048,1,1,2012-10-03,125,9.1,12,12.8,17.7,35.4,0.39,26.9,22.8,24.8,25.4,21.5,24.8,25.4,166,394.5,0,0,NA,2012-10-03
126,CRDA1201,RICER048,1,1,2012-10-04,126,6.4,12,12.8,17.9,35.8,0.38,30.8,22.8,26.6,27.9,20,26.6,27.9,92,394.5,0,0,NA,2012-10-04
127,CRDA1201,RICER048,1,1,2012-10-05,127,8.6,12,12.8,16.9,33.8,0.41,29.6,23.4,26.4,27.4,21.5,26.4,27.4,114,394.5,0,0,NA,2012-10-05
128,CRDA1201,RICER048,1,1,2012-10-06,128,9.9,12,12.8,20.5,41,0.29,29.2,23.8,26.4,27.3,21.2,26.4,27.3,71,394.5,0,0,NA,2012-10-06
129,CRDA1201,RICER048,1,1,2012-10-07,129,7.6,12,12.8,17.1,34.2,0.41,30.9,22.5,26.5,27.9,19.3,26.5,27.9,123,394.5,0,0,NA,2012-10-07
130,CRDA1201,RICER048,1,1,2012-10-08,130,5.8,12,12.8,21,42,0.27,30.8,23.6,27,28.2,21.1,27,28.2,97,394.5,0,0,NA,2012-10-08
131,CRDA1201,RICER048,1,1,2012-10-09,131,4.8,12,12.8,21.6,43.2,0.25,31.2,24.1,27.5,28.7,21.1,27.5,28.7,65,394.5,0,0,NA,2012-10-09
132,CRDA1201,RICER048,1,1,2012-10-10,132,5.1,12,12.8,23.2,46.4,0.19,29.7,23.9,26.7,27.6,22.2,26.7,27.6,111,394.5,0,0,NA,2012-10-10
133,CRDA1201,RICER048,1,1,2012-10-11,133,5.4,12,12.8,19.9,39.8,0.31,29.2,23.8,26.4,27.3,22.5,26.4,27.3,161,394.5,0,0,NA,2012-10-11
134,CRDA1201,RICER048,1,1,2012-10-12,134,6.2,12,12.8,17,34,0.41,29.4,23.4,26.3,27.2,22,26.3,27.2,126,394.5,0,0,NA,2012-10-12
135,CRDA1201,RICER048,1,1,2012-10-13,135,10.8,12,12.8,13.9,27.8,0.51,29.5,23.7,26.5,27.4,21.8,26.5,27.4,91,394.5,0,0,NA,2012-10-13
136,CRDA1201,RICER048,1,1,2012-10-14,136,7,12,12.8,21.2,42.4,0.26,31.3,23.1,27,28.4,20.1,27,28.4,66,394.5,0,0,NA,2012-10-14
137,CRDA1201,RICER048,1,1,2012-10-15,137,7.2,12,12.8,18.4,36.8,0.36,30.6,22.9,26.6,27.8,19.8,26.6,27.8,95,394.8,0,0,NA,2012-10-15
138,CRDA1201,RICER048,1,1,2012-10-16,138,4.7,12,12.8,22.8,45.6,0.2,30.6,22.8,26.5,27.8,20.3,26.5,27.8,97,394.8,0,0,NA,2012-10-16
139,CRDA1201,RICER048,1,1,2012-10-17,139,0.5,12,12.8,20.6,41.2,0.28,30.4,22.4,26.2,27.5,20.7,26.2,27.5,162,394.8,0,0,NA,2012-10-17
140,CRDA1201,RICER048,1,1,2012-10-18,140,0.3,12,12.8,20,40,0.3,29.5,22.8,26,27.1,20.9,26,27.1,127,394.8,0,0,NA,2012-10-18
141,CRDA1201,RICER048,1,1,2012-10-19,141,1.5,12,12.8,17.9,35.8,0.37,30,22.1,25.9,27.2,19.8,25.9,27.2,88,394.8,0,0,NA,2012-10-19
142,CRDA1201,RICER048,1,1,2012-10-20,142,1.1,12,12.8,22,44,0.22,30.1,23.9,26.9,27.9,21,26.9,27.9,97,394.8,0,0,NA,2012-10-20
143,CRDA1201,RICER048,1,1,2012-10-21,143,0.8,12,12.8,19.4,38.8,0.32,30.6,23.5,26.9,28.1,21.2,26.9,28.1,117,394.8,0,0,NA,2012-10-21
144,CRDA1201,RICER048,1,1,2012-10-22,144,0.2,12,12.8,16.8,33.6,0.41,29.8,23.5,26.5,27.5,21.4,26.5,27.5,137,394.8,0,0,NA,2012-10-22
