*SOM C DAILY OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.8.2.000 -release  APR 22, 2025 15:19:20

*RUN   1        : F1 NE 4                   RICER048 CRDA1201    1
 MODEL          : RICER048 - Rice
 EXPERIMENT     : CRDA1201 WH ESSAI VARIETE DAROU PAKA 2012
 DATA PATH      :
 TREATMENT  1   : F1 NE 4                   RICER048
  
!                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    Cumul.
!               <---- SOM C in top layers ----> <- SOM + LIT C in top layers -> <------------ Total Soil Organic Carbon (SOM + LIT) ------------> <--------- Active Soil Organic Carbon (SOM1) ---------> <---- Intermediate Soil Organic C (SOM2) -----> <------- Passive Soil Organic C (SOM3) -------> <------------------ Litter Carbon --------------------> <-------------- Metabolic Litter Carbon --------------> <------------- Structural Litter Carbon -------------->  Resid.  <-Accum. CO2->
!               20cm-kg  20cm-% 40cm-kg  40cm-% 20cm-kg  20cm-% 40cm-kg  40cm-%     Total Surface    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100    Soil     0-5    5-15   15-30   30-45  45-100    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100 Surface    Soil     0-5    5-15   15-30   30-45  45-100 (kg/ha) Surface    Soil
@YEAR DOY   DAS  SCS20D  SC%20D  SCS40D  SC%40D  SLC20D  SL%20D  SLC40D  SL%40D      SOCD    SC0D    SCTD    SC1D    SC2D    SC3D    SC4D   SC5+D   S1C0D   S1CTD   S1C1D   S1C2D   S1C3D   S1C4D  S1C5+D   S2CTD   S2C1D   S2C2D   S2C3D   S2C4D  S2C5+D   S3CTD   S3C1D   S3C2D   S3C3D   S3C4D  S3C5+D    LC0D    LCTD    LC1D    LC2D    LC3D    LC4D   LC5+D   MEC0D   MECTD   MEC1D   MEC2D   MEC3D   MEC4D  MEC5+D   STC0D   STCTD   STC1D   STC2D   STC3D   STC4D  STC5+D    RESC   CO20C   CO2SC
 2012 202    50   45554   1.494   47435   1.571   45562   1.494   47440   1.571    259018       0  259018   11215   22493   35562   35598  154150       0    5116     188     399     637     648    3244  143623    5839   11718   18275   18300   89491  110262    5186   10372   16646   16646   61411       0      18       2       4       4       3       4       0       4       0       1       1       1       1       0      15       2       4       4       2       3       0       0    4927
 2012 203    51   45538   1.493   47421   1.570   45546   1.493   47425   1.570    258931       0  258931   11210   22486   35551   35587  154097       0    5081     186     396     633     644    3222  143571    5835   11714   18268   18294   89460  110261    5186   10372   16646   16646   61411       0      18       2       4       4       3       4       0       3       0       1       1       1       1       0      15       2       4       4       2       3       0       0    5014
 2012 204    52   45522   1.493   47406   1.570   45530   1.493   47411   1.570    258844       0  258844   11205   22479   35540   35576  154045       0    5046     184     393     629     640    3201  143519    5832   11710   18261   18287   89429  110261    5186   10372   16646   16646   61411       0      18       2       4       4       3       4       0       3       0       1       1       1       1       0      15       2       4       4       2       3       0       0    5101
 2012 205    53   45506   1.492   47391   1.569   45514   1.492   47396   1.569    258758       0  258758   11199   22472   35529   35565  153993       0    5012     182     390     625     635    3180  143466    5829   11705   18254   18280   89398  110261    5186   10372   16646   16646   61411       0      18       2       4       4       3       4       0       3       0       1       1       1       1       0      15       2       4       4       2       3       0       0    5187
 2012 206    54   45492   1.492   47378   1.569   45500   1.492   47383   1.569    258676       0  258676   11195   22465   35520   35555  153942       0    4981     181     388     621     632    3159  143417    5826   11701   18248   18274   89367  110261    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       3       0       1       1       0       1       0      15       2       4       4       2       3       0       0    5269
 2012 207    55   45477   1.491   47365   1.568   45485   1.491   47369   1.569    258594       0  258594   11190   22459   35509   35545  153892       0    4949     179     385     617     628    3140  143366    5822   11697   18242   18268   89337  110261    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       3       0       1       1       0       1       0      14       2       4       4       2       3       0       0    5351
 2012 208    56   45461   1.491   47351   1.568   45469   1.491   47356   1.568    258512       0  258512   11185   22452   35499   35534  153843       0    4918     178     383     614     624    3120  143316    5819   11693   18236   18262   89307  110261    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       3       0       1       1       0       1       0      14       2       4       3       2       3       0       0    5433
 2012 209    57   45447   1.490   47338   1.567   45454   1.490   47342   1.568    258431       0  258431   11180   22445   35489   35524  153793       0    4888     176     381     610     620    3101  143266    5816   11689   18229   18255   89277  110261    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       3       0       1       1       0       1       0      14       2       4       3       2       3       0       0    5514
 2012 210    58   45432   1.490   47324   1.567   45440   1.490   47329   1.567    258350       0  258350   11175   22439   35479   35514  153744       0    4858     174     378     606     617    3082  143215    5812   11685   18223   18249   89247  110260    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       2       0       1       1       0       1       0      14       2       4       3       2       3       0       0    5595
 2012 211    59   45417   1.489   47311   1.567   45425   1.489   47315   1.567    258269       0  258269   11170   22432   35469   35504  153695       0    4828     173     376     603     613    3064  143164    5809   11680   18216   18243   89216  110260    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       2       0       0       0       0       1       0      14       2       4       3       2       3       0       0    5676
 2012 212    60   45402   1.489   47297   1.566   45410   1.489   47301   1.566    258189       0  258189   11165   22425   35458   35494  153646       0    4799     172     374     599     609    3045  143113    5806   11676   18210   18236   89186  110260    5186   10372   16646   16646   61411       0      17       2       4       4       3       4       0       2       0       0       0       0       1       0      14       2       4       3       2       3       0       0    5756
 2012 213    61   45387   1.488   47283   1.566   45394   1.488   47287   1.566    258106       0  258106   11160   22418   35448   35483  153597       0    4769     170     371     595     606    3027  143061    5802   11672   18203   18230   89155  110260    5185   10372   16646   16646   61411       0      16       2       4       4       3       4       0       2       0       0       0       0       1       0      14       2       4       3       2       3       0       0    5839
 2012 214    62   45371   1.488   47269   1.565   45378   1.488   47273   1.565    258023       0  258023   11155   22411   35437   35473  153547       0    4739     169     369     592     602    3008  143007    5799   11667   18196   18223   89123  110260    5185   10372   16646   16646   61411       0      16       2       4       4       3       4       0       2       0       0       0       0       1       0      14       2       4       3       2       3       0       0    5922
 2012 215    63   45358   1.487   47255   1.565   45365   1.487   47259   1.565    257942       0  257942   11152   22404   35426   35462  153497       0    4711     168     366     588     598    2990  142956    5797   11662   18189   18216   89092  110259    5185   10372   16646   16646   61411       0      16       2       4       4       3       4       0       2       0       0       0       0       1       0      14       2       4       3       2       3       0       0    6003
 2012 216    64   45344   1.487   47241   1.564   45351   1.487   47245   1.564    257862       0  257862   11149   22397   35416   35452  153448       0    4683     167     364     585     595    2972  142904    5794   11658   18182   18209   89060  110259    5185   10371   16645   16646   61411       0      16       2       4       4       3       4       0       2       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6083
 2012 217    65   45330   1.486   47227   1.564   45338   1.486   47231   1.564    257781       0  257781   11145   22390   35405   35442  153398       0    4654     166     362     581     591    2955  142851    5792   11653   18175   18203   89028  110259    5185   10371   16645   16646   61411       0      16       2       4       4       2       4       0       2       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6164
 2012 218    66   45318   1.486   47214   1.563   45326   1.486   47218   1.564    257704       0  257704   11143   22384   35396   35432  153349       0    4628     165     360     578     588    2937  142801    5790   11649   18169   18196   88997  110259    5185   10371   16645   16646   61411       0      16       2       4       4       2       4       0       2       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6242
 2012 219    67   45306   1.485   47202   1.563   45314   1.486   47206   1.563    257629       0  257629   11140   22378   35387   35422  153301       0    4602     164     358     575     585    2921  142752    5788   11645   18163   18190   88966  110259    5185   10371   16645   16645   61411       0      16       2       4       4       2       4       0       2       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6316
 2012 220    68   45294   1.485   47189   1.563   45301   1.485   47194   1.563    257553       0  257553   11136   22372   35377   35413  153255       0    4577     163     356     572     581    2904  142702    5786   11641   18156   18184   88936  110258    5185   10371   16645   16645   61411       0      16       2       4       4       2       4       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6392
 2012 221    69   45280   1.485   47176   1.562   45287   1.485   47180   1.562    257476       0  257476   11133   22365   35367   35403  153207       0    4551     163     354     569     578    2888  142651    5783   11636   18149   18177   88905  110258    5185   10371   16645   16645   61411       0      16       2       4       4       2       4       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6469
 2012 222    70   45267   1.484   47162   1.562   45274   1.484   47167   1.562    257398       0  257398   11130   22358   35357   35393  153160       0    4526     162     351     566     575    2872  142599    5781   11632   18142   18170   88873  110258    5185   10371   16645   16645   61411       0      16       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6547
 2012 223    71   45254   1.484   47149   1.561   45261   1.484   47153   1.561    257320       0  257320   11127   22352   35347   35383  153112       0    4500     161     349     562     572    2856  142546    5779   11627   18135   18164   88841  110258    5185   10371   16645   16645   61411       0      16       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6625
 2012 224    72   45241   1.483   47135   1.561   45248   1.484   47140   1.561    257242       0  257242   11124   22345   35336   35373  153064       0    4475     160     347     559     568    2840  142494    5777   11623   18129   18157   88809  110258    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6703
 2012 225    73   45229   1.483   47123   1.560   45236   1.483   47127   1.561    257168       0  257168   11121   22339   35328   35364  153016       0    4451     159     346     557     566    2824  142444    5775   11619   18122   18150   88778  110257    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6777
 2012 226    74   45217   1.483   47111   1.560   45225   1.483   47115   1.560    257095       0  257095   11118   22333   35318   35354  152970       0    4428     159     344     554     563    2809  142394    5773   11615   18116   18144   88747  110257    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6850
 2012 227    75   45206   1.482   47099   1.560   45213   1.482   47103   1.560    257024       0  257024   11116   22328   35310   35345  152925       0    4406     158     342     551     560    2795  142346    5770   11611   18110   18138   88716  110257    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6921
 2012 228    76   45195   1.482   47088   1.559   45202   1.482   47092   1.559    256954       0  256954   11113   22322   35301   35337  152882       0    4384     157     340     549     557    2781  142298    5768   11607   18104   18132   88687  110257    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    6991
 2012 229    77   45183   1.481   47076   1.559   45190   1.482   47080   1.559    256884       0  256884   11110   22316   35292   35328  152838       0    4363     157     339     546     555    2767  142250    5766   11603   18098   18126   88657  110256    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7061
 2012 230    78   45171   1.481   47064   1.558   45178   1.481   47068   1.559    256813       0  256813   11107   22310   35283   35319  152794       0    4341     156     337     543     552    2753  142201    5764   11599   18091   18120   88627  110256    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7132
 2012 231    79   45159   1.481   47051   1.558   45166   1.481   47055   1.558    256741       0  256741   11105   22304   35273   35310  152750       0    4319     155     335     541     549    2739  142151    5762   11594   18084   18113   88597  110256    5185   10371   16645   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7204
 2012 232    80   45148   1.480   47039   1.558   45155   1.480   47043   1.558    256670       0  256670   11102   22298   35264   35300  152706       0    4298     155     333     538     546    2726  142101    5760   11590   18078   18107   88566  110256    5185   10371   16644   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7275
 2012 233    81   45135   1.480   47026   1.557   45142   1.480   47030   1.557    256596       0  256596   11099   22292   35254   35291  152661       0    4276     154     332     535     544    2712  142050    5758   11586   18071   18100   88535  110255    5185   10371   16644   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7349
 2012 234    82   45123   1.479   47013   1.557   45130   1.480   47017   1.557    256522       0  256522   11096   22285   35245   35281  152615       0    4255     153     330     532     541    2698  141998    5756   11581   18064   18093   88503  110255    5185   10371   16644   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7423
 2012 235    83   45111   1.479   47001   1.556   45118   1.479   47004   1.556    256448       0  256448   11093   22279   35235   35272  152569       0    4233     153     328     530     538    2684  141945    5754   11577   18057   18087   88471  110255    5185   10371   16644   16645   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7497
 2012 236    84   45099   1.479   46988   1.556   45106   1.479   46992   1.556    256375       0  256375   11091   22274   35226   35262  152523       0    4212     152     327     527     536    2671  141893    5752   11573   18051   18080   88438  110255    5185   10371   16644   16644   61411       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7570
 2012 237    85   45087   1.478   46976   1.555   45094   1.478   46979   1.556    256301       0  256301   11088   22267   35216   35253  152477       0    4191     151     325     525     533    2657  141841    5749   11568   18044   18073   88406  110254    5185   10371   16644   16644   61410       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7644
 2012 238    86   45075   1.478   46963   1.555   45082   1.478   46967   1.555    256227       0  256227   11085   22261   35207   35243  152431       0    4170     151     323     522     530    2644  141788    5747   11564   18037   18067   88373  110254    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7718
 2012 239    87   45063   1.477   46951   1.555   45070   1.478   46955   1.555    256155       0  256155   11082   22255   35198   35234  152386       0    4150     150     322     520     528    2631  141736    5745   11560   18030   18060   88341  110254    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7790
 2012 240    88   45052   1.477   46939   1.554   45059   1.477   46943   1.554    256086       0  256086   11079   22250   35189   35226  152342       0    4131     149     320     518     525    2618  141687    5743   11555   18024   18054   88310  110254    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       1       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7859
 2012 241    89   45040   1.477   46928   1.554   45047   1.477   46931   1.554    256016       0  256016   11077   22244   35180   35217  152299       0    4112     149     319     515     523    2606  141636    5741   11551   18018   18047   88279  110253    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       0       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7929
 2012 242    90   45028   1.476   46915   1.553   45035   1.477   46919   1.554    255946       0  255946   11074   22238   35171   35208  152256       0    4093     148     317     513     521    2594  141585    5739   11546   18011   18041   88248  110253    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       0       0       0       0       0       0       0      14       2       4       3       2       3       0       0    7999
 2012 243    91   45016   1.476   46903   1.553   45023   1.476   46907   1.553    255875       0  255875   11071   22232   35162   35199  152212       0    4074     148     316     510     518    2582  141533    5737   11542   18004   18034   88217  110253    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       0       0       0       0       0       0       0      14       2       4       3       2       3       0       0    8071
 2012 244    92   45004   1.476   46890   1.553   45011   1.476   46894   1.553    255802       0  255802   11068   22225   35152   35189  152168       0    4055     147     314     508     516    2570  141480    5735   11537   17997   18027   88184  110253    5185   10370   16644   16644   61410       0      15       2       4       4       2       3       0       0       0       0       0       0       0       0      14       2       4       3       2       3       0       0    8143
 2012 245    93   44993   1.475   46878   1.552   44999   1.475   46882   1.552    255730       0  255730   11066   22219   35143   35180  152123       0    4036     147     313     506     513    2558  141427    5732   11533   17990   18020   88152  110252    5185   10370   16644   16644   61410       0      15       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       4       3       2       3       0       0    8215
 2012 246    94   44981   1.475   46866   1.552   44988   1.475   46870   1.552    255660       0  255660   11063   22214   35134   35171  152078       0    4018     146     311     504     511    2546  141375    5730   11529   17983   18014   88119  110252    5185   10370   16644   16644   61410       0      15       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       4       3       2       3       0       0    8285
 2012 247    95   44971   1.474   46854   1.551   44977   1.475   46858   1.552    255591       0  255591   11060   22208   35125   35162  152035       0    4000     145     310     502     509    2535  141325    5728   11525   17977   18007   88088  110252    5185   10370   16643   16644   61410       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8354
 2012 248    96   44960   1.474   46844   1.551   44967   1.474   46847   1.551    255526       0  255526   11058   22203   35117   35154  151993       0    3984     145     309     500     507    2524  141276    5726   11521   17971   18001   88057  110251    5185   10370   16643   16644   61410       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8419
 2012 249    97   44950   1.474   46833   1.551   44956   1.474   46837   1.551    255461       0  255461   11055   22198   35109   35146  151952       0    3967     144     308     498     505    2513  141228    5724   11517   17965   17995   88027  110251    5185   10370   16643   16644   61410       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8484
 2012 250    98   44939   1.473   46823   1.550   44946   1.474   46826   1.551    255399       0  255399   11053   22193   35102   35138  151913       0    3952     144     306     496     503    2503  141181    5722   11513   17959   17989   87998  110251    5185   10370   16643   16644   61410       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8546
 2012 251    99   44929   1.473   46812   1.550   44936   1.473   46816   1.550    255339       0  255339   11050   22188   35094   35130  151877       0    3937     143     305     494     501    2494  141137    5720   11509   17953   17984   87971  110251    5185   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8606
 2012 252   100   44919   1.473   46802   1.550   44925   1.473   46806   1.550    255279       0  255279   11048   22182   35086   35123  151840       0    3923     143     304     492     499    2484  141092    5718   11505   17947   17978   87943  110250    5185   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8666
 2012 253   101   44907   1.472   46790   1.549   44914   1.473   46794   1.549    255214       0  255214   11045   22176   35077   35114  151801       0    3907     142     303     490     497    2475  141043    5716   11500   17940   17971   87914  110250    5185   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8731
 2012 254   102   44895   1.472   46779   1.549   44902   1.472   46782   1.549    255147       0  255147   11042   22170   35068   35105  151761       0    3891     142     301     488     495    2465  140992    5714   11496   17933   17965   87884  110250    5184   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8798
 2012 255   103   44884   1.472   46766   1.549   44890   1.472   46770   1.549    255078       0  255078   11040   22164   35059   35096  151719       0    3874     141     300     486     493    2454  140940    5712   11491   17926   17958   87852  110249    5184   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8867
 2012 256   104   44872   1.471   46754   1.548   44878   1.471   46758   1.548    255007       0  255007   11037   22158   35049   35087  151675       0    3858     141     298     484     491    2444  140886    5710   11487   17919   17951   87819  110249    5184   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    8938
 2012 257   105   44860   1.471   46741   1.548   44866   1.471   46745   1.548    254935       0  254934   11034   22152   35040   35078  151631       0    3841     140     297     482     489    2433  140831    5708   11482   17912   17944   87786  110249    5184   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9011
 2012 258   106   44847   1.470   46728   1.547   44854   1.471   46732   1.547    254862       0  254862   11032   22146   35030   35068  151586       0    3824     140     296     480     487    2422  140775    5705   11477   17904   17936   87752  110248    5184   10370   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9084
 2012 259   107   44835   1.470   46716   1.547   44841   1.470   46719   1.547    254788       0  254787   11029   22139   35021   35058  151541       0    3807     139     294     478     484    2412  140718    5703   11472   17897   17929   87717  110248    5184   10369   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9158
 2012 260   108   44822   1.470   46703   1.546   44829   1.470   46706   1.547    254713       0  254713   11026   22133   35011   35049  151495       0    3790     139     293     476     482    2401  140661    5701   11467   17889   17921   87682  110248    5184   10369   16643   16643   61409       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9232
 2012 261   109   44809   1.469   46690   1.546   44816   1.469   46693   1.546    254638       0  254638   11022   22126   35001   35039  151449       0    3774     138     292     473     480    2390  140603    5698   11462   17882   17914   87647  110247    5184   10369   16642   16643   61408       0      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9307
 2012 262   110   44797   1.469   46677   1.546   44803   1.469   46681   1.546    254565       1  254564   11019   22120   34991   35030  151404       0    3757     138     290     471     478    2380  140545    5696   11457   17874   17907   87612  110247    5184   10369   16642   16643   61408       1      14       2       4       3       2       3       0       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9381
 2012 263   111   44785   1.468   46664   1.545   44791   1.469   46668   1.545    254492       1  254491   11017   22114   34982   35020  151359       0    3742     137     289     469     476    2370  140489    5693   11452   17867   17899   87578  110247    5184   10369   16642   16643   61408       1      14       2       3       3       2       3       1       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9454
 2012 264   112   44774   1.468   46652   1.545   44780   1.468   46656   1.545    254421       1  254420   11014   22109   34973   35011  151313       0    3726     137     288     468     474    2360  140433    5691   11448   17860   17892   87543  110246    5184   10369   16642   16643   61408       1      14       2       3       3       2       3       1       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9525
 2012 265   113   44763   1.468   46640   1.544   44770   1.468   46644   1.545    254352       1  254351   11012   22103   34964   35002  151269       0    3711     136     287     466     472    2350  140379    5689   11444   17853   17885   87508  110246    5184   10369   16642   16642   61408       1      14       2       3       3       2       3       1       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9594
 2012 266   114   44753   1.467   46629   1.544   44759   1.468   46633   1.544    254285       2  254283   11009   22098   34956   34993  151226       0    3697     136     286     464     470    2340  140326    5687   11440   17846   17878   87475  110246    5184   10369   16642   16642   61408       2      14       2       3       3       2       3       1       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9662
 2012 267   115   44742   1.467   46618   1.544   44748   1.467   46621   1.544    254218       2  254216   11007   22093   34947   34985  151184       0    3683     135     285     463     469    2331  140273    5685   11435   17839   17872   87442  110245    5184   10369   16642   16642   61408       2      14       2       3       3       2       3       2       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9729
 2012 268   116   44731   1.467   46606   1.543   44738   1.467   46610   1.543    254152       3  254149   11004   22087   34939   34976  151142       0    3669     135     284     461     467    2322  140221    5683   11431   17833   17865   87409  110245    5184   10369   16642   16642   61408       3      14       2       3       3       2       3       2       0       0       0       0       0       0       0      14       2       3       3       2       3       0       0    9796
 2012 269   117   44721   1.466   46595   1.543   44727   1.466   46599   1.543    254085       3  254082   11002   22082   34930   34968  151100       0    3656     135     283     459     465    2313  140168    5681   11427   17826   17858   87376  110245    5184   10369   16642   16642   61408       3      14       2       3       3       2       3       3       0       0       0       0       0       0       1      14       2       3       3       2       3       0       0    9863
 2012 270   118   44710   1.466   46584   1.543   44716   1.466   46587   1.543    254019       4  254015   10999   22077   34922   34959  151059       0    3642     134     282     458     464    2305  140115    5679   11422   17819   17851   87343  110244    5184   10369   16642   16642   61407       4      14       2       3       3       2       3       3       0       0       0       0       0       0       1      14       2       3       3       2       3       0       0    9930
 2012 271   119   44699   1.466   46572   1.542   44705   1.466   46576   1.542    253952       5  253947   10996   22071   34913   34950  151016       0    3628     134     281     456     462    2296  140061    5677   11418   17812   17844   87310  110244    5184   10369   16642   16642   61407       5      14       2       3       3       2       3       4       0       0       0       0       0       0       1      14       2       3       3       2       3       0       0    9998
 2012 272   120   44688   1.465   46560   1.542   44694   1.465   46564   1.542    253885       6  253879   10994   22065   34904   34942  150974       0    3615     133     280     454     460    2287  140007    5675   11413   17805   17837   87277  110244    5184   10369   16642   16642   61407       5      14       2       3       3       2       3       5       0       0       0       0       0       0       1      14       2       3       3       2       3       0       0   10066
 2012 273   121   44676   1.465   46548   1.541   44683   1.465   46552   1.541    253817       7  253810   10991   22059   34895   34933  150931       0    3601     133     279     453     458    2279  139951    5672   11409   17798   17830   87243  110243    5184   10369   16642   16642   61407       6      14       2       3       3       2       3       5       0       0       0       0       0       0       1      14       2       3       3       2       3       0       1   10135
 2012 274   122   44665   1.464   46536   1.541   44671   1.465   46540   1.541    253749       8  253740   10989   22054   34886   34924  150888       0    3588     133     278     451     457    2270  139896    5670   11404   17790   17823   87208  110243    5184   10369   16641   16642   61407       8      14       2       3       3       2       3       7       0       0       0       0       0       0       1      14       2       3       3       2       3       0       1   10205
 2012 275   123   44654   1.464   46524   1.541   44660   1.464   46528   1.541    253682      10  253671   10986   22048   34877   34915  150845       1    3575     132     277     449     455    2261  139840    5668   11399   17783   17816   87174  110243    5184   10369   16641   16642   61407      10      14       2       3       3       2       3       8       0       0       0       0       0       0       2      14       2       3       3       2       3       0       1   10274
 2012 276   124   44642   1.464   46512   1.540   44649   1.464   46516   1.540    253614      13  253601   10983   22042   34868   34906  150802       1    3561     132     276     448     453    2253  139784    5666   11394   17775   17808   87140  110242    5184   10369   16641   16642   61407      12      14       2       3       3       2       3      10       0       0       0       0       0       0       2      14       2       3       3       2       3       0       1   10344
 2012 277   125   44630   1.463   46499   1.540   44637   1.464   46503   1.540    253545      16  253529   10981   22036   34858   34896  150758       1    3548     131     274     446     452    2244  139726    5664   11389   17768   17801   87104  110242    5184   10368   16641   16642   61407      15      14       2       3       3       2       3      12       0       0       0       0       0       0       2      14       2       3       3       2       3       0       1   10416
 2012 278   126   44619   1.463   46487   1.539   44625   1.463   46491   1.539    253477      19  253458   10978   22030   34849   34887  150714       1    3535     131     273     444     450    2236  139668    5661   11384   17760   17793   87069  110241    5184   10368   16641   16641   61406      18      14       2       3       3       2       3      15       0       0       0       0       0       0       3      14       2       3       3       2       3       0       1   10487
 2012 279   127   44608   1.463   46475   1.539   44614   1.463   46478   1.539    253409      23  253386   10976   22024   34840   34878  150670       1    3521     131     272     443     448    2227  139610    5659   11380   17753   17786   87033  110241    5184   10368   16641   16641   61406      21      14       2       3       3       2       3      18       0       0       0       0       0       0       4      14       2       3       3       2       3       0       2   10559
 2012 280   128   44596   1.462   46462   1.538   44602   1.462   46465   1.539    253340      27  253313   10973   22018   34830   34868  150625       2    3508     130     271     441     447    2219  139551    5657   11374   17745   17778   86997  110241    5184   10368   16641   16641   61406      25      14       2       3       3       2       3      21       0       0       0       0       0       0       4      14       2       3       3       2       3       0       2   10632
 2012 281   129   44584   1.462   46449   1.538   44590   1.462   46453   1.538    253271      32  253239   10970   22011   34820   34858  150579       2    3495     130     270     439     445    2210  139491    5654   11369   17737   17770   86960  110240    5184   10368   16641   16641   61406      29      14       2       3       3       2       3      24       0       0       0       0       0       0       5      14       2       3       3       2       3       0       3   10706
 2012 282   130   44572   1.461   46436   1.538   44578   1.462   46440   1.538    253202      36  253166   10967   22005   34811   34849  150534       3    3482     129     269     438     443    2202  139430    5652   11364   17729   17762   86923  110240    5184   10368   16641   16641   61406      34      14       2       3       3       2       3      28       0       0       0       0       0       0       6      14       2       3       3       2       3       0       3   10780
